"","county","GEOID","yearG","CAUSE","Ndeaths","YLL","m.YLL","Level","popTot","YLLper","cDeathRate"
"7541","Los Angeles","06037501400","2011-2015",69,10,205.28,20.528,"gbd3",3895,1054.06931964056,51.3478818998716
"7542","Los Angeles","06037501501","2001-2005",69,3,35.94,11.98,"gbd3",2366,303.803888419273,25.3592561284869
"7543","Los Angeles","06037501501","2011-2015",69,10,226.57,22.657,"gbd3",2366,1915.21555367709,84.530853761623
"7544","Los Angeles","06037501501","2006-2010",69,10,265.03,26.503,"gbd3",2366,2240.32121724429,84.530853761623
"7545","Los Angeles","06037501503","2001-2005",69,5,154.21,30.842,"gbd3",4800,642.541666666667,20.8333333333333
"7546","Los Angeles","06037501503","2006-2010",69,12,183.86,15.3216666666667,"gbd3",4800,766.083333333333,50
"7547","Los Angeles","06037501503","2011-2015",69,15,276.8,18.4533333333333,"gbd3",4800,1153.33333333333,62.5
"7548","Los Angeles","06037501504","2011-2015",69,14,234.74,16.7671428571429,"gbd3",3624,1295.47461368653,77.2626931567329
"7549","Los Angeles","06037501504","2006-2010",69,24,442.53,18.43875,"gbd3",3624,2442.21854304636,132.450331125828
"7550","Los Angeles","06037501504","2001-2005",69,7,137.7,19.6714285714286,"gbd3",3624,759.933774834437,38.6313465783664
"7551","Los Angeles","06037501600","2001-2005",69,5,218,43.6,"gbd3",7869,554.072944465625,12.708095056551
"7552","Los Angeles","06037501600","2006-2010",69,17,257.45,15.1441176470588,"gbd3",7869,654.339814461812,43.2075231922735
"7553","Los Angeles","06037501600","2011-2015",69,22,477.8,21.7181818181818,"gbd3",7869,1214.38556360402,55.9156182488245
"7554","Los Angeles","06037501700","2001-2005",69,3,124.15,41.3833333333333,"gbd3",3717,668.011837503363,16.1420500403551
"7555","Los Angeles","06037501700","2011-2015",69,17,342.87,20.1688235294118,"gbd3",3717,1844.87489911219,91.4716168953457
"7556","Los Angeles","06037501700","2006-2010",69,19,462.84,24.36,"gbd3",3717,2490.39548022599,102.232983588916
"7557","Los Angeles","06037501802","2001-2005",69,4,76.59,19.1475,"gbd3",3576,428.355704697987,22.3713646532438
"7558","Los Angeles","06037501802","2011-2015",69,21,619.64,29.5066666666667,"gbd3",3576,3465.548098434,117.44966442953
"7559","Los Angeles","06037501802","2006-2010",69,8,176.02,22.0025,"gbd3",3576,984.451901565996,44.7427293064877
"7560","Los Angeles","06037501803","2011-2015",69,13,307.32,23.64,"gbd3",4814,1276.77606979643,54.0091400083091
"7561","Los Angeles","06037501803","2001-2005",69,1,8.16,8.16,"gbd3",4814,33.9011217282925,4.15454923140839
"7562","Los Angeles","06037501803","2006-2010",69,18,467.4,25.9666666666667,"gbd3",4814,1941.83631076028,74.7818861653511
"7563","Los Angeles","06037501804","2001-2005",69,3,73.59,24.53,"gbd3",2011,731.874689209349,29.8359025360517
"7564","Los Angeles","06037501804","2006-2010",69,7,152.21,21.7442857142857,"gbd3",2011,1513.77424167081,69.617105917454
"7565","Los Angeles","06037501804","2011-2015",69,13,243.44,18.7261538461538,"gbd3",2011,2421.08403779214,129.288910989557
"7566","Los Angeles","06037501900","2001-2005",69,1,18.62,18.62,"gbd3",4192,88.8358778625954,4.77099236641221
"7567","Los Angeles","06037501900","2006-2010",69,13,305.15,23.4730769230769,"gbd3",4192,1455.86832061069,62.0229007633588
"7568","Los Angeles","06037501900","2011-2015",69,16,271.21,16.950625,"gbd3",4192,1293.94083969466,76.3358778625954
"7569","Los Angeles","06037502003","2011-2015",69,11,279.21,25.3827272727273,"gbd3",2886,1934.92723492723,76.2300762300762
"7570","Los Angeles","06037502003","2006-2010",69,13,319.54,24.58,"gbd3",2886,2214.41441441441,90.0900900900901
"7571","Los Angeles","06037502004","2011-2015",69,7,197.16,28.1657142857143,"gbd3",3938,1001.32046724225,35.5510411376333
"7572","Los Angeles","06037502004","2001-2005",69,1,59.13,59.13,"gbd3",3938,300.304723209751,5.07872016251905
"7573","Los Angeles","06037502004","2006-2010",69,7,259.2,37.0285714285714,"gbd3",3938,1316.40426612494,35.5510411376333
"7574","Los Angeles","06037502005","2011-2015",69,12,287.89,23.9908333333333,"gbd3",4985,1155.02507522568,48.1444332998997
"7575","Los Angeles","06037502005","2006-2010",69,12,316.84,26.4033333333333,"gbd3",4985,1271.17352056168,48.1444332998997
"7576","Los Angeles","06037502005","2001-2005",69,2,20.87,10.435,"gbd3",4985,83.7311935807422,8.02407221664995
"7577","Los Angeles","06037502100","2011-2015",69,25,614.23,24.5692,"gbd3",5348,2297.04562453254,93.492894540015
"7578","Los Angeles","06037502100","2001-2005",69,4,122.69,30.6725,"gbd3",5348,458.825729244577,14.9588631264024
"7579","Los Angeles","06037502100","2006-2010",69,30,612.74,20.4246666666667,"gbd3",5348,2291.47344801795,112.191473448018
"7580","Los Angeles","06037502200","2011-2015",69,20,354.29,17.7145,"gbd3",6368,1112.71984924623,62.8140703517588
"7581","Los Angeles","06037502200","2001-2005",69,5,69.26,13.852,"gbd3",6368,217.525125628141,15.7035175879397
"7582","Los Angeles","06037502200","2006-2010",69,23,481.37,20.9291304347826,"gbd3",6368,1511.84045226131,72.2361809045226
"7583","Los Angeles","06037502301","2001-2005",69,3,81.26,27.0866666666667,"gbd3",6234,260.699390439525,9.62463907603465
"7584","Los Angeles","06037502301","2006-2010",69,16,307.34,19.20875,"gbd3",6234,986.012191209496,51.3314084055181
"7585","Los Angeles","06037502301","2011-2015",69,25,381.45,15.258,"gbd3",6234,1223.77285851781,80.2053256336221
"7586","Los Angeles","06037502302","2001-2005",69,2,62.85,31.425,"gbd3",3307,380.10281221651,12.0955548835803
"7587","Los Angeles","06037502302","2006-2010",69,9,177.74,19.7488888888889,"gbd3",3307,1074.93196250378,54.4299969761113
"7588","Los Angeles","06037502302","2011-2015",69,9,190.93,21.2144444444444,"gbd3",3307,1154.70214696099,54.4299969761113
"7589","Los Angeles","06037502401","2011-2015",69,19,396.55,20.8710526315789,"gbd3",5041,1573.29894862131,75.3818686768498
"7590","Los Angeles","06037502401","2006-2010",69,18,487.08,27.06,"gbd3",5041,1932.47371553263,71.4144019043841
"7591","Los Angeles","06037502401","2001-2005",69,1,9.38,9.38,"gbd3",5041,37.214838325729,3.96746677246578
"7592","Los Angeles","06037502402","2006-2010",69,12,201.79,16.8158333333333,"gbd3",3658,1103.28048113723,65.6096227446692
"7593","Los Angeles","06037502402","2001-2005",69,4,102.65,25.6625,"gbd3",3658,561.235647895025,21.8698742482231
"7594","Los Angeles","06037502402","2011-2015",69,9,117.23,13.0255555555556,"gbd3",3658,640.951339529798,49.2072170585019
"7595","Los Angeles","06037502500","2011-2015",69,15,362.78,24.1853333333333,"gbd3",4117,1762.35122662133,72.8685936361428
"7596","Los Angeles","06037502500","2001-2005",69,5,65.75,13.15,"gbd3",4117,319.407335438426,24.2895312120476
"7597","Los Angeles","06037502500","2006-2010",69,7,95.41,13.63,"gbd3",4117,463.492834588292,34.0053436968667
"7598","Los Angeles","06037502601","2006-2010",69,30,554.81,18.4936666666667,"gbd3",7229,1534.95642550837,82.9990316779638
"7599","Los Angeles","06037502601","2001-2005",69,3,54.25,18.0833333333333,"gbd3",7229,150.089915617651,8.29990316779638
"7600","Los Angeles","06037502601","2011-2015",69,34,641.16,18.8576470588235,"gbd3",7229,1773.85530502144,94.0655692350256
"7601","Los Angeles","06037502602","2011-2015",69,13,283.63,21.8176923076923,"gbd3",4565,1242.6286966046,56.9550930996714
"7602","Los Angeles","06037502602","2001-2005",69,3,46.66,15.5533333333333,"gbd3",4565,204.424972617744,13.1434830230011
"7603","Los Angeles","06037502602","2006-2010",69,11,301.32,30.132,"gbd3",4565,1320.13143483023,48.1927710843374
"7604","Los Angeles","06037502700","2006-2010",69,37,505.14,13.6524324324324,"gbd3",6513,1551.17457392906,113.618916014126
"7605","Los Angeles","06037502700","2001-2005",69,5,57.02,11.404,"gbd3",6513,175.095961922309,15.3539075694764
"7606","Los Angeles","06037502700","2011-2015",69,27,412.33,15.2714814814815,"gbd3",6513,1266.17534162444,82.9111008751727
"7607","Los Angeles","06037502801","2006-2010",69,23,521.88,22.6904347826087,"gbd3",6935,1505.06128334535,66.3302090843547
"7608","Los Angeles","06037502801","2001-2005",69,8,95.87,11.98375,"gbd3",6935,276.481614996395,23.071377072819
"7609","Los Angeles","06037502801","2011-2015",69,22,506.3,23.0136363636364,"gbd3",6935,1460.12977649603,63.4462869502523
"7610","Los Angeles","06037502802","2006-2010",69,5,99.64,19.928,"gbd3",2342,850.896669513237,42.6985482493595
"7611","Los Angeles","06037502802","2011-2015",69,10,157.52,15.752,"gbd3",2342,1345.17506404782,85.397096498719
"7612","Los Angeles","06037502901","2011-2015",69,18,395.46,21.97,"gbd3",5488,1441.18075801749,65.597667638484
"7613","Los Angeles","06037502901","2001-2005",69,2,52.72,26.36,"gbd3",5488,192.128279883382,7.28862973760933
"7614","Los Angeles","06037502901","2006-2010",69,9,190.75,21.1944444444444,"gbd3",5488,695.15306122449,32.798833819242
"7615","Los Angeles","06037502902","2006-2010",69,8,120.23,15.02875,"gbd3",4331,555.206649734472,36.9429692911568
"7616","Los Angeles","06037502902","2011-2015",69,9,211.08,23.4533333333333,"gbd3",4331,974.740244747172,41.5608404525514
"7617","Los Angeles","06037503000","2006-2010",69,10,216.9,21.69,"gbd3",5833,743.699639979427,34.2876735813475
"7618","Los Angeles","06037503000","2011-2015",69,16,422.62,26.41375,"gbd3",5833,1449.06566089491,54.860277730156
"7619","Los Angeles","06037503103","2006-2010",69,11,248.71,22.61,"gbd3",5459,911.192526103682,40.3004213225866
"7620","Los Angeles","06037503103","2011-2015",69,21,522.09,24.8614285714286,"gbd3",5459,1912.76790620993,76.9371679794834
"7621","Los Angeles","06037503103","2001-2005",69,3,96.95,32.3166666666667,"gbd3",5459,355.193258838615,10.9910239970691
"7622","Los Angeles","06037503104","2011-2015",69,8,86.87,10.85875,"gbd3",2581,673.149941882991,61.9914761720263
"7623","Los Angeles","06037503104","2006-2010",69,2,41.07,20.535,"gbd3",2581,318.24874079814,15.4978690430066
"7624","Los Angeles","06037503105","2001-2005",69,4,74.49,18.6225,"gbd3",4174,356.923814087207,19.1662673694298
"7625","Los Angeles","06037503105","2011-2015",69,4,58.26,14.565,"gbd3",4174,279.156684235745,19.1662673694298
"7626","Los Angeles","06037503105","2006-2010",69,9,143.13,15.9033333333333,"gbd3",4174,685.816962146622,43.1241015812171
"7627","Los Angeles","06037503106","2011-2015",69,18,391.51,21.7505555555556,"gbd3",3390,2309.79351032448,106.194690265487
"7628","Los Angeles","06037503106","2001-2005",69,7,94.03,13.4328571428571,"gbd3",3390,554.749262536873,41.2979351032448
"7629","Los Angeles","06037503106","2006-2010",69,22,461.88,20.9945454545455,"gbd3",3390,2724.95575221239,129.793510324484
"7630","Los Angeles","06037503201","2011-2015",69,22,359.96,16.3618181818182,"gbd3",4199,1714.50345320314,104.78685401286
"7631","Los Angeles","06037503201","2006-2010",69,15,386.16,25.744,"gbd3",4199,1839.29507025482,71.4455822814956
"7632","Los Angeles","06037503201","2001-2005",69,6,128.98,21.4966666666667,"gbd3",4199,614.336746844487,28.5782329125982
"7633","Los Angeles","06037503202","2001-2005",69,3,60.27,20.09,"gbd3",4956,243.220338983051,12.1065375302663
"7634","Los Angeles","06037503202","2011-2015",69,20,403.71,20.1855,"gbd3",4956,1629.17675544794,80.7102502017756
"7635","Los Angeles","06037503202","2006-2010",69,22,538.95,24.4977272727273,"gbd3",4956,2174.93946731235,88.7812752219532
"7636","Los Angeles","06037503301","2006-2010",69,18,336.55,18.6972222222222,"gbd3",3072,2191.08072916667,117.1875
"7637","Los Angeles","06037503301","2001-2005",69,1,46.28,46.28,"gbd3",3072,301.302083333333,6.51041666666667
"7638","Los Angeles","06037503301","2011-2015",69,20,333.98,16.699,"gbd3",3072,2174.34895833333,130.208333333333
"7639","Los Angeles","06037503302","2011-2015",69,27,615.5,22.7962962962963,"gbd3",6632,1856.15199034982,81.4234016887817
"7640","Los Angeles","06037503302","2001-2005",69,3,54.65,18.2166666666667,"gbd3",6632,164.806996381182,9.04704463208685
"7641","Los Angeles","06037503302","2006-2010",69,30,582.95,19.4316666666667,"gbd3",6632,1757.99155609168,90.4704463208685
"7642","Los Angeles","06037503401","2006-2010",69,41,704.46,17.1819512195122,"gbd3",7026,2005.29461998292,116.709365214916
"7643","Los Angeles","06037503401","2011-2015",69,48,911.74,18.9945833333333,"gbd3",7026,2595.3316253914,136.63535439795
"7644","Los Angeles","06037503401","2001-2005",69,9,169.08,18.7866666666667,"gbd3",7026,481.298035866781,25.6191289496157
"7645","Los Angeles","06037503402","2006-2010",69,14,172.94,12.3528571428571,"gbd3",4330,798.799076212471,64.6651270207852
"7646","Los Angeles","06037503402","2001-2005",69,2,63.32,31.66,"gbd3",4330,292.471131639723,9.2378752886836
"7647","Los Angeles","06037503402","2011-2015",69,18,328.8,18.2666666666667,"gbd3",4330,1518.70669745958,83.1408775981524
"7648","Los Angeles","06037503501","2011-2015",69,20,455.81,22.7905,"gbd3",6711,1358.39666219639,59.6036358217851
"7649","Los Angeles","06037503501","2001-2005",69,3,78.06,26.02,"gbd3",6711,232.632990612427,8.94054537326777
"7650","Los Angeles","06037503501","2006-2010",69,17,357.71,21.0417647058824,"gbd3",6711,1066.04082849054,50.6630904485174
"7651","Los Angeles","06037503502","2011-2015",69,15,355.05,23.67,"gbd3",4154,1709.43668753009,72.2195474241695
"7652","Los Angeles","06037503502","2001-2005",69,1,8.76,8.76,"gbd3",4154,42.176215695715,4.81463649494463
"7653","Los Angeles","06037503502","2006-2010",69,14,238.42,17.03,"gbd3",4154,1147.9056331247,67.4049109292248
"7654","Los Angeles","06037503601","2001-2005",69,3,85.75,28.5833333333333,"gbd3",4245,404.004711425206,14.1342756183746
"7655","Los Angeles","06037503601","2006-2010",69,33,587.89,17.8148484848485,"gbd3",4245,2769.79976442874,155.47703180212
"7656","Los Angeles","06037503601","2011-2015",69,31,549.47,17.7248387096774,"gbd3",4245,2588.78680800942,146.05418138987
"7657","Los Angeles","06037503602","2006-2010",69,24,475.16,19.7983333333333,"gbd3",3850,2468.36363636364,124.675324675325
"7658","Los Angeles","06037503602","2001-2005",69,2,21.47,10.735,"gbd3",3850,111.532467532468,10.3896103896104
"7659","Los Angeles","06037503602","2011-2015",69,19,475.27,25.0142105263158,"gbd3",3850,2468.93506493506,98.7012987012987
"7660","Los Angeles","06037503701","2006-2010",69,18,399.15,22.175,"gbd3",5267,1515.66356559711,68.3501044237706
"7661","Los Angeles","06037503701","2001-2005",69,2,103.33,51.665,"gbd3",5267,392.367571672679,7.59445604708563
"7662","Los Angeles","06037503701","2011-2015",69,23,424.36,18.4504347826087,"gbd3",5267,1611.39168407063,87.3362445414847
"7663","Los Angeles","06037503702","2001-2005",69,3,59.96,19.9866666666667,"gbd3",5173,231.819060506476,11.598685482312
"7664","Los Angeles","06037503702","2006-2010",69,18,284.43,15.8016666666667,"gbd3",5173,1099.671370578,69.592112893872
"7665","Los Angeles","06037503702","2011-2015",69,26,563.94,21.69,"gbd3",5173,2180.32089696501,100.521940846704
"7666","Los Angeles","06037503703","2001-2005",69,5,130.58,26.116,"gbd3",7841,333.069761510011,12.7534753220253
"7667","Los Angeles","06037503703","2006-2010",69,48,1047.42,21.82125,"gbd3",7841,2671.64902435914,122.433363091442
"7668","Los Angeles","06037503703","2011-2015",69,43,710.46,16.5223255813954,"gbd3",7841,1812.16681545721,109.679887769417
"7669","Los Angeles","06037503801","2011-2015",69,18,352.95,19.6083333333333,"gbd3",4232,1668.0056710775,85.0661625708885
"7670","Los Angeles","06037503801","2001-2005",69,3,107.15,35.7166666666667,"gbd3",4232,506.379962192817,14.1776937618147
"7671","Los Angeles","06037503801","2006-2010",69,14,360.28,25.7342857142857,"gbd3",4232,1702.64650283554,66.1625708884688
"7672","Los Angeles","06037503802","2011-2015",69,22,476.58,21.6627272727273,"gbd3",5081,1875.92993505216,86.5971265498918
"7673","Los Angeles","06037503802","2006-2010",69,14,331.22,23.6585714285714,"gbd3",5081,1303.75910253887,55.1072623499311
"7674","Los Angeles","06037503802","2001-2005",69,4,52.14,13.035,"gbd3",5081,205.235189923243,15.7449320999803
"7675","Los Angeles","06037503901","2001-2005",69,3,51.77,17.2566666666667,"gbd3",2933,353.017388339584,20.4568700988749
"7676","Los Angeles","06037503901","2006-2010",69,8,157.39,19.67375,"gbd3",2933,1073.23559495397,54.5516535969997
"7677","Los Angeles","06037503901","2011-2015",69,21,444.77,21.1795238095238,"gbd3",2933,3032.86737129219,143.198090692124
"7678","Los Angeles","06037503902","2001-2005",69,2,44.75,22.375,"gbd3",4428,202.122854561879,9.03342366757001
"7679","Los Angeles","06037503902","2006-2010",69,16,407.89,25.493125,"gbd3",4428,1842.32158988257,72.2673893405601
"7680","Los Angeles","06037503902","2011-2015",69,13,162.53,12.5023076923077,"gbd3",4428,734.101174345077,58.7172538392051
"7681","Los Angeles","06037504001","2001-2005",69,3,49.28,16.4266666666667,"gbd3",6048,162.962962962963,9.92063492063492
"7682","Los Angeles","06037504001","2011-2015",69,25,478.57,19.1428,"gbd3",6048,1582.57275132275,82.6719576719577
"7683","Los Angeles","06037504001","2006-2010",69,29,593.95,20.4810344827586,"gbd3",6048,1964.12037037037,95.8994708994709
"7684","Los Angeles","06037504002","2001-2005",69,2,31.27,15.635,"gbd3",5284,118.357305071915,7.57002271006813
"7685","Los Angeles","06037504002","2011-2015",69,24,403.65,16.81875,"gbd3",5284,1527.8198334595,90.8402725208176
"7686","Los Angeles","06037504002","2006-2010",69,22,526.22,23.9190909090909,"gbd3",5284,1991.74867524603,83.2702498107494
"7687","Los Angeles","06037504101","2001-2005",69,8,98.11,12.26375,"gbd3",5240,374.465648854962,30.5343511450382
"7688","Los Angeles","06037504101","2006-2010",69,18,441.6,24.5333333333333,"gbd3",5240,1685.49618320611,68.7022900763359
"7689","Los Angeles","06037504101","2011-2015",69,20,407.61,20.3805,"gbd3",5240,1555.76335877863,76.3358778625954
"7690","Los Angeles","06037504102","2006-2010",69,1,18.62,18.62,"gbd3",0,Inf,Inf
"7691","Los Angeles","06037530003","2006-2010",69,12,345.7,28.8083333333333,"gbd3",3249,2128.03939673746,73.8688827331487
"7692","Los Angeles","06037530003","2011-2015",69,9,178.54,19.8377777777778,"gbd3",3249,1099.0458602647,55.4016620498615
"7693","Los Angeles","06037530003","2001-2005",69,5,77.86,15.572,"gbd3",3249,479.28593413358,30.7787011388119
"7694","Los Angeles","06037530004","2006-2010",69,10,161.68,16.168,"gbd3",4075,793.521472392638,49.079754601227
"7695","Los Angeles","06037530004","2011-2015",69,15,266.8,17.7866666666667,"gbd3",4075,1309.44785276074,73.6196319018405
"7696","Los Angeles","06037530004","2001-2005",69,4,116.26,29.065,"gbd3",4075,570.601226993865,19.6319018404908
"7697","Los Angeles","06037530005","2011-2015",69,19,282.26,14.8557894736842,"gbd3",4724,1195.00423370025,80.4403048264183
"7698","Los Angeles","06037530005","2006-2010",69,15,286.28,19.0853333333333,"gbd3",4724,1212.02370872142,63.5055038103302
"7699","Los Angeles","06037530005","2001-2005",69,3,63.87,21.29,"gbd3",4724,270.406435224386,12.701100762066
"7700","Los Angeles","06037530006","2006-2010",69,11,315.82,28.7109090909091,"gbd3",4007,1576.34140254555,54.9039181432493
"7701","Los Angeles","06037530006","2011-2015",69,14,292.48,20.8914285714286,"gbd3",4007,1459.84527077614,69.8777140004991
"7702","Los Angeles","06037530006","2001-2005",69,1,39.43,39.43,"gbd3",4007,196.80559021712,4.99126528574994
"7703","Los Angeles","06037530101","2006-2010",69,26,479.9,18.4576923076923,"gbd3",5529,1735.93778260083,94.0495568818955
"7704","Los Angeles","06037530101","2001-2005",69,5,111.68,22.336,"gbd3",5529,403.979019714234,18.0864532465184
"7705","Los Angeles","06037530101","2011-2015",69,26,570.94,21.9592307692308,"gbd3",5529,2065.25592331344,94.0495568818955
"7706","Los Angeles","06037530102","2011-2015",69,33,551.81,16.7215151515152,"gbd3",5308,2079.16352675207,124.340617935192
"7707","Los Angeles","06037530102","2001-2005",69,7,189.26,27.0371428571429,"gbd3",5308,713.112283345893,26.3752825923135
"7708","Los Angeles","06037530102","2006-2010",69,28,544.33,19.4403571428571,"gbd3",5308,2050.97965335343,105.501130369254
"7709","Los Angeles","06037530202","2001-2005",69,3,57.85,19.2833333333333,"gbd3",4505,256.825749167592,13.3185349611543
"7710","Los Angeles","06037530202","2011-2015",69,15,332.35,22.1566666666667,"gbd3",4505,1475.47169811321,66.5926748057714
"7711","Los Angeles","06037530202","2006-2010",69,21,548.52,26.12,"gbd3",4505,2435.16093229745,93.2297447280799
"7712","Los Angeles","06037530203","2011-2015",69,11,239.49,21.7718181818182,"gbd3",2755,1738.58439201452,79.8548094373866
"7713","Los Angeles","06037530203","2006-2010",69,12,234.31,19.5258333333333,"gbd3",2755,1700.98003629764,87.1143375680581
"7714","Los Angeles","06037530203","2001-2005",69,2,36.98,18.49,"gbd3",2755,268.457350272232,14.519056261343
"7715","Los Angeles","06037530204","2001-2005",69,1,29.77,29.77,"gbd3",3968,150.050403225806,5.04032258064516
"7716","Los Angeles","06037530204","2006-2010",69,8,252.33,31.54125,"gbd3",3968,1271.82459677419,40.3225806451613
"7717","Los Angeles","06037530204","2011-2015",69,15,271.15,18.0766666666667,"gbd3",3968,1366.68346774194,75.6048387096774
"7718","Los Angeles","06037530301","2001-2005",69,3,24.04,8.01333333333333,"gbd3",2365,203.298097251586,25.369978858351
"7719","Los Angeles","06037530301","2006-2010",69,6,196.98,32.83,"gbd3",2365,1665.79281183932,50.7399577167019
"7720","Los Angeles","06037530301","2011-2015",69,11,285.39,25.9445454545455,"gbd3",2365,2413.44608879493,93.0232558139535
"7721","Los Angeles","06037530302","2011-2015",69,24,537.57,22.39875,"gbd3",6801,1580.8557565064,70.577856197618
"7722","Los Angeles","06037530302","2006-2010",69,16,396.65,24.790625,"gbd3",6801,1166.44611086605,47.0519041317453
"7723","Los Angeles","06037530302","2001-2005",69,2,59.03,29.515,"gbd3",6801,173.592118806058,5.88148801646817
"7724","Los Angeles","06037530400","2001-2005",69,5,64.5,12.9,"gbd3",3977,324.365099321096,25.1445813427206
"7725","Los Angeles","06037530400","2011-2015",69,14,219.5,15.6785714285714,"gbd3",3977,1103.84712094544,70.4048277596178
"7726","Los Angeles","06037530400","2006-2010",69,21,299.61,14.2671428571429,"gbd3",3977,1506.71360321851,105.607241639427
"7727","Los Angeles","06037530500","2006-2010",69,21,458.64,21.84,"gbd3",4163,2203.41100168148,100.888782128273
"7728","Los Angeles","06037530500","2011-2015",69,8,138.09,17.26125,"gbd3",4163,663.4158059092,38.4338217631516
"7729","Los Angeles","06037530500","2001-2005",69,1,17.75,17.75,"gbd3",4163,85.2750420369926,4.80422772039395
"7730","Los Angeles","06037530601","2006-2010",69,9,159.93,17.77,"gbd3",3780,846.190476190476,47.6190476190476
"7731","Los Angeles","06037530601","2011-2015",69,6,116.24,19.3733333333333,"gbd3",3780,615.026455026455,31.7460317460317
"7732","Los Angeles","06037530601","2001-2005",69,2,48.5,24.25,"gbd3",3780,256.613756613757,10.5820105820106
"7733","Los Angeles","06037530602","2006-2010",69,3,29.63,9.87666666666667,"gbd3",1416,418.502824858757,42.3728813559322
"7734","Los Angeles","06037530602","2011-2015",69,6,59.88,9.98,"gbd3",1416,845.762711864407,84.7457627118644
"7735","Los Angeles","06037530700","2011-2015",69,5,130.44,26.088,"gbd3",2304,1132.29166666667,43.4027777777778
"7736","Los Angeles","06037530700","2001-2005",69,5,75.83,15.166,"gbd3",2304,658.246527777778,43.4027777777778
"7737","Los Angeles","06037530700","2006-2010",69,5,138.06,27.612,"gbd3",2304,1198.4375,43.4027777777778
"7738","Los Angeles","06037530801","2001-2005",69,4,113.02,28.255,"gbd3",5587,404.582065509218,14.3189547163057
"7739","Los Angeles","06037530801","2011-2015",69,14,284.1,20.2928571428571,"gbd3",5587,1017.00375872561,50.11634150707
"7740","Los Angeles","06037530801","2006-2010",69,8,147.99,18.49875,"gbd3",5587,529.765527116521,28.6379094326114
"7741","Los Angeles","06037530802","2006-2010",69,6,117.91,19.6516666666667,"gbd3",3401,693.384298735666,35.2837400764481
"7742","Los Angeles","06037530802","2011-2015",69,8,133.93,16.74125,"gbd3",3401,787.591884739782,47.0449867685975
"7743","Los Angeles","06037530802","2001-2005",69,2,31.62,15.81,"gbd3",3401,185.945310202882,11.7612466921494
"7744","Los Angeles","06037530901","2011-2015",69,11,247.63,22.5118181818182,"gbd3",3920,1263.41836734694,56.1224489795918
"7745","Los Angeles","06037530901","2006-2010",69,7,164.9,23.5571428571429,"gbd3",3920,841.326530612245,35.7142857142857
"7746","Los Angeles","06037530901","2001-2005",69,2,14.21,7.105,"gbd3",3920,72.5,10.2040816326531
"7747","Los Angeles","06037530902","2011-2015",69,12,235,19.5833333333333,"gbd3",4255,1104.58284371328,56.4042303172738
"7748","Los Angeles","06037530902","2001-2005",69,3,22.12,7.37333333333333,"gbd3",4255,103.971797884841,14.1010575793184
"7749","Los Angeles","06037530902","2006-2010",69,8,229.98,28.7475,"gbd3",4255,1080.98707403055,37.6028202115159
"7750","Los Angeles","06037531000","2001-2005",69,5,129.11,25.822,"gbd3",5336,483.920539730135,18.7406296851574
"7751","Los Angeles","06037531000","2011-2015",69,17,335.76,19.7505882352941,"gbd3",5336,1258.47076461769,63.7181409295352
"7752","Los Angeles","06037531000","2006-2010",69,12,229.2,19.1,"gbd3",5336,859.070464767616,44.9775112443778
"7753","Los Angeles","06037531101","2011-2015",69,14,232.89,16.635,"gbd3",4468,1042.47985675918,62.667860340197
"7754","Los Angeles","06037531101","2001-2005",69,4,101.87,25.4675,"gbd3",4468,455.998209489705,17.905102954342
"7755","Los Angeles","06037531101","2006-2010",69,18,507.99,28.2216666666667,"gbd3",4468,2273.90331244405,80.5729632945389
"7756","Los Angeles","06037531102","2011-2015",69,6,62.17,10.3616666666667,"gbd3",3253,382.231786043652,36.8890255149093
"7757","Los Angeles","06037531102","2001-2005",69,4,68.41,17.1025,"gbd3",3253,420.596372579158,24.5926836766062
"7758","Los Angeles","06037531102","2006-2010",69,10,322.43,32.243,"gbd3",3253,1982.35474946203,61.4817091915155
"7759","Los Angeles","06037531201","2006-2010",69,22,424.25,19.2840909090909,"gbd3",5501,1542.44682784948,79.9854571896019
"7760","Los Angeles","06037531201","2011-2015",69,11,244.37,22.2154545454545,"gbd3",5501,888.456644246501,39.9927285948009
"7761","Los Angeles","06037531202","2001-2005",69,2,137.15,68.575,"gbd3",4240,646.933962264151,9.43396226415094
"7762","Los Angeles","06037531202","2011-2015",69,20,514.66,25.733,"gbd3",4240,2427.64150943396,94.3396226415094
"7763","Los Angeles","06037531202","2006-2010",69,9,187.9,20.8777777777778,"gbd3",4240,886.320754716981,42.4528301886792
"7764","Los Angeles","06037531301","2011-2015",69,20,559.63,27.9815,"gbd3",5586,2003.68779090584,71.6075904045829
"7765","Los Angeles","06037531301","2006-2010",69,10,265.49,26.549,"gbd3",5586,950.554958825635,35.8037952022914
"7766","Los Angeles","06037531301","2001-2005",69,3,20.7,6.9,"gbd3",5586,74.1138560687433,10.7411385606874
"7767","Los Angeles","06037531302","2001-2005",69,3,69.11,23.0366666666667,"gbd3",6814,202.847079542119,8.80540064572938
"7768","Los Angeles","06037531302","2011-2015",69,14,343.48,24.5342857142857,"gbd3",6814,1008.15967126504,41.0918696800704
"7769","Los Angeles","06037531302","2006-2010",69,13,236.48,18.1907692307692,"gbd3",6814,694.100381567361,38.156736131494
"7770","Los Angeles","06037531502","2011-2015",69,7,150.17,21.4528571428571,"gbd3",3382,888.054405677114,41.3956238911886
