"","comID","county","yearG","CAUSE","Ndeaths","YLL","m.YLL","Level","popTot","YLLper","cDeathRate","rateLCI","rateUCI","comName"
"340","161a","San Diego","2006-2010",69,484,10215.8,21.1507246376812,"gbd3",150663,1356.11264875915,64.2493512010248,58.525423274476,69.9732791275736,"Clairemont/Fiesta Shores/Linda Vista/Mission Beach/Sorrento/University City"
"341","161a","San Diego","2011-2015",69,545,10485.47,19.2393944954128,"gbd3",150663,1391.91042259878,72.3468933978482,66.2729641746225,78.4208226210739,"Clairemont/Fiesta Shores/Linda Vista/Mission Beach/Sorrento/University City"
"342","161a","San Diego","2001-2005",69,107,2089.81,19.5309345794393,"gbd3",150663,277.415158333499,14.2038854927885,11.5125777262565,16.8951932593206,"Clairemont/Fiesta Shores/Linda Vista/Mission Beach/Sorrento/University City"
"343","161b","San Diego","2011-2015",69,405,8482.05,20.9433333333333,"gbd3",103916,1632.4820046961,77.9475730397629,70.3561502894749,85.5389957900508,"Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa"
"344","161b","San Diego","2006-2010",69,387,7496.14,19.4200518134715,"gbd3",103916,1442.73066707725,74.4832364602179,67.0624292668305,81.9040436536053,"Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa"
"345","161b","San Diego","2001-2005",69,78,1727.04,22.1415384615385,"gbd3",103916,332.391547018746,15.0121251780284,11.6806010204256,18.3436493356312,"Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa"
"346","161c","San Diego","2006-2010",69,230,5388.41,23.4278695652174,"gbd3",91929,1172.29818664404,50.0386167585854,43.5718161757033,56.5054173414675,"Downtown/Golden Hill/Logan Heights"
"347","161c","San Diego","2001-2005",69,44,991.91,22.5434090909091,"gbd3",91929,215.799149343515,9.57260494512069,6.74413291156032,12.4010769786811,"Downtown/Golden Hill/Logan Heights"
"348","161c","San Diego","2011-2015",69,263,5667.56,21.5496577946768,"gbd3",91929,1233.02983824473,57.2180704674259,50.30289148838,64.1332494464719,"Downtown/Golden Hill/Logan Heights"
"349","161d","San Diego","2011-2015",69,274,6298.37,22.9867518248175,"gbd3",100392,1254.75535899275,54.5860227906606,48.1227235759297,61.0493220053915,"Chollas Creek/City Heights/East San Diego/North Park/Oak Park/South Park"
"350","161d","San Diego","2001-2005",69,54,1443.66,26.7344444444444,"gbd3",100392,287.604590007172,10.7578293091083,7.88852995675633,13.6271286614603,"Chollas Creek/City Heights/East San Diego/North Park/Oak Park/South Park"
"351","161d","San Diego","2006-2010",69,281,6148.62,21.8812099644128,"gbd3",100392,1224.9223045661,55.9805562196191,49.4352172852839,62.5258951539543,"Chollas Creek/City Heights/East San Diego/North Park/Oak Park/South Park"
"352","161e","San Diego","2011-2015",69,332,7065.67,21.2821385542169,"gbd3",93930,1504.45438092196,70.6909400617481,63.0869278404483,78.2949522830479,"College Heights/Hillcrest Southeast/Kensington/Rolando North/University Heights"
"353","161e","San Diego","2001-2005",69,67,1425.56,21.2770149253731,"gbd3",93930,303.53667624827,14.2659427233046,10.8499953936708,17.6818900529384,"College Heights/Hillcrest Southeast/Kensington/Rolando North/University Heights"
"354","161e","San Diego","2006-2010",69,319,6614.43,20.7348902821317,"gbd3",93930,1408.3743213031,67.9229213243905,60.4692694350429,75.3765732137381,"College Heights/Hillcrest Southeast/Kensington/Rolando North/University Heights"
"355","161f","San Diego","2011-2015",69,402,8685.58,21.6059203980099,"gbd3",84410,2057.95047980097,95.2493780357778,85.9383590338657,104.56039703769,"La Mesa/Rolando South"
"356","161f","San Diego","2001-2005",69,70,1446.29,20.6612857142857,"gbd3",84410,342.682146665087,16.5857125932946,12.7003352225776,20.4710899640116,"La Mesa/Rolando South"
"357","161f","San Diego","2006-2010",69,401,8221.76,20.5031421446384,"gbd3",84410,1948.0535481578,95.012439284445,85.7130083629432,104.311870205947,"La Mesa/Rolando South"
"358","161g","San Diego","2001-2005",69,95,2634.93,27.7361052631579,"gbd3",100209,525.886896386552,18.9603728208045,15.1476681973587,22.7730774442504,"Encanto/Lemon Grove Northwest/Lincoln Acres/National City East/Paradise Hills Southwest"
"359","161g","San Diego","2006-2010",69,352,8044.02,22.8523295454545,"gbd3",100209,1605.44861240008,70.2531708728757,62.9140728183912,77.5922689273602,"Encanto/Lemon Grove Northwest/Lincoln Acres/National City East/Paradise Hills Southwest"
"360","161g","San Diego","2011-2015",69,390,8787.64,22.5324102564103,"gbd3",100209,1753.86242752647,77.8373200011975,70.1122279712216,85.5624120311734,"Encanto/Lemon Grove Northwest/Lincoln Acres/National City East/Paradise Hills Southwest"
"361","161h","San Diego","2001-2005",69,100,1963.38,19.6338,"gbd3",89149,440.471570068088,22.4343514789846,18.0372993874523,26.8314035705169,"El Cajon Central and South/Fletcher Hills"
"362","161h","San Diego","2011-2015",69,425,9502,22.4103773584906,"gbd3",89149,2131.71207753312,95.3459937856846,86.2812386783193,104.41074889305,"El Cajon Central and South/Fletcher Hills"
"363","161h","San Diego","2006-2010",69,411,9197.13,22.3774452554745,"gbd3",89149,2063.31647017914,92.2051845786268,83.2909815428465,101.119387614407,"El Cajon Central and South/Fletcher Hills"
"364","161i","San Diego","2006-2010",69,363,7586.11,20.8983746556474,"gbd3",88657,1711.33920615405,81.8886269555703,73.4646267695695,90.3126271415711,"Calavo Gardens/Casa de Oro/Cottonwood/Grossmont/Homelands/Lemon Grove Central and North/Mount Helix/Rancho San Diego/Spring Valley"
"365","161i","San Diego","2011-2015",69,383,7968.06,20.8043342036554,"gbd3",88657,1797.50273526061,86.4003970357671,77.7474420940287,95.0533519775054,"Calavo Gardens/Casa de Oro/Cottonwood/Grossmont/Homelands/Lemon Grove Central and North/Mount Helix/Rancho San Diego/Spring Valley"
"366","161i","San Diego","2001-2005",69,58,1333.61,22.993275862069,"gbd3",88657,300.847084832557,13.0841332325705,9.71685461905501,16.4514118460859,"Calavo Gardens/Casa de Oro/Cottonwood/Grossmont/Homelands/Lemon Grove Central and North/Mount Helix/Rancho San Diego/Spring Valley"
"367","161j","San Diego","2006-2010",69,510,11071.98,21.752416502947,"gbd3",161671,1369.6927711216,63.0910924037088,57.615500784223,68.5666840231945,"Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego"
"368","161j","San Diego","2001-2005",69,108,2252.43,20.8558333333333,"gbd3",161671,278.643665221345,13.3604666266677,10.8407143874447,15.8802188658907,"Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego"
"369","161j","San Diego","2011-2015",69,508,10046.24,19.776062992126,"gbd3",161671,1242.80050225458,62.8436763550668,57.3788317363621,68.3085209737714,"Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego"
"370","161k","San Diego","2001-2005",69,63,1379.6,21.8984126984127,"gbd3",81304,339.368296762767,15.4973925022139,11.6705864790887,19.3241985253391,"Chula Vista Central and Northwest/National City West"
"371","161k","San Diego","2006-2010",69,284,6088.42,21.4380985915493,"gbd3",81304,1497.69261044967,69.8612614385516,61.7362244987868,77.9862983783164,"Chula Vista Central and Northwest/National City West"
"372","161k","San Diego","2011-2015",69,284,5982.13,21.063838028169,"gbd3",81304,1471.54629538522,69.8612614385516,61.7362244987868,77.9862983783164,"Chula Vista Central and Northwest/National City West"
"373","161l","San Diego","2011-2015",69,299,6261.69,20.9421070234114,"gbd3",83895,1492.74450205614,71.2795756600513,63.2002037052436,79.3589476148589,"Lemon Grove South/Paradise Hills"
"374","161l","San Diego","2006-2010",69,269,6014.22,22.3576951672862,"gbd3",83895,1433.74932951904,64.1277787710829,56.4644378192797,71.7911197228861,"Lemon Grove South/Paradise Hills"
"375","161l","San Diego","2001-2005",69,46,963.8,21.4177777777778,"gbd3",83895,229.76339471959,10.9660885630848,7.79709815884339,14.1350789673262,"Lemon Grove South/Paradise Hills"
"376","161m","San Diego","2006-2010",69,385,7654.45,19.8816883116883,"gbd3",88214,1735.42748316594,87.2877321060149,78.5686466113021,96.0068176007277,"Carlton Hills/El Cajon North/Eucalyptus Hills/Lake Murray/Loma Portal/San Carlos/Santee"
"377","161m","San Diego","2001-2005",69,80,1282.01,16.025125,"gbd3",88214,290.659079057746,18.1377105674836,14.1631825307703,22.112238604197,"Carlton Hills/El Cajon North/Eucalyptus Hills/Lake Murray/Loma Portal/San Carlos/Santee"
"378","161m","San Diego","2011-2015",69,399,7949.16,19.9227067669173,"gbd3",88214,1802.24454168273,90.4618314553246,81.5856326822477,99.3380302284014,"Carlton Hills/El Cajon North/Eucalyptus Hills/Lake Murray/Loma Portal/San Carlos/Santee"
"379","161n","San Diego","2001-2005",69,43,864.33,20.1006976744186,"gbd3",63138,273.790744084387,13.6209572682062,9.54976611914619,17.6921484172661,"Civic Center/Coronado/Harbor Island/Imperial Beach East/Nestor West/Ocean Beach/Point Loma/Silver Strand"
"380","161n","San Diego","2006-2010",69,229,4578.57,20.0814473684211,"gbd3",63138,1450.33735626722,72.5395166144002,63.1443387341947,81.9346944946057,"Civic Center/Coronado/Harbor Island/Imperial Beach East/Nestor West/Ocean Beach/Point Loma/Silver Strand"
"381","161n","San Diego","2011-2015",69,218,3998.84,18.3433027522936,"gbd3",63138,1266.69834331148,69.0550856853242,59.888333036788,78.2218383338604,"Civic Center/Coronado/Harbor Island/Imperial Beach East/Nestor West/Ocean Beach/Point Loma/Silver Strand"
"382","161o","San Diego","2006-2010",69,242,5103.09,21.0871487603306,"gbd3",87569,1165.5014902534,55.2707008187829,48.3070757606704,62.2343258768955,"Allied Gardens/Del Cerro/Grantville/Miramar/Tierrasanta"
"383","161o","San Diego","2011-2015",69,282,5737.25,20.3448581560284,"gbd3",87569,1310.3381333577,64.4063538466809,56.8892205643266,71.9234871290353,"Allied Gardens/Del Cerro/Grantville/Miramar/Tierrasanta"
"384","161o","San Diego","2001-2005",69,43,811.83,18.8797674418605,"gbd3",87569,185.414929940961,9.82082700499035,6.88546327159899,12.7561907383817,"Allied Gardens/Del Cerro/Grantville/Miramar/Tierrasanta"
"385","161p","San Diego","2006-2010",69,271,5975.48,22.049741697417,"gbd3",156835,762.008480249944,34.5586125545956,30.4440871907821,38.6731379184091,"Carmel Valley/Del Dios/Escondido South/Fairbanks Ranch/Poway Southeast/Rancho Bernardo Southeast/Rancho Penasquitos"
"386","161p","San Diego","2001-2005",69,50,919.86,18.3972,"gbd3",156835,117.302897950075,6.37612777760066,4.60878780329687,8.14346775190446,"Carmel Valley/Del Dios/Escondido South/Fairbanks Ranch/Poway Southeast/Rancho Bernardo Southeast/Rancho Penasquitos"
"387","161p","San Diego","2011-2015",69,304,5860.03,19.2764144736842,"gbd3",156835,747.286001211464,38.766856887812,34.40901077357,43.1247030020541,"Carmel Valley/Del Dios/Escondido South/Fairbanks Ranch/Poway Southeast/Rancho Bernardo Southeast/Rancho Penasquitos"
"388","161q","San Diego","2006-2010",69,305,6264.34,20.6063815789474,"gbd3",79212,1581.66439428369,77.0085340604959,68.3660810376419,85.6509870833499,"Poway Central/Poway Grove/Rancho Bernardo Southwest/Sabre Springs"
"389","161q","San Diego","2011-2015",69,341,6391.15,18.7423753665689,"gbd3",79212,1613.68227036308,86.0980659496036,76.9597893893409,95.2363425098663,"Poway Central/Poway Grove/Rancho Bernardo Southwest/Sabre Springs"
"390","161q","San Diego","2001-2005",69,79,1504.39,19.0429113924051,"gbd3",79212,379.838913295965,19.946472756653,15.5480126886006,24.3449328247055,"Poway Central/Poway Grove/Rancho Bernardo Southwest/Sabre Springs"
"391","161r","San Diego","2006-2010",69,318,5968.54,18.7689937106918,"gbd3",75864,1573.48412949489,83.8342296741537,74.6200662837191,93.0483930645884,"Crown Point/Del Mar/La Jolla/Pacific Beach"
"392","161r","San Diego","2011-2015",69,329,5525.11,16.7936474164134,"gbd3",75864,1456.58283243699,86.7341558578509,77.3619828252478,96.106328890454,"Crown Point/Del Mar/La Jolla/Pacific Beach"
"393","161r","San Diego","2001-2005",69,77,1616.45,20.9928571428571,"gbd3",75864,426.144152694295,20.29948328588,15.7654186004139,24.8335479713461,"Crown Point/Del Mar/La Jolla/Pacific Beach"
"394","161s","San Diego","2001-2005",69,58,1332.29,22.9705172413793,"gbd3",153399,173.70256650956,7.56197889164858,5.6158591644115,9.50809861888565,"Cockatoo Grove/Eastlake Greens/Otay Mesa"
"395","161s","San Diego","2006-2010",69,352,7757.98,22.0397159090909,"gbd3",153399,1011.47725865227,45.8933891355224,41.099070548427,50.6877077226177,"Cockatoo Grove/Eastlake Greens/Otay Mesa"
"396","161s","San Diego","2011-2015",69,352,7287.25,20.7024147727273,"gbd3",153399,950.10397720976,45.8933891355224,41.099070548427,50.6877077226177,"Cockatoo Grove/Eastlake Greens/Otay Mesa"
"397","161t","San Diego","2001-2005",69,75,1313.94,17.5192,"gbd3",97758,268.814828453937,15.3440127662186,11.8713995762715,18.8166259561657,"Bonita/Chula Vista East/Eastlake/La Presa/Lynwood Hills/Rancho del Rey/Sunnyside/Sunny Vista"
"398","161t","San Diego","2011-2015",69,347,7117.94,20.512795389049,"gbd3",97758,1456.23682972238,70.9916323983715,63.5221498626602,78.4611149340828,"Bonita/Chula Vista East/Eastlake/La Presa/Lynwood Hills/Rancho del Rey/Sunnyside/Sunny Vista"
"399","161t","San Diego","2006-2010",69,340,6764.54,19.954395280236,"gbd3",97758,1383.93584156795,69.5595245401911,62.1657664476933,76.9532826326889,"Bonita/Chula Vista East/Eastlake/La Presa/Lynwood Hills/Rancho del Rey/Sunnyside/Sunny Vista"
"400","161u","San Diego","2011-2015",69,392,8326.78,21.2417857142857,"gbd3",87124,1911.47789357697,89.9866856434507,81.0786219453214,98.89474934158,"Bostonia/Glenview/Granite Hills/Hillsdale/Johnstown/Lakeside/Riverview/Winter Gardens"
"401","161u","San Diego","2006-2010",69,368,8170.48,22.2023913043478,"gbd3",87124,1875.59799825536,84.4772967265047,75.8462356534459,93.1083577995636,"Bostonia/Glenview/Granite Hills/Hillsdale/Johnstown/Lakeside/Riverview/Winter Gardens"
"402","161u","San Diego","2001-2005",69,60,1313.3,21.8883333333333,"gbd3",87124,301.478352692714,13.7734722923649,10.2883669843947,17.2585776003351,"Bostonia/Glenview/Granite Hills/Hillsdale/Johnstown/Lakeside/Riverview/Winter Gardens"
"403","161v","San Diego","2006-2010",69,229,5290.19,23.1012663755459,"gbd3",116007,912.046686837863,39.4803761841958,34.3669542268965,44.593798141495,"Mira Mesa/Scripps Miramar Ranch"
"404","161v","San Diego","2001-2005",69,40,1001.42,25.0355,"gbd3",116007,172.648202263657,6.89613557802546,4.759040291346,9.03323086470493,"Mira Mesa/Scripps Miramar Ranch"
"405","161v","San Diego","2011-2015",69,260,5626.06,21.6386923076923,"gbd3",116007,969.951813252649,44.8248812571655,39.3763359725726,50.2734265417584,"Mira Mesa/Scripps Miramar Ranch"
"406","162a","San Francisco","2011-2015",69,609,13482.79,22.1756414473684,"gbd3",112524,2396.42920621379,108.243574704063,99.6466807230742,116.840468685052,"Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition"
"407","162a","San Francisco","2006-2010",69,630,13665.02,21.6905079365079,"gbd3",112524,2428.81874089083,111.976111762824,103.232251683315,120.719971842333,"Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition"
"408","162a","San Francisco","2001-2005",69,120,2492.71,20.7725833333333,"gbd3",112524,443.053926273506,21.3287831929188,17.5126497947805,25.1449165910572,"Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition"
"409","162b","San Francisco","2011-2015",69,342,6678.16,19.5840469208211,"gbd3",96019,1391.0080296608,71.235901227882,63.686127059261,78.7856753965029,"Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff"
"410","162b","San Francisco","2001-2005",69,67,1107.46,16.5292537313433,"gbd3",96019,230.675178870848,13.9555712931816,10.6139416920349,17.2972008943282,"Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff"
"411","162b","San Francisco","2006-2010",69,314,6456.64,20.5625477707006,"gbd3",96019,1344.86716170758,65.4037221799852,58.1696017888344,72.6378425711361,"Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff"
"412","162c","San Francisco","2001-2005",69,75,1808.95,24.1193333333333,"gbd3",113541,318.64260487401,13.2110867439956,10.2211912857659,16.2009822022252,"Bernal Heights/Mission District/Potrero Hill"
"413","162c","San Francisco","2006-2010",69,288,6140.53,21.3212847222222,"gbd3",113541,1081.64099312143,50.730573096943,44.8715984914009,56.589547702485,"Bernal Heights/Mission District/Potrero Hill"
"414","162c","San Francisco","2011-2015",69,291,6558.47,22.6154137931034,"gbd3",113541,1155.2602143719,51.2590165667028,45.3696055246348,57.1484276087707,"Bernal Heights/Mission District/Potrero Hill"
"415","162d","San Francisco","2001-2005",69,95,1956.18,20.5913684210526,"gbd3",132967,294.235411793904,14.2892597411388,11.4158601938008,17.1626592884767,"Excelsior/Glen Park/Ingleside/Lake Merced/Merced Heights/Ocean Beach South/Park Merced/Saint Francis Wood/Westwood Park"
"416","162d","San Francisco","2011-2015",69,475,9120.81,19.2017052631579,"gbd3",132967,1371.89076989027,71.4462987056939,65.0211819913291,77.8714154200587,"Excelsior/Glen Park/Ingleside/Lake Merced/Merced Heights/Ocean Beach South/Park Merced/Saint Francis Wood/Westwood Park"
"417","162d","San Francisco","2006-2010",69,510,9998.21,19.6043333333333,"gbd3",132967,1503.86336459422,76.7107628208503,70.0531382018554,83.3683874398451,"Excelsior/Glen Park/Ingleside/Lake Merced/Merced Heights/Ocean Beach South/Park Merced/Saint Francis Wood/Westwood Park"
"418","162e","San Francisco","2011-2015",69,347,6773.48,19.5201152737752,"gbd3",82282,1646.40626139374,84.3440849760579,75.4697057226846,93.2184642294313,"Golden Gate Park/Parkside/Sunset/West Portal"
"419","162e","San Francisco","2006-2010",69,349,7281.62,20.8642406876791,"gbd3",82282,1769.9180865803,84.830218030675,75.9303009424828,93.7301351188672,"Golden Gate Park/Parkside/Sunset/West Portal"
"420","162e","San Francisco","2001-2005",69,68,1374.54,20.2138235294118,"gbd3",82282,334.104664446659,16.5285238569797,12.6000152982839,20.4570324156754,"Golden Gate Park/Parkside/Sunset/West Portal"
"421","162f","San Francisco","2001-2005",69,43,957.69,22.2718604651163,"gbd3",83976,228.086596170334,10.241021244165,7.18006493796623,13.3019775503638,"Bayview/Candlestick/Hunters Point/Portola/Visitacion Valley"
"422","162f","San Francisco","2011-2015",69,301,6298.01,20.9236212624585,"gbd3",83976,1499.9547489759,71.687148709155,63.5886195489182,79.7856778693918,"Bayview/Candlestick/Hunters Point/Portola/Visitacion Valley"
"423","162f","San Francisco","2006-2010",69,307,7147.57,23.281986970684,"gbd3",83976,1702.28874916643,73.1161284176431,64.9372813005344,81.2949755347518,"Bayview/Candlestick/Hunters Point/Portola/Visitacion Valley"
"424","162g","San Francisco","2006-2010",69,394,8301.4,21.123155216285,"gbd3",124029,1338.62241895041,63.5335284489918,57.2601287978716,69.806928100112,"Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks"
"425","162g","San Francisco","2011-2015",69,374,8308.83,22.2161229946524,"gbd3",124029,1339.82052584476,60.3084762434592,54.1963735059465,66.4205789809719,"Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks"
"426","162g","San Francisco","2001-2005",69,82,1701.81,20.7537804878049,"gbd3",124029,274.42130469487,13.2227140426836,10.3607658310736,16.0846622542935,"Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks"
"427","162h","San Francisco","2011-2015",69,408,7871.19,19.2921323529412,"gbd3",95425,1649.71233953367,85.5121823421535,77.2147064434376,93.8096582408694,"Laurel Heights/Ocean Beach North/Richmond/Sutro Heights"
"428","162h","San Francisco","2006-2010",69,382,8072.15,21.1312827225131,"gbd3",95425,1691.83128111082,80.0628766046633,72.0341328070706,88.0916204022561,"Laurel Heights/Ocean Beach North/Richmond/Sutro Heights"
"429","162h","San Francisco","2001-2005",69,81,1621.16,20.0143209876543,"gbd3",95425,339.776788053445,16.976683259104,13.2796068407942,20.6737596774138,"Laurel Heights/Ocean Beach North/Richmond/Sutro Heights"
"430","163","San Joaquin","2001-2005",69,51,1106.26,21.6913725490196,"gbd3",106470,207.80689396074,9.58016342631727,6.95088897940933,12.2094378732252,"Tracy"
"431","163","San Joaquin","2006-2010",69,213,4777.21,22.4282159624413,"gbd3",106470,897.381421996807,40.0112707805015,34.6379764009493,45.3845651600538,"Tracy"
"432","163","San Joaquin","2011-2015",69,261,5438.51,20.9173461538462,"gbd3",106470,1021.60420775805,49.0278951817413,43.0798934501008,54.9758969133819,"Tracy"
"433","164.1","San Joaquin","2011-2015",69,303,6715.81,22.1643894389439,"gbd3",84099,1597.12006088063,72.0579317233261,63.9444255826345,80.1714378640176,"Lathrop/Manteca"
"434","164.1","San Joaquin","2001-2005",69,35,788.84,23.2011764705882,"gbd3",84099,187.597950035078,8.3235234663908,5.56598691909755,11.0810600136841,"Lathrop/Manteca"
"435","164.1","San Joaquin","2006-2010",69,267,5962.46,22.3313108614232,"gbd3",84099,1417.96216364047,63.4965933007527,55.8803135842906,71.1128730172147,"Lathrop/Manteca"
"436","164.2","San Joaquin","2011-2015",69,230,4774.3,20.7578260869565,"gbd3",54620,1748.18747711461,84.2182350787257,73.3341905751782,95.1022795822733,"Banta/Escalon/Ripon/Vernalis"
"437","164.2","San Joaquin","2001-2005",69,37,629.6,17.0162162162162,"gbd3",54620,230.538264372025,13.5481508604907,9.18271860641002,17.9135831145713,"Banta/Escalon/Ripon/Vernalis"
"438","164.2","San Joaquin","2006-2010",69,176,3375.17,19.1771022727273,"gbd3",54620,1235.87330648114,64.4452581471988,54.9242546476319,73.9662616467657,"Banta/Escalon/Ripon/Vernalis"
"439","166","San Joaquin","2011-2015",69,353,7106.52,20.1889772727273,"gbd3",67188,2115.41346669048,105.078287789486,94.1166934518273,116.039882127145,"Lodi"
"440","166","San Joaquin","2006-2010",69,315,6278.83,19.9327936507937,"gbd3",67188,1869.03316068346,93.7667440614395,83.4119456112335,104.121542511646,"Lodi"
"441","166","San Joaquin","2001-2005",69,77,1399.62,18.1768831168831,"gbd3",67188,416.627969280229,22.920759659463,17.8012102860897,28.0403090328363,"Lodi"
"442","167plus","San Joaquin","2011-2015",69,192,4315.31,22.4755729166667,"gbd3",44017,1960.74698411977,87.2390212872299,74.8992172943053,99.5788252801545,"Farmington/Linden/Lockeford/North Woodbridge"
"443","167plus","San Joaquin","2001-2005",69,27,555.65,20.5796296296296,"gbd3",44017,252.470636345048,12.2679873685167,7.64056087116998,16.8954138658634,"Farmington/Linden/Lockeford/North Woodbridge"
"444","167plus","San Joaquin","2006-2010",69,160,3527.22,22.045125,"gbd3",44017,1602.66260762887,72.6991844060249,61.4345360691631,83.9638327428868,"Farmington/Linden/Lockeford/North Woodbridge"
"445","168","San Joaquin","2011-2015",69,88,1716.81,19.5092045454545,"gbd3",24843,1382.12776234754,70.8449060097412,56.0430769846267,85.6467350348557,"South Woodbridge/Thornton"
"446","168","San Joaquin","2001-2005",69,16,385.63,24.101875,"gbd3",24843,310.453648915187,12.8808920017711,6.56937089871576,19.1924131048265,"South Woodbridge/Thornton"
"447","168","San Joaquin","2006-2010",69,61,1259.62,20.9936666666667,"gbd3",24843,1014.06432395443,49.1084007567524,36.7847618443484,61.4320396691564,"South Woodbridge/Thornton"
"448","169a","San Joaquin","2011-2015",69,462,10284.02,22.2597835497835,"gbd3",99473,2067.70078312708,92.889527811567,84.4193240402857,101.359731582848,"Stockton North Central/Stockton Northeast"
"449","169a","San Joaquin","2001-2005",69,88,1953.42,22.1979545454545,"gbd3",99473,392.753812592362,17.6932433926794,13.9965433990036,21.3899433863553,"Stockton North Central/Stockton Northeast"
"450","169a","San Joaquin","2006-2010",69,413,8855.27,21.4413317191283,"gbd3",99473,1780.43690247605,83.0376081951886,75.0291687416983,91.046047648679,"Stockton North Central/Stockton Northeast"
"451","169b","San Joaquin","2011-2015",69,552,12079.04,21.8823188405797,"gbd3",141161,1711.38487259229,78.2085703558348,71.6842857281813,84.7328549834883,"French Camp/Stockton South/Stockton Southeast"
"452","169b","San Joaquin","2006-2010",69,468,10716.51,22.8985256410256,"gbd3",141161,1518.33863460871,66.3072661712513,60.2998698130601,72.3146625294424,"French Camp/Stockton South/Stockton Southeast"
"453","169b","San Joaquin","2001-2005",69,117,2652.92,22.6745299145299,"gbd3",141161,375.871522587684,16.5768165428128,13.5731183637172,19.5805147219084,"French Camp/Stockton South/Stockton Southeast"
"454","169c","San Joaquin","2006-2010",69,415,8785.93,21.1709156626506,"gbd3",86683,2027.1402697184,95.7511853535295,86.5388826107244,104.963488096335,"Stockton Northwest/Stockton West"
"455","169c","San Joaquin","2011-2015",69,431,8686.62,20.1545707656613,"gbd3",86683,2004.22689570043,99.4427973189668,90.0545874729777,108.831007164956,"Stockton Northwest/Stockton West"
"456","169c","San Joaquin","2001-2005",69,75,1536.09,20.4812,"gbd3",86683,354.415513999285,17.3044310879873,13.3881416168931,21.2207205590814,"Stockton Northwest/Stockton West"
"457","17","Contra Costa","2001-2005",69,19,331.13,17.4278947368421,"gbd3",60494,109.475319866433,6.28161470559064,3.45710816226753,9.10612124891375,"Brentwood East/Byron/Discovery Bay/Knightsen"
"458","17","Contra Costa","2006-2010",69,125,3126.37,25.01096,"gbd3",60494,1033.61325090092,41.3264125367805,34.0817061148496,48.5711189587115,"Brentwood East/Byron/Discovery Bay/Knightsen"
"459","17","Contra Costa","2011-2015",69,175,3865.73,22.0898857142857,"gbd3",60494,1278.05402188647,57.8569775514927,49.2849253120372,66.4290297909482,"Brentwood East/Byron/Discovery Bay/Knightsen"
"460","170","San Luis Obispo","2006-2010",69,187,3722.72,19.9075935828877,"gbd3",38540,1931.87337830825,97.0420342501297,83.1333137596782,110.950754740581,"Atascadero/Templeton"
"461","170","San Luis Obispo","2011-2015",69,166,3369.06,20.2955421686747,"gbd3",38540,1748.34457706279,86.1442656979761,73.0397667474626,99.2487646484897,"Atascadero/Templeton"
"462","170","San Luis Obispo","2001-2005",69,42,980.83,23.3530952380952,"gbd3",38540,508.993253762325,21.7955371043072,15.2039344255203,28.3871397830941,"Atascadero/Templeton"
"463","171","San Luis Obispo","2001-2005",69,61,1320.48,21.6472131147541,"gbd3",83047,318.007875058702,14.6904764771756,11.0039355846586,18.3770173696925,"Arroyo Grande/Nipomo/Oceano/Pismo Beach"
"464","171","San Luis Obispo","2006-2010",69,356,7211.42,20.256797752809,"gbd3",83047,1736.7081291317,85.7345840307296,76.8286569052891,94.64051115617,"Arroyo Grande/Nipomo/Oceano/Pismo Beach"
"465","171","San Luis Obispo","2011-2015",69,414,7813.32,18.8727536231884,"gbd3",83047,1881.66219128927,99.702578058208,90.0985303515901,109.306625764826,"Arroyo Grande/Nipomo/Oceano/Pismo Beach"
"466","172","San Luis Obispo","2001-2005",69,40,722.28,18.057,"gbd3",67124,215.207675347119,11.9182408676479,8.22480762585924,15.6116741094366,"San Luis Obispo"
"467","172","San Luis Obispo","2011-2015",69,189,3502.14,18.5298412698413,"gbd3",67124,1043.48370180561,56.3136880996365,48.2852482105875,64.3421279886855,"San Luis Obispo"
"468","172","San Luis Obispo","2006-2010",69,208,4065.15,19.5439903846154,"gbd3",67124,1211.23592157797,61.9748525117693,53.5525288787058,70.3971761448327,"San Luis Obispo"
