"","county","year","sex","CAUSE","Level","Ndeaths","YLL","m.YLL","mean.age","pop","YLLper","YLLrateLCI","YLLrateUCI","cDeathRate","rateLCI","rateUCI","SMR","aRate","aLCI","aUCI","YLL.adj.rate"
"3213","Contra Costa",2006,"Total",51,"gbd36",4,272.3,68.08,24,1010000,26.96,23.76,30.16,0.396,0.007927,0.7841,0,0.4395,0.1198,1.129,29.91
"3214","Contra Costa",2006,"Total",58,"gbd36",54,4965,91.94,0,1010000,491.5,477.8,505.2,5.346,3.92,6.772,0.6857,5.394,4.052,7.053,495.9
"3215","Contra Costa",2006,"Total",63,"gbd36",12,311.2,25.94,67.83,1010000,30.81,27.39,34.23,1.188,0.5158,1.86,1.203,1.116,0.5716,1.988,28.1
"3216","Contra Costa",2006,"Total",70,"gbd36",3438,81540,23.73,70.2,1010000,8072,8017,8127,340.4,329,351.7,1.149,340.2,328.8,351.9,7838
"3217","Contra Costa",2006,"Total",103,"gbd36",102,1929,18.91,76.22,1010000,190.9,182.4,199.5,10.1,8.138,12.06,1.408,10.37,8.451,12.61,197.2
"3218","Contra Costa",2006,"Total",104,"gbd36",358,7367,20.58,73.82,1010000,729.4,712.7,746,35.44,31.77,39.11,0.9214,36.05,32.38,40.02,721
"3219","Contra Costa",2006,"Total",105,"gbd36",174,3930,22.85,71.88,1010000,389.1,376.9,401.2,17.23,14.67,19.79,1.312,16.98,14.52,19.75,381.3
"3220","Contra Costa",2006,"Total",110,"gbd36",110,4385,39.87,53.09,1010000,434.1,421.3,447,10.89,8.855,12.93,0.6073,10.42,8.547,12.59,418.6
"3221","Contra Costa",2006,"Total",132,"gbd36",1100,11170,10.15,86.77,1010000,1106,1085,1126,108.9,102.5,115.3,1.472,109,102.6,115.7,1129
"3222","Contra Costa",2006,"Total",133,"gbd36",156,2111,13.53,81.83,1010000,209,200.1,217.9,15.44,13.02,17.87,1.448,16.04,13.61,18.78,218.7
"3223","Contra Costa",2006,"Total",135,"gbd36",22,623.5,28.34,64.64,1010000,61.73,56.88,66.57,2.178,1.268,3.088,1.311,2.062,1.282,3.162,56.33
"3224","Contra Costa",2006,"Total",138,"gbd36",98,2918,29.78,64.14,1010000,288.9,278.4,299.4,9.702,7.781,11.62,1.058,9.861,7.994,12.04,291.3
"3225","Contra Costa",2006,"Total",147,"gbd36",4500,73580,16.35,79.24,1010000,7285,7232,7337,445.5,432.5,458.5,0.9456,446.5,433.5,459.8,7208
"3226","Contra Costa",2006,"Total",155,"gbd36",734,12480,17,77.82,1010000,1235,1213,1257,72.67,67.41,77.92,1.085,75.14,69.77,80.82,1268
"3227","Contra Costa",2006,"Total",156,"gbd36",22,651.4,29.61,64.09,1010000,64.49,59.54,69.44,2.178,1.268,3.088,0.8489,2.085,1.298,3.193,60.26
"3228","Contra Costa",2006,"Total",157,"gbd36",310,4756,15.34,80.1,1010000,470.9,457.5,484.3,30.69,27.27,34.11,1.756,31.52,28.1,35.27,479.8
"3229","Contra Costa",2006,"Total",160,"gbd36",166,5325,32.08,61.05,1010000,527.1,513,541.3,16.43,13.93,18.93,0.7925,15.27,13.01,17.83,479.6
"3230","Contra Costa",2006,"Total",167,"gbd36",214,4222,19.73,75.21,1010000,418,405.4,430.6,21.19,18.35,24.02,1.201,21.04,18.3,24.09,402.8
"3231","Contra Costa",2006,"Total",168,"gbd36",184,3137,17.05,78.49,1010000,310.6,299.7,321.5,18.22,15.58,20.85,0.6613,18.29,15.73,21.16,308.7
"3232","Contra Costa",2006,"Total",178,"gbd36",20,589.9,29.49,64.8,1010000,58.4,53.68,63.11,1.98,1.112,2.848,1.56,2.011,1.225,3.128,60.17
"3233","Contra Costa",2006,"Total",179,"gbd36",82,1592,19.41,75.66,1010000,157.6,149.9,165.3,8.118,6.361,9.875,1.145,8.19,6.504,10.19,158
"3234","Contra Costa",2006,"Total",185,"gbd36",52,3531,67.91,24.5,1010000,349.6,338.1,361.1,5.148,3.749,6.547,0.7205,5.26,3.926,6.914,355.4
"3235","Contra Costa",2006,"Total",192,"gbd36",2,27.26,13.63,81,1010000,2.699,1.686,3.712,0.198,-0.07641,0.4724,0,0.2194,0.02658,0.7973,2.991
"3236","Contra Costa",2006,"Total",198,"gbd36",398,16410,41.24,52.36,1010000,1625,1600,1650,39.4,35.53,43.27,0.8584,39.79,35.95,43.93,1666
"3237","Contra Costa",2006,"Total",208,"gbd36",160,6857,42.86,50.12,1010000,678.9,662.8,694.9,15.84,13.39,18.29,0.8866,15.56,13.23,18.21,677.8
"3238","Contra Costa",2006,"Total",209,"gbd36",186,11200,60.21,31.97,1010000,1109,1088,1129,18.41,15.77,21.06,1.318,19.38,16.68,22.39,1178
"3239","Contra Costa",2007,"Total",0,"gbd36",13630,291400,21.38,73.52,1021000,28540,28430,28640,1335,1312,1357,1.056,1325,1303,1348,28150
"3240","Contra Costa",2007,"Total",10,"gbd36",56,2178,38.89,53.64,1021000,213.2,204.3,222.2,5.483,4.047,6.92,0.9177,4.986,3.752,6.52,195.7
"3241","Contra Costa",2007,"Total",13,"gbd36",50,666.9,13.34,82.72,1021000,65.3,60.34,70.25,4.896,3.539,6.253,1.379,4.95,3.669,6.547,68.4
"3242","Contra Costa",2007,"Total",20,"gbd36",4,266.5,66.62,25.5,1021000,26.09,22.96,29.23,0.3917,0.007841,0.7755,0,0.4009,0.1091,1.047,26.51
"3243","Contra Costa",2007,"Total",21,"gbd36",46,1501,32.64,60.13,1021000,147,139.6,154.4,4.504,3.203,5.806,0.6303,3.947,2.876,5.314,125.3
"3244","Contra Costa",2007,"Total",26,"gbd36",2,32.1,16.05,78,1021000,3.143,2.056,4.231,0.1958,-0.07557,0.4673,0,0.22,0.02665,0.7949,3.532
"3245","Contra Costa",2007,"Total",46,"gbd36",100,2506,25.06,69.5,1021000,245.4,235.8,255,9.792,7.873,11.71,1.149,9.818,7.977,11.97,243.4
"3246","Contra Costa",2007,"Total",48,"gbd36",344,4623,13.44,82.77,1021000,452.7,439.6,465.7,33.68,30.12,37.24,0.9454,33.19,29.76,36.93,445.9
"3247","Contra Costa",2007,"Total",51,"gbd36",2,120.3,60.13,32,1021000,11.78,9.671,13.88,0.1958,-0.07557,0.4673,0,0.2192,0.02654,0.7928,13.18
"3248","Contra Costa",2007,"Total",58,"gbd36",54,4965,91.94,0,1021000,486.1,472.6,499.7,5.288,3.877,6.698,0.6656,5.38,4.041,7.033,494.6
"3249","Contra Costa",2007,"Total",63,"gbd36",26,304,11.69,84.31,1021000,29.77,26.42,33.11,2.546,1.567,3.524,1.303,2.629,1.714,3.87,31.58
"3250","Contra Costa",2007,"Total",70,"gbd36",3428,77330,22.56,71.54,1021000,7572,7519,7625,335.7,324.4,346.9,1.124,335.4,324.1,346.9,7365
"3251","Contra Costa",2007,"Total",103,"gbd36",96,1802,18.77,76.06,1021000,176.5,168.3,184.6,9.4,7.52,11.28,1.294,9.289,7.509,11.38,171.6
"3252","Contra Costa",2007,"Total",104,"gbd36",412,9084,22.05,72.06,1021000,889.5,871.2,907.8,40.34,36.45,44.24,1.064,40.24,36.42,44.38,858.1
"3253","Contra Costa",2007,"Total",105,"gbd36",170,3879,22.82,72.11,1021000,379.8,367.9,391.8,16.65,14.14,19.15,1.222,16.08,13.73,18.72,366.1
"3254","Contra Costa",2007,"Total",110,"gbd36",172,7457,43.36,49.35,1021000,730.2,713.6,746.8,16.84,14.33,19.36,1.012,15.81,13.52,18.4,700.5
"3255","Contra Costa",2007,"Total",132,"gbd36",1010,10310,10.21,86.63,1021000,1009,989.9,1029,98.9,92.8,105,1.324,97.53,91.58,103.8,1015
"3256","Contra Costa",2007,"Total",133,"gbd36",132,1676,12.7,82.86,1021000,164.1,156.3,172,12.93,10.72,15.13,1.192,13.26,11.09,15.75,170.4
"3257","Contra Costa",2007,"Total",135,"gbd36",24,604.2,25.18,68.42,1021000,59.16,54.45,63.88,2.35,1.41,3.29,1.534,2.093,1.333,3.16,50.58
"3258","Contra Costa",2007,"Total",138,"gbd36",110,3398,30.89,62.49,1021000,332.7,321.6,343.9,10.77,8.758,12.78,1.197,11.22,9.21,13.55,343.7
"3259","Contra Costa",2007,"Total",147,"gbd36",4404,71180,16.16,79.52,1021000,6970,6918,7021,431.2,418.5,444,0.9631,426.2,413.7,439.1,6816
"3260","Contra Costa",2007,"Total",155,"gbd36",698,10940,15.67,79.47,1021000,1071,1051,1091,68.35,63.28,73.42,1.05,69.85,64.73,75.28,1089
"3261","Contra Costa",2007,"Total",156,"gbd36",36,880.3,24.45,70.06,1021000,86.19,80.5,91.89,3.525,2.374,4.677,1.549,3.377,2.355,4.712,79.85
"3262","Contra Costa",2007,"Total",157,"gbd36",324,5159,15.92,79.43,1021000,505.1,491.4,518.9,31.73,28.27,35.18,1.803,31.57,28.21,35.24,498.2
"3263","Contra Costa",2007,"Total",160,"gbd36",204,6768,33.18,59.73,1021000,662.8,647,678.6,19.98,17.23,22.72,0.9136,18.42,15.95,21.19,603.6
"3264","Contra Costa",2007,"Total",167,"gbd36",174,3864,22.21,72.54,1021000,378.4,366.4,390.3,17.04,14.51,19.57,0.9719,16.51,14.13,19.2,360.8
"3265","Contra Costa",2007,"Total",168,"gbd36",278,4952,17.81,77.71,1021000,484.9,471.4,498.4,27.22,24.02,30.42,0.9653,27.11,23.99,30.53,482.3
"3266","Contra Costa",2007,"Total",178,"gbd36",18,530.2,29.46,65.78,1021000,51.92,47.5,56.34,1.763,0.9483,2.577,1.304,1.743,1.029,2.781,54.09
"3267","Contra Costa",2007,"Total",179,"gbd36",82,1810,22.08,73,1021000,177.3,169.1,185.4,8.029,6.291,9.767,1.108,7.943,6.306,9.89,174
"3268","Contra Costa",2007,"Total",185,"gbd36",46,3296,71.65,20.65,1021000,322.7,311.7,333.8,4.504,3.203,5.806,0.6477,4.542,3.321,6.079,326.3
"3269","Contra Costa",2007,"Total",198,"gbd36",428,16740,39.11,54.39,1021000,1639,1614,1664,41.91,37.94,45.88,0.9487,41.83,37.93,46.03,1669
"3270","Contra Costa",2007,"Total",208,"gbd36",192,8674,45.17,47.42,1021000,849.3,831.4,867.2,18.8,16.14,21.46,0.9859,18.44,15.9,21.29,850
"3271","Contra Costa",2007,"Total",209,"gbd36",224,14250,63.62,28.52,1021000,1395,1372,1418,21.93,19.06,24.81,1.729,23.49,20.51,26.8,1513
"3272","Contra Costa",2007,"Total",210,"gbd36",2,104.4,52.2,40,1021000,10.22,8.262,12.18,0.1958,-0.07557,0.4673,0,0.207,0.02507,0.7637,10.81
"3273","Contra Costa",2008,"Total",0,"gbd36",13820,290600,21.03,73.9,1033000,28130,28020,28230,1337,1315,1360,1.06,1316,1294,1338,27530
"3274","Contra Costa",2008,"Total",3,"gbd36",6,96.58,16.1,78.67,1033000,9.347,7.483,11.21,0.5807,0.116,1.045,0.9387,0.6051,0.2208,1.338,10.01
"3275","Contra Costa",2008,"Total",10,"gbd36",38,1533,40.34,52.11,1033000,148.4,140.9,155.8,3.678,2.508,4.847,0.7202,3.169,2.234,4.399,129.8
"3276","Contra Costa",2008,"Total",13,"gbd36",58,786.6,13.56,81.93,1033000,76.12,70.8,81.44,5.613,4.169,7.058,1.133,5.74,4.348,7.449,77.57
"3277","Contra Costa",2008,"Total",19,"gbd36",2,118.3,59.13,33,1033000,11.44,9.382,13.51,0.1936,-0.07469,0.4618,0,0.2156,0.02612,0.7852,12.75
"3278","Contra Costa",2008,"Total",21,"gbd36",62,2035,32.83,60.1,1033000,197,188.4,205.5,6,4.507,7.494,0.8059,5.098,3.896,6.588,163.9
"3279","Contra Costa",2008,"Total",46,"gbd36",84,1894,22.55,72.31,1033000,183.3,175.1,191.6,8.129,6.391,9.868,0.9101,7.893,6.284,9.807,175.1
"3280","Contra Costa",2008,"Total",48,"gbd36",298,3832,12.86,83.54,1033000,370.9,359.1,382.6,28.84,25.57,32.11,0.8077,28.43,25.27,31.89,368.7
"3281","Contra Costa",2008,"Total",49,"gbd36",2,22.78,11.39,84,1033000,2.205,1.299,3.11,0.1936,-0.07469,0.4618,0,0.2208,0.02673,0.7974,2.514
"3282","Contra Costa",2008,"Total",51,"gbd36",8,459.2,57.4,34.75,1033000,44.44,40.38,48.51,0.7742,0.2377,1.311,1.568,0.8492,0.3666,1.681,48.82
"3283","Contra Costa",2008,"Total",58,"gbd36",50,4597,91.94,0,1033000,444.9,432,457.7,4.839,3.498,6.18,0.6434,4.963,3.683,6.557,456.3
"3284","Contra Costa",2008,"Total",63,"gbd36",24,360,15,80.67,1033000,34.84,31.24,38.43,2.323,1.393,3.252,1.118,2.203,1.405,3.314,32.79
"3285","Contra Costa",2008,"Total",70,"gbd36",3436,78070,22.72,71.37,1033000,7555,7502,7608,332.5,321.4,343.6,1.129,329.5,318.5,340.9,7271
"3286","Contra Costa",2008,"Total",103,"gbd36",72,1298,18.03,77.03,1033000,125.6,118.8,132.5,6.968,5.359,8.578,0.9765,6.979,5.449,8.819,126.4
"3287","Contra Costa",2008,"Total",104,"gbd36",332,7305,22,72.22,1033000,707,690.7,723.2,32.13,28.67,35.59,0.8709,31.65,28.3,35.3,681.3
"3288","Contra Costa",2008,"Total",105,"gbd36",210,5263,25.06,69.52,1033000,509.3,495.6,523.1,20.32,17.57,23.07,1.435,19.81,17.2,22.72,498.8
"3289","Contra Costa",2008,"Total",110,"gbd36",152,6724,44.23,48.42,1033000,650.7,635.1,666.2,14.71,12.37,17.05,0.9054,13.87,11.73,16.31,631.2
"3290","Contra Costa",2008,"Total",132,"gbd36",1264,12550,9.927,87.09,1033000,1214,1193,1236,122.3,115.6,129.1,1.38,119.6,113.1,126.5,1227
"3291","Contra Costa",2008,"Total",133,"gbd36",132,1751,13.26,82.3,1033000,169.4,161.5,177.4,12.77,10.6,14.95,1.171,12.9,10.78,15.33,174
"3292","Contra Costa",2008,"Total",135,"gbd36",26,712.4,27.4,65.77,1033000,68.95,63.88,74.01,2.516,1.549,3.483,1.51,2.511,1.632,3.711,65.51
"3293","Contra Costa",2008,"Total",138,"gbd36",102,2926,28.69,65.14,1033000,283.2,272.9,293.4,9.871,7.956,11.79,1.098,9.784,7.96,11.92,281.1
"3294","Contra Costa",2008,"Total",147,"gbd36",4422,74650,16.88,78.65,1033000,7225,7173,7277,428,415.3,440.6,0.9806,418,405.7,430.7,6990
"3295","Contra Costa",2008,"Total",155,"gbd36",792,12310,15.54,79.66,1033000,1191,1170,1212,76.65,71.31,81.99,1.108,77.54,72.19,83.19,1197
"3296","Contra Costa",2008,"Total",156,"gbd36",36,899.1,24.98,69.61,1033000,87.01,81.33,92.7,3.484,2.346,4.622,1.462,3.353,2.34,4.677,83.97
"3297","Contra Costa",2008,"Total",157,"gbd36",342,5240,15.32,80.25,1033000,507.1,493.4,520.9,33.1,29.59,36.61,1.819,32.88,29.46,36.6,503.4
"3298","Contra Costa",2008,"Total",160,"gbd36",216,6809,31.52,61.54,1033000,658.9,643.3,674.6,20.9,18.12,23.69,0.9377,19.35,16.82,22.17,593.6
"3299","Contra Costa",2008,"Total",167,"gbd36",212,3800,17.92,77.27,1033000,367.7,356,379.4,20.52,17.76,23.28,1.19,19.96,17.34,22.88,352.8
"3300","Contra Costa",2008,"Total",168,"gbd36",244,4006,16.42,79.07,1033000,387.7,375.7,399.7,23.61,20.65,26.58,0.8978,23.36,20.5,26.52,384.5
"3301","Contra Costa",2008,"Total",178,"gbd36",12,134.8,11.24,85.33,1033000,13.05,10.85,15.25,1.161,0.5043,1.818,0.903,1.222,0.6289,2.152,14.23
"3302","Contra Costa",2008,"Total",179,"gbd36",76,1483,19.52,75.53,1033000,143.6,136.3,150.9,7.355,5.702,9.009,1.023,7.263,5.709,9.126,140.7
"3303","Contra Costa",2008,"Total",185,"gbd36",70,5172,73.89,18.34,1033000,500.6,486.9,514.2,6.774,5.187,8.361,0.99,7.023,5.471,8.891,520.2
"3304","Contra Costa",2008,"Total",192,"gbd36",2,50.04,25.02,68,1033000,4.843,3.501,6.185,0.1936,-0.07469,0.4618,0,0.2091,0.02532,0.7695,5.231
"3305","Contra Costa",2008,"Total",198,"gbd36",336,12900,38.38,55.24,1033000,1248,1227,1270,32.52,29.04,35.99,0.8145,32.07,28.7,35.73,1264
"3306","Contra Costa",2008,"Total",208,"gbd36",238,10040,42.2,50.57,1033000,972.1,953.1,991.1,23.03,20.11,25.96,1.15,22.53,19.73,25.64,969.1
"3307","Contra Costa",2008,"Total",209,"gbd36",178,10520,59.12,33.13,1033000,1018,999,1038,17.23,14.7,19.76,1.418,18.29,15.69,21.21,1100
"3308","Contra Costa",2009,"Total",0,"gbd36",13880,290400,20.92,74.1,1044000,27820,27720,27930,1330,1308,1352,1.07,1264,1242,1285,26640
"3309","Contra Costa",2009,"Total",3,"gbd36",4,118.3,29.56,63.5,1044000,11.33,9.29,13.38,0.3833,0.007673,0.759,0,0.3861,0.1031,1.025,10.71
"3310","Contra Costa",2009,"Total",4,"gbd36",2,108.4,54.18,38,1044000,10.38,8.429,12.34,0.1917,-0.07396,0.4573,0,0.217,0.02628,0.7909,11.76
"3311","Contra Costa",2009,"Total",10,"gbd36",44,1879,42.71,49.68,1044000,180.1,172,188.2,4.217,2.971,5.462,0.9058,3.839,2.777,5.204,167.6
"3312","Contra Costa",2009,"Total",13,"gbd36",78,1076,13.79,81.97,1044000,103.1,96.92,109.2,7.475,5.816,9.134,1.283,7.351,5.793,9.217,101.6
"3313","Contra Costa",2009,"Total",19,"gbd36",10,438.1,43.81,48.8,1044000,41.98,38.05,45.92,0.9583,0.3644,1.552,1.851,0.8911,0.4238,1.684,40.25
"3314","Contra Costa",2009,"Total",21,"gbd36",84,2728,32.48,60.48,1044000,261.4,251.6,271.2,8.05,6.328,9.771,1.091,6.667,5.299,8.318,214.5
"3315","Contra Costa",2009,"Total",46,"gbd36",122,2635,21.6,72.89,1044000,252.5,242.9,262.1,11.69,9.617,13.77,1.275,11.62,9.62,13.92,249.1
"3316","Contra Costa",2009,"Total",48,"gbd36",286,5207,18.2,77.52,1044000,498.9,485.4,512.5,27.41,24.23,30.58,0.8009,26.06,23.09,29.32,493.5
"3317","Contra Costa",2009,"Total",49,"gbd36",4,197,49.25,43,1044000,18.88,16.24,21.52,0.3833,0.007673,0.759,0,0.3803,0.1019,1.013,18.99
"3318","Contra Costa",2009,"Total",58,"gbd36",64,5882,91.91,0.03125,1044000,563.7,549.3,578.1,6.133,4.631,7.636,0.8974,6.591,5.076,8.427,605.8
"3319","Contra Costa",2009,"Total",63,"gbd36",24,426.9,17.79,77.58,1044000,40.91,37.03,44.79,2.3,1.38,3.22,1.269,2.108,1.342,3.186,38.74
"3320","Contra Costa",2009,"Total",70,"gbd36",3334,73780,22.13,72.07,1044000,7070,7019,7121,319.5,308.7,330.3,1.065,305.5,295,316.2,6577
"3321","Contra Costa",2009,"Total",103,"gbd36",110,1836,16.69,78.27,1044000,175.9,167.9,184,10.54,8.572,12.51,1.533,10.3,8.443,12.46,170.6
"3322","Contra Costa",2009,"Total",104,"gbd36",310,6851,22.1,72.06,1044000,656.5,641,672,29.71,26.4,33.01,0.8647,28.45,25.33,31.87,608.6
"3323","Contra Costa",2009,"Total",105,"gbd36",208,5167,24.84,69.71,1044000,495.1,481.6,508.6,19.93,17.22,22.64,1.355,19.09,16.55,21.93,482
"3324","Contra Costa",2009,"Total",110,"gbd36",170,7149,42.05,50.53,1044000,685.1,669.2,701,16.29,13.84,18.74,0.9825,14.86,12.68,17.33,643.5
"3325","Contra Costa",2009,"Total",132,"gbd36",1334,12920,9.684,87.54,1044000,1238,1217,1259,127.8,121,134.7,1.463,118.3,112,124.9,1191
"3326","Contra Costa",2009,"Total",133,"gbd36",126,1685,13.37,82.08,1044000,161.4,153.7,169.1,12.07,9.966,14.18,1.123,11.87,9.864,14.19,159.4
"3327","Contra Costa",2009,"Total",135,"gbd36",20,495.8,24.79,68.8,1044000,47.52,43.33,51.7,1.917,1.077,2.757,1.124,1.657,0.9977,2.626,37.98
"3328","Contra Costa",2009,"Total",138,"gbd36",106,2738,25.83,68,1044000,262.4,252.6,272.2,10.16,8.224,12.09,1.075,9.518,7.769,11.57,243.5
"3329","Contra Costa",2009,"Total",139,"gbd36",4,67.6,16.9,77,1044000,6.478,4.934,8.022,0.3833,0.007673,0.759,0,0.4456,0.1214,1.141,7.53
"3330","Contra Costa",2009,"Total",147,"gbd36",4172,67770,16.25,79.48,1044000,6495,6446,6544,399.8,387.7,411.9,0.946,374.8,363.3,386.5,6078
"3331","Contra Costa",2009,"Total",155,"gbd36",770,11580,15.03,80.18,1044000,1109,1089,1129,73.79,68.58,79,1.109,73.01,67.88,78.44,1095
"3332","Contra Costa",2009,"Total",156,"gbd36",32,851.3,26.6,68,1044000,81.58,76.1,87.06,3.067,2.004,4.129,1.37,2.886,1.961,4.122,75.82
"3333","Contra Costa",2009,"Total",157,"gbd36",338,5380,15.92,79.5,1044000,515.6,501.8,529.4,32.39,28.94,35.84,1.796,30.87,27.63,34.4,491.7
"3334","Contra Costa",2009,"Total",160,"gbd36",192,6274,32.68,60.41,1044000,601.2,586.4,616.1,18.4,15.8,21,0.8051,16.63,14.33,19.23,539.4
"3335","Contra Costa",2009,"Total",167,"gbd36",272,5299,19.48,75.7,1044000,507.8,494.2,521.5,26.07,22.97,29.16,1.495,24.15,21.33,27.26,470.9
"3336","Contra Costa",2009,"Total",168,"gbd36",328,4855,14.8,81.15,1044000,465.2,452.2,478.3,31.43,28.03,34.83,1.161,29.7,26.53,33.16,440.5
"3337","Contra Costa",2009,"Total",178,"gbd36",12,259.7,21.64,72.33,1044000,24.89,21.86,27.92,1.15,0.4993,1.801,0.8263,1.102,0.5627,1.968,22.67
"3338","Contra Costa",2009,"Total",179,"gbd36",104,2832,27.23,67.21,1044000,271.4,261.4,281.4,9.966,8.051,11.88,1.449,9.15,7.453,11.14,250.7
"3339","Contra Costa",2009,"Total",185,"gbd36",56,3832,68.43,24.36,1044000,367.2,355.6,378.8,5.367,3.961,6.772,0.827,5.665,4.274,7.377,393.6
"3340","Contra Costa",2009,"Total",192,"gbd36",2,67.24,33.62,59,1044000,6.444,4.904,7.984,0.1917,-0.07396,0.4573,0,0.1376,0.01667,0.6115,4.627
"3341","Contra Costa",2009,"Total",198,"gbd36",442,16760,37.91,55.84,1044000,1606,1581,1630,42.36,38.41,46.31,1.089,42.01,38.14,46.18,1643
"3342","Contra Costa",2009,"Total",208,"gbd36",222,9723,43.8,48.86,1044000,931.8,913.3,950.3,21.27,18.48,24.07,1.055,20.43,17.79,23.36,918.5
"3343","Contra Costa",2009,"Total",209,"gbd36",194,11790,60.79,31.4,1044000,1130,1110,1151,18.59,15.98,21.21,1.649,20,17.27,23.05,1232
"3344","Contra Costa",2010,"Total",0,"gbd36",13730,284600,20.73,74.33,1052000,27070,26970,27170,1306,1284,1328,1.052,1221,1200,1242,25670
"3345","Contra Costa",2010,"Total",3,"gbd36",2,18.76,9.38,87,1052000,1.784,0.9768,2.591,0.1902,-0.0734,0.4538,0,0.158,0.01913,0.6535,1.482
"3346","Contra Costa",2010,"Total",10,"gbd36",30,1285,42.85,49.8,1052000,122.2,115.6,128.9,2.853,1.832,3.874,0.7226,2.675,1.792,3.867,119.7
"3347","Contra Costa",2010,"Total",13,"gbd36",102,1734,17,78.75,1052000,164.9,157.1,172.7,9.7,7.818,11.58,1.634,9.264,7.53,11.3,162
"3348","Contra Costa",2010,"Total",19,"gbd36",2,74.98,37.49,55,1052000,7.131,5.517,8.745,0.1902,-0.0734,0.4538,0,0.1342,0.01625,0.6026,5.03
"3349","Contra Costa",2010,"Total",20,"gbd36",2,59.54,29.77,63,1052000,5.662,4.224,7.1,0.1902,-0.0734,0.4538,0,0.1342,0.01625,0.6026,3.994
"3350","Contra Costa",2010,"Total",21,"gbd36",78,2329,29.85,63.13,1052000,221.5,212.5,230.4,7.418,5.772,9.064,1.063,6.257,4.924,7.875,180.6
"3351","Contra Costa",2010,"Total",46,"gbd36",92,2223,24.17,70.15,1052000,211.4,202.6,220.2,8.749,6.961,10.54,0.9523,8.39,6.744,10.34,203
"3352","Contra Costa",2010,"Total",48,"gbd36",260,3883,14.94,81.22,1052000,369.3,357.7,380.9,24.73,21.72,27.73,0.7876,23.43,20.63,26.52,361.1
"3353","Contra Costa",2010,"Total",51,"gbd36",2,110.3,55.17,37,1052000,10.49,8.535,12.45,0.1902,-0.0734,0.4538,0,0.2195,0.02658,0.7954,12.11
"3354","Contra Costa",2010,"Total",58,"gbd36",50,4565,91.31,0.64,1052000,434.2,421.6,446.8,4.755,3.437,6.073,0.7234,5.172,3.839,6.829,472.4
"3355","Contra Costa",2010,"Total",63,"gbd36",28,335.2,11.97,84.21,1052000,31.88,28.46,35.29,2.663,1.677,3.649,1.301,2.506,1.653,3.67,30.53
"3356","Contra Costa",2010,"Total",70,"gbd36",3330,74730,22.44,71.73,1052000,7107,7056,7158,316.7,305.9,327.4,1.056,297.6,287.5,308.1,6539
"3357","Contra Costa",2010,"Total",103,"gbd36",100,1838,18.38,77.5,1052000,174.8,166.8,182.8,9.51,7.646,11.37,1.311,9.131,7.41,11.15,175.5
"3358","Contra Costa",2010,"Total",104,"gbd36",316,6795,21.5,72.96,1052000,646.2,630.8,661.5,30.05,26.74,33.36,0.8859,28.12,25.05,31.47,591.1
"3359","Contra Costa",2010,"Total",105,"gbd36",204,5320,26.08,68.22,1052000,505.9,492.3,519.5,19.4,16.74,22.06,1.326,17.97,15.56,20.67,475.4
"3360","Contra Costa",2010,"Total",110,"gbd36",166,7117,42.88,49.86,1052000,676.9,661.1,692.6,15.79,13.39,18.19,1.001,14.74,12.55,17.22,656.9
"3361","Contra Costa",2010,"Total",132,"gbd36",1268,12180,9.608,87.62,1052000,1159,1138,1179,120.6,113.9,127.2,1.257,109.9,103.9,116.2,1102
"3362","Contra Costa",2010,"Total",133,"gbd36",160,2017,12.61,83.4,1052000,191.8,183.4,200.2,15.22,12.86,17.57,1.276,14.46,12.28,16.94,187.1
"3363","Contra Costa",2010,"Total",135,"gbd36",18,559.1,31.06,62,1052000,53.17,48.76,57.58,1.712,0.921,2.503,0.9986,1.578,0.9239,2.548,47.77
"3364","Contra Costa",2010,"Total",138,"gbd36",136,3531,25.96,67.81,1052000,335.8,324.7,346.9,12.93,10.76,15.11,1.289,11.94,9.987,14.18,304.4
"3365","Contra Costa",2010,"Total",147,"gbd36",4388,70530,16.07,79.71,1052000,6707,6658,6757,417.3,405,429.6,0.9989,384,372.6,395.7,6224
"3366","Contra Costa",2010,"Total",155,"gbd36",718,11440,15.93,79.17,1052000,1088,1068,1107,68.28,63.29,73.28,1.029,65.58,60.8,70.65,1038
"3367","Contra Costa",2010,"Total",156,"gbd36",20,916.3,45.81,47,1052000,87.14,81.49,92.78,1.902,1.068,2.736,0.8921,1.794,1.088,2.815,86.69
"3368","Contra Costa",2010,"Total",157,"gbd36",346,5365,15.5,80.12,1052000,510.2,496.5,523.8,32.9,29.44,36.37,1.752,30.66,27.47,34.13,481.1
"3369","Contra Costa",2010,"Total",160,"gbd36",220,7404,33.65,59.24,1052000,704.1,688.1,720.2,20.92,18.16,23.69,0.9246,18.69,16.26,21.41,619.4
"3370","Contra Costa",2010,"Total",167,"gbd36",214,4470,20.89,74.16,1052000,425.1,412.7,437.6,20.35,17.62,23.08,1.203,19.52,16.96,22.38,411
"3371","Contra Costa",2010,"Total",168,"gbd36",284,4412,15.54,80.08,1052000,419.6,407.2,432,27.01,23.87,30.15,0.9592,25.59,22.66,28.81,400
"3372","Contra Costa",2010,"Total",178,"gbd36",10,279.1,27.91,65.4,1052000,26.54,23.43,29.66,0.951,0.3616,1.54,0.6674,0.7751,0.3692,1.49,21.3
