"","county","year","sex","CAUSE","Level","Ndeaths","YLL","m.YLL","mean.age","pop","YLLper","YLLrateLCI","YLLrateUCI","cDeathRate","rateLCI","rateUCI","SMR","aRate","aLCI","aUCI","YLL.adj.rate"
"14759","Plumas",2004,"Total",132,"gbd36",16,143.5,8.97,88,20900,686.7,574.4,799.1,76.56,39.05,114.1,1.396,63.26,36.1,110.9,558.6
"14760","Plumas",2004,"Total",133,"gbd36",2,42.62,21.31,72,20900,203.9,142.7,265.2,9.57,-3.693,22.83,0,6.189,0.7495,38.23,131.9
"14761","Plumas",2004,"Total",138,"gbd36",2,24.22,12.11,83,20900,115.9,69.74,162,9.57,-3.693,22.83,0,6.968,0.8439,39.57,84.38
"14762","Plumas",2004,"Total",147,"gbd36",136,2498,18.37,76.49,20900,11950,11480,12420,650.7,541.4,760.1,1.311,479.3,401.2,574.4,8574
"14763","Plumas",2004,"Total",155,"gbd36",20,325.7,16.28,79,20900,1558,1389,1728,95.7,53.76,137.6,1.429,68.86,41.88,115.5,1053
"14764","Plumas",2004,"Total",157,"gbd36",6,102.3,17.05,77.33,20900,489.5,394.6,584.4,28.71,5.738,51.68,1.63,21.38,7.778,57.97,350.1
"14765","Plumas",2004,"Total",160,"gbd36",6,180.6,30.1,62.67,20900,864.3,738.2,990.3,28.71,5.738,51.68,1.397,16.58,6.058,50.25,495
"14766","Plumas",2004,"Total",167,"gbd36",12,215.5,17.96,77.33,20900,1031,893.5,1169,57.42,24.93,89.91,3.325,43.61,22.45,85.79,755.6
"14767","Plumas",2004,"Total",168,"gbd36",12,124.2,10.35,86.17,20900,594.4,489.9,698.9,57.42,24.93,89.91,2.249,44.31,22.84,86.81,447.8
"14768","Plumas",2004,"Total",179,"gbd36",6,74.92,12.49,82.67,20900,358.5,277.3,439.7,28.71,5.738,51.68,3.859,22.16,8.099,59.2,272.8
"14769","Plumas",2004,"Total",198,"gbd36",12,253.3,21.11,73.17,20900,1212,1063,1361,57.42,24.93,89.91,1.216,42.62,21.85,84.41,852.5
"14770","Plumas",2004,"Total",208,"gbd36",20,922.8,46.14,46.4,20900,4416,4131,4701,95.7,53.76,137.6,5.085,93.22,54.41,154,4889
"14771","Plumas",2004,"Total",209,"gbd36",4,171.7,42.92,49.5,20900,821.5,698.6,944.4,19.14,0.3831,37.9,0,18.05,4.224,57.17,853.2
"14772","Plumas",2005,"Total",0,"gbd36",412,9214,22.36,72.04,20860,44170,43270,45080,1975,1784,2166,1.518,1463,1320,1621,34470
"14773","Plumas",2005,"Total",10,"gbd36",2,106.4,53.19,39,20860,510,413.1,606.9,9.588,-3.7,22.88,0,13.37,1.619,52.41,711
"14774","Plumas",2005,"Total",19,"gbd36",2,142.1,71.06,21,20860,681.3,569.3,793.4,9.588,-3.7,22.88,0,11.82,1.431,48.95,839.9
"14775","Plumas",2005,"Total",21,"gbd36",2,40.8,20.4,73,20860,195.6,135.6,255.6,9.588,-3.7,22.88,0,6.145,0.7442,37.79,125.4
"14776","Plumas",2005,"Total",46,"gbd36",2,30.44,15.22,79,20860,145.9,94.09,197.8,9.588,-3.7,22.88,0,6.996,0.8473,39.26,106.5
"14777","Plumas",2005,"Total",48,"gbd36",6,155.6,25.94,68,20860,746.1,628.8,863.3,28.76,5.749,51.78,0.6889,28.12,9.749,70.12,872.5
"14778","Plumas",2005,"Total",63,"gbd36",2,9.3,4.65,96,20860,44.59,15.93,73.24,9.588,-3.7,22.88,0,7.758,0.9395,40.65,36.07
"14779","Plumas",2005,"Total",70,"gbd36",116,2549,21.98,72.16,20860,12220,11750,12700,556.1,454.9,657.3,1.844,392.9,322.3,480.5,8868
"14780","Plumas",2005,"Total",103,"gbd36",2,51.92,25.96,67,20860,248.9,181.2,316.6,9.588,-3.7,22.88,0,6.145,0.7442,37.79,159.5
"14781","Plumas",2005,"Total",104,"gbd36",14,258,18.43,75.86,20860,1237,1086,1388,67.12,31.96,102.3,1.632,46.15,25.13,87.4,806.9
"14782","Plumas",2005,"Total",105,"gbd36",6,130.4,21.74,74,20860,625.2,517.9,732.6,28.76,5.749,51.78,2.119,18.93,6.812,53.8,367
"14783","Plumas",2005,"Total",110,"gbd36",6,206.5,34.42,58.33,20860,990.1,855,1125,28.76,5.749,51.78,1.578,20.28,7.424,55.79,711.9
"14784","Plumas",2005,"Total",132,"gbd36",22,287.1,13.05,82.91,20860,1376,1217,1535,105.5,61.4,149.5,1.663,78.71,49.15,127.6,961.6
"14785","Plumas",2005,"Total",138,"gbd36",2,35.5,17.75,76,20860,170.2,114.2,226.2,9.588,-3.7,22.88,0,6.996,0.8473,39.26,124.2
"14786","Plumas",2005,"Total",147,"gbd36",108,2086,19.32,75.3,20860,10000,9573,10430,517.8,420.1,615.4,1.077,372.3,304.3,457.3,7035
"14787","Plumas",2005,"Total",155,"gbd36",48,956,19.92,74.62,20860,4583,4292,4873,230.1,165,295.2,3.309,163.2,120.1,224,3166
"14788","Plumas",2005,"Total",156,"gbd36",2,24.22,12.11,83,20860,116.1,69.87,162.4,9.588,-3.7,22.88,0,6.996,0.8473,39.26,84.72
"14789","Plumas",2005,"Total",157,"gbd36",4,76.56,19.14,78,20860,367,284.8,449.3,19.18,0.3839,37.97,0,12.79,3.351,46.31,202.6
"14790","Plumas",2005,"Total",160,"gbd36",8,314,39.25,53.25,20860,1505,1339,1672,38.35,11.78,64.93,1.834,31.61,12.56,73.37,1326
"14791","Plumas",2005,"Total",167,"gbd36",10,238.3,23.83,71,20860,1142,997.3,1287,47.94,18.23,77.65,2.752,45.28,20.13,93.27,1473
"14792","Plumas",2005,"Total",168,"gbd36",2,13.1,6.55,92,20860,62.8,28.79,96.81,9.588,-3.7,22.88,0,7.758,0.9395,40.65,50.81
"14793","Plumas",2005,"Total",179,"gbd36",6,55.94,9.323,87.33,20860,268.2,197.9,338.5,28.76,5.749,51.78,3.745,22.51,8.25,59.46,208.3
"14794","Plumas",2005,"Total",185,"gbd36",2,65.3,32.65,60,20860,313.1,237.1,389,9.588,-3.7,22.88,0,5.029,0.609,36,164.2
"14795","Plumas",2005,"Total",198,"gbd36",16,708.9,44.31,48.38,20860,3399,3148,3649,76.71,39.12,114.3,1.658,61.9,34.24,110.3,3056
"14796","Plumas",2005,"Total",208,"gbd36",10,245,24.5,69,20860,1174,1027,1322,47.94,18.23,77.65,2.764,40.5,18.55,84.39,1151
"14797","Plumas",2006,"Total",0,"gbd36",374,7575,20.25,74.44,20710,36580,35750,37400,1806,1623,1989,1.399,1274,1146,1419,25990
"14798","Plumas",2006,"Total",46,"gbd36",4,102.5,25.64,67.5,20710,495.1,399.3,591,19.31,0.3866,38.24,0,11.98,3.17,44.73,291.6
"14799","Plumas",2006,"Total",48,"gbd36",8,65.08,8.135,89.25,20710,314.2,237.9,390.6,38.63,11.86,65.4,0.9585,29.84,12.88,68.48,242.8
"14800","Plumas",2006,"Total",63,"gbd36",2,30.44,15.22,79,20710,147,94.77,199.2,9.657,-3.727,23.04,0,7.103,0.8603,39.26,108.1
"14801","Plumas",2006,"Total",70,"gbd36",110,2367,21.51,72.42,20710,11430,10970,11890,531.1,431.9,630.4,1.793,346.6,284.2,425.4,7048
"14802","Plumas",2006,"Total",103,"gbd36",4,56.56,14.14,80.5,20710,273.1,201.9,344.3,19.31,0.3866,38.24,0,14.21,3.871,48.28,200.9
"14803","Plumas",2006,"Total",104,"gbd36",10,250.2,25.02,68.2,20710,1208,1059,1358,48.29,18.36,78.21,1.255,28.99,13.78,65.21,694.9
"14804","Plumas",2006,"Total",105,"gbd36",6,166.5,27.76,65.33,20710,804.2,682,926.3,28.97,5.79,52.15,2.206,20.38,7.452,55.8,574.1
"14805","Plumas",2006,"Total",110,"gbd36",8,225,28.13,65,20710,1087,944.7,1229,38.63,11.86,65.4,2.154,25.26,10.78,61.39,709.5
"14806","Plumas",2006,"Total",132,"gbd36",16,127.4,7.961,89.75,20710,615.1,508.3,721.9,77.26,39.4,115.1,1.044,59.32,33.91,104.7,471.1
"14807","Plumas",2006,"Total",133,"gbd36",4,47.96,11.99,83.5,20710,231.6,166,297.1,19.31,0.3866,38.24,0,14.56,3.966,48.9,173.5
"14808","Plumas",2006,"Total",138,"gbd36",4,155.9,38.97,53.5,20710,752.8,634.6,870.9,19.31,0.3866,38.24,0,12.09,3.191,44.92,486
"14809","Plumas",2006,"Total",147,"gbd36",124,2253,18.17,77.05,20710,10880,10430,11330,598.7,493.4,704.1,1.271,426,353.2,515.6,7559
"14810","Plumas",2006,"Total",155,"gbd36",26,512.7,19.72,74.69,20710,2476,2261,2690,125.5,77.29,173.8,1.875,87,56.6,136.1,1640
"14811","Plumas",2006,"Total",157,"gbd36",2,33.78,16.89,77,20710,163.1,108.1,218.1,9.657,-3.727,23.04,0,7.103,0.8603,39.26,120
"14812","Plumas",2006,"Total",160,"gbd36",2,30.44,15.22,79,20710,147,94.77,199.2,9.657,-3.727,23.04,0,7.103,0.8603,39.26,108.1
"14813","Plumas",2006,"Total",167,"gbd36",10,116.1,11.61,84,20710,560.6,458.6,662.6,48.29,18.36,78.21,2.737,36.23,17.37,76.13,418.4
"14814","Plumas",2006,"Total",168,"gbd36",10,84.72,8.472,88.6,20710,409.1,322,496.2,48.29,18.36,78.21,1.753,37.3,17.89,77.8,316
"14815","Plumas",2006,"Total",185,"gbd36",2,180,90.01,2,20710,869.2,742.3,996.2,9.657,-3.727,23.04,0,14.76,1.787,55.46,1328
"14816","Plumas",2006,"Total",198,"gbd36",8,420.3,52.54,39.75,20710,2029,1835,2223,38.63,11.86,65.4,0.8415,40.69,15.95,89.39,2356
"14817","Plumas",2006,"Total",208,"gbd36",2,50.04,25.02,68,20710,241.6,174.7,308.6,9.657,-3.727,23.04,0,6.065,0.7345,37.45,151.8
"14818","Plumas",2007,"Total",0,"gbd36",342,7848,22.95,71.49,20600,38100,37260,38950,1661,1485,1837,1.314,1218,1086,1365,30580
"14819","Plumas",2007,"Total",21,"gbd36",2,63.38,31.69,61,20600,307.7,232,383.5,9.711,-3.747,23.17,0,4.718,0.5714,34.84,149.5
"14820","Plumas",2007,"Total",46,"gbd36",10,252.5,25.25,68.2,20600,1226,1075,1377,48.55,18.46,78.65,5.699,27.35,12.93,62.46,655.8
"14821","Plumas",2007,"Total",48,"gbd36",10,214.5,21.45,73.2,20600,1041,901.9,1181,48.55,18.46,78.65,1.363,33.67,15.99,72.05,702.2
"14822","Plumas",2007,"Total",63,"gbd36",4,81.36,20.34,75,20600,395,309.2,480.9,19.42,0.3888,38.45,0,11.94,3.134,44.28,209.6
"14823","Plumas",2007,"Total",70,"gbd36",94,2196,23.36,70.49,20600,10660,10220,11110,456.4,364.1,548.7,1.528,303.9,244,380.4,7086
"14824","Plumas",2007,"Total",103,"gbd36",4,71.98,18,76.5,20600,349.5,268.7,430.2,19.42,0.3888,38.45,0,13.19,3.568,46.2,227.5
"14825","Plumas",2007,"Total",104,"gbd36",8,103.7,12.96,82.75,20600,503.5,406.6,600.4,38.84,11.93,65.76,1.024,27.56,11.86,64.53,348.7
"14826","Plumas",2007,"Total",105,"gbd36",2,18.76,9.38,87,20600,91.09,49.87,132.3,9.711,-3.747,23.17,0,7.223,0.8747,39.02,67.75
"14827","Plumas",2007,"Total",132,"gbd36",12,128.2,10.68,85.67,20600,622.3,514.5,730,58.26,25.3,91.23,0.7799,43.1,22.27,84.15,459.5
"14828","Plumas",2007,"Total",138,"gbd36",2,21.4,10.7,85,20600,103.9,59.88,147.9,9.711,-3.747,23.17,0,7.223,0.8747,39.02,77.28
"14829","Plumas",2007,"Total",147,"gbd36",86,1400,16.28,79.09,20600,6797,6441,7153,417.6,329.3,505.8,0.9326,303.7,241.9,382.6,5051
"14830","Plumas",2007,"Total",155,"gbd36",24,487.9,20.33,74.08,20600,2369,2159,2579,116.5,69.91,163.1,1.79,78.9,50.3,126.1,1546
"14831","Plumas",2007,"Total",157,"gbd36",10,203.2,20.32,75,20600,986.7,851,1122,48.55,18.46,78.65,2.759,33.75,16.12,72.03,678.1
"14832","Plumas",2007,"Total",160,"gbd36",8,288.1,36.01,57,20600,1399,1237,1560,38.84,11.93,65.76,1.777,33.87,14.15,75.54,1393
"14833","Plumas",2007,"Total",167,"gbd36",10,165.6,16.56,78.2,20600,804.2,681.8,926.7,48.55,18.46,78.65,2.77,33.45,15.89,71.69,509.3
"14834","Plumas",2007,"Total",168,"gbd36",10,117.5,11.75,83.6,20600,570.3,467.2,673.4,48.55,18.46,78.65,1.722,35.87,17.2,75.23,421.1
"14835","Plumas",2007,"Total",178,"gbd36",2,80.82,40.41,52,20600,392.4,306.9,478,9.711,-3.747,23.17,0,7.365,0.8919,39.28,297.6
"14836","Plumas",2007,"Total",179,"gbd36",2,15.2,7.6,90,20600,73.8,36.7,110.9,9.711,-3.747,23.17,0,7.223,0.8747,39.02,54.89
"14837","Plumas",2007,"Total",198,"gbd36",16,705.8,44.11,49.38,20600,3427,3174,3680,77.68,39.62,115.7,1.758,88.61,48.67,151.2,4432
"14838","Plumas",2007,"Total",208,"gbd36",10,356,35.6,57,20600,1728,1549,1908,48.55,18.46,78.65,2.546,30.14,14.21,66.74,1103
"14839","Plumas",2007,"Total",209,"gbd36",2,146.1,73.05,19,20600,709.4,594.3,824.4,9.711,-3.747,23.17,0,12.22,1.48,49.28,893
"14840","Plumas",2008,"Total",0,"gbd36",356,7638,21.45,73.13,20370,37500,36660,38340,1748,1566,1929,1.385,1223,1095,1367,27510
"14841","Plumas",2008,"Total",46,"gbd36",2,18.76,9.38,87,20370,92.11,50.43,133.8,9.819,-3.789,23.43,0,7.019,0.8501,38.42,65.84
"14842","Plumas",2008,"Total",48,"gbd36",4,31.26,7.815,90,20370,153.5,99.67,207.3,19.64,0.3931,38.88,0,14.04,3.825,47.37,109.7
"14843","Plumas",2008,"Total",63,"gbd36",4,46.7,11.68,85,20370,229.3,163.5,295,19.64,0.3931,38.88,0,14.37,3.912,47.94,169.7
"14844","Plumas",2008,"Total",70,"gbd36",90,2149,23.88,69.8,20370,10550,10110,11000,441.9,350.6,533.2,1.5,299.8,239.2,377.1,7282
"14845","Plumas",2008,"Total",103,"gbd36",4,37.86,9.465,87.5,20370,185.9,126.7,245.1,19.64,0.3931,38.88,0,14.37,3.912,47.94,137.1
"14846","Plumas",2008,"Total",104,"gbd36",14,267.1,19.08,75.86,20370,1311,1154,1469,68.74,32.73,104.7,1.863,46.11,25.02,86.84,850.5
"14847","Plumas",2008,"Total",105,"gbd36",2,25.72,12.86,82,20370,126.3,77.47,175.1,9.819,-3.789,23.43,0,7.346,0.8896,39.01,94.47
"14848","Plumas",2008,"Total",110,"gbd36",2,48.16,24.08,69,20370,236.4,169.7,303.2,9.819,-3.789,23.43,0,5.771,0.6989,36.25,139
"14849","Plumas",2008,"Total",132,"gbd36",20,178.1,8.904,88.6,20370,874.3,745.9,1003,98.19,55.16,141.2,1.108,71.17,43.47,117.8,638.4
"14850","Plumas",2008,"Total",133,"gbd36",4,39.4,9.85,87,20370,193.4,133,253.8,19.64,0.3931,38.88,0,14.37,3.912,47.94,142.7
"14851","Plumas",2008,"Total",138,"gbd36",6,167.5,27.92,65,20370,822.4,697.8,946.9,29.46,5.887,53.03,3.278,14.96,5.446,46.65,409.7
"14852","Plumas",2008,"Total",147,"gbd36",104,2080,20,74.63,20370,10210,9771,10650,510.6,412.5,608.7,1.17,341.5,277.2,422.3,6769
"14853","Plumas",2008,"Total",155,"gbd36",28,501.7,17.92,77.07,20370,2463,2248,2679,137.5,86.55,188.4,1.988,97.54,64.62,148.7,1717
"14854","Plumas",2008,"Total",157,"gbd36",16,254.9,15.93,79.12,20370,1252,1098,1405,78.55,40.06,117,4.317,53.46,30.37,95.88,794.3
"14855","Plumas",2008,"Total",160,"gbd36",2,55.72,27.86,65,20370,273.6,201.7,345.4,9.819,-3.789,23.43,0,5.771,0.6989,36.25,160.8
"14856","Plumas",2008,"Total",167,"gbd36",8,185.4,23.18,71,20370,910.4,779.4,1041,39.28,12.06,66.49,2.278,26.63,11.31,63.11,609.2
"14857","Plumas",2008,"Total",168,"gbd36",8,104,13,82.5,20370,510.8,412.6,609,39.28,12.06,66.49,1.493,29.06,12.54,66.69,380.1
"14858","Plumas",2008,"Total",179,"gbd36",4,108.3,27.08,66,20370,531.9,431.8,632.1,19.64,0.3931,38.88,0,11.94,3.108,44.1,300
"14859","Plumas",2008,"Total",198,"gbd36",8,245.3,30.66,62.25,20370,1204,1054,1355,39.28,12.06,66.49,0.9838,28.46,12.21,65.86,892.7
"14860","Plumas",2008,"Total",208,"gbd36",6,236.7,39.45,53,20370,1162,1014,1310,29.46,5.887,53.03,1.471,16.86,5.935,49.91,683
"14861","Plumas",2008,"Total",209,"gbd36",2,148.1,74.05,18,20370,727.1,610,844.2,9.819,-3.789,23.43,0,12.49,1.513,49.69,925
"14862","Plumas",2009,"Total",0,"gbd36",364,7102,19.51,75.4,20060,35400,34580,36220,1814,1628,2001,1.46,1261,1129,1409,25850
"14863","Plumas",2009,"Total",13,"gbd36",2,28.82,14.41,80,20060,143.6,91.2,196.1,9.969,-3.847,23.78,0,7.32,0.8865,41.07,105.5
"14864","Plumas",2009,"Total",20,"gbd36",2,57.64,28.82,64,20060,287.3,213.1,361.5,9.969,-3.847,23.78,0,4.494,0.5443,36.53,129.5
"14865","Plumas",2009,"Total",21,"gbd36",2,90.6,45.3,47,20060,451.6,358.6,544.6,9.969,-3.847,23.78,0,8.338,1.01,42.94,377.7
"14866","Plumas",2009,"Total",46,"gbd36",8,186.6,23.33,71.25,20060,930.3,796.8,1064,39.87,12.24,67.51,4.348,39.1,15.27,87.64,1246
"14867","Plumas",2009,"Total",48,"gbd36",8,156.3,19.54,74.5,20060,779.2,657.1,901.4,39.87,12.24,67.51,1.165,24.23,10.24,61.12,438.2
"14868","Plumas",2009,"Total",70,"gbd36",92,2079,22.6,71.37,20060,10360,9918,10810,458.6,364.9,552.3,1.529,275.3,220.7,347.1,5916
"14869","Plumas",2009,"Total",104,"gbd36",4,66.06,16.52,77.5,20060,329.3,249.9,408.7,19.94,0.3991,39.48,0,14.64,3.989,50.32,241.8
"14870","Plumas",2009,"Total",105,"gbd36",8,178.2,22.28,73.75,20060,888.2,757.8,1019,39.87,12.24,67.51,2.711,27.35,11.55,66.04,608.1
"14871","Plumas",2009,"Total",110,"gbd36",10,509.2,50.92,41.4,20060,2538,2317,2758,49.84,18.95,80.74,3.006,54.94,23.65,111.8,3136
"14872","Plumas",2009,"Total",132,"gbd36",28,306.6,10.95,85.21,20060,1528,1357,1699,139.6,87.87,191.3,1.597,97.16,64.41,149.4,1031
"14873","Plumas",2009,"Total",133,"gbd36",8,99.4,12.42,83.25,20060,495.4,398,592.8,39.87,12.24,67.51,3.709,26.93,11.53,65.14,318.9
"14874","Plumas",2009,"Total",147,"gbd36",106,1457,13.75,82.04,20060,7264,6891,7637,528.3,427.8,628.9,1.25,367.9,300.7,452.6,4886
"14875","Plumas",2009,"Total",155,"gbd36",36,536.2,14.9,80.33,20060,2673,2446,2899,179.4,120.8,238,2.696,121.2,84.48,176.8,1691
"14876","Plumas",2009,"Total",157,"gbd36",4,94.02,23.5,73,20060,468.6,373.9,563.3,19.94,0.3991,39.48,0,15.53,4.213,51.89,386.6
"14877","Plumas",2009,"Total",160,"gbd36",4,155.8,38.94,53.5,20060,776.5,654.5,898.4,19.94,0.3991,39.48,0,16.68,4.544,53.86,649.4
"14878","Plumas",2009,"Total",167,"gbd36",2,18.76,9.38,87,20060,93.51,51.19,135.8,9.969,-3.847,23.78,0,7.196,0.8714,40.85,67.49
"14879","Plumas",2009,"Total",168,"gbd36",4,21.46,5.365,94.5,20060,107,61.71,152.2,19.94,0.3991,39.48,0,14.39,3.921,49.89,77.21
"14880","Plumas",2009,"Total",179,"gbd36",2,9.3,4.65,96,20060,46.35,16.56,76.15,9.969,-3.847,23.78,0,7.196,0.8714,40.85,33.46
"14881","Plumas",2009,"Total",185,"gbd36",2,24.22,12.11,83,20060,120.7,72.64,168.8,9.969,-3.847,23.78,0,7.32,0.8865,41.07,88.65
"14882","Plumas",2009,"Total",198,"gbd36",10,281.4,28.14,65.8,20060,1403,1239,1567,49.84,18.95,80.74,1.281,37.23,16.96,80.15,1259
"14883","Plumas",2009,"Total",208,"gbd36",10,349.1,34.91,58,20060,1740,1558,1923,49.84,18.95,80.74,2.473,32.98,15.34,72.91,1169
"14884","Plumas",2010,"Total",0,"gbd36",402,8413,20.93,73.91,19980,42100,41200,43000,2012,1815,2208,1.621,1409,1268,1566,31320
"14885","Plumas",2010,"Total",13,"gbd36",4,68.82,17.2,78.5,19980,344.4,263,425.8,20.02,0.4007,39.64,0,12.38,3.299,46.4,191.7
"14886","Plumas",2010,"Total",21,"gbd36",2,65.3,32.65,60,19980,326.8,247.5,406.1,10.01,-3.863,23.88,0,4.456,0.5396,36.15,145.5
"14887","Plumas",2010,"Total",46,"gbd36",6,67.32,11.22,85.33,19980,336.9,256.4,417.4,30.03,6.001,54.05,3.268,19.57,7.088,55.55,203
"14888","Plumas",2010,"Total",48,"gbd36",4,42.84,10.71,85,19980,214.4,150.2,278.6,20.02,0.4007,39.64,0,14.67,3.995,50.09,157.3
"14889","Plumas",2010,"Total",63,"gbd36",4,32.2,8.05,89.5,19980,161.1,105.5,216.8,20.02,0.4007,39.64,0,14.38,3.917,49.59,115.7
"14890","Plumas",2010,"Total",70,"gbd36",98,2187,22.31,71.65,19980,10940,10480,11400,490.4,393.3,587.5,1.635,308.4,249,385.1,6540
"14891","Plumas",2010,"Total",103,"gbd36",2,15.2,7.6,90,19980,76.07,37.83,114.3,10.01,-3.863,23.88,0,7.188,0.8705,40.53,54.63
"14892","Plumas",2010,"Total",104,"gbd36",12,379.7,31.64,62.33,19980,1900,1709,2091,60.05,26.08,94.03,1.77,41.46,20.88,83.6,1365
"14893","Plumas",2010,"Total",105,"gbd36",8,219.1,27.38,65.75,19980,1096,951.2,1242,40.04,12.29,67.78,2.737,35.06,12.95,81.8,1189
"14894","Plumas",2010,"Total",110,"gbd36",10,445.5,44.55,47.8,19980,2229,2022,2436,50.05,19.03,81.06,3.174,49.72,22.94,99.86,2331
"14895","Plumas",2010,"Total",132,"gbd36",12,213,17.75,77.17,19980,1066,923,1209,60.05,26.08,94.03,0.6261,39.27,20.02,79.93,633
"14896","Plumas",2010,"Total",133,"gbd36",6,91.9,15.32,79,19980,459.9,365.9,553.9,30.03,6.001,54.05,2.518,22.44,8.235,60.08,343.7
"14897","Plumas",2010,"Total",135,"gbd36",2,46.3,23.15,70,19980,231.7,165,298.5,10.01,-3.863,23.88,0,5.191,0.6287,37.23,120.2
"14898","Plumas",2010,"Total",147,"gbd36",134,2417,18.04,77.3,19980,12100,11610,12580,670.6,557.1,784.1,1.605,462.9,385.6,557.5,8694
"14899","Plumas",2010,"Total",155,"gbd36",34,533.4,15.69,80,19980,2669,2443,2896,170.2,113,227.3,2.563,116.2,80.08,171.3,1751
"14900","Plumas",2010,"Total",156,"gbd36",2,14.12,7.06,91,19980,70.66,33.81,107.5,10.01,-3.863,23.88,0,7.188,0.8705,40.53,50.75
"14901","Plumas",2010,"Total",160,"gbd36",4,111.5,27.86,65,19980,557.8,454.2,661.4,20.02,0.4007,39.64,0,9.647,2.615,42.06,267.4
"14902","Plumas",2010,"Total",167,"gbd36",12,192.2,16.01,80.17,19980,961.7,825.7,1098,60.05,26.08,94.03,3.55,37.66,19.15,77.57,509.5
"14903","Plumas",2010,"Total",168,"gbd36",2,16.32,8.16,89,19980,81.67,42.05,121.3,10.01,-3.863,23.88,0,7.188,0.8705,40.53,58.65
"14904","Plumas",2010,"Total",178,"gbd36",2,12.14,6.07,93,19980,60.75,26.58,94.93,10.01,-3.863,23.88,0,7.188,0.8705,40.53,43.63
"14905","Plumas",2010,"Total",179,"gbd36",4,46.7,11.68,85,19980,233.7,166.7,300.7,20.02,0.4007,39.64,0,14.67,3.995,50.09,173
"14906","Plumas",2010,"Total",198,"gbd36",12,299.9,24.99,68.67,19980,1501,1331,1671,60.05,26.08,94.03,1.653,44.24,22.67,87.31,1147
"14907","Plumas",2010,"Total",208,"gbd36",8,320,40,53.75,19980,1601,1426,1777,40.04,12.29,67.78,1.964,32.48,13.18,75.02,1488
"14908","Plumas",2011,"Total",0,"gbd36",350,7658,21.88,72.83,19930,38430,37570,39290,1756,1572,1940,1.391,1234,1100,1386,31540
"14909","Plumas",2011,"Total",13,"gbd36",2,7.4,3.7,98,19930,37.14,10.38,63.89,10.04,-3.873,23.95,0,6.903,0.836,41.1,25.54
"14910","Plumas",2011,"Total",46,"gbd36",6,159.3,26.55,67,19930,799.5,675.4,923.7,30.11,6.017,54.2,3.269,21.09,7.507,59.15,578.7
"14911","Plumas",2011,"Total",48,"gbd36",2,55.72,27.86,65,19930,279.6,206.2,353,10.04,-3.873,23.95,0,5.015,0.6074,38.09,139.7
"14912","Plumas",2011,"Total",49,"gbd36",4,65.02,16.26,80,19930,326.3,247,405.6,20.07,0.4018,39.74,0,11.92,3.178,46.66,173.6
"14913","Plumas",2011,"Total",58,"gbd36",2,183.9,91.94,0,19930,922.8,789.4,1056,10.04,-3.873,23.95,0,15.35,1.859,58.58,1412
"14914","Plumas",2011,"Total",70,"gbd36",96,2123,22.11,72.15,19930,10650,10200,11110,481.8,385.4,578.1,1.619,339.4,270.1,427.4,8670
"14915","Plumas",2011,"Total",103,"gbd36",2,12.14,6.07,93,19930,60.92,26.65,95.19,10.04,-3.873,23.95,0,6.903,0.836,41.1,41.9
"14916","Plumas",2011,"Total",104,"gbd36",6,114.8,19.13,74.67,19930,576,470.6,681.4,30.11,6.017,54.2,1.033,17.29,6.214,52.98,316.7
"14917","Plumas",2011,"Total",105,"gbd36",4,44.98,11.24,85.5,19930,225.7,159.8,291.7,20.07,0.4018,39.74,0,14.16,3.857,50.2,161.3
"14918","Plumas",2011,"Total",110,"gbd36",2,25.72,12.86,82,19930,129.1,79.19,179,10.04,-3.873,23.95,0,7.262,0.8794,41.72,93.38
"14919","Plumas",2011,"Total",132,"gbd36",22,222.5,10.11,86.82,19930,1116,969.8,1263,110.4,64.27,156.5,1.05,77.73,48.7,127.3,793.7
"14920","Plumas",2011,"Total",138,"gbd36",2,51.92,25.96,67,19930,260.6,189.7,331.4,10.04,-3.873,23.95,0,5.015,0.6074,38.09,130.2
"14921","Plumas",2011,"Total",147,"gbd36",118,2418,20.5,74.36,19930,12140,11650,12620,592.2,485.3,699,1.406,395.2,323.5,485,8767
"14922","Plumas",2011,"Total",155,"gbd36",36,689.7,19.16,75.11,19930,3461,3203,3720,180.7,121.6,239.7,2.67,110,76.5,162.8,1952
"14923","Plumas",2011,"Total",157,"gbd36",4,71.44,17.86,76.5,19930,358.5,275.4,441.6,20.07,0.4018,39.74,0,11.92,3.178,46.66,199.4
"14924","Plumas",2011,"Total",160,"gbd36",2,74.98,37.49,55,19930,376.3,291.1,461.4,10.04,-3.873,23.95,0,4.467,0.541,37.3,167.5
"14925","Plumas",2011,"Total",167,"gbd36",2,80.82,40.41,52,19930,405.6,317.2,494,10.04,-3.873,23.95,0,8.816,1.068,44.57,356.2
"14926","Plumas",2011,"Total",168,"gbd36",14,161.4,11.53,84.57,19930,810,685,934.9,70.26,33.45,107.1,2.105,47.51,25.87,90.83,531.6
"14927","Plumas",2011,"Total",185,"gbd36",2,152.1,76.04,16,19930,763.2,641.9,884.5,10.04,-3.873,23.95,0,12.09,1.465,51.26,919.6
"14928","Plumas",2011,"Total",198,"gbd36",8,250.4,31.3,63.5,19930,1257,1101,1412,40.15,12.33,67.97,1.082,38.56,15.46,86.47,1535
