"","comID","yearG","sex","CAUSE","county","Ndeaths","YLL","m.YLL","mean.age","Level","pop","YLLper","YLLrateLCI","YLLrateUCI","cDeathRate","rateLCI","rateUCI","comName","oDeaths","aRate","aLCI","aUCI","YLL.adj.rate"
"216","183c","2011-2015","Total","0","Santa Clara",2475,43990,17.78,77.7,"lev0",90800,9691,9600,9781,545.2,523.7,566.7,"Sunnyvale South",2475,510.6,490.4,531.6,9436
"217","183d","2011-2015","Total","0","Santa Clara",1529,38740,25.34,69.11,"lev0",76870,10080,9979,10180,397.8,377.9,417.8,"Downtown San Jose",1529,506.5,480.6,533.5,12180
"218","183e","2011-2015","Total","0","Santa Clara",2819,68010,24.12,70.38,"lev0",126300,10770,10690,10850,446.3,429.8,462.7,"Alum Rock South/San Jose East",2819,575.5,554.1,597.6,12340
"219","183f","2011-2015","Total","0","Santa Clara",3047,47360,15.54,80.33,"lev0",114400,8276,8201,8350,532.5,513.6,551.4,"Cupertino/Rancho Rinconada/San Jose West/Saratoga",3047,438.4,422.6,454.7,7302
"220","183g","2011-2015","Total","0","Santa Clara",3926,72320,18.42,76.97,"lev0",117100,12350,12260,12440,670.5,649.5,691.4,"Cambrian Village East/San Jose South Central",3926,599.8,581,619.1,11290
"221","183h","2011-2015","Total","0","Santa Clara",2733,67070,24.54,69.83,"lev0",131000,10240,10160,10320,417.3,401.6,432.9,"San Jose Southeast",2733,590.2,567.3,613.8,12020
"222","183i","2011-2015","Total","0","Santa Clara",2475,53620,21.67,73,"lev0",107600,9970,9885,10050,460.2,442,478.3,"New Almaden/San Jose Southwest",2475,541.8,519.7,564.6,10170
"223","183j","2011-2015","Total","0","Santa Clara",2495,54070,21.67,73.39,"lev0",92020,11750,11650,11850,542.3,521,563.6,"San Jose Northwest",2495,604.1,579.2,629.9,13370
"224","183k","2011-2015","Total","0","Santa Clara",2481,48970,19.74,75.36,"lev0",104100,9407,9323,9490,476.6,457.8,495.3,"Evergreen/San Jose East Central",2482,482.3,463.4,501.9,9112
"225","183l","2011-2015","Total","0","Santa Clara",2531,53800,21.25,73.8,"lev0",127900,8411,8340,8482,395.7,380.3,411.1,"Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North",2531,531.8,511,553.3,10120
"226","183m","2011-2015","Total","0","Santa Clara",3443,60020,17.43,78.12,"lev0",102500,11710,11610,11800,671.6,649.2,694.1,"Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas",3443,550.8,532.4,569.8,10030
"227","183n","2011-2015","Total","0","Santa Clara",3731,69330,18.59,76.78,"lev0",127000,10920,10840,11000,587.5,568.6,606.4,"Santa Clara South and West",3730,578.1,559.4,597.4,11020
"228","183o","2011-2015","Total","0","Santa Clara",2363,54400,23.02,71.56,"lev0",127300,8549,8477,8621,371.3,356.4,386.3,"Milpitas West/Santa Clara Northeast",2363,522.3,500.9,544.6,10160
"229","184","2011-2015","Total","0","Santa Cruz",1491,34900,23.4,71.49,"lev0",55620,12550,12420,12680,536.2,509,563.4,"Freedom/Watsonville",1491,648.4,615.2,683.1,14450
"230","185.1","2011-2015","Total","0","Santa Cruz",3982,77580,19.48,75.88,"lev0",120700,12860,12770,12950,660.1,639.6,680.6,"Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz",3982,644.2,623.9,665,12670
"231","185.2","2011-2015","Total","0","Santa Cruz",101,2305,22.82,71.86,"lev0",4276,10780,10340,11220,472.4,380.3,564.5,"Davenport",101,534.8,428.3,663.9,11630
"232","185.3","2011-2015","Total","0","Santa Cruz",1352,26220,19.39,75.9,"lev0",39950,13130,12970,13280,676.8,640.8,712.9,"Ben Lomond/Felton/Scotts Valley",1352,554.4,523.7,586.8,11330
"233","185.4","2011-2015","Total","0","Santa Cruz",419,10590,25.26,68.89,"lev0",16080,13160,12910,13410,521.1,471.2,571,"Boulder Creek",468,782.3,698.1,875.1,15300
"234","185.5","2011-2015","Total","0","Santa Cruz",842,18140,21.54,73.47,"lev0",28230,12850,12670,13040,596.6,556.3,636.9,"Amesti/Corralitos/Day Valley/Interlaken/Pajaro Dunes",910,564,527,603.3,12390
"235","186","2011-2015","Total","0","Shasta",1770,40830,23.07,71.37,"lev0",33260,24550,24310,24790,1064,1015,1114,"Anderson/Cottonwood/French Gulch/Happy Valley/Igo/Ono/Platina/Shasta",1770,872,830.9,915.1,20970
"236","187","2011-2015","Total","0","Shasta",72,1680,23.33,70.93,"lev0",1427,23540,22420,24670,1009,776,1242,"Castella/Lakehead/OBrien",91,868,674.4,1150,21150
"237","188.1","2011-2015","Total","0","Shasta",172,4064,23.63,70.82,"lev0",4958,16390,15890,16900,693.8,590.1,797.5,"Big Bend/Montgomery Creek/Oak Run/Round Mountain",204,823.5,696.8,970.3,17060
"238","188.2","2011-2015","Total","0","Shasta",342,7733,22.61,71.72,"lev0",6334,24420,23870,24960,1080,965.4,1194,"Manton/Millville/Shingletown/Viola",354,761.5,671.2,868.5,20240
"239","189.1","2011-2015","Total","0","Shasta",222,4619,20.8,73.94,"lev0",4726,19550,18980,20110,939.5,815.9,1063,"Palo Cedro",222,672.7,572.6,798.2,17720
"240","189.2","2011-2015","Total","0","Shasta",5780,116600,20.17,74.84,"lev0",99910,23340,23200,23470,1157,1127,1187,"Redding",5780,864.5,841.8,887.8,19480
"241","189.3","2011-2015","Total","0","Shasta",1037,23200,22.38,72.11,"lev0",20090,23100,22800,23400,1032,969.6,1095,"Bella Vista/City of Shasta Lake",1068,786.2,738.5,836.8,18690
"242","18a","2011-2015","Total","0","Contra Costa",2965,63020,21.25,73.58,"lev0",86280,14610,14490,14720,687.3,662.6,712,"Crockett/Hercules/Martinez West/Pinole/Port Costa/Richmond Northeast/Rodeo",2966,638.7,615.3,662.8,13330
"243","18b","2011-2015","Total","0","Contra Costa",2546,53660,21.08,73.89,"lev0",78770,13630,13510,13740,646.4,621.3,671.5,"Concord West/Martinez East/Martinez Waterfront/Pacheco/Pleasant Hill East",2546,675.6,648.9,703.2,14150
"244","18c","2011-2015","Total","0","Contra Costa",3164,64840,20.49,74.5,"lev0",88960,14580,14470,14690,711.4,686.6,736.1,"Avon/Clyde/Concord Central/Pittsburg Southwest",3164,688.7,664.7,713.4,13650
"245","18d","2011-2015","Total","0","Contra Costa",3332,87640,26.3,67.9,"lev0",98980,17710,17590,17820,673.3,650.4,696.1,"Antioch North and West/Nichols/Pittsburg Central and East/West Pittsburg",3332,884.3,853.8,915.7,20400
"246","18e","2011-2015","Total","0","Contra Costa",3994,89140,22.32,72.35,"lev0",129200,13790,13700,13880,618,598.9,637.2,"Brentwood Central and West/Oakley",3994,749.6,725.9,773.9,14970
"247","18f","2011-2015","Total","0","Contra Costa",3053,77180,25.28,69.11,"lev0",99780,15470,15360,15580,612,590.3,633.7,"Richmond Central/San Pablo Central",3053,726,699.9,752.9,16950
"248","18g","2011-2015","Total","0","Contra Costa",2916,58270,19.98,75.15,"lev0",79940,14580,14460,14700,729.6,703.1,756,"El Cerrito/El Sobrante/Kensington/Richmond North/Richmond Southeast/Wildcat Canyon",2921,579.1,557.9,601,12420
"249","18h","2011-2015","Total","0","Contra Costa",3044,54990,18.07,77.37,"lev0",136000,8089,8021,8157,447.8,431.9,463.7,"Alamo/Danville/Diablo/San Ramon",3072,508.2,489.7,527.3,8755
"250","18i","2011-2015","Total","0","Contra Costa",5418,77380,14.28,81.9,"lev0",112500,13760,13660,13860,963.4,937.7,989,"Lafayette/Martinez South/Moraga/Orinda/Pleasant Hill/Rheem Valley/Rossmoor Leisure World/Walnut Creek Southwest",5419,467.3,453.8,481.4,8758
"251","18j","2011-2015","Total","0","Contra Costa",3819,58340,15.28,80.8,"lev0",99620,11710,11620,11810,766.7,742.4,791.1,"Clayton/Concord South/Walnut Creek Central and East",3819,552.4,534.7,570.6,9263
"252","19","2011-2015","Total","0","Del Norte",1170,27000,23.08,71.32,"lev0",28360,19040,18810,19270,825.2,777.9,872.5,"Crescent City/Gasquet/Klamath/Smith River",1170,760.4,716.7,806.3,16960
"253","190","2011-2015","Total","0","Shasta",440,9069,20.61,74,"lev0",7261,24980,24460,25490,1212,1099,1325,"Burney/Cassel/Fall River Mills/Hat Creek/McArthur",440,885.5,799.7,981.4,19250
"254","191","2011-2015","Total","0","Sierra",124,2546,20.53,74.47,"lev0",3127,16280,15650,16910,793.1,653.5,932.7,"Alleghany/Calpine/Downieville/Goodyear Bar/Sattley/Sierra City/Sierraville",125,552.7,453,679.1,12220
"255","193","2011-2015","Total","0","Siskiyou",71,1843,25.96,68.15,"lev0",2085,17680,16880,18490,681.1,522.6,839.5,"Happy Camp",71,438.4,332.9,578.4,13460
"256","194","2011-2015","Total","0","Siskiyou",219,4534,20.7,74.19,"lev0",4948,18330,17790,18860,885.2,768,1002,"Etna/Fort Jones/Greenview",219,606.1,522.8,704.7,13960
"257","195","2011-2015","Total","0","Siskiyou",925,18900,20.43,74.48,"lev0",16240,23280,22950,23610,1139,1066,1213,"Gazelle/Grenada/Hilt/Hornbrook/Yreka",927,743.3,693.9,796.7,17790
"258","196","2011-2015","Total","0","Siskiyou",23,493.8,21.47,73.3,"lev0",1418,6965,6351,7579,324.4,191.8,457,"Tulelake",23,330.8,206.7,511.4,6753
"259","197","2011-2015","Total","0","Siskiyou",725,15060,20.77,74.16,"lev0",14190,21210,20880,21550,1022,947.2,1096,"Carrick/Edgewood/Mount Shasta/Weed",726,722.7,668.6,781.2,16540
"260","198","2011-2015","Total","0","Siskiyou",149,3585,24.06,70.31,"lev0",2104,34070,32960,35190,1416,1189,1644,"Dunsmuir",149,1055,874.6,1286,31340
"261","199","2011-2015","Total","0","Siskiyou",77,1455,18.9,76.23,"lev0",1605,18130,17200,19060,959.5,745.2,1174,"McCloud/Tennant",77,478.1,364.9,650.8,11500
"262","200","2011-2015","Total","0","Siskiyou",51,1290,25.29,68.94,"lev0",1911,13500,12760,14230,533.8,387.3,680.2,"Dorris/Macdoel/Mount Hebron",51,567.5,396.5,816.2,16210
"263","201","2011-2015","Total","0","Solano",487,10850,22.28,72.41,"lev0",21460,10120,9925,10310,453.9,413.6,494.2,"Dixon",495,608.1,553,667.8,11940
"264","202a","2011-2015","Total","0","Solano",3623,80640,22.26,72.42,"lev0",101400,15900,15790,16010,714.3,691.1,737.6,"Vacaville",3670,770,744.8,795.9,16070
"265","202b","2011-2015","Total","0","Solano",3619,83520,23.08,71.55,"lev0",109800,15210,15110,15320,659.2,637.7,680.7,"Fairfield",3619,779.1,753.6,805.3,16390
"266","203.1","2011-2015","Total","0","Solano",884,20520,23.21,71.32,"lev0",33920,12100,11930,12270,521.3,486.9,555.7,"Benicia/Collinsville/Suisun City",884,624.4,582.1,669.2,12910
"267","203.2","2011-2015","Total","0","Solano",543,10710,19.72,75.03,"lev0",8512,25160,24690,25640,1276,1169,1383,"Rio Vista",549,656.4,593.4,729.1,16880
"268","204","2011-2015","Total","0","Solano",5378,125100,23.26,71.3,"lev0",142100,17600,17500,17700,756.8,736.5,777,"Vallejo",5380,701.2,682.2,720.6,16160
"269","205.1","2011-2015","Total","0","Sonoma",628,11390,18.14,77.53,"lev0",15840,14380,14120,14650,792.8,730.8,854.8,"Geyserville/Healdsburg",628,541.1,497.2,588.8,11780
"270","205.2","2011-2015","Total","0","Sonoma",914,17740,19.43,75.68,"lev0",29710,11940,11770,12120,615.3,575.4,655.1,"Windsor",915,576,539.1,615,11300
"271","206","2011-2015","Total","0","Sonoma",583,11360,19.48,75.68,"lev0",13980,16240,15950,16540,834,766.3,901.7,"Cloverdale",587,614.8,564.7,669,13210
"272","207","2011-2015","Total","0","Sonoma",922,19190,20.82,73.97,"lev0",22220,17270,17030,17520,829.7,776.2,883.3,"Forestville/Fort Ross/Guerneville/Jenner/Monte Rio/Occidental/Sea Ranch",922,636.4,592.8,684,12630
"273","208","2011-2015","Total","0","Sonoma",2019,33700,16.7,78.93,"lev0",43740,15410,15250,15570,923.3,883,963.5,"Boyes Hot Springs/Glen Ellen/Kenwood/Sonoma/Vineburg",2018,543.4,518.7,569.4,10680
"274","209.1","2011-2015","Total","0","Sonoma",4466,90300,20.22,74.78,"lev0",135400,13340,13250,13420,659.6,640.2,678.9,"Petaluma",4465,655.4,635.7,675.5,13130
"275","209.2","2011-2015","Total","0","Sonoma",605,11040,18.25,77.09,"lev0",14130,15630,15340,15920,856.3,788.1,924.6,"Two Rock/Valley Ford",605,636.7,585.7,691.9,12530
"276","210.1","2011-2015","Total","0","Sonoma",8057,145700,18.09,77.45,"lev0",192400,15150,15070,15230,837.5,819.2,855.8,"Santa Rosa",8077,672.1,657.2,687.3,13170
"277","210.2","2011-2015","Total","0","Sonoma",772,14750,19.11,76.1,"lev0",20030,14730,14500,14970,771,716.6,825.4,"Bodega/Sebastopol",772,581.2,538.2,628.6,11740
"278","211","2011-2015","Total","0","Stanislaus",2118,46740,22.07,72.58,"lev0",56420,16570,16420,16720,750.7,718.8,782.7,"Oakdale/Riverbank",2122,791.7,758.2,826.4,16900
"279","212.1","2011-2015","Total","0","Stanislaus",2739,55760,20.36,74.71,"lev0",74360,15000,14870,15120,736.7,709.1,764.3,"Denair/Turlock",2738,734.9,707.1,763.5,15160
"280","212.2","2011-2015","Total","0","Stanislaus",521,12510,24.02,70.31,"lev0",16900,14810,14550,15070,616.4,563.5,669.4,"Keyes",521,766.4,700.9,836.7,16900
"281","212.3","2011-2015","Total","0","Stanislaus",893,21440,24.01,70.49,"lev0",26680,16080,15860,16290,669.5,625.6,713.4,"Salida",893,766.3,716,819.6,17170
"282","213","2011-2015","Total","0","Stanislaus",1034,25970,25.11,69.34,"lev0",39320,13210,13050,13370,526,493.9,558.1,"Crows Landing/Empire/Grayson/Newman/Patterson/Westley",1035,754.4,706.8,804.6,16330
"283","214","2011-2015","Total","0","Stanislaus",1583,37320,23.57,70.99,"lev0",46810,15940,15780,16110,676.4,643,709.7,"Hughson",1584,745.1,708.5,783.2,16780
"284","215a","2011-2015","Total","0","Stanislaus",3685,79980,21.71,73.1,"lev0",80280,19930,19790,20060,918,888.4,947.6,"Modesto West",3685,838.9,811.7,867,18770
"285","215b","2011-2015","Total","0","Stanislaus",3811,82950,21.77,73.02,"lev0",88550,18730,18610,18860,860.8,833.4,888.1,"Modesto East",3811,807.4,781.6,834,18100
"286","215c","2011-2015","Total","0","Stanislaus",2673,75230,28.14,65.84,"lev0",89000,16910,16780,17030,600.7,577.9,623.5,"Ceres/Modesto South Central",2674,816.5,785.1,848.8,20070
"287","216","2011-2015","Total","0","Sutter",3150,67990,21.58,73.15,"lev0",81900,16600,16480,16730,769.2,742.3,796.1,"Meridian/Robbins/Yuba City",3155,742.7,716.9,769.3,15970
"288","217","2011-2015","Total","0","Sutter",91,1659,18.23,76.8,"lev0",2413,13750,13090,14410,754.2,599.3,909.2,"Nicolaus/Pleasant Grove",105,627.2,511.2,769.3,11600
"289","218","2011-2015","Total","0","Sutter",404,9324,23.08,71.56,"lev0",10470,17810,17450,18170,771.7,696.4,846.9,"Live Oak",405,905.5,817.9,1000,19250
"290","219","2011-2015","Total","0","Tehama",195,4184,21.46,73.14,"lev0",5043,16590,16090,17100,773.3,664.8,881.9,"Paskenta/Rancho Tehama",198,645.1,553.8,750.1,14030
"291","22","2011-2015","Total","0","El Dorado",456,9736,21.35,73.24,"lev0",9862,19750,19350,20140,924.8,839.9,1010,"Garden Valley/Georgetown/Greenwood/Kelsey/Volcanoville",457,615.9,559.4,679.8,13650
"292","220","2011-2015","Total","0","Tehama",248,5785,23.33,70.96,"lev0",4137,27970,27250,28690,1199,1050,1348,"Dairyville/Manton/Mineral/Paynes Creek",250,940.3,816.7,1086,22930
"293","221","2011-2015","Total","0","Tehama",1502,31490,20.97,73.72,"lev0",35990,17500,17310,17700,834.7,792.5,877,"Gerber/Los Flores/Proberta/Red Bluff",1860,820.8,783.2,860,18880
"294","222","2011-2015","Total","0","Tehama",808,18620,23.04,71.27,"lev0",18070,20600,20310,20900,894.1,832.5,955.8,"Corning/Los Molinos/Tehama/Vina",843,897,837,960.7,20480
"295","223","2011-2015","Total","0","Trinity",33,675.6,20.47,74.27,"lev0",2436,5546,5128,5965,270.9,178.5,363.4,"Junction City/Salyer",33,223.9,147.5,343.6,4588
"296","224","2011-2015","Total","0","Trinity",301,6191,20.57,74.22,"lev0",7234,17120,16690,17540,832.2,738.2,926.2,"Douglas City/Lewiston/Trinity Center/Weaverville",302,555.5,490.3,630.6,13120
"297","225","2011-2015","Total","0","Trinity",74,1929,26.06,67.77,"lev0",3283,11750,11230,12270,450.8,348.1,553.5,"Forest Glen/Hayfork/Hyampom/Peanut",77,336.7,261.2,438.1,9934
"298","226","2011-2015","Total","0","Trinity",11,318.6,28.96,64.45,"lev0",685,9302,8280,10320,321.2,131.4,511,"Kettenpom/Mad River/Ruth/Xenia",11,300,108.5,787.3,12870
"299","227.1","2011-2015","Total","0","Tulare",707,17810,25.2,69.28,"lev0",33460,10650,10490,10810,422.6,391.5,453.8,"Dinuba",802,663.8,617.9,712.3,14350
"300","227.2","2011-2015","Total","0","Tulare",362,9560,26.41,68.08,"lev0",18830,10150,9949,10360,384.4,344.8,424,"Cutler-Orosi",369,590.6,530.8,655.4,13670
"301","228.1","2011-2015","Total","0","Tulare",417,11100,26.62,67.65,"lev0",15320,14490,14220,14760,544.4,492.1,596.6,"Ivanhoe/Woodlake",417,672.6,608.1,742.4,15890
"302","228.2","2011-2015","Total","0","Tulare",1284,31160,24.27,70.24,"lev0",43810,14230,14070,14380,586.2,554.2,618.3,"Exeter/Lemon Cove/Lindsay/Strathmore",1284,736.9,696.6,779.1,16460
"303","229","2011-2015","Total","0","Tulare",215,4789,22.27,72.51,"lev0",5002,19150,18610,19690,859.7,744.7,974.6,"Three Rivers",215,592.5,507.8,692.3,15950
"304","23.1","2011-2015","Total","0","El Dorado",1993,38520,19.33,75.74,"lev0",68570,11240,11120,11350,581.3,555.8,606.8,"Cameron Park/El Dorado Hills/Shingle Springs",1994,544.5,520.3,569.8,10480
"305","23.2","2011-2015","Total","0","El Dorado",1069,23790,22.25,72.3,"lev0",23700,20070,19820,20330,902.1,848,956.1,"Camino/Pollock Pines",1071,882.5,825.4,943,17550
"306","23.3","2011-2015","Total","0","El Dorado",2481,46030,18.55,76.68,"lev0",49590,18560,18390,18730,1001,961.2,1040,"Cool/Diamond Springs/Latrobe/Pilot Hill/Placerville",2482,648.5,622.1,676.2,13830
"307","230","2011-2015","Total","0","Tulare",2337,56770,24.29,70.19,"lev0",75950,14950,14830,15070,615.4,590.4,640.3,"Tipton/Tulare/Woodville",2338,799.6,767.1,833.2,17720
"308","231","2011-2015","Total","0","Tulare",3079,77350,25.12,69.27,"lev0",100800,15350,15240,15460,611.1,589.5,632.7,"Alpaugh/Earlimart/Pixley/Porterville/Rich Grove/Terra Bella",3094,812.6,783.8,842.2,18410
"309","232","2011-2015","Total","0","Tulare",239,5422,22.69,71.73,"lev0",5641,19220,18710,19740,847.4,739.9,954.8,"Springville",239,552.9,476.7,643.5,15070
"310","233","2011-2015","Total","0","Tulare",4899,112000,22.85,71.86,"lev0",147900,15140,15060,15230,662.6,644.1,681.2,"Farmersville/Goshen/Visalia",4899,756.8,735.5,778.6,16510
"311","234.1","2011-2015","Total","0","Tuolumne",60,1430,23.84,70.12,"lev0",5129,5577,5288,5866,234,174.8,293.2,"Chinese Camp",69,406.9,304.7,555.1,8893
"312","234.2","2011-2015","Total","0","Tuolumne",1227,24500,19.97,75,"lev0",21440,22850,22560,23140,1144,1080,1209,"Columbia/Jamestown/Sonora",1227,885.9,835.3,939.6,18370
"313","235","2011-2015","Total","0","Tuolumne",188,3593,19.11,75.72,"lev0",3513,20460,19790,21120,1070,917.3,1223,"Big Oak Flat/Groveland",191,523,438.2,635.9,13540
"314","236","2011-2015","Total","0","Tuolumne",1509,27500,18.22,77.08,"lev0",24640,22320,22050,22580,1225,1163,1286,"East Sonora/Mi-Wuk Village/Soulsbyville/Tuolumne City/Twain Harte",1512,693.6,656.6,733.4,15130
"315","237","2011-2015","Total","0","Ventura",2191,46030,21.01,74,"lev0",67870,13560,13440,13690,645.6,618.6,672.6,"Fillmore/Los Padres National Forest/Piru/Santa Paula/Saticoy",2205,682.3,654,711.7,14450
"316","238","2011-2015","Total","0","Ventura",1463,28010,19.15,76.15,"lev0",31780,17630,17430,17840,920.8,873.6,968,"Meiners Oaks/Oak View/Ojai",1466,676.4,641,713.7,14330
"317","239","2011-2015","Total","0","Ventura",3725,65080,17.47,78.13,"lev0",106000,12280,12190,12380,703.1,680.5,725.7,"Camarillo/Moorpark",3728,551.1,532.9,569.8,10700
"318","24","2011-2015","Total","0","El Dorado",693,17170,24.78,69.49,"lev0",29260,11740,11560,11910,473.7,438.5,509,"South Lake Tahoe",694,543,500.5,588.3,11360
"319","240a","2011-2015","Total","0","Ventura",2520,53330,21.16,73.73,"lev0",92560,11520,11420,11620,544.5,523.2,565.8,"Simi Valley East",2543,633.4,608.3,659.4,12190
"320","240b","2011-2015","Total","0","Ventura",3984,65510,16.44,79.35,"lev0",115600,11340,11250,11420,689.5,668.1,710.9,"Thousand Oaks Central and West",3997,542.8,525.8,560.3,9727
"321","240c","2011-2015","Total","0","Ventura",2593,51920,20.02,75.1,"lev0",85930,12080,11980,12190,603.5,580.3,626.7,"Simi Valley West/Thousand Oaks East",2594,620.4,596.5,645.2,11800
"322","241a","2011-2015","Total","0","Ventura",2975,68680,23.09,71.56,"lev0",108400,12670,12580,12760,548.8,529.1,568.5,"Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme",2975,611.2,589.1,633.8,13030
"323","241b","2011-2015","Total","0","Ventura",2661,68680,25.81,68.69,"lev0",131500,10450,10370,10530,404.8,389.4,420.2,"Oxnard North Central",2661,575.5,553.3,598.5,12880
"324","241c","2011-2015","Total","0","Ventura",3629,70600,19.45,75.79,"lev0",89460,15780,15670,15900,811.3,784.9,837.7,"Ventura",3629,654.8,633.2,677,13780
"325","242","2011-2015","Total","0","Yolo",201,4718,23.47,71.12,"lev0",8599,10970,10660,11290,467.5,402.9,532.1,"Winters",201,583.7,501.8,676.1,12230
"326","243","2011-2015","Total","0","Yolo",160,3758,23.49,70.92,"lev0",4975,15110,14620,15590,643.2,543.6,742.9,"Esparto/Rumsey",160,657.7,557.5,773,14920
"327","244","2011-2015","Total","0","Yolo",1381,24010,17.38,78.26,"lev0",72440,6628,6544,6712,381.3,361.2,401.4,"Davis",1381,526.3,497.9,556,9159
"328","245","2011-2015","Total","0","Yolo",1887,44830,23.76,70.67,"lev0",53910,16630,16480,16790,700.1,668.5,731.7,"Bryte/Broderick/Clarksburg/Riverview/West Sacramento",1907,817.4,780.5,855.6,17880
"329","246.1","2011-2015","Total","0","Yolo",2171,45490,20.96,74.07,"lev0",58720,15500,15350,15640,739.5,708.4,770.6,"Woodland",2171,700.7,670.9,731.5,15120
"330","246.2","2011-2015","Total","0","Yolo",112,2596,23.18,71.2,"lev0",3653,14210,13660,14760,613.2,499.6,726.8,"Knights Landing",114,698.3,566.4,855.2,14250
"331","247","2011-2015","Total","0","Yuba",215,4767,22.17,72.2,"lev0",4396,21690,21070,22300,978.2,847.4,1109,"Browns Valley/Brownsville/Dobbins/Oregon House",224,777,669.3,903.6,18010
"332","248","2011-2015","Total","0","Yuba",146,3102,21.24,73.66,"lev0",4155,14930,14400,15460,702.8,588.8,816.8,"Wheatland",146,948.8,793.5,1129,16810
"333","249","2011-2015","Total","0","Yuba",2302,57770,25.1,69.17,"lev0",64020,18050,17900,18190,719.1,689.7,748.5,"Marysville",2305,881.3,845.1,918.7,20240
"334","25","2011-2015","Total","0","Fresno",359,10770,30.01,64.04,"lev0",21770,9894,9708,10080,329.8,295.6,363.9,"Firebaugh/Mendota",381,665,594.5,742.4,14690
"335","26","2011-2015","Total","0","Fresno",96,2997,31.22,62.92,"lev0",6849,8752,8439,9066,280.3,224.3,336.4,"Cantua Creek/San Joaquin/Tranquility",96,814.7,621.6,1055,13930
"336","27","2011-2015","Total","0","Fresno",365,9904,27.13,66.98,"lev0",21770,9098,8918,9277,335.3,300.9,369.7,"Coalinga",365,543.8,484.6,608.9,11230
"337","28","2011-2015","Total","0","Fresno",85,2673,31.45,62.53,"lev0",8107,6595,6345,6845,209.7,165.1,254.3,"Huron",85,440.6,338.7,569.5,10280
"338","29","2011-2015","Total","0","Fresno",1073,26670,24.85,69.58,"lev0",37660,14160,13990,14330,569.8,535.7,603.9,"Biola/Herndon/Highway City/Kerman",1073,688.8,647.9,731.8,16040
"339","2a","2011-2015","Total","0","Alameda",1949,44360,22.76,71.99,"lev0",89730,9887,9795,9979,434.4,415.1,453.7,"Berkeley South and West/Emeryville/Oakland Northwest",1949,598.1,570.4,627,12720
"340","2b","2011-2015","Total","0","Alameda",3427,59760,17.44,78.25,"lev0",109500,10920,10830,11010,626.2,605.3,647.2,"Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks",3427,499.8,482.7,517.5,9172
"341","2c","2011-2015","Total","0","Alameda",3332,78230,23.48,71.42,"lev0",82950,18860,18730,18990,803.4,776.1,830.7,"Oakland West Central",3332,739.2,713.4,765.8,18500
"342","2d","2011-2015","Total","0","Alameda",4261,113200,26.58,67.78,"lev0",130800,17300,17200,17410,651.4,631.9,671,"Fruitvale/Melrose/Oakland Airport",4259,814.4,789.5,840,19120
"343","2e","2011-2015","Total","0","Alameda",2406,46760,19.44,75.8,"lev0",69560,13440,13320,13570,691.8,664.1,719.4,"Alameda/Jack London Square/Oakland Inner Harbor",2405,623,598,648.9,12340
"344","2f","2011-2015","Total","0","Alameda",3771,69900,18.54,76.87,"lev0",103800,13470,13370,13570,726.8,703.6,750,"Castro Valley Central and North/Oak Knoll/San Leandro Northeast/Sheffield Village/Union City East",3770,597,577.6,617,11600
"345","2g","2011-2015","Total","0","Alameda",3562,71070,19.95,75.06,"lev0",97210,14620,14510,14730,732.8,708.8,756.9,"San Leandro West/San Lorenzo West/Hayward West",3563,603.5,583.4,624.1,12990
"346","2h","2011-2015","Total","0","Alameda",3951,89110,22.55,72.38,"lev0",111100,16040,15940,16150,711.3,689.2,733.5,"Ashland/Brookfield Village/Castro Valley South/Elmhurst/Hayward Northeast/San Leandro North Central/San Lorenzo East",3954,751.4,727,776.5,17050
"347","2i","2011-2015","Total","0","Alameda",1867,39300,21.05,73.66,"lev0",93320,8422,8339,8506,400.1,382,418.3,"Fremont South/Mission San Jose/Newark South/Warm Springs",1867,455.2,434.5,476.7,8753
"348","2j","2011-2015","Total","0","Alameda",2399,49530,20.65,74.43,"lev0",90470,10950,10850,11050,530.3,509.1,551.6,"Centerville/Fremont West/Irvington/Newark East Central",2399,573.5,550.3,597.5,11560
"349","2k","2011-2015","Total","0","Alameda",2398,49110,20.48,74.53,"lev0",113000,8690,8613,8766,424.3,407.3,441.3,"Dublin/Pleasanton/Santa Rita/Sunol",2398,553.1,530.6,576.2,9844
"350","2l","2011-2015","Total","0","Alameda",2727,57010,20.91,74,"lev0",115400,9880,9799,9961,472.6,454.9,490.3,"Fremont East/Niles/Union City Central",2727,498.2,479.4,517.6,9804
"351","2m","2011-2015","Total","0","Alameda",3836,75700,19.74,75.46,"lev0",117300,12910,12820,13000,654.2,633.5,674.9,"Dimond/Montclair/Oakland East/Oakmore/Piedmont/Piedmont Pines/Trestle Glen",3835,555.5,537.5,573.9,11340
"352","2n","2011-2015","Total","0","Alameda",3592,79700,22.19,72.57,"lev0",118300,13470,13380,13570,607.3,587.4,627.1,"Hayward Central",3592,682.8,660.4,705.9,14290
