"","comID","yearG","sex","CAUSE","county","Ndeaths","YLL","m.YLL","mean.age","Level","pop","YLLper","YLLrateLCI","YLLrateUCI","cDeathRate","rateLCI","rateUCI","comName","oDeaths","aRate","aLCI","aUCI","YLL.adj.rate"
"91","139c","2011-2015","Total","0","Sacramento",5019,108400,21.59,73.1,"lev0",119700,18110,18010,18220,838.8,815.6,862,"Antelope/Citrus Heights/Foothill Farms",5019,846.1,822.7,870.1,17760
"92","139d","2011-2015","Total","0","Sacramento",4565,82290,18.03,77.51,"lev0",75960,21660,21520,21810,1202,1167,1237,"Arcade/Arden/Town and Country Village",4565,713.2,691.3,735.8,16140
"93","139e","2011-2015","Total","0","Sacramento",3748,72110,19.25,75.96,"lev0",112500,12820,12720,12910,666.3,644.9,687.6,"Folsom/Orangevale",3748,710.7,687.8,734.2,13040
"94","139f","2011-2015","Total","0","Sacramento",4443,110200,24.81,69.57,"lev0",121300,18180,18070,18280,732.6,711,754.1,"Florin/Fruitridge/Oak Park/Parkway/South Sacramento",4443,780.4,757.4,804,19060
"95","139g","2011-2015","Total","0","Sacramento",4601,100900,21.92,72.8,"lev0",127700,15790,15690,15890,720.3,699.5,741.2,"East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont",4601,721,700.1,742.3,15640
"96","139h","2011-2015","Total","0","Sacramento",1894,45130,23.83,70.64,"lev0",79140,11410,11300,11510,478.7,457.1,500.2,"Elk Grove/Laguna/Laguna West/Lakeside",1894,700.2,667.9,733.8,14200
"97","139i","2011-2015","Total","0","Sacramento",3754,66760,17.78,77.8,"lev0",83670,15960,15840,16080,897.4,868.7,926.1,"Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville",3754,582.6,563.3,602.7,12290
"98","139j","2011-2015","Total","0","Sacramento",5012,130700,26.07,68.21,"lev0",123100,21230,21110,21340,814.3,791.8,836.9,"Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento",5013,949.9,923.1,977.4,23480
"99","139k","2011-2015","Total","0","Sacramento",3337,81650,24.47,69.92,"lev0",84440,19340,19210,19470,790.3,763.5,817.2,"Freeport/Meadowview",3337,829.3,801.1,858.4,19960
"100","139l","2011-2015","Total","0","Sacramento",1900,46160,24.3,70.2,"lev0",78040,11830,11720,11940,486.9,465,508.8,"Vineyard",1900,660.6,630.2,692.1,14060
"101","139m","2011-2015","Total","0","Sacramento",2017,42140,20.89,73.98,"lev0",83520,10090,9994,10190,483,461.9,504.1,"Central South Elk Grove/Franklin",2017,637.1,609.1,666.1,11820
"102","140","2011-2015","Total","0","San Benito",1413,31130,22.03,72.9,"lev0",56120,11090,10970,11220,503.6,477.4,529.9,"Hollister/Paicines/Panoche/San Juan Bautista",1466,608,576.8,640.6,12260
"103","142","2011-2015","Total","0","San Bernardino",114,3025,26.53,67.29,"lev0",2366,25570,24660,26480,963.7,786.8,1141,"Argus/Borosalvay/Trona",129,990.7,805,1214,25750
"104","143","2011-2015","Total","0","San Bernardino",269,6939,25.8,68.13,"lev0",6555,21170,20670,21670,820.7,722.7,918.8,"Big River/Needles",269,597.6,521.4,686,17930
"105","144.1","2011-2015","Total","0","San Bernardino",12,812.6,67.71,24.67,"lev0",10410,1561,1454,1668,23.05,10.01,36.1,"USMC Air-Ground Combat Training Center",NA,NA,NA,NA,NA
"106","144.2","2011-2015","Total","0","San Bernardino",2618,57390,21.92,72.66,"lev0",41610,27590,27360,27810,1258,1210,1307,"Joshua Tree/Landers/Morongo Valley/Rimrock/Yucca Valley",2621,940.6,904,978.8,22280
"107","144.3","2011-2015","Total","0","San Bernardino",716,18170,25.38,68.76,"lev0",19310,18820,18550,19090,741.6,687.3,795.9,"Cadiz/Twentynine Palms",718,827.4,766,892.8,19240
"108","145.1a","2011-2015","Total","0","San Bernardino",5818,149400,25.68,68.46,"lev0",178400,16750,16670,16840,652.3,635.5,669,"Hesperia West/Mountain View Acres/Victorville Central and South",5818,941.3,916.3,966.8,20340
"109","145.1b","2011-2015","Total","0","San Bernardino",5530,122200,22.11,72.48,"lev0",115700,21140,21020,21260,956.2,931,981.4,"Apple Valley/Hesperia East",5530,867.7,844.8,891.2,19670
"110","145.2","2011-2015","Total","0","San Bernardino",1390,41370,29.77,63.96,"lev0",59870,13820,13690,13950,464.3,439.9,488.7,"Adelanto/Phelan/Pinon Hills/Victorville Northwest",1390,760.2,718.1,804.3,18020
"111","145.3","2011-2015","Total","0","San Bernardino",267,6298,23.59,70.43,"lev0",4284,29400,28680,30130,1246,1097,1396,"Lucerne Valley",267,1018,896.7,1155,23460
"112","146","2011-2015","Total","0","San Bernardino",1031,25300,24.54,69.62,"lev0",25520,19830,19580,20070,808.1,758.8,857.4,"Big Bear Lake/Fawnskin/Moorridge/Running Springs/Sugarloaf",1032,661.1,619.9,705.1,16370
"113","147","2011-2015","Total","0","San Bernardino",743,17960,24.18,69.99,"lev0",21670,16580,16340,16820,685.8,636.5,735.1,"Blue Jay/Crestline/Lake Arrowhead/Skyforest/Twin Peaks",743,619.2,573.1,668.6,14360
"114","148","2011-2015","Total","0","San Bernardino",214,4971,23.23,71.17,"lev0",6677,14890,14470,15300,641,555.1,726.9,"Lytle Creek/Wrightwood",217,815.3,699.6,946.5,15710
"115","149","2011-2015","Total","0","San Bernardino",2430,60730,24.99,69.12,"lev0",53420,22740,22560,22920,909.8,873.7,946,"Barstow/Daggett/Lenwood/Nebo Center/Oro Grande/Yermo",2433,954.8,916.2,994.7,22130
"116","15","2011-2015","Total","0","Colusa",278,6187,22.25,72.26,"lev0",7690,16090,15690,16490,723,638,808,"Colusa",278,722.7,636.2,818.9,14800
"117","150","2011-2015","Total","0","San Bernardino",209,5803,27.77,66.36,"lev0",12610,9204,8968,9441,331.5,286.5,376.4,"Baker/Harvard/Newberry Springs",209,836.7,714.9,976.1,17040
"118","151a","2011-2015","Total","0","San Bernardino",2598,59410,22.87,71.67,"lev0",126200,9414,9338,9490,411.6,395.8,427.5,"Chino Hills/Chino West Central/Los Serranos/Sleepy Hollow",2599,607.1,582.9,632.1,11470
"119","151b","2011-2015","Total","0","San Bernardino",2609,60320,23.12,71.45,"lev0",100400,12020,11920,12110,519.9,499.9,539.8,"Ontario Northeast/Rancho Cucamonga South",2610,707.8,680.1,736.3,14410
"120","151c","2011-2015","Total","0","San Bernardino",3127,77690,24.84,69.57,"lev0",124900,12450,12360,12530,500.9,483.4,518.5,"Montclair/Ontario Northwest/Upland South",3197,727.6,702,753.9,15580
"121","151d","2011-2015","Total","0","San Bernardino",2957,58280,19.71,75.29,"lev0",85530,13630,13520,13740,691.5,666.6,716.4,"Rancho Cucamonga Northwest/San Antonio Heights/Upland North",2959,637.1,614,660.9,12530
"122","151e","2011-2015","Total","0","San Bernardino",3411,91410,26.8,67.35,"lev0",187500,9749,9686,9812,363.8,351.6,376,"Fontana North/Rancho Cucamonga Northwest/Rialto Northeast",3414,632.8,610.2,656.1,13200
"123","151f","2011-2015","Total","0","San Bernardino",3396,87500,25.77,68.41,"lev0",146800,11920,11840,12000,462.6,447,478.1,"Bloomington/Colton Central and West/Fontana South/Rialto South",3399,689.9,666.1,714.5,15410
"124","151g","2011-2015","Total","0","San Bernardino",3756,107700,28.66,65.28,"lev0",126400,17040,16940,17140,594.5,575.5,613.5,"Muscoy/San Bernardino Central",3756,882.8,853.7,912.7,21450
"125","151h","2011-2015","Total","0","San Bernardino",2959,82220,27.79,66.24,"lev0",133100,12350,12270,12430,444.5,428.5,460.5,"Fontana Central/Rialto Central",2959,781.7,752.2,812.2,17030
"126","151i","2011-2015","Total","0","San Bernardino",3215,70610,21.96,72.92,"lev0",105000,13450,13350,13550,612.4,591.3,633.6,"Colton Southeast/Grand Terrace/Loma Linda/Redlands North",3215,692.2,668,717,14510
"127","151j","2011-2015","Total","0","San Bernardino",4630,90400,19.52,75.64,"lev0",100500,17980,17870,18100,921.1,894.6,947.7,"Mentone/Redlands South/Yucaipa",4632,768.9,746.6,791.8,15820
"128","151k","2011-2015","Total","0","San Bernardino",4202,109300,26,68.19,"lev0",121800,17930,17830,18040,689.7,668.9,710.6,"Highland/San Bernardino East",4202,848.3,822.5,874.7,20130
"129","151l","2011-2015","Total","0","San Bernardino",2776,70720,25.48,68.91,"lev0",140400,10080,10000,10150,395.6,380.9,410.3,"Chino Northeast/Fontana Southwest/Ontario South",2791,637,612.5,662.4,13250
"130","152","2011-2015","Total","0","San Diego",522,11580,22.19,72.3,"lev0",9965,23250,22830,23670,1048,957.8,1138,"Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs",525,633.9,575.4,699,17100
"131","153.1","2011-2015","Total","0","San Diego",174,4903,28.18,66.01,"lev0",7323,13390,13020,13770,475.2,404.6,545.8,"Pala/Pauma Valley",174,709.8,597.7,839.7,15000
"132","153.2","2011-2015","Total","0","San Diego",561,12170,21.69,73.06,"lev0",17160,14180,13930,14430,653.7,599.6,707.7,"Rincon/San Pasqual/Valley Center",561,512.5,469.5,559.6,12000
"133","154","2011-2015","Total","0","San Diego",98,2594,26.47,67.47,"lev0",2486,20870,20070,21680,788.4,632.3,944.5,"Barona/Moreno",98,635.8,513.2,785.4,17720
"134","155","2011-2015","Total","0","San Diego",1228,26520,21.59,73.12,"lev0",33320,15920,15730,16110,737.1,695.9,778.3,"Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde",1228,586.5,553,622.1,13300
"135","156a","2011-2015","Total","0","San Diego",3696,77070,20.85,74.21,"lev0",111100,13870,13770,13970,665.2,643.7,686.6,"Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside",3696,630.4,610,651.5,13580
"136","156b","2011-2015","Total","0","San Diego",4128,71630,17.35,78.34,"lev0",110000,13030,12930,13120,750.7,727.8,773.6,"Carlsbad East/Encinitas East/Oceanside East",4128,564.3,546.8,582.3,10990
"137","156c","2011-2015","Total","0","San Diego",5140,87730,17.07,78.57,"lev0",157100,11170,11100,11240,654.4,636.6,672.3,"Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South",5140,517.8,503.5,532.6,9604
"138","156d","2011-2015","Total","0","San Diego",4013,81930,20.42,74.72,"lev0",128200,12780,12700,12870,626.2,606.8,645.5,"Oceanside East/San Marcos West/Vista",4013,671.5,650.4,693.2,13510
"139","156e","2011-2015","Total","0","San Diego",4709,92210,19.58,75.69,"lev0",134200,13740,13650,13830,701.5,681.5,721.6,"Escondido Central and South/San Marcos Central and East",4709,729.3,708.1,751.1,15030
"140","156f","2011-2015","Total","0","San Diego",3933,69310,17.62,77.89,"lev0",101900,13610,13510,13710,772.2,748.1,796.3,"Escondido East/Hidden Meadows/Poway North",3933,567.7,549.6,586.4,11290
"141","157","2011-2015","Total","0","San Diego",469,10270,21.89,72.8,"lev0",18770,10940,10730,11150,499.8,454.6,545,"Dulzura/Engineer Springs/Indian Springs/Jamacha/Jamul",469,880.8,790.1,980.3,13900
"142","158.1","2011-2015","Total","0","San Diego",769,18720,24.35,70.08,"lev0",26060,14370,14160,14570,590.1,548.4,631.8,"Ramona/Rock Haven/Rosemont",773,650.7,604.1,700,14550
"143","158.2","2011-2015","Total","0","San Diego",285,6155,21.6,73.19,"lev0",10830,11360,11080,11650,526.2,465.1,587.3,"Ballena/Four Corners/San Diego Country Estates",285,641.4,566.2,724.2,12120
"144","159","2011-2015","Total","0","San Diego",251,6311,25.15,69,"lev0",6794,18580,18120,19040,738.9,647.5,830.3,"Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate",293,841.6,742.9,951.5,20980
"145","16.1","2011-2015","Total","0","Colusa",151,2870,19.01,76.64,"lev0",6046,9494,9146,9841,499.5,419.8,579.2,"Williams",151,739.2,623.9,870.2,11860
"146","16.2","2011-2015","Total","0","Colusa",77,1553,20.17,74.62,"lev0",2265,13710,13030,14390,679.9,528,831.8,"Loduga/Maxwell/Princeton/Stonyford",88,528.2,419.8,663.9,11980
"147","16.3","2011-2015","Total","0","Colusa",125,3085,24.68,69.8,"lev0",5365,11500,11090,11900,466,384.3,547.7,"Arbuckle/Grimes",125,669.8,550.3,810.3,13490
"148","160","2011-2015","Total","0","San Diego",2093,43100,20.59,74.6,"lev0",87310,9874,9781,9967,479.4,458.9,500,"Bonsall/Camp Pendleton/Fallbrook/Live Oak Park/Rainbow/San Luis Rey Heights/Winterwarm",2097,548.1,524.3,572.9,11550
"149","161a","2011-2015","Total","0","San Diego",4401,81130,18.43,76.97,"lev0",146800,11050,10980,11130,599.6,581.9,617.3,"Clairemont/Fiesta Shores/Linda Vista/Mission Beach/Sorrento/University City",4401,544.4,528.2,561,10850
"150","161b","2011-2015","Total","0","San Diego",3359,67560,20.11,75.06,"lev0",100300,13470,13370,13570,669.7,647,692.3,"Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa",3359,653.9,631.6,677.1,13520
"151","161c","2011-2015","Total","0","San Diego",2186,59940,27.42,66.55,"lev0",91030,13170,13060,13270,480.3,460.1,500.4,"Downtown/Golden Hill/Logan Heights",2186,709.5,679.2,740.8,16900
"152","161d","2011-2015","Total","0","San Diego",2319,58060,25.04,69.35,"lev0",97570,11900,11800,12000,475.3,456,494.7,"Chollas Creek/City Heights/East San Diego/North Park/Oak Park/South Park",2319,695.3,666.5,725.2,14740
"153","161e","2011-2015","Total","0","San Diego",2942,63030,21.42,73.66,"lev0",91710,13740,13640,13850,641.6,618.4,664.7,"College Heights/Hillcrest Southeast/Kensington/Rolando North/University Heights",2942,689.7,663.9,716.4,14890
"154","161f","2011-2015","Total","0","San Diego",3410,65580,19.23,76.24,"lev0",81590,16070,15950,16200,835.8,807.8,863.9,"La Mesa/Rolando South",3410,687.9,663.6,713,15060
"155","161g","2011-2015","Total","0","San Diego",3219,74640,23.19,71.36,"lev0",97680,15280,15170,15390,659.1,636.3,681.8,"Encanto/Lemon Grove Northwest/Lincoln Acres/National City East/Paradise Hills Southwest",3219,724.6,699.6,750.3,16330
"156","161h","2011-2015","Total","0","San Diego",3323,76000,22.87,71.71,"lev0",87210,17430,17310,17550,762.1,736.2,788,"El Cajon Central and South/Fletcher Hills",3323,840.2,811.3,870,19120
"157","161i","2011-2015","Total","0","San Diego",3211,63400,19.75,75.42,"lev0",85900,14760,14650,14880,747.6,721.7,773.5,"Calavo Gardens/Casa de Oro/Cottonwood/Grossmont/Homelands/Lemon Grove Central and North/Mount Helix/Rancho San Diego/Spring Valley",3211,666.8,643.5,690.8,13600
"158","161j","2011-2015","Total","0","San Diego",4454,97110,21.8,73,"lev0",155500,12490,12410,12570,572.9,556.1,589.7,"Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego",4454,591.9,574.4,609.8,13090
"159","161k","2011-2015","Total","0","San Diego",2571,56210,21.86,72.88,"lev0",80000,14050,13940,14170,642.8,617.9,667.6,"Chula Vista Central and Northwest/National City West",2571,709.3,681.9,737.6,15300
"160","161l","2011-2015","Total","0","San Diego",2555,58430,22.87,71.69,"lev0",82470,14170,14050,14280,619.6,595.6,643.6,"Lemon Grove South/Paradise Hills",2555,680.3,653.8,707.6,14580
"161","161m","2011-2015","Total","0","San Diego",3460,67950,19.64,75.35,"lev0",85700,15860,15740,15980,807.5,780.6,834.4,"Carlton Hills/El Cajon North/Eucalyptus Hills/Lake Murray/Loma Portal/San Carlos/Santee",3460,623.4,602.4,645.1,13530
"162","161n","2011-2015","Total","0","San Diego",1946,37040,19.04,76.35,"lev0",62610,11830,11710,11950,621.6,594,649.3,"Civic Center/Coronado/Harbor Island/Imperial Beach East/Nestor West/Ocean Beach/Point Loma/Silver Strand",1947,595.8,568.4,624.6,12210
"163","161o","2011-2015","Total","0","San Diego",2539,48060,18.93,76.38,"lev0",85570,11230,11130,11330,593.4,570.3,616.5,"Allied Gardens/Del Cerro/Grantville/Miramar/Tierrasanta",2539,569.6,547.5,592.5,10920
"164","161p","2011-2015","Total","0","San Diego",2813,54990,19.55,75.83,"lev0",151400,7265,7205,7326,371.7,357.9,385.4,"Carmel Valley/Del Dios/Escondido South/Fairbanks Ranch/Poway Southeast/Rancho Bernardo Southeast/Rancho Penasquitos",2813,486.3,468,505.3,8469
"165","161q","2011-2015","Total","0","San Diego",2906,48320,16.63,79.13,"lev0",79250,12190,12090,12300,733.4,706.7,760,"Poway Central/Poway Grove/Rancho Bernardo Southwest/Sabre Springs",2906,568.8,547.8,590.6,10450
"166","161r","2011-2015","Total","0","San Diego",2813,42680,15.17,80.91,"lev0",75590,11290,11180,11400,744.2,716.7,771.7,"Crown Point/Del Mar/La Jolla/Pacific Beach",2813,545.5,524.9,567,9434
"167","161s","2011-2015","Total","0","San Diego",3143,70120,22.31,72.33,"lev0",144700,9692,9620,9764,434.4,419.2,449.6,"Cockatoo Grove/Eastlake Greens/Otay Mesa",3144,632.3,609.9,655.3,12090
"168","161t","2011-2015","Total","0","San Diego",3151,58330,18.51,76.92,"lev0",96860,12040,11950,12140,650.6,627.9,673.4,"Bonita/Chula Vista East/Eastlake/La Presa/Lynwood Hills/Rancho del Rey/Sunnyside/Sunny Vista",3151,576.2,555.9,597.1,11200
"169","161u","2011-2015","Total","0","San Diego",3297,70830,21.48,73.22,"lev0",83460,16970,16850,17100,790.1,763.1,817.1,"Bostonia/Glenview/Granite Hills/Hillsdale/Johnstown/Lakeside/Riverview/Winter Gardens",3297,796.7,769.5,824.8,16340
"170","161v","2011-2015","Total","0","San Diego",2090,48190,23.06,71.55,"lev0",112900,8539,8463,8615,370.3,354.5,386.2,"Mira Mesa/Scripps Miramar Ranch",2090,469.6,449.2,490.8,9505
"171","162a","2011-2015","Total","0","San Francisco",5439,120700,22.2,72.59,"lev0",108600,22230,22110,22360,1002,974.9,1028,"Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition",5438,712.1,692.6,732.5,18110
"172","162b","2011-2015","Total","0","San Francisco",2671,47350,17.73,77.85,"lev0",92440,10240,10150,10340,577.9,555.9,599.8,"Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff",2672,498.7,479.8,518.8,9406
"173","162c","2011-2015","Total","0","San Francisco",2610,61670,23.64,71.06,"lev0",111700,11050,10960,11130,467.5,449.6,485.5,"Bernal Heights/Mission District/Potrero Hill",2610,565.4,543.5,588.2,12270
"174","162d","2011-2015","Total","0","San Francisco",4156,76130,18.32,77.2,"lev0",129900,11720,11640,11810,639.9,620.5,659.4,"Excelsior/Glen Park/Ingleside/Lake Merced/Merced Heights/Ocean Beach South/Park Merced/Saint Francis Wood/Westwood Park",4159,518.4,502.5,534.8,10160
"175","162e","2011-2015","Total","0","San Francisco",2957,45830,15.5,80.53,"lev0",80300,11410,11310,11520,736.5,710,763,"Golden Gate Park/Parkside/Sunset/West Portal",2957,462.2,445,480.1,8498
"176","162f","2011-2015","Total","0","San Francisco",2805,65750,23.44,71.28,"lev0",81360,16160,16040,16290,689.6,664,715.1,"Bayview/Candlestick/Hunters Point/Portola/Visitacion Valley",2806,659.6,635.3,684.7,15310
"177","162g","2011-2015","Total","0","San Francisco",3352,71580,21.36,73.56,"lev0",120100,11920,11830,12000,558.1,539.2,577,"Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks",3351,585.9,565.6,607.1,12280
"178","162h","2011-2015","Total","0","San Francisco",3412,54140,15.87,80.16,"lev0",93120,11630,11530,11720,732.8,708.2,757.4,"Laurel Heights/Ocean Beach North/Richmond/Sutro Heights",3411,497.4,480.1,515.5,9321
"179","163","2011-2015","Total","0","San Joaquin",2319,56250,24.25,70.19,"lev0",102800,10940,10850,11030,451.2,432.9,469.6,"Tracy",2320,793,758.8,828.4,14770
"180","164.1","2011-2015","Total","0","San Joaquin",2507,59260,23.64,70.77,"lev0",77710,15250,15130,15370,645.2,619.9,670.5,"Lathrop/Manteca",2507,872.9,837.9,909.1,17890
"181","164.2","2011-2015","Total","0","San Joaquin",1904,37950,19.93,75.09,"lev0",54610,13900,13760,14040,697.3,666,728.6,"Banta/Escalon/Ripon/Vernalis",1916,661.7,632.1,692.5,13560
"182","165","2011-2015","Total","0","San Joaquin",172,3466,20.15,74.9,"lev0",5280,13130,12690,13570,651.5,554.1,748.9,"Farmington/Linden",172,900.2,755.6,1068,14190
"183","166","2011-2015","Total","0","San Joaquin",2998,60450,20.17,74.98,"lev0",66630,18150,18000,18290,899.9,867.7,932.1,"Lodi",2998,778.5,750.4,807.6,17110
"184","167","2011-2015","Total","0","San Joaquin",1344,29760,22.14,72.52,"lev0",37930,15690,15510,15870,708.7,670.8,746.6,"Lockeford/North Woodbridge",1371,752.5,712.5,794.4,15680
"185","168","2011-2015","Total","0","San Joaquin",774,16340,21.11,73.84,"lev0",25090,13020,12820,13220,617,573.5,660.4,"South Woodbridge/Thornton",790,629.9,585.9,676.6,13150
"186","169a","2011-2015","Total","0","San Joaquin",4104,99650,24.28,70.22,"lev0",98360,20260,20140,20390,834.5,809,860,"Stockton North Central/Stockton Northeast",4104,893.2,865.7,921.4,21700
"187","169b","2011-2015","Total","0","San Joaquin",4778,132600,27.76,66.31,"lev0",139800,18970,18870,19070,683.4,664,702.7,"French Camp/Stockton South/Stockton Southeast",4778,849.4,825.2,874.3,21490
"188","169c","2011-2015","Total","0","San Joaquin",3706,76730,20.7,74.29,"lev0",84940,18070,17940,18190,872.6,844.6,900.7,"Stockton Northwest/Stockton West",3706,719.7,696.2,744,16150
"189","17","2011-2015","Total","0","Contra Costa",1499,34830,23.24,71.26,"lev0",55780,12490,12360,12620,537.5,510.3,564.7,"Brentwood East/Byron/Discovery Bay/Knightsen",1499,678.7,643.7,715.2,13970
"190","170","2011-2015","Total","0","San Luis Obispo",1538,29840,19.4,75.91,"lev0",38080,15680,15500,15850,807.9,767.5,848.3,"Atascadero/Templeton",1538,608.4,577.3,641,13180
"191","171","2011-2015","Total","0","San Luis Obispo",3416,65110,19.06,76.17,"lev0",82980,15690,15570,15810,823.3,795.7,850.9,"Arroyo Grande/Nipomo/Oceano/Pismo Beach",3436,582.6,562.7,603.2,12550
"192","172","2011-2015","Total","0","San Luis Obispo",1931,33720,17.46,78.33,"lev0",65630,10280,10170,10390,588.4,562.2,614.7,"San Luis Obispo",1931,610.5,582.2,640.3,12170
"193","173","2011-2015","Total","0","San Luis Obispo",1790,37540,20.97,74.07,"lev0",50080,14990,14840,15150,714.9,681.8,748,"El Paso de Robles/Lake Nacimiento/San Miguel/Shandon",1803,672.8,641.8,705.1,13790
"194","174","2011-2015","Total","0","San Luis Obispo",2093,36140,17.27,78.33,"lev0",35330,20460,20250,20670,1185,1134,1236,"Baywood/Cambria/Cayucos/Morro Bay/Los Osos",2093,632.9,603.8,663.8,13720
"195","175.1","2011-2015","Total","0","San Mateo",733,15180,20.7,74.15,"lev0",24880,12200,12010,12390,589.2,546.6,631.9,"El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline",733,516.3,478.5,556.8,10380
"196","175.2","2011-2015","Total","0","San Mateo",86,2107,24.51,69.64,"lev0",3938,10700,10250,11160,436.8,344.5,529.1,"La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa",86,439,337.4,566.1,8621
"197","175.3","2011-2015","Total","0","San Mateo",1206,25540,21.18,73.5,"lev0",37940,13460,13300,13630,635.7,599.8,671.6,"Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar",1207,612.5,577.3,649.6,12350
"198","176a","2011-2015","Total","0","San Mateo",3008,58100,19.31,75.86,"lev0",95970,12110,12010,12210,626.9,604.5,649.3,"Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco",3016,601.5,579.9,623.8,11730
"199","176b","2011-2015","Total","0","San Mateo",1621,40100,24.74,69.93,"lev0",77240,10380,10280,10490,419.7,399.3,440.1,"East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East",1638,644,611.9,677.5,13530
"200","176c","2011-2015","Total","0","San Mateo",2701,43210,16,79.99,"lev0",84090,10280,10180,10370,642.4,618.2,666.6,"Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills",2701,477.3,459,496.2,8423
"201","176d","2011-2015","Total","0","San Mateo",3831,76110,19.87,75.16,"lev0",123100,12360,12280,12450,622.3,602.6,642,"Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough",3832,556.1,538.4,574.2,11070
"202","176e","2011-2015","Total","0","San Mateo",3899,58500,15,81.06,"lev0",96910,12070,11980,12170,804.7,779.4,829.9,"Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West",3900,490.3,474.3,506.8,8807
"203","176f","2011-2015","Total","0","San Mateo",2621,48740,18.6,76.87,"lev0",93020,10480,10390,10570,563.5,542,585.1,"Foster City/Redwood Shores/San Mateo East",2622,469.8,451.4,489,9588
"204","176g","2011-2015","Total","0","San Mateo",2884,47400,16.44,79.38,"lev0",92420,10260,10170,10350,624.1,601.3,646.9,"Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands",2884,462.2,445.2,479.9,8218
"205","177","2011-2015","Total","0","Santa Barbara",700,13100,18.71,76.61,"lev0",18600,14090,13850,14330,752.9,697.1,808.6,"Carpinteria/New Cuyama/Summerland/Toro Canyon",705,543.6,503.3,587.2,11090
"206","178.1","2011-2015","Total","0","Santa Barbara",692,11570,16.73,79.15,"lev0",17120,13520,13270,13770,808.4,748.1,868.6,"Buellton/Los Olivos/Santa Ynez/Solvang",692,430.5,395.7,469.4,9575
"207","178.2","2011-2015","Total","0","Santa Barbara",234,4459,19.05,76.01,"lev0",7429,12000,11650,12360,630,549.2,710.7,"Los Alamos",234,740.6,644.2,848.2,12510
"208","179","2011-2015","Total","0","Santa Barbara",1851,40030,21.62,73.11,"lev0",58430,13700,13570,13830,633.6,604.7,662.4,"Lompoc/Mission Hills/Vandenberg",1851,712.7,680.4,746.2,14560
"209","180.1","2011-2015","Total","0","Santa Barbara",4349,90100,20.72,74.34,"lev0",134000,13440,13360,13530,648.9,629.6,668.2,"Orcutt/Santa Maria",4352,659.6,639.8,679.9,14140
"210","180.2","2011-2015","Total","0","Santa Barbara",153,3937,25.74,68.63,"lev0",7285,10810,10470,11150,420,353.5,486.6,"Guadalupe",153,563.9,476.5,663.7,12560
"211","181a","2011-2015","Total","0","Santa Barbara",2624,52010,19.82,75.64,"lev0",103200,10080,9992,10170,508.5,489,527.9,"Goleta South/Isla Vista/Santa Barbara South",2624,561.7,539.4,584.8,12200
"212","181b","2011-2015","Total","0","Santa Barbara",3760,58330,15.51,80.64,"lev0",81180,14370,14250,14490,926.4,896.8,956,"Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North",3760,518.6,500.9,537,10270
"213","182","2011-2015","Total","0","Santa Clara",2979,64050,21.5,73.41,"lev0",110200,11620,11530,11710,540.5,521.1,559.9,"Gilroy/Morgan Hill/Rucker/San Martin",2989,652.9,629.2,677.4,12560
"214","183a","2011-2015","Total","0","Santa Clara",4307,60530,14.05,82.4,"lev0",132100,9162,9089,9235,652,632.5,671.5,"Los Altos/Los Altos Hills/Palo Alto Central/Stanford",4308,424.1,411,437.6,7124
"215","183b","2011-2015","Total","0","Santa Clara",2906,63880,21.98,72.74,"lev0",124900,10230,10150,10310,465.4,448.5,482.3,"Berryessa/East San Jose/Milpitas East",2906,494.7,476.7,513.3,10120
