year,agell,ageul,sex,geoName,nx,raceCode
2010,55,59,Female,Lafayette,1054,Total
2010,55,59,Female,Martinez,1445,Total
2010,55,59,Female,Moraga,536,Total
2010,55,59,Female,Oakley,866,Total
2010,55,59,Female,Orinda,892,Total
2010,55,59,Female,Pinole,665,Total
2010,55,59,Female,Pittsburg,1863,Total
2010,55,59,Female,Pleasant Hill,1125,Total
2010,55,59,Female,Richmond,3291,Total
2010,55,59,Female,San Pablo,724,Total
2010,55,59,Female,San Ramon,2086,Total
2010,55,59,Female,Walnut Creek,2427,Total
2010,60,64,Female,Antioch,2155,Total
2010,60,64,Female,Brentwood,960,Total
2010,60,64,Female,Clayton,549,Total
2010,60,64,Female,Concord,3050,Total
2010,60,64,Female,Danville,1391,Total
2010,60,64,Female,El Cerrito,898,Total
2010,60,64,Female,Hercules,679,Total
2010,60,64,Female,Lafayette,716,Total
2010,60,64,Female,Martinez,1148,Total
2010,60,64,Female,Moraga,599,Total
2010,60,64,Female,Oakley,708,Total
2010,60,64,Female,Orinda,524,Total
2010,60,64,Female,Pinole,681,Total
2010,60,64,Female,Pittsburg,1296,Total
2010,60,64,Female,Pleasant Hill,1101,Total
2010,60,64,Female,Richmond,2746,Total
2010,60,64,Female,San Pablo,462,Total
2010,60,64,Female,San Ramon,1485,Total
2010,60,64,Female,Walnut Creek,2447,Total
2010,65,69,Female,Antioch,1484,Total
2010,65,69,Female,Brentwood,754,Total
2010,65,69,Female,Clayton,198,Total
2010,65,69,Female,Concord,2280,Total
2010,65,69,Female,Danville,881,Total
2010,65,69,Female,El Cerrito,605,Total
2010,65,69,Female,Hercules,288,Total
2010,65,69,Female,Lafayette,669,Total
2010,65,69,Female,Martinez,765,Total
2010,65,69,Female,Moraga,394,Total
2010,65,69,Female,Oakley,529,Total
2010,65,69,Female,Orinda,329,Total
2010,65,69,Female,Pinole,325,Total
2010,65,69,Female,Pittsburg,935,Total
2010,65,69,Female,Pleasant Hill,620,Total
2010,65,69,Female,Richmond,1616,Total
2010,65,69,Female,San Pablo,505,Total
2010,65,69,Female,San Ramon,1062,Total
2010,65,69,Female,Walnut Creek,1794,Total
2010,70,74,Female,Antioch,1418,Total
2010,70,74,Female,Brentwood,752,Total
2010,70,74,Female,Clayton,158,Total
2010,70,74,Female,Concord,1746,Total
2010,70,74,Female,Danville,620,Total
2010,70,74,Female,El Cerrito,466,Total
2010,70,74,Female,Hercules,232,Total
2010,70,74,Female,Lafayette,368,Total
2010,70,74,Female,Martinez,613,Total
2010,70,74,Female,Moraga,286,Total
2010,70,74,Female,Oakley,359,Total
2010,70,74,Female,Orinda,347,Total
2010,70,74,Female,Pinole,227,Total
2010,70,74,Female,Pittsburg,601,Total
2010,70,74,Female,Pleasant Hill,376,Total
2010,70,74,Female,Richmond,1361,Total
2010,70,74,Female,San Pablo,228,Total
2010,70,74,Female,San Ramon,626,Total
2010,70,74,Female,Walnut Creek,2125,Total
2010,75,79,Female,Antioch,902,Total
2010,75,79,Female,Brentwood,638,Total
2010,75,79,Female,Clayton,92,Total
2010,75,79,Female,Concord,1522,Total
2010,75,79,Female,Danville,457,Total
2010,75,79,Female,El Cerrito,473,Total
2010,75,79,Female,Hercules,220,Total
2010,75,79,Female,Lafayette,290,Total
2010,75,79,Female,Martinez,395,Total
2010,75,79,Female,Moraga,263,Total
2010,75,79,Female,Oakley,266,Total
2010,75,79,Female,Orinda,480,Total
2010,75,79,Female,Pinole,375,Total
2010,75,79,Female,Pittsburg,483,Total
2010,75,79,Female,Pleasant Hill,516,Total
2010,75,79,Female,Richmond,974,Total
2010,75,79,Female,San Pablo,437,Total
2010,75,79,Female,San Ramon,359,Total
2010,75,79,Female,Walnut Creek,1884,Total
2010,80,84,Female,Antioch,662,Total
2010,80,84,Female,Brentwood,356,Total
2010,80,84,Female,Clayton,179,Total
2010,80,84,Female,Concord,1519,Total
2010,80,84,Female,Danville,259,Total
2010,80,84,Female,El Cerrito,547,Total
2010,80,84,Female,Hercules,227,Total
2010,80,84,Female,Lafayette,297,Total
2010,80,84,Female,Martinez,278,Total
2010,80,84,Female,Moraga,258,Total
2010,80,84,Female,Oakley,204,Total
2010,80,84,Female,Orinda,318,Total
2010,80,84,Female,Pinole,458,Total
2010,80,84,Female,Pittsburg,334,Total
2010,80,84,Female,Pleasant Hill,434,Total
2010,80,84,Female,Richmond,1018,Total
2010,80,84,Female,San Pablo,151,Total
2010,80,84,Female,San Ramon,352,Total
2010,80,84,Female,Walnut Creek,1896,Total
2010,85,199,Female,Antioch,581,Total
2010,85,199,Female,Brentwood,259,Total
2010,85,199,Female,Clayton,135,Total
2010,85,199,Female,Concord,1042,Total
2010,85,199,Female,Danville,705,Total
2010,85,199,Female,El Cerrito,595,Total
2010,85,199,Female,Hercules,143,Total
2010,85,199,Female,Lafayette,354,Total
2010,85,199,Female,Martinez,512,Total
2010,85,199,Female,Moraga,116,Total
2010,85,199,Female,Oakley,43,Total
2010,85,199,Female,Orinda,174,Total
2010,85,199,Female,Pinole,194,Total
2010,85,199,Female,Pittsburg,314,Total
2010,85,199,Female,Pleasant Hill,621,Total
2010,85,199,Female,Richmond,663,Total
2010,85,199,Female,San Pablo,478,Total
2010,85,199,Female,San Ramon,297,Total
2010,85,199,Female,Walnut Creek,2515,Total
2011,0,4,Male,Antioch,3892,Total
2011,0,4,Male,Brentwood,1908,Total
2011,0,4,Male,Clayton,317,Total
2011,0,4,Male,Concord,4292,Total
2011,0,4,Male,Danville,1132,Total
2011,0,4,Male,El Cerrito,791,Total
2011,0,4,Male,Hercules,654,Total
2011,0,4,Male,Lafayette,737,Total
2011,0,4,Male,Martinez,762,Total
2011,0,4,Male,Moraga,390,Total
2011,0,4,Male,Oakley,1282,Total
2011,0,4,Male,Orinda,551,Total
2011,0,4,Male,Pinole,744,Total
2011,0,4,Male,Pittsburg,2435,Total
2011,0,4,Male,Pleasant Hill,912,Total
2011,0,4,Male,Richmond,3627,Total
2011,0,4,Male,San Pablo,1438,Total
2011,0,4,Male,San Ramon,2670,Total
2011,0,4,Male,Walnut Creek,1223,Total
2011,5,9,Male,Antioch,3949,Total
2011,5,9,Male,Brentwood,2164,Total
2011,5,9,Male,Clayton,535,Total
2011,5,9,Male,Concord,4129,Total
2011,5,9,Male,Danville,1634,Total
2011,5,9,Male,El Cerrito,567,Total
2011,5,9,Male,Hercules,632,Total
2011,5,9,Male,Lafayette,835,Total
2011,5,9,Male,Martinez,986,Total
2011,5,9,Male,Moraga,461,Total
2011,5,9,Male,Oakley,1414,Total
2011,5,9,Male,Orinda,520,Total
2011,5,9,Male,Pinole,458,Total
2011,5,9,Male,Pittsburg,2295,Total
2011,5,9,Male,Pleasant Hill,700,Total
2011,5,9,Male,Richmond,4080,Total
2011,5,9,Male,San Pablo,1116,Total
2011,5,9,Male,San Ramon,3040,Total
2011,5,9,Male,Walnut Creek,1410,Total
2011,10,14,Male,Antioch,4394,Total
2011,10,14,Male,Brentwood,2531,Total
2011,10,14,Male,Clayton,475,Total
2011,10,14,Male,Concord,4236,Total
2011,10,14,Male,Danville,2011,Total
2011,10,14,Male,El Cerrito,412,Total
2011,10,14,Male,Hercules,737,Total
2011,10,14,Male,Lafayette,877,Total
2011,10,14,Male,Martinez,1098,Total
2011,10,14,Male,Moraga,469,Total
2011,10,14,Male,Oakley,1478,Total
2011,10,14,Male,Orinda,663,Total
2011,10,14,Male,Pinole,575,Total
2011,10,14,Male,Pittsburg,2468,Total
2011,10,14,Male,Pleasant Hill,904,Total
2011,10,14,Male,Richmond,3558,Total
2011,10,14,Male,San Pablo,1318,Total
2011,10,14,Male,San Ramon,2936,Total
2011,10,14,Male,Walnut Creek,1349,Total
2011,15,19,Male,Antioch,4438,Total
2011,15,19,Male,Brentwood,2183,Total
2011,15,19,Male,Clayton,379,Total
2011,15,19,Male,Concord,3961,Total
2011,15,19,Male,Danville,1754,Total
2011,15,19,Male,El Cerrito,483,Total
2011,15,19,Male,Hercules,1148,Total
2011,15,19,Male,Lafayette,827,Total
2011,15,19,Male,Martinez,1434,Total
2011,15,19,Male,Moraga,1071,Total
2011,15,19,Male,Oakley,1771,Total
2011,15,19,Male,Orinda,636,Total
2011,15,19,Male,Pinole,419,Total
2011,15,19,Male,Pittsburg,2458,Total
2011,15,19,Male,Pleasant Hill,941,Total
2011,15,19,Male,Richmond,3476,Total
2011,15,19,Male,San Pablo,1423,Total
2011,15,19,Male,San Ramon,2114,Total
2011,15,19,Male,Walnut Creek,1503,Total
2011,20,24,Male,Antioch,4118,Total
2011,20,24,Male,Brentwood,1242,Total
2011,20,24,Male,Clayton,171,Total
2011,20,24,Male,Concord,4337,Total
2011,20,24,Male,Danville,443,Total
2011,20,24,Male,El Cerrito,386,Total
2011,20,24,Male,Hercules,882,Total
2011,20,24,Male,Lafayette,472,Total
2011,20,24,Male,Martinez,1162,Total
2011,20,24,Male,Moraga,586,Total
2011,20,24,Male,Oakley,1267,Total
2011,20,24,Male,Orinda,292,Total
2011,20,24,Male,Pinole,779,Total
2011,20,24,Male,Pittsburg,2515,Total
2011,20,24,Male,Pleasant Hill,1067,Total
2011,20,24,Male,Richmond,3169,Total
2011,20,24,Male,San Pablo,1292,Total
2011,20,24,Male,San Ramon,1342,Total
2011,20,24,Male,Walnut Creek,1356,Total
2011,25,29,Male,Antioch,2873,Total
2011,25,29,Male,Brentwood,954,Total
2011,25,29,Male,Clayton,236,Total
2011,25,29,Male,Concord,4698,Total
2011,25,29,Male,Danville,336,Total
2011,25,29,Male,El Cerrito,527,Total
2011,25,29,Male,Hercules,610,Total
2011,25,29,Male,Lafayette,479,Total
2011,25,29,Male,Martinez,1150,Total
2011,25,29,Male,Moraga,156,Total
2011,25,29,Male,Oakley,1348,Total
2011,25,29,Male,Orinda,257,Total
2011,25,29,Male,Pinole,691,Total
2011,25,29,Male,Pittsburg,2454,Total
2011,25,29,Male,Pleasant Hill,1214,Total
2011,25,29,Male,Richmond,4534,Total
2011,25,29,Male,San Pablo,1189,Total
2011,25,29,Male,San Ramon,1990,Total
2011,25,29,Male,Walnut Creek,1497,Total
2011,30,34,Male,Antioch,2699,Total
2011,30,34,Male,Brentwood,1299,Total
2011,30,34,Male,Clayton,212,Total
2011,30,34,Male,Concord,4788,Total
2011,30,34,Male,Danville,799,Total
2011,30,34,Male,El Cerrito,1043,Total
2011,30,34,Male,Hercules,905,Total
2011,30,34,Male,Lafayette,523,Total
2011,30,34,Male,Martinez,812,Total
2011,30,34,Male,Moraga,107,Total
2011,30,34,Male,Oakley,910,Total
2011,30,34,Male,Orinda,188,Total
2011,30,34,Male,Pinole,552,Total
2011,30,34,Male,Pittsburg,2063,Total
2011,30,34,Male,Pleasant Hill,1038,Total
2011,30,34,Male,Richmond,3757,Total
2011,30,34,Male,San Pablo,1040,Total
2011,30,34,Male,San Ramon,2305,Total
2011,30,34,Male,Walnut Creek,1962,Total
2011,35,39,Male,Antioch,3256,Total
2011,35,39,Male,Brentwood,1506,Total
2011,35,39,Male,Clayton,279,Total
2011,35,39,Male,Concord,4382,Total
2011,35,39,Male,Danville,1014,Total
2011,35,39,Male,El Cerrito,795,Total
2011,35,39,Male,Hercules,725,Total
2011,35,39,Male,Lafayette,671,Total
2011,35,39,Male,Martinez,1004,Total
2011,35,39,Male,Moraga,312,Total
2011,35,39,Male,Oakley,1243,Total
2011,35,39,Male,Orinda,447,Total
2011,35,39,Male,Pinole,357,Total
2011,35,39,Male,Pittsburg,1953,Total
2011,35,39,Male,Pleasant Hill,1069,Total
2011,35,39,Male,Richmond,3866,Total
2011,35,39,Male,San Pablo,992,Total
2011,35,39,Male,San Ramon,3028,Total
2011,35,39,Male,Walnut Creek,1770,Total
2011,40,44,Male,Antioch,3468,Total
2011,40,44,Male,Brentwood,2271,Total
2011,40,44,Male,Clayton,346,Total
2011,40,44,Male,Concord,4944,Total
2011,40,44,Male,Danville,1493,Total
2011,40,44,Male,El Cerrito,984,Total
2011,40,44,Male,Hercules,762,Total
2011,40,44,Male,Lafayette,928,Total
2011,40,44,Male,Martinez,1595,Total
2011,40,44,Male,Moraga,305,Total
2011,40,44,Male,Oakley,1563,Total
2011,40,44,Male,Orinda,582,Total
2011,40,44,Male,Pinole,627,Total
2011,40,44,Male,Pittsburg,2247,Total
2011,40,44,Male,Pleasant Hill,1227,Total
2011,40,44,Male,Richmond,3560,Total
2011,40,44,Male,San Pablo,1235,Total
2011,40,44,Male,San Ramon,3528,Total
2011,40,44,Male,Walnut Creek,2032,Total
2011,45,49,Male,Antioch,3785,Total
2011,45,49,Male,Brentwood,2086,Total
2011,45,49,Male,Clayton,521,Total
2011,45,49,Male,Concord,4704,Total
2011,45,49,Male,Danville,2089,Total
2011,45,49,Male,El Cerrito,792,Total
2011,45,49,Male,Hercules,732,Total
2011,45,49,Male,Lafayette,929,Total
2011,45,49,Male,Martinez,1601,Total
2011,45,49,Male,Moraga,691,Total
2011,45,49,Male,Oakley,1555,Total
2011,45,49,Male,Orinda,589,Total
2011,45,49,Male,Pinole,757,Total
2011,45,49,Male,Pittsburg,1831,Total
2011,45,49,Male,Pleasant Hill,1577,Total
2011,45,49,Male,Richmond,3672,Total
2011,45,49,Male,San Pablo,769,Total
2011,45,49,Male,San Ramon,3311,Total
2011,45,49,Male,Walnut Creek,1955,Total
2011,50,54,Male,Antioch,3365,Total
2011,50,54,Male,Brentwood,1629,Total
2011,50,54,Male,Clayton,583,Total
2011,50,54,Male,Concord,4388,Total
2011,50,54,Male,Danville,1746,Total
2011,50,54,Male,El Cerrito,988,Total
2011,50,54,Male,Hercules,922,Total
2011,50,54,Male,Lafayette,1104,Total
2011,50,54,Male,Martinez,1551,Total
2011,50,54,Male,Moraga,580,Total
2011,50,54,Male,Oakley,1057,Total
2011,50,54,Male,Orinda,784,Total
2011,50,54,Male,Pinole,570,Total
2011,50,54,Male,Pittsburg,2083,Total
2011,50,54,Male,Pleasant Hill,1549,Total
2011,50,54,Male,Richmond,3170,Total
2011,50,54,Male,San Pablo,787,Total
2011,50,54,Male,San Ramon,2468,Total
2011,50,54,Male,Walnut Creek,2492,Total
2011,55,59,Male,Antioch,2812,Total
2011,55,59,Male,Brentwood,774,Total
2011,55,59,Male,Clayton,268,Total
2011,55,59,Male,Concord,3371,Total
2011,55,59,Male,Danville,1419,Total
2011,55,59,Male,El Cerrito,909,Total
2011,55,59,Male,Hercules,879,Total
2011,55,59,Male,Lafayette,900,Total
2011,55,59,Male,Martinez,1489,Total
2011,55,59,Male,Moraga,528,Total
2011,55,59,Male,Oakley,812,Total
2011,55,59,Male,Orinda,728,Total
2011,55,59,Male,Pinole,700,Total
2011,55,59,Male,Pittsburg,1763,Total
2011,55,59,Male,Pleasant Hill,1197,Total
2011,55,59,Male,Richmond,2859,Total
2011,55,59,Male,San Pablo,663,Total
2011,55,59,Male,San Ramon,1872,Total
2011,55,59,Male,Walnut Creek,2043,Total
2011,60,64,Male,Antioch,1936,Total
2011,60,64,Male,Brentwood,968,Total
2011,60,64,Male,Clayton,438,Total
2011,60,64,Male,Concord,2905,Total
2011,60,64,Male,Danville,1692,Total
2011,60,64,Male,El Cerrito,555,Total
2011,60,64,Male,Hercules,705,Total
2011,60,64,Male,Lafayette,959,Total
2011,60,64,Male,Martinez,1051,Total
2011,60,64,Male,Moraga,500,Total
2011,60,64,Male,Oakley,618,Total
2011,60,64,Male,Orinda,672,Total
2011,60,64,Male,Pinole,709,Total
2011,60,64,Male,Pittsburg,1427,Total
2011,60,64,Male,Pleasant Hill,865,Total
2011,60,64,Male,Richmond,2703,Total
2011,60,64,Male,San Pablo,708,Total
2011,60,64,Male,San Ramon,1470,Total
2011,60,64,Male,Walnut Creek,2136,Total
2011,65,69,Male,Antioch,1561,Total
2011,65,69,Male,Brentwood,746,Total
2011,65,69,Male,Clayton,238,Total
2011,65,69,Male,Concord,1896,Total
2011,65,69,Male,Danville,1025,Total
2011,65,69,Male,El Cerrito,589,Total
2011,65,69,Male,Hercules,465,Total
2011,65,69,Male,Lafayette,642,Total
2011,65,69,Male,Martinez,503,Total
2011,65,69,Male,Moraga,478,Total
2011,65,69,Male,Oakley,278,Total
2011,65,69,Male,Orinda,438,Total
2011,65,69,Male,Pinole,433,Total
2011,65,69,Male,Pittsburg,665,Total
2011,65,69,Male,Pleasant Hill,622,Total
2011,65,69,Male,Richmond,1603,Total
2011,65,69,Male,San Pablo,381,Total
2011,65,69,Male,San Ramon,702,Total
2011,65,69,Male,Walnut Creek,1469,Total
2011,70,74,Male,Antioch,788,Total
2011,70,74,Male,Brentwood,527,Total
2011,70,74,Male,Clayton,224,Total
2011,70,74,Male,Concord,1312,Total
2011,70,74,Male,Danville,602,Total
2011,70,74,Male,El Cerrito,308,Total
2011,70,74,Male,Hercules,179,Total
2011,70,74,Male,Lafayette,309,Total
2011,70,74,Male,Martinez,551,Total
2011,70,74,Male,Moraga,350,Total
2011,70,74,Male,Oakley,280,Total
2011,70,74,Male,Orinda,278,Total
2011,70,74,Male,Pinole,240,Total
2011,70,74,Male,Pittsburg,738,Total
2011,70,74,Male,Pleasant Hill,391,Total
2011,70,74,Male,Richmond,985,Total
2011,70,74,Male,San Pablo,103,Total
2011,70,74,Male,San Ramon,782,Total
2011,70,74,Male,Walnut Creek,1461,Total
2011,75,79,Male,Antioch,697,Total
2011,75,79,Male,Brentwood,571,Total
2011,75,79,Male,Clayton,123,Total
2011,75,79,Male,Concord,1067,Total
2011,75,79,Male,Danville,315,Total
2011,75,79,Male,El Cerrito,302,Total
2011,75,79,Male,Hercules,128,Total
2011,75,79,Male,Lafayette,311,Total
2011,75,79,Male,Martinez,323,Total
2011,75,79,Male,Moraga,278,Total
2011,75,79,Male,Oakley,123,Total
2011,75,79,Male,Orinda,389,Total
2011,75,79,Male,Pinole,249,Total
2011,75,79,Male,Pittsburg,388,Total
2011,75,79,Male,Pleasant Hill,397,Total
2011,75,79,Male,Richmond,589,Total
2011,75,79,Male,San Pablo,119,Total
2011,75,79,Male,San Ramon,315,Total
2011,75,79,Male,Walnut Creek,1287,Total
2011,80,84,Male,Antioch,408,Total
2011,80,84,Male,Brentwood,375,Total
2011,80,84,Male,Clayton,62,Total
2011,80,84,Male,Concord,831,Total
2011,80,84,Male,Danville,170,Total
2011,80,84,Male,El Cerrito,355,Total
2011,80,84,Male,Hercules,140,Total
2011,80,84,Male,Lafayette,127,Total
2011,80,84,Male,Martinez,230,Total
2011,80,84,Male,Moraga,142,Total
2011,80,84,Male,Oakley,101,Total
2011,80,84,Male,Orinda,153,Total
2011,80,84,Male,Pinole,147,Total
2011,80,84,Male,Pittsburg,253,Total
2011,80,84,Male,Pleasant Hill,290,Total
2011,80,84,Male,Richmond,541,Total
2011,80,84,Male,San Pablo,294,Total
2011,80,84,Male,San Ramon,213,Total
2011,80,84,Male,Walnut Creek,1031,Total
2011,85,199,Male,Antioch,424,Total
2011,85,199,Male,Brentwood,163,Total
2011,85,199,Male,Clayton,71,Total
2011,85,199,Male,Concord,655,Total
2011,85,199,Male,Danville,409,Total
2011,85,199,Male,El Cerrito,172,Total
2011,85,199,Male,Hercules,19,Total
2011,85,199,Male,Lafayette,189,Total
2011,85,199,Male,Martinez,204,Total
2011,85,199,Male,Moraga,120,Total
2011,85,199,Male,Oakley,90,Total
2011,85,199,Male,Orinda,368,Total
2011,85,199,Male,Pinole,113,Total
2011,85,199,Male,Pittsburg,253,Total
2011,85,199,Male,Pleasant Hill,232,Total
2011,85,199,Male,Richmond,457,Total
2011,85,199,Male,San Pablo,230,Total
2011,85,199,Male,San Ramon,217,Total
2011,85,199,Male,Walnut Creek,1209,Total
2011,0,4,Female,Antioch,3812,Total
2011,0,4,Female,Brentwood,1650,Total
2011,0,4,Female,Clayton,232,Total
2011,0,4,Female,Concord,3806,Total
2011,0,4,Female,Danville,1204,Total
2011,0,4,Female,El Cerrito,698,Total
2011,0,4,Female,Hercules,549,Total
2011,0,4,Female,Lafayette,649,Total
2011,0,4,Female,Martinez,693,Total
2011,0,4,Female,Moraga,300,Total
2011,0,4,Female,Oakley,1048,Total
2011,0,4,Female,Orinda,575,Total
2011,0,4,Female,Pinole,349,Total
2011,0,4,Female,Pittsburg,2343,Total
2011,0,4,Female,Pleasant Hill,910,Total
2011,0,4,Female,Richmond,3922,Total
2011,0,4,Female,San Pablo,1046,Total
2011,0,4,Female,San Ramon,2683,Total
2011,0,4,Female,Walnut Creek,1532,Total
2011,5,9,Female,Antioch,3495,Total
2011,5,9,Female,Brentwood,2448,Total
2011,5,9,Female,Clayton,324,Total
2011,5,9,Female,Concord,3866,Total
2011,5,9,Female,Danville,1795,Total
2011,5,9,Female,El Cerrito,596,Total
2011,5,9,Female,Hercules,665,Total
2011,5,9,Female,Lafayette,970,Total
2011,5,9,Female,Martinez,843,Total
2011,5,9,Female,Moraga,448,Total
2011,5,9,Female,Oakley,1042,Total
2011,5,9,Female,Orinda,848,Total
2011,5,9,Female,Pinole,417,Total
2011,5,9,Female,Pittsburg,2224,Total
2011,5,9,Female,Pleasant Hill,897,Total
2011,5,9,Female,Richmond,3356,Total
2011,5,9,Female,San Pablo,1046,Total
2011,5,9,Female,San Ramon,3277,Total
2011,5,9,Female,Walnut Creek,1711,Total
2011,10,14,Female,Antioch,3872,Total
2011,10,14,Female,Brentwood,1857,Total
2011,10,14,Female,Clayton,437,Total
2011,10,14,Female,Concord,3298,Total
2011,10,14,Female,Danville,1754,Total
2011,10,14,Female,El Cerrito,437,Total
2011,10,14,Female,Hercules,656,Total
2011,10,14,Female,Lafayette,971,Total
2011,10,14,Female,Martinez,1189,Total
2011,10,14,Female,Moraga,738,Total
2011,10,14,Female,Oakley,1874,Total
2011,10,14,Female,Orinda,678,Total
2011,10,14,Female,Pinole,732,Total
2011,10,14,Female,Pittsburg,2497,Total
2011,10,14,Female,Pleasant Hill,752,Total
2011,10,14,Female,Richmond,3635,Total
2011,10,14,Female,San Pablo,979,Total
2011,10,14,Female,San Ramon,2695,Total
2011,10,14,Female,Walnut Creek,1585,Total
2011,15,19,Female,Antioch,4535,Total
2011,15,19,Female,Brentwood,2142,Total
2011,15,19,Female,Clayton,308,Total
2011,15,19,Female,Concord,3474,Total
2011,15,19,Female,Danville,1441,Total
2011,15,19,Female,El Cerrito,343,Total
2011,15,19,Female,Hercules,958,Total
2011,15,19,Female,Lafayette,859,Total
2011,15,19,Female,Martinez,1173,Total
2011,15,19,Female,Moraga,1125,Total
2011,15,19,Female,Oakley,1383,Total
2011,15,19,Female,Orinda,592,Total
2011,15,19,Female,Pinole,516,Total
2011,15,19,Female,Pittsburg,2350,Total
2011,15,19,Female,Pleasant Hill,1026,Total
2011,15,19,Female,Richmond,3688,Total
2011,15,19,Female,San Pablo,973,Total
2011,15,19,Female,San Ramon,1872,Total
2011,15,19,Female,Walnut Creek,1577,Total
2011,20,24,Female,Antioch,4337,Total
2011,20,24,Female,Brentwood,988,Total
2011,20,24,Female,Clayton,244,Total
2011,20,24,Female,Concord,3793,Total
2011,20,24,Female,Danville,686,Total
2011,20,24,Female,El Cerrito,408,Total
2011,20,24,Female,Hercules,479,Total
2011,20,24,Female,Lafayette,439,Total
2011,20,24,Female,Martinez,992,Total
2011,20,24,Female,Moraga,544,Total
2011,20,24,Female,Oakley,1263,Total
2011,20,24,Female,Orinda,194,Total
2011,20,24,Female,Pinole,562,Total
2011,20,24,Female,Pittsburg,2568,Total
2011,20,24,Female,Pleasant Hill,966,Total
2011,20,24,Female,Richmond,3688,Total
2011,20,24,Female,San Pablo,1144,Total
2011,20,24,Female,San Ramon,1091,Total
2011,20,24,Female,Walnut Creek,1368,Total
2011,25,29,Female,Antioch,3532,Total
2011,25,29,Female,Brentwood,1169,Total
2011,25,29,Female,Clayton,164,Total
2011,25,29,Female,Concord,3940,Total
2011,25,29,Female,Danville,517,Total
2011,25,29,Female,El Cerrito,883,Total
2011,25,29,Female,Hercules,916,Total
2011,25,29,Female,Lafayette,343,Total
2011,25,29,Female,Martinez,1098,Total
2011,25,29,Female,Moraga,142,Total
2011,25,29,Female,Oakley,1334,Total
2011,25,29,Female,Orinda,125,Total
2011,25,29,Female,Pinole,338,Total
2011,25,29,Female,Pittsburg,2781,Total
2011,25,29,Female,Pleasant Hill,1058,Total
2011,25,29,Female,Richmond,3981,Total
2011,25,29,Female,San Pablo,1148,Total
2011,25,29,Female,San Ramon,1803,Total
2011,25,29,Female,Walnut Creek,1805,Total
2011,30,34,Female,Antioch,2985,Total
2011,30,34,Female,Brentwood,1680,Total
2011,30,34,Female,Clayton,164,Total
2011,30,34,Female,Concord,4601,Total
2011,30,34,Female,Danville,841,Total
2011,30,34,Female,El Cerrito,826,Total
2011,30,34,Female,Hercules,1116,Total
2011,30,34,Female,Lafayette,356,Total
2011,30,34,Female,Martinez,899,Total
2011,30,34,Female,Moraga,208,Total
2011,30,34,Female,Oakley,906,Total
2011,30,34,Female,Orinda,282,Total
2011,30,34,Female,Pinole,584,Total
2011,30,34,Female,Pittsburg,2361,Total
2011,30,34,Female,Pleasant Hill,853,Total
2011,30,34,Female,Richmond,3763,Total
2011,30,34,Female,San Pablo,1094,Total
2011,30,34,Female,San Ramon,2782,Total
2011,30,34,Female,Walnut Creek,1846,Total
2011,35,39,Female,Antioch,3382,Total
2011,35,39,Female,Brentwood,1774,Total
2011,35,39,Female,Clayton,336,Total
2011,35,39,Female,Concord,4697,Total
2011,35,39,Female,Danville,1275,Total
2011,35,39,Female,El Cerrito,1019,Total
2011,35,39,Female,Hercules,781,Total
2011,35,39,Female,Lafayette,727,Total
2011,35,39,Female,Martinez,1214,Total
2011,35,39,Female,Moraga,415,Total
2011,35,39,Female,Oakley,1366,Total
2011,35,39,Female,Orinda,557,Total
2011,35,39,Female,Pinole,548,Total
2011,35,39,Female,Pittsburg,1992,Total
2011,35,39,Female,Pleasant Hill,1363,Total
2011,35,39,Female,Richmond,3721,Total
2011,35,39,Female,San Pablo,1062,Total
2011,35,39,Female,San Ramon,3650,Total
2011,35,39,Female,Walnut Creek,2014,Total
2011,40,44,Female,Antioch,3606,Total
2011,40,44,Female,Brentwood,2440,Total
2011,40,44,Female,Clayton,548,Total
2011,40,44,Female,Concord,4542,Total
2011,40,44,Female,Danville,1822,Total
2011,40,44,Female,El Cerrito,1153,Total
2011,40,44,Female,Hercules,736,Total
2011,40,44,Female,Lafayette,925,Total
2011,40,44,Female,Martinez,1364,Total
2011,40,44,Female,Moraga,685,Total
2011,40,44,Female,Oakley,1345,Total
2011,40,44,Female,Orinda,516,Total
2011,40,44,Female,Pinole,563,Total
2011,40,44,Female,Pittsburg,2460,Total
2011,40,44,Female,Pleasant Hill,1116,Total
2011,40,44,Female,Richmond,3470,Total
2011,40,44,Female,San Pablo,1015,Total
2011,40,44,Female,San Ramon,3490,Total
2011,40,44,Female,Walnut Creek,1977,Total
2011,45,49,Female,Antioch,4146,Total
2011,45,49,Female,Brentwood,1957,Total
2011,45,49,Female,Clayton,542,Total
2011,45,49,Female,Concord,5037,Total
2011,45,49,Female,Danville,2645,Total
2011,45,49,Female,El Cerrito,782,Total
2011,45,49,Female,Hercules,1363,Total
2011,45,49,Female,Lafayette,1026,Total
2011,45,49,Female,Martinez,1856,Total
2011,45,49,Female,Moraga,661,Total
2011,45,49,Female,Oakley,1599,Total
2011,45,49,Female,Orinda,780,Total
2011,45,49,Female,Pinole,935,Total
2011,45,49,Female,Pittsburg,2353,Total
2011,45,49,Female,Pleasant Hill,1240,Total
2011,45,49,Female,Richmond,3409,Total
2011,45,49,Female,San Pablo,898,Total
2011,45,49,Female,San Ramon,2807,Total
2011,45,49,Female,Walnut Creek,1944,Total
2011,50,54,Female,Antioch,3769,Total
2011,50,54,Female,Brentwood,1230,Total
2011,50,54,Female,Clayton,476,Total
