"","causeName","CAUSE","sex","county","comName","comID","Ndeaths","cDeathRate","aRate","aLCI","aUCI","aSE","aRateState","aSEState","count","percentGeocoded","myZ","sig","pValue"
"1061","Firearm-Homicide","S3","Female","San Bernardino","Muscoy/San Bernardino Central","151g",5,1.484,1.587,0.4969,4.128,0.7274,0.8687,0.03016,68795,0.967657533250963,0.986641956225641,2,0.161909097123398
"1062","ALL Firearm","S","Male","San Bernardino","Muscoy/San Bernardino Central","151g",93,29.33,34.88,27.84,43.85,3.797,13.14,0.1168,68795,0.967657533250963,5.72286583870094,1,5.23709886568469e-09
"1063","Firearm-Accident","S1","Male","San Bernardino","Muscoy/San Bernardino Central","151g",1,0.3154,0.2885,0.007305,3.324,0.2885,0.1448,0.01212,68795,0.967657533250963,0.497654632352178,2,0.309363744940712
"1064","Firearm-Suicide","S2","Male","San Bernardino","Muscoy/San Bernardino Central","151g",19,5.992,7.983,4.637,13.39,1.945,7.108,0.08629,68795,0.967657533250963,0.449429386531234,2,0.326560968231832
"1065","Firearm-Homicide","S3","Male","San Bernardino","Muscoy/San Bernardino Central","151g",72,22.71,22.41,17.39,29.1,2.72,5.834,0.07741,68795,0.967657533250963,6.09165119063687,1,5.58759816193799e-10
"1066","Firearm-Undermined","S4","Male","San Bernardino","Muscoy/San Bernardino Central","151g",1,0.3154,0.2281,0.005776,3.231,0.2281,0.057,0.007704,68795,0.967657533250963,0.749682131347049,2,0.226723085936226
"1067","ALL Firearm","S","Total","San Bernardino","Muscoy/San Bernardino Central","151g",99,15.14,16.44,13.28,20.24,1.702,7.303,0.06097,68795,0.967657533250963,5.36494893163496,1,4.0486062724554e-08
"1068","Firearm-Accident","S1","Total","San Bernardino","Muscoy/San Bernardino Central","151g",1,0.1529,0.1412,0.003576,1.311,0.1412,0.07932,0.006368,68795,0.967657533250963,0.437798625611512,2,0.330766133679419
"1069","Firearm-Suicide","S2","Total","San Bernardino","Muscoy/San Bernardino Central","151g",20,3.058,3.72,2.246,5.981,0.8495,3.784,0.04336,68795,0.967657533250963,-0.0752404874498763,2,0.529988314346977
"1070","Firearm-Homicide","S3","Total","San Bernardino","Muscoy/San Bernardino Central","151g",77,11.77,11.73,9.192,14.95,1.374,3.405,0.04217,68795,0.967657533250963,6.05610032593293,1,6.97305213570587e-10
"1071","Firearm-Undermined","S4","Total","San Bernardino","Muscoy/San Bernardino Central","151g",1,0.1529,0.1127,0.002853,1.259,0.1127,0.03476,0.004209,68795,0.967657533250963,0.691088746041172,2,0.244754886075338
"1072","ALL Firearm","S","Female","San Bernardino","Fontana Central/Rialto Central","151h",6,1.705,2.711,0.97,6.168,1.129,1.683,0.04131,68795,0.967657533250963,0.90993138727869,2,0.181429347810763
"1073","Firearm-Suicide","S2","Female","San Bernardino","Fontana Central/Rialto Central","151h",2,0.5683,0.5785,0.06412,2.587,0.4204,0.7903,0.02782,68795,0.967657533250963,-0.50270639070471,2,0.692414642050444
"1074","Firearm-Homicide","S3","Female","San Bernardino","Fontana Central/Rialto Central","151h",4,1.137,1.15,0.3048,3.379,0.5846,0.8687,0.03016,68795,0.967657533250963,0.480544628203416,2,0.315420088791256
"1075","ALL Firearm","S","Male","San Bernardino","Fontana Central/Rialto Central","151h",58,17.02,22.26,16.65,30.02,3.07,13.14,0.1168,68795,0.967657533250963,2.96853638544107,1,0.001496108371979
"1076","Firearm-Accident","S1","Male","San Bernardino","Fontana Central/Rialto Central","151h",2,0.587,0.5857,0.06188,3.533,0.4318,0.1448,0.01212,68795,0.967657533250963,1.0206725855829,2,0.153704793548641
"1077","Firearm-Suicide","S2","Male","San Bernardino","Fontana Central/Rialto Central","151h",13,3.816,3.881,1.935,7.761,1.172,7.108,0.08629,68795,0.967657533250963,-2.74598028360286,3,0.996983480539947
"1078","Firearm-Homicide","S3","Male","San Bernardino","Fontana Central/Rialto Central","151h",42,12.33,10.99,7.832,15.78,1.751,5.834,0.07741,68795,0.967657533250963,2.94172977333181,1,0.00163192302038695
"1079","Firearm-Undermined","S4","Male","San Bernardino","Fontana Central/Rialto Central","151h",1,0.2935,0.2065,0.005227,3.021,0.2065,0.057,0.007704,68795,0.967657533250963,0.723467640159661,2,0.234696314048091
"1080","ALL Firearm","S","Total","San Bernardino","Fontana Central/Rialto Central","151h",64,9.24,11.26,8.598,14.73,1.453,7.303,0.06097,68795,0.967657533250963,2.72093662907001,1,0.00325486197484803
"1081","Firearm-Accident","S1","Total","San Bernardino","Fontana Central/Rialto Central","151h",2,0.2888,0.2898,0.03146,1.465,0.212,0.07932,0.006368,68795,0.967657533250963,0.992382593293411,2,0.160505463444937
"1082","Firearm-Suicide","S2","Total","San Bernardino","Fontana Central/Rialto Central","151h",15,2.166,2.18,1.183,3.911,0.5886,3.784,0.04336,68795,0.967657533250963,-2.71774617472352,3,0.996713588013353
"1083","Firearm-Homicide","S3","Total","San Bernardino","Fontana Central/Rialto Central","151h",46,6.641,6.095,4.425,8.412,0.9211,3.405,0.04217,68795,0.967657533250963,2.91736542032847,1,0.00176500972557347
"1084","Firearm-Undermined","S4","Total","San Bernardino","Fontana Central/Rialto Central","151h",1,0.1444,0.1066,0.0027,1.189,0.1066,0.03476,0.004209,68795,0.967657533250963,0.673396495835621,2,0.250347538674348
"1085","ALL Firearm","S","Female","San Bernardino","Colton Southeast/Grand Terrace/Loma Linda/Redlands North","151i",1,0.3602,2.291,0.05801,12.77,2.291,1.683,0.04131,68795,0.967657533250963,0.265343161874597,2,0.395372558689716
"1086","Firearm-Suicide","S2","Female","San Bernardino","Colton Southeast/Grand Terrace/Loma Linda/Redlands North","151i",1,0.3602,0.3177,0.008043,2.274,0.3177,0.7903,0.02782,68795,0.967657533250963,-1.48189617685398,2,0.930816038756105
"1087","ALL Firearm","S","Male","San Bernardino","Colton Southeast/Grand Terrace/Loma Linda/Redlands North","151i",26,10.13,13.07,8.456,19.55,2.616,13.14,0.1168,68795,0.967657533250963,-0.0267317785214368,2,0.510663166705608
"1088","Firearm-Suicide","S2","Male","San Bernardino","Colton Southeast/Grand Terrace/Loma Linda/Redlands North","151i",11,4.287,4.333,2.124,8.057,1.335,7.108,0.08629,68795,0.967657533250963,-2.0743230410785,3,0.980975340337134
"1089","Firearm-Homicide","S3","Male","San Bernardino","Colton Southeast/Grand Terrace/Loma Linda/Redlands North","151i",15,5.845,5.729,3.166,9.758,1.508,5.834,0.07741,68795,0.967657533250963,-0.0695370900886233,2,0.52771894476498
"1090","ALL Firearm","S","Total","San Bernardino","Colton Southeast/Grand Terrace/Loma Linda/Redlands North","151i",27,5.054,6.367,4.164,9.442,1.246,7.303,0.06097,68795,0.967657533250963,-0.750306123718789,2,0.773464822350559
"1091","Firearm-Suicide","S2","Total","San Bernardino","Colton Southeast/Grand Terrace/Loma Linda/Redlands North","151i",12,2.246,2.177,1.11,3.948,0.6393,3.784,0.04336,68795,0.967657533250963,-2.50792508570923,3,0.993927879444119
"1092","Firearm-Homicide","S3","Total","San Bernardino","Colton Southeast/Grand Terrace/Loma Linda/Redlands North","151i",15,2.808,2.724,1.508,4.632,0.7146,3.405,0.04217,68795,0.967657533250963,-0.951325670227681,2,0.829280460129403
"1093","ALL Firearm","S","Female","San Bernardino","Mentone/Redlands South/Yucaipa","151j",8,3.026,4.469,1.884,9.112,1.616,1.683,0.04131,68795,0.967657533250963,1.72344687991598,2,0.0424038717246032
"1094","Firearm-Suicide","S2","Female","San Bernardino","Mentone/Redlands South/Yucaipa","151j",6,2.27,1.902,0.6759,4.564,0.796,0.7903,0.02782,68795,0.967657533250963,1.3957558529798,2,0.0813940143453158
"1095","Firearm-Homicide","S3","Female","San Bernardino","Mentone/Redlands South/Yucaipa","151j",2,0.7565,0.8117,0.09825,3.169,0.574,0.8687,0.03016,68795,0.967657533250963,-0.0991663397825826,2,0.539496899974055
"1096","ALL Firearm","S","Male","San Bernardino","Mentone/Redlands South/Yucaipa","151j",47,19.16,25.3,18.41,34.13,3.793,13.14,0.1168,68795,0.967657533250963,3.20438670572407,1,0.000676752739408704
"1097","Firearm-Suicide","S2","Male","San Bernardino","Mentone/Redlands South/Yucaipa","151j",38,15.49,15.65,10.94,21.88,2.62,7.108,0.08629,68795,0.967657533250963,3.2585385186794,1,0.00055993836246393
"1098","Firearm-Homicide","S3","Male","San Bernardino","Mentone/Redlands South/Yucaipa","151j",8,3.262,3.721,1.591,7.561,1.328,5.834,0.07741,68795,0.967657533250963,-1.58841818151936,2,0.943904095577913
"1099","Firearm-Undermined","S4","Male","San Bernardino","Mentone/Redlands South/Yucaipa","151j",1,0.4077,0.4994,0.01264,2.997,0.4994,0.057,0.007704,68795,0.967657533250963,0.885757646820536,2,0.187874068491429
"1100","ALL Firearm","S","Total","San Bernardino","Mentone/Redlands South/Yucaipa","151j",55,10.79,13.34,9.954,17.62,1.855,7.303,0.06097,68795,0.967657533250963,3.25269097182212,1,0.000571588744470719
"1101","Firearm-Suicide","S2","Total","San Bernardino","Mentone/Redlands South/Yucaipa","151j",44,8.633,8.154,5.853,11.15,1.272,3.784,0.04336,68795,0.967657533250963,3.43354029174357,1,0.000297876826271914
"1102","Firearm-Homicide","S3","Total","San Bernardino","Mentone/Redlands South/Yucaipa","151j",10,1.962,2.194,1.047,4.128,0.6979,3.405,0.04217,68795,0.967657533250963,-1.7320465813346,2,0.958367365464145
"1103","Firearm-Undermined","S4","Total","San Bernardino","Mentone/Redlands South/Yucaipa","151j",1,0.1962,0.1275,0.003229,1.151,0.1275,0.03476,0.004209,68795,0.967657533250963,0.726976535869656,2,0.233620164905418
"1104","ALL Firearm","S","Female","San Bernardino","Highland/San Bernardino East","151k",8,2.547,5.721,2.436,11.72,2.05,1.683,0.04131,68795,0.967657533250963,1.96935628826809,1,0.0244560957972748
"1105","Firearm-Suicide","S2","Female","San Bernardino","Highland/San Bernardino East","151k",2,0.6368,0.6891,0.07992,2.909,0.4939,0.7903,0.02782,68795,0.967657533250963,-0.204575500573163,2,0.581048100864632
"1106","Firearm-Homicide","S3","Female","San Bernardino","Highland/San Bernardino East","151k",6,1.91,1.81,0.6551,4.376,0.7471,0.8687,0.03016,68795,0.967657533250963,1.25891302673263,2,0.10403087403621
"1107","ALL Firearm","S","Male","San Bernardino","Highland/San Bernardino East","151k",78,24.81,26.59,20.84,33.94,3.111,13.14,0.1168,68795,0.967657533250963,4.32032487071842,1,7.78998306827372e-06
"1108","Firearm-Accident","S1","Male","San Bernardino","Highland/San Bernardino East","151k",1,0.3181,0.2656,0.006723,2.84,0.2656,0.1448,0.01212,68795,0.967657533250963,0.454346473965252,2,0.324789735638554
"1109","Firearm-Suicide","S2","Male","San Bernardino","Highland/San Bernardino East","151k",22,6.998,7.997,4.887,12.82,1.786,7.108,0.08629,68795,0.967657533250963,0.497180410657498,2,0.309530917118672
"1110","Firearm-Homicide","S3","Male","San Bernardino","Highland/San Bernardino East","151k",55,17.5,16.49,12.35,22.11,2.264,5.834,0.07741,68795,0.967657533250963,4.7039649470306,1,1.27578537090223e-06
"1111","ALL Firearm","S","Total","San Bernardino","Highland/San Bernardino East","151k",86,13.69,14.54,11.58,18.17,1.6,7.303,0.06097,68795,0.967657533250963,4.51984458825059,1,3.09425217337456e-06
"1112","Firearm-Accident","S1","Total","San Bernardino","Highland/San Bernardino East","151k",1,0.1591,0.1358,0.003438,1.137,0.1358,0.07932,0.006368,68795,0.967657533250963,0.415449227761693,2,0.338906537873201
"1113","Firearm-Suicide","S2","Total","San Bernardino","Highland/San Bernardino East","151k",24,3.819,4.155,2.628,6.363,0.8703,3.784,0.04336,68795,0.967657533250963,0.425761695163521,2,0.335140750635415
"1114","Firearm-Homicide","S3","Total","San Bernardino","Highland/San Bernardino East","151k",61,9.707,9.247,7.045,12.06,1.201,3.405,0.04217,68795,0.967657533250963,4.86128399740545,1,5.8313396544829e-07
"1115","ALL Firearm","S","Female","San Bernardino","Chino Northeast/Fontana Southwest/Ontario South","151l",8,2.238,3.788,1.619,7.631,1.352,1.683,0.04131,68795,0.967657533250963,1.55622639212952,2,0.0598271338170064
"1116","Firearm-Suicide","S2","Female","San Bernardino","Chino Northeast/Fontana Southwest/Ontario South","151l",5,1.399,1.358,0.4343,3.827,0.6136,0.7903,0.02782,68795,0.967657533250963,0.924246103877059,2,0.177679098326661
"1117","Firearm-Homicide","S3","Female","San Bernardino","Chino Northeast/Fontana Southwest/Ontario South","151l",3,0.8392,0.8075,0.1634,3.097,0.4703,0.8687,0.03016,68795,0.967657533250963,-0.129862943567934,2,0.551662568645365
"1118","ALL Firearm","S","Male","San Bernardino","Chino Northeast/Fontana Southwest/Ontario South","151l",24,6.677,8.491,5.38,12.96,1.772,13.14,0.1168,68795,0.967657533250963,-2.61790833548993,3,0.995576471644806
"1119","Firearm-Suicide","S2","Male","San Bernardino","Chino Northeast/Fontana Southwest/Ontario South","151l",12,3.339,3.335,1.691,6.751,0.9857,7.108,0.08629,68795,0.967657533250963,-3.8131533269192,3,0.999931397533408
"1120","Firearm-Homicide","S3","Male","San Bernardino","Chino Northeast/Fontana Southwest/Ontario South","151l",12,3.339,2.821,1.445,5.96,0.8237,5.834,0.07741,68795,0.967657533250963,-3.64183826121743,3,0.999864650932758
"1121","ALL Firearm","S","Total","San Bernardino","Chino Northeast/Fontana Southwest/Ontario South","151l",32,4.463,5.741,3.905,8.21,1.028,7.303,0.06097,68795,0.967657533250963,-1.51678986657545,2,0.935340126846757
"1122","Firearm-Suicide","S2","Total","San Bernardino","Chino Northeast/Fontana Southwest/Ontario South","151l",17,2.371,2.306,1.331,4.027,0.5676,3.784,0.04336,68795,0.967657533250963,-2.59638159539567,3,0.995289431487415
"1123","Firearm-Homicide","S3","Total","San Bernardino","Chino Northeast/Fontana Southwest/Ontario South","151l",15,2.092,1.856,1.033,3.426,0.4832,3.405,0.04217,68795,0.967657533250963,-3.19357312419457,3,0.99929738128613
"1124","ALL Firearm","S","Female","San Diego","Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs","152",2,8.242,41.86,2.612,199.3,35.33,1.683,0.04131,104792,0.973614398045652,1.13719141057447,2,0.127729138454454
"1125","Firearm-Homicide","S3","Female","San Diego","Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs","152",2,8.242,9.328,0.5819,44.42,7.872,0.8687,0.03016,104792,0.973614398045652,1.07459831227366,2,0.141277303900713
"1126","ALL Firearm","S","Male","San Diego","Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs","152",8,32.19,51,19.02,118.4,20.55,13.14,0.1168,104792,0.973614398045652,1.8423060093443,2,0.0327152006311364
"1127","Firearm-Suicide","S2","Male","San Diego","Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs","152",8,32.19,24.68,9.204,65.99,9.948,7.108,0.08629,104792,0.973614398045652,1.76631875530269,2,0.0386711933858623
"1128","ALL Firearm","S","Total","San Diego","Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs","152",10,20.36,35.33,14.66,75.68,12.97,7.303,0.06097,104792,0.973614398045652,2.16088591635991,1,0.0153520765396949
"1129","Firearm-Suicide","S2","Total","San Diego","Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs","152",8,16.29,12.92,4.789,32,5.233,3.784,0.04336,104792,0.973614398045652,1.7457837562708,2,0.0404242673023989
"1130","Firearm-Homicide","S3","Total","San Diego","Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs","152",2,4.072,4.178,0.2795,21.27,3.47,3.405,0.04217,104792,0.973614398045652,0.222750122337179,2,0.41186499462448
"1131","ALL Firearm","S","Female","San Diego","Pala/Pauma Valley","153.1",2,11.52,42.32,5.028,159.1,30.11,1.683,0.04131,104792,0.973614398045652,1.34961679689599,2,0.0885694667247224
"1132","Firearm-Suicide","S2","Female","San Diego","Pala/Pauma Valley","153.1",1,5.759,5.799,0.1468,40.5,5.799,0.7903,0.02782,104792,0.973614398045652,0.863707943398951,2,0.193874174453152
"1133","Firearm-Homicide","S3","Female","San Diego","Pala/Pauma Valley","153.1",1,5.759,7.243,0.1834,44.09,7.243,0.8687,0.03016,104792,0.973614398045652,0.880055879954976,2,0.189414519282314
"1134","ALL Firearm","S","Male","San Diego","Pala/Pauma Valley","153.1",4,20.54,57.72,15.38,157.2,29.23,13.14,0.1168,104792,0.973614398045652,1.52513322257804,2,0.0636129361096155
"1135","Firearm-Suicide","S2","Male","San Diego","Pala/Pauma Valley","153.1",2,10.27,10.39,1.258,50.93,7.344,7.108,0.08629,104792,0.973614398045652,0.446864579710537,2,0.327486419827316
"1136","Firearm-Homicide","S3","Male","San Diego","Pala/Pauma Valley","153.1",2,10.27,11.86,1.353,54.18,8.544,5.834,0.07741,104792,0.973614398045652,0.705261316555291,2,0.240323814556798
"1137","ALL Firearm","S","Total","San Diego","Pala/Pauma Valley","153.1",6,16.29,31.67,11.33,72.43,13.19,7.303,0.06097,104792,0.973614398045652,1.84736464592702,2,0.0323471547482013
"1138","Firearm-Suicide","S2","Total","San Diego","Pala/Pauma Valley","153.1",3,8.143,7.287,1.496,25.12,4.216,3.784,0.04336,104792,0.973614398045652,0.830838413712278,2,0.203032459373931
"1139","Firearm-Homicide","S3","Total","San Diego","Pala/Pauma Valley","153.1",3,8.143,9.53,1.897,29.88,5.591,3.405,0.04217,104792,0.973614398045652,1.09547948218631,2,0.136653314795119
"1140","ALL Firearm","S","Female","San Diego","Rincon/San Pasqual/Valley Center","153.2",1,2.285,42.74,1.082,238.1,42.74,1.683,0.04131,104792,0.973614398045652,0.9606219190974,2,0.168371151765429
"1141","Firearm-Suicide","S2","Female","San Diego","Rincon/San Pasqual/Valley Center","153.2",1,2.285,1.916,0.04852,16.36,1.916,0.7903,0.02782,104792,0.973614398045652,0.587464173068293,2,0.278446002708305
"1142","ALL Firearm","S","Male","San Diego","Rincon/San Pasqual/Valley Center","153.2",8,20.31,47.49,18.94,105.7,18.08,13.14,0.1168,104792,0.973614398045652,1.8998497368877,2,0.0287264208601052
"1143","Firearm-Suicide","S2","Male","San Diego","Rincon/San Pasqual/Valley Center","153.2",7,17.78,12.91,4.894,31.34,5.13,7.108,0.08629,104792,0.973614398045652,1.13083418724741,2,0.129062443868211
"1144","Firearm-Homicide","S3","Male","San Diego","Rincon/San Pasqual/Valley Center","153.2",1,2.539,3.679,0.09315,20.82,3.679,5.834,0.07741,104792,0.973614398045652,-0.585627377436328,2,0.720937026780198
"1145","ALL Firearm","S","Total","San Diego","Rincon/San Pasqual/Valley Center","153.2",9,10.83,24.77,10.66,53.3,8.788,7.303,0.06097,104792,0.973614398045652,1.98754888900287,1,0.0234308019103074
"1146","Firearm-Suicide","S2","Total","San Diego","Rincon/San Pasqual/Valley Center","153.2",8,9.623,6.796,2.882,15.62,2.445,3.784,0.04336,104792,0.973614398045652,1.23170816953135,2,0.10902905849829
"1147","Firearm-Homicide","S3","Total","San Diego","Rincon/San Pasqual/Valley Center","153.2",1,1.203,1.855,0.04696,10.33,1.855,3.405,0.04217,104792,0.973614398045652,-0.835363686285636,2,0.798243515302333
"1148","ALL Firearm","S","Female","San Diego","Barona/Moreno","154",1,14.47,121.2,3.069,675.4,121.2,1.683,0.04131,104792,0.973614398045652,0.986113804106248,2,0.162038635237129
"1149","Firearm-Homicide","S3","Female","San Diego","Barona/Moreno","154",1,14.47,16.81,0.4255,137.3,16.81,0.8687,0.03016,104792,0.973614398045652,0.94832090078341,2,0.171483056888038
"1150","ALL Firearm","S","Male","San Diego","Barona/Moreno","154",2,31.6,137.3,12.45,590.7,105.7,13.14,0.1168,104792,0.973614398045652,1.17464450517399,2,0.120068485004969
"1151","Firearm-Suicide","S2","Male","San Diego","Barona/Moreno","154",1,15.8,8.725,0.2209,387.2,8.725,7.108,0.08629,104792,0.973614398045652,0.185320449876923,2,0.426488849576347
"1152","Firearm-Homicide","S3","Male","San Diego","Barona/Moreno","154",1,15.8,21.87,0.5536,400.8,21.87,5.834,0.07741,104792,0.973614398045652,0.733237290718386,2,0.231706857419511
"1153","ALL Firearm","S","Total","San Diego","Barona/Moreno","154",3,22.66,59.61,11.07,192.7,36.03,7.303,0.06097,104792,0.973614398045652,1.45176034161704,2,0.073284127290174
"1154","Firearm-Suicide","S2","Total","San Diego","Barona/Moreno","154",1,7.553,4.165,0.1054,56.75,4.165,3.784,0.04336,104792,0.973614398045652,0.0914716339296849,2,0.463558922285217
"1155","Firearm-Homicide","S3","Total","San Diego","Barona/Moreno","154",2,15.11,17.38,2.078,77.81,12.34,3.405,0.04217,104792,0.973614398045652,1.13248933542214,2,0.128714382731983
"1156","ALL Firearm","S","Female","San Diego","Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde","155",4,4.732,12.5,3.325,33.83,6.335,1.683,0.04131,104792,0.973614398045652,1.70746172458731,2,0.0438681330770324
"1157","Firearm-Suicide","S2","Female","San Diego","Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde","155",4,4.732,3.336,0.8874,11.25,1.691,0.7903,0.02782,104792,0.973614398045652,1.50523687639913,2,0.0661315937518552
"1158","ALL Firearm","S","Male","San Diego","Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde","155",24,27.23,40.39,25.23,62.26,8.66,13.14,0.1168,104792,0.973614398045652,3.14636510997903,1,0.00082656748217802
"1159","Firearm-Suicide","S2","Male","San Diego","Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde","155",20,22.69,20.73,12.33,33.37,4.855,7.108,0.08629,104792,0.973614398045652,2.80532419159009,1,0.00251329972258285
"1160","Firearm-Homicide","S3","Male","San Diego","Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde","155",4,4.539,4.886,1.217,13.58,2.569,5.834,0.07741,104792,0.973614398045652,-0.368847769790255,2,0.643879401951936
"1161","ALL Firearm","S","Total","San Diego","Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde","155",28,16.22,23.05,14.96,34.63,4.585,7.303,0.06097,104792,0.973614398045652,3.43415658032354,1,0.000297200365334649
"1162","Firearm-Suicide","S2","Total","San Diego","Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde","155",24,13.9,12.11,7.594,18.82,2.579,3.784,0.04336,104792,0.973614398045652,3.22792691145804,1,0.000623454142791857
"1163","Firearm-Homicide","S3","Total","San Diego","Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde","155",4,2.317,2.51,0.6045,7.142,1.343,3.405,0.04217,104792,0.973614398045652,-0.666090180996191,2,0.747323269873106
"1164","ALL Firearm","S","Female","San Diego","Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside","156a",3,1.033,3.847,0.7275,12.58,2.308,1.683,0.04131,104792,0.973614398045652,0.937458168694437,2,0.174261465828576
"1165","Firearm-Suicide","S2","Female","San Diego","Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside","156a",2,0.6888,0.4581,0.05382,2.228,0.327,0.7903,0.02782,104792,0.973614398045652,-1.01224542795271,2,0.844289639778328
"1166","Firearm-Homicide","S3","Female","San Diego","Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside","156a",1,0.3444,0.3889,0.009846,2.293,0.3889,0.8687,0.03016,104792,0.973614398045652,-1.2300427863062,2,0.890659458475441
"1167","ALL Firearm","S","Male","San Diego","Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside","156a",30,10.48,10.96,7.354,15.89,2.028,13.14,0.1168,104792,0.973614398045652,-1.07317228994992,2,0.858403089482998
"1168","Firearm-Suicide","S2","Male","San Diego","Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside","156a",24,8.385,8.116,5.167,12.3,1.678,7.108,0.08629,104792,0.973614398045652,0.599922425325656,2,0.274278968141697
"1169","Firearm-Homicide","S3","Male","San Diego","Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside","156a",6,2.096,2.087,0.7527,4.785,0.8641,5.834,0.07741,104792,0.973614398045652,-4.31900744274811,3,0.999992163375148
"1170","ALL Firearm","S","Total","San Diego","Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside","156a",33,5.723,5.756,3.937,8.198,1.018,7.303,0.06097,104792,0.973614398045652,-1.51692815599,2,0.935357588016325
"1171","Firearm-Suicide","S2","Total","San Diego","Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside","156a",26,4.509,4.098,2.657,6.116,0.8161,3.784,0.04336,104792,0.973614398045652,0.384214856736213,2,0.350409603880391
"1172","Firearm-Homicide","S3","Total","San Diego","Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside","156a",7,1.214,1.26,0.5011,2.672,0.4811,3.405,0.04217,104792,0.973614398045652,-4.4415029214347,3,0.999995533363304
"1173","ALL Firearm","S","Female","San Diego","Carlsbad East/Encinitas East/Oceanside East","156b",6,2.059,2.92,1.033,6.73,1.226,1.683,0.04131,104792,0.973614398045652,1.00839998687748,2,0.156631239621029
"1174","Firearm-Suicide","S2","Female","San Diego","Carlsbad East/Encinitas East/Oceanside East","156b",5,1.715,1.671,0.5162,4.21,0.7733,0.7903,0.02782,104792,0.973614398045652,1.13814901016239,2,0.127529133038055
"1175","Firearm-Homicide","S3","Female","San Diego","Carlsbad East/Encinitas East/Oceanside East","156b",1,0.3431,0.3833,0.009704,2.34,0.3833,0.8687,0.03016,104792,0.973614398045652,-1.26246882905095,2,0.896609932101242
"1176","ALL Firearm","S","Male","San Diego","Carlsbad East/Encinitas East/Oceanside East","156b",28,9.654,14.22,9.345,20.93,2.751,13.14,0.1168,104792,0.973614398045652,0.392231151775602,2,0.34744371436613
"1177","Firearm-Suicide","S2","Male","San Diego","Carlsbad East/Encinitas East/Oceanside East","156b",25,8.62,8.106,5.182,12.23,1.662,7.108,0.08629,104792,0.973614398045652,0.599673645160421,2,0.274361877857932
"1178","Firearm-Homicide","S3","Male","San Diego","Carlsbad East/Encinitas East/Oceanside East","156b",3,1.034,1.141,0.2322,3.474,0.6624,5.834,0.07741,104792,0.973614398045652,-7.03695430312933,3,0.999999999999018
"1179","ALL Firearm","S","Total","San Diego","Carlsbad East/Encinitas East/Oceanside East","156b",34,5.847,7.027,4.802,10.01,1.245,7.303,0.06097,104792,0.973614398045652,-0.221421394526353,2,0.58761783230121
"1180","Firearm-Suicide","S2","Total","San Diego","Carlsbad East/Encinitas East/Oceanside East","156b",30,5.159,4.718,3.135,6.889,0.8921,3.784,0.04336,104792,0.973614398045652,1.04573334273899,2,0.14784208202988
"1181","Firearm-Homicide","S3","Total","San Diego","Carlsbad East/Encinitas East/Oceanside East","156b",4,0.6879,0.8001,0.2176,2.083,0.4005,3.405,0.04217,104792,0.973614398045652,-6.46836230024663,3,0.999999999950465
"1182","ALL Firearm","S","Female","San Diego","Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South","156c",10,2.348,3.885,1.801,7.786,1.276,1.683,0.04131,104792,0.973614398045652,1.72480167040673,2,0.0422816103140884
