county,comName,Ndeaths 2008-2012,Ndeaths 2013-2017,Rate 2008-2012,Rate 2013-2017,Percent Change,pValue,Community 13-17 Compared to State 15-17
Mono,Benton/Bridgeport/Chalfant/Crowley Lake/Coleville/Hammill Valley/June Lake/Lee Vining/Paradise/Sunny Slopes/Topaz/Walker,NA,1,NA,1.971,NA,NA,Lower
Mono,Mammoth Lakes,NA,1,NA,2.886,NA,NA,NA
Monterey,Aromas/Las Lomas/Pajaro/Prunedale,17,14,8.3,6.299,-24.10843373493976,0.2272167237910212,No Diff
Monterey,Carmel Valley/Castroville/Marina/Moss Landing/Ord,14,16,4.737,5.316,12.222925902469912,0.37869379613227117,No Diff
Monterey,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,10,17,2.145,4.074,89.93006993006992,0.056184797423141086,No Diff
Monterey,Chualar/Gonzalez/Greenfield/Soledad,34,24,10.87,8.591,-20.96596136154554,0.19429198827566885,Higher
Monterey,King City/San Lucas,21,17,23.17,17.38,-24.989210185584817,0.1947697717095307,Higher
Monterey,Salinas/Spreckels,111,143,13.1,17.95,37.02290076335878,0.007061072004200697,Higher
Napa,American Canyon,NA,2,NA,2.346,NA,NA,Lower
Napa,Berryessa,1,1,15.76,9.049,-42.58248730964467,0.35595883516245996,No Diff
Napa,Calistoga,1,1,3.582,3.654,2.0100502512562834,0.49438663641994207,No Diff
Napa,Napa Central,5,7,1.408,2.145,52.343750000000014,0.23900039889082159,Lower
Napa,Napa Northeast/Rutherford/Yountville,2,2,1.28,1.881,46.95312499999999,0.35809093314259843,Lower
Nevada,Grass Valley/Nevada City/Penn Valley/Rough and Ready/Wildwood,10,8,2.978,1.83,-38.549361987911354,0.18095673776868304,Lower
Nevada,North Bloomfield/North San Juan/Truckee,1,1,2.193,1.359,-38.03009575923393,0.3732482748053042,Lower
Orange,Aliso Viejo/Laguna Hills/Laguna Niguel,6,12,1.01,1.801,78.31683168316832,0.1215974817269172,Lower
Orange,Anaheim Central,29,25,5.807,4.652,-19.88978818667126,0.2114321059538139,No Diff
Orange,Anaheim East/City of Orange North/Placentia Southwest,23,16,3.514,2.212,-37.05179282868525,0.08164487797668529,Lower
Orange,Anaheim Hills/City of Orange East/Villa Park,10,5,1.723,0.7752,-55.00870574579223,0.07487726842417797,Lower
Orange,Anaheim West,13,17,2.12,2.549,20.235849056603765,0.30894325926396493,Lower
Orange,Brea East/Placentia Central and North/Yorba Linda,15,7,2.309,0.9945,-56.92940666955392,0.032688702545700554,Lower
Orange,Brea West/Fullerton North/La Habra,13,9,2.384,1.718,-27.936241610738254,0.22440811236912828,Lower
Orange,Buena Park/La Palma,6,10,1.451,2.374,63.611302549965544,0.16768076309249236,Lower
Orange,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,20,15,2.849,2.075,-27.167427167427167,0.1785514056333477,Lower
Orange,Costa Mesa,14,9,2.449,1.333,-45.56962025316456,0.08209033244972441,Lower
Orange,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,5,8,0.8342,1.172,40.49388635818747,0.2755742867506552,Lower
Orange,Cypress/Los Alamitos/Rossmoor,15,12,2.625,2.02,-23.047619047619047,0.2546942471880972,Lower
Orange,Dana Point/San Clemente/San Juan Capistrano,6,7,1.095,1.148,4.840182648401821,0.46784437819941516,Lower
Orange,Foothill Ranch/IrvineNortheast/Lake Forest West/Portola Hills/Tustin East,3,5,0.6064,0.8043,32.63522427440632,0.35081697708762205,Lower
Orange,Fountain Valley/Huntington Beach Central,10,5,2.325,1.327,-42.9247311827957,0.14935569457257847,Lower
Orange,Fullerton Central and South,11,10,1.819,1.814,-0.27487630566244603,0.4975702581306656,Lower
Orange,Garden Grove North/Stanton,12,21,1.761,3.063,73.93526405451449,0.062167974572897244,Lower
Orange,Garden Grove South/Santa Ana West,26,24,4.26,3.78,-11.267605633802818,0.3376075923094487,Lower
Orange,Huntington Beach North/Seal Beach East/Westminster,20,20,3.166,3.212,1.452937460518012,0.4819574645765603,Lower
Orange,Huntington Beach South,3,7,0.553,1.741,214.82820976491863,0.055609060477831096,Lower
Orange,Huntington Beach West/Seal Beach West,9,6,2.053,1.346,-34.43740867023867,0.22523795735771412,Lower
Orange,Irvine Central/Tustin East,6,6,1.237,1.141,-7.760711398544873,0.44495020013472286,Lower
Orange,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,4,5,0.5321,0.6075,14.17026874647623,0.422567946408157,Lower
Orange,Laguna Beach/Laguna Woods,6,2,1.26,0.5035,-60.039682539682545,0.14707465302012945,Lower
Orange,Lake Forest East/Mission Viejo Central and South,4,8,0.7957,1.299,63.25248209124042,0.20664840008904306,Lower
Orange,Santa Ana Central,39,35,5.719,5.44,-4.87847525791222,0.41654670246224046,No Diff
Orange,Santa Ana South,29,28,4.106,4.444,8.231855820750125,0.38480116505180284,No Diff
Placer,Auburn/Newcastle/Lincoln/Sheridan,7,13,1.853,2.671,44.14463032919589,0.22023300516874456,Lower
Placer,Colfax/Meadow Vista,2,2,2.334,1.761,-24.550128534704378,0.3969741602922683,Lower
Placer,Dollar Point/Kings Beach/Sunnyside/Tahoe City/Tahoe Vista,NA,1,NA,1.5,NA,NA,Lower
Placer,Foresthill,NA,1,NA,5.546,NA,NA,No Diff
Placer,Rocklin/Granite Bay,8,5,1.562,0.9075,-41.901408450704224,0.17690179940848338,Lower
Placer,Roseville,11,9,2.188,1.614,-26.23400365630713,0.25189651274803937,Lower
Plumas,Bailey Creek/Canyondam/Chester/Eastshore/Foxwood/Hamilton Branch/Lake Almanor Peninsula/Lake Almanor Peninsula/Lake Almanor West/Prattville/Warner Valley,1,NA,26.16,NA,NA,NA,NA
Plumas,Belden/Caribou/Crescent Mills/Genessee/Greenville/Indian Falls/North Arm/Storrie/Taylorsville/Tobin/Twain,NA,1,NA,7.683,NA,NA,No Diff
Plumas,Bucks Lake/Cromberg/East Quincy/Greenhorn/Keddie/Laporte/Little Grass Valley/Meadow Valley/Quincy/Sloat/Spring Garden,1,2,4.996,2.918,-41.59327461969576,0.35032397892459033,No Diff
Riverside,Agua Caliente/Palm Springs Central,4,6,4.89,4.666,-4.580777096114506,0.4736959525233402,No Diff
Riverside,Arabia/Coachella/Desert Beach/Flowing Wells/Indio South/La Quinta East/Mecca/Oasis/Thermal,33,31,6.408,5.798,-9.519350811485646,0.3466690336757725,No Diff
Riverside,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,34,21,5.296,3.361,-36.53700906344411,0.051568190344006726,Lower
Riverside,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,40,54,5.905,7.385,25.06350550381032,0.14246852032091062,Higher
Riverside,Bermuda Dunes North/Indio North,10,19,4.29,7.254,69.09090909090908,0.08580120979218409,No Diff
Riverside,Bermuda Dunes South/Indian Wells/La Quinta West/Palm Desert/Rancho Mirage Central and South,14,9,3.739,1.995,-46.643487563519656,0.08137418705284483,Lower
Riverside,Blythe,5,8,7.065,10.61,50.176928520877546,0.24017294282803836,No Diff
Riverside,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,29,41,3.457,4.49,29.881400057853643,0.14118663681593224,No Diff
Riverside,Casablanca/Riverside Central,20,15,4.409,3.251,-26.264459061011568,0.18913348383783868,Lower
Riverside,Cathedral City Southeast/Palm Desert North/Palm Springs South/Rancho Mirage North,47,46,7.572,6.86,-9.40306391970417,0.3207423302483021,No Diff
Riverside,Chiriaco Summit/Desert Center/Eagle Mountain,2,NA,4.584,NA,NA,NA,NA
Riverside,Corona North/Glen Avon/Jurupa/Norco,28,30,3.021,3.093,2.383316782522346,0.46442720366428647,Lower
Riverside,Corona South/El Cerrito/Temescal,14,11,2.34,1.572,-32.82051282051282,0.16611729375743067,Lower
Riverside,East Hemet/Hemet/Valle Vista,40,67,5.873,9.725,65.58828537374424,0.006445144679996462,Higher
Riverside,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,27,40,4.412,7.477,69.4696282864914,0.021961293573797724,Higher
Riverside,Edgemont/Orange Crest/Woodcrest,37,36,4.625,4.051,-12.410810810810807,0.28839495267921156,Lower
Riverside,French Valley/Murrieta East/Temecula/Winchester,18,8,2.604,0.9643,-62.96850998463901,0.010076772493883612,Lower
Riverside,Glen Valley/Mead Valley,14,4,13.65,3.542,-74.05128205128206,0.007584721421023843,No Diff
Riverside,Homeland/Lakeview/San Jacinto,4,8,3.445,5.388,56.40058055152395,0.22638210033413697,No Diff
Riverside,Idyllwild/Pine Cove,4,4,12.05,5.316,-55.8838174273859,0.17750112094877757,No Diff
Riverside,Lake Elsinore/Murrieta West/Sedco Hills/Wildomar,26,21,3.638,2.611,-28.229796591533802,0.13305063239981596,Lower
Riverside,Moreno Valley,29,22,6.084,5.068,-16.699539776462853,0.26601989052796493,No Diff
Riverside,Temecula South,5,7,1.314,1.541,17.275494672754938,0.39390095985413254,Lower
Sacramento,Antelope/Citrus Heights/Foothill Farms,25,41,4.28,7.038,64.4392523364486,0.025512318460851557,No Diff
Sacramento,Arcade/Arden/Town and Country Village,15,15,4.047,4.278,5.707931801334319,0.44106332571899454,No Diff
Sacramento,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,75,62,11.34,8.914,-21.393298059964728,0.08653884503464238,Higher
Sacramento,Carmichael/Fair Oaks/Gold River,24,14,5.524,3.555,-35.644460535843585,0.09511427752666257,Lower
Sacramento,Central South Elk Grove/Franklin,12,13,3.021,3.11,2.9460443561734517,0.47122526404596354,Lower
Sacramento,Clarksburg/Hood/Isleton/Locke/Walnut Grove,NA,3,NA,9.043,NA,NA,No Diff
Sacramento,Clay/Galt/Herald/Wilton,8,5,4.804,2.846,-40.757701915070776,0.18087772712673034,Lower
Sacramento,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,35,36,5.487,5.388,-1.8042646254784072,0.4697975981774417,No Diff
Sacramento,Elk Grove/Laguna/Laguna West/Lakeside,12,24,3.292,6.156,86.99878493317132,0.03774780517516385,No Diff
Sacramento,Elverta/Natomas/North Highlands/Rio Linda,50,53,5.122,5.556,8.473252635689189,0.34252041478315665,No Diff
Sacramento,Florin/Fruitridge/Oak Park/Parkway/South Sacramento,68,76,11.2,11.57,3.3035714285714377,0.4238668786691945,Higher
Sacramento,Folsom/Orangevale,13,12,2.24,2.116,-5.53571428571429,0.44404683287733904,Lower
Sacramento,Freeport/Meadowview,51,58,11.62,13.75,18.330464716006894,0.19480861186780762,Higher
Sacramento,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,11,21,2.854,4.962,73.8612473721093,0.07319881888209567,No Diff
Sacramento,Rancho Murieta/Sloughhouse,1,1,1.033,0.9382,-9.177153920619544,0.47291885001862666,Lower
Sacramento,Vineyard,22,19,5.543,4.572,-17.517589752841424,0.2713355121129596,No Diff
San Benito,Hollister/Paicines/Panoche/San Juan Bautista,12,9,4.782,2.964,-38.01756587202008,0.14320766336712376,Lower
San Bernardino,Adelanto/Phelan/Pinon Hills/Victorville Northwest,30,27,11.64,8.375,-28.049828178694163,0.14262851348729155,Higher
San Bernardino,Apple Valley/Hesperia East,39,45,7.264,8.339,14.799008810572689,0.268400803223527,Higher
San Bernardino,Argus/Borosalvay/Trona,2,NA,40.47,NA,NA,NA,NA
San Bernardino,Baker/Harvard/Newberry Springs,1,1,3.327,3.96,19.02614968440036,0.45129601759664684,No Diff
San Bernardino,Barstow/Daggett/Lenwood/Nebo Center/Oro Grande/Yermo,14,25,5.678,10.14,78.58400845368088,0.04199589508944501,Higher
San Bernardino,Big Bear Lake/Fawnskin/Moorridge/Running Springs/Sugarloaf,5,5,3.635,4.897,34.71801925722147,0.32409565661644113,No Diff
San Bernardino,Big River/Needles,3,1,10.61,1.518,-85.6927426955702,0.09464867370025742,Lower
San Bernardino,Bloomington/Colton Central and West/Fontana South/Rialto South,60,51,8.159,6.678,-18.151734281161914,0.15258793752220723,No Diff
San Bernardino,Blue Jay/Crestline/Lake Arrowhead/Skyforest/Twin Peaks,5,4,4.574,4.551,-0.5028421512898926,0.4971923935773235,No Diff
San Bernardino,Cadiz/Twentynine Palms,1,8,1.342,7.787,480.25335320417287,0.020613426839665272,No Diff
San Bernardino,Chino Hills/Chino West Central/Los Serranos/Sleepy Hollow,17,13,2.524,1.774,-29.71473851030111,0.17160967185151965,Lower
San Bernardino,Chino Northeast/Fontana Southwest/Ontario South,25,25,3.342,3.181,-4.817474566128067,0.4318410243977907,Lower
San Bernardino,Colton Southeast/Grand Terrace/Loma Linda/Redlands North,15,28,2.641,5.642,113.63120030291557,0.009817018322189397,No Diff
San Bernardino,Fontana Central/Rialto Central,56,59,8.16,7.809,-4.3014705882352935,0.4104504096708209,Higher
San Bernardino,Fontana North/Rancho Cucamonga Northwest/Rialto Northeast,33,34,3.548,3.282,-7.497181510710259,0.37695093892929865,Lower
San Bernardino,Hesperia West/Mountain View Acres/Victorville Central and South,52,60,6.06,6.986,15.280528052805286,0.23180663374060217,Higher
San Bernardino,Highland/San Bernardino East,71,85,11.77,13.31,13.084112149532718,0.2258084190336611,Higher
San Bernardino,Joshua Tree/Landers/Morongo Valley/Rimrock/Yucca Valley,8,12,3.854,6.359,64.99740529320187,0.14512613292070786,No Diff
San Bernardino,Lucerne Valley,NA,2,NA,7.615,NA,NA,No Diff
San Bernardino,Lytle Creek/Wrightwood,1,NA,1.922,NA,NA,NA,NA
San Bernardino,Mentone/Redlands South/Yucaipa,16,17,3.085,3.716,20.45380875202594,0.29964205536869637,Lower
San Bernardino,Montclair/Ontario Northwest/Upland South,32,36,5.027,5.099,1.4322657648697048,0.4768707537757293,No Diff
San Bernardino,Muscoy/San Bernardino Central,120,104,17.53,16.15,-7.872219053051925,0.2770159747085428,Higher
San Bernardino,Ontario Northeast/Rancho Cucamonga South,30,20,5.683,4.021,-29.245117015660743,0.11623971671366207,No Diff
San Bernardino,Rancho Cucamonga Northwest/San Antonio Heights/Upland North,12,10,2.81,2.612,-7.046263345195729,0.4341381805884007,Lower
San Bernardino,USMC Air-Ground Combat Training Center,1,2,0.5087,1.646,223.56988401808525,NaN,NA
San Diego,Allied Gardens/Del Cerro/Grantville/Miramar/Tierrasanta,5,14,1.116,2.972,166.30824372759855,0.025394060805490115,Lower
San Diego,Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde,5,9,2.818,5.879,108.62313697657912,0.10820050315332119,No Diff
San Diego,Barona/Moreno,1,2,5.196,18.76,261.04695919938416,0.17060120997377148,No Diff
San Diego,Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa,15,14,2.639,2.491,-5.6081849185297346,0.44043775900354354,Lower
San Diego,Bonita/Chula Vista East/Eastlake/La Presa/Lynwood Hills/Rancho del Rey/Sunnyside/Sunny Vista,10,14,1.97,2.818,43.04568527918782,0.1961909049337659,Lower
San Diego,Bonsall/Camp Pendleton/Fallbrook/Live Oak Park/Rainbow/San Luis Rey Heights/Winterwarm,12,10,2.42,2.427,0.2892561983471123,0.4975700042636295,Lower
San Diego,Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs,4,4,7.668,10.12,31.977047470005203,0.36376375785811366,No Diff
San Diego,Bostonia/Glenview/Granite Hills/Hillsdale/Johnstown/Lakeside/Riverview/Winter Gardens,14,7,3.079,1.534,-50.17862942513804,0.06535283164388184,Lower
San Diego,Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate,1,6,2.395,17.98,650.7306889352818,0.03148106034600606,No Diff
San Diego,Calavo Gardens/Casa de Oro/Cottonwood/Grossmont/Homelands/Lemon Grove Central and North/Mount Helix/Rancho San Diego/Spring Valley,13,7,3.166,1.784,-43.651295009475675,0.10732052972967787,Lower
San Diego,Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South,10,11,1.273,1.208,-5.106048703849171,0.45390528684628084,Lower
San Diego,Carlsbad East/Encinitas East/Oceanside East,11,7,1.819,1.379,-24.189114898295763,0.283721061658894,Lower
San Diego,Carlton Hills/El Cajon North/Eucalyptus Hills/Lake Murray/Loma Portal/San Carlos/Santee,11,17,2.468,3.966,60.6969205834684,0.11374252993270628,No Diff
San Diego,Carmel Valley/Del Dios/Escondido South/Fairbanks Ranch/Poway Southeast/Rancho Bernardo Southeast/Rancho Penasquitos,7,7,0.9941,0.8084,-18.680213258223517,0.3528800341193189,Lower
San Diego,Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego,20,24,2.597,2.9,11.667308432807083,0.3599862552500328,Lower
San Diego,Chollas Creek/City Heights/East San Diego/North Park/Oak Park/South Park,34,24,6.508,4.704,-27.71972956361402,0.1122500755416429,No Diff
San Diego,Chula Vista Central and Northwest/National City West,21,10,4.953,2.786,-43.75126186149808,0.061906127123489973,Lower
San Diego,Civic Center/Coronado/Harbor Island/Imperial Beach East/Nestor West/Ocean Beach/Point Loma/Silver Strand,1,4,0.2125,0.9157,330.9176470588235,0.08301972089507059,Lower
San Diego,Clairemont/Fiesta Shores/Linda Vista/Mission Beach/Sorrento/University City,12,16,1.36,1.971,44.92647058823529,0.1724570545256846,Lower
San Diego,Cockatoo Grove/Eastlake Greens/Otay Mesa,28,15,3.973,1.945,-51.04455071734205,0.013720792252732372,Lower
San Diego,College Heights/Hillcrest Southeast/Kensington/Rolando North/University Heights,16,13,2.711,2.575,-5.016599040944289,0.44706978391606456,Lower
San Diego,Crown Point/Del Mar/La Jolla/Pacific Beach,4,7,1.049,1.751,66.92087702573879,0.21343022944498347,Lower
San Diego,Downtown/Golden Hill/Logan Heights,29,28,6.427,6.304,-1.9138011513925524,0.4724003884674368,No Diff
San Diego,Dulzura/Engineer Springs/Indian Springs/Jamacha/Jamul,3,5,3.123,5.414,73.35894972782579,0.22918918068782834,No Diff
San Diego,El Cajon Central and South/Fletcher Hills,12,23,2.783,5.24,88.28602227811714,0.03861460992795129,No Diff
San Diego,Encanto/Lemon Grove Northwest/Lincoln Acres/National City East/Paradise Hills Southwest,47,33,8.984,6.741,-24.966607301869995,0.10521343930784233,No Diff
San Diego,Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside,21,27,3.605,4.916,36.36615811373095,0.14534870233591113,No Diff
San Diego,Escondido Central and South/San Marcos Central and East,16,20,2.162,2.667,23.358001850138756,0.26778750165715715,Lower
San Diego,Escondido East/Hidden Meadows/Poway North,12,13,2.243,2.72,21.26616139099422,0.3183510985985635,Lower
San Diego,La Mesa/Rolando South,9,11,2.056,2.168,5.447470817120627,0.45355728712301957,Lower
San Diego,Lemon Grove South/Paradise Hills,31,17,7.403,4.129,-44.22531406186681,0.02632893464163344,No Diff
San Diego,Mira Mesa/Scripps Miramar Ranch,11,8,1.845,1.415,-23.30623306233062,0.2848969895501442,Lower
San Diego,Oceanside East/San Marcos West/Vista,13,19,1.929,2.756,42.87195438050802,0.1603905486049636,Lower
San Diego,Pala/Pauma Valley,NA,5,NA,15.4,NA,NA,No Diff
San Diego,Poway Central/Poway Grove/Rancho Bernardo Southwest/Sabre Springs,7,5,1.663,1.308,-21.346963319302464,0.343306496911545,Lower
San Diego,Ramona/Rock Haven/Rosemont,4,2,3.803,1.322,-65.23797002366553,0.1269427214184914,Lower
San Diego,Rincon/San Pasqual/Valley Center,2,2,3.071,2.971,-3.256268316509283,0.48711608974491927,No Diff
San Francisco,Bayview/Candlestick/Hunters Point/Portola/Visitacion Valley,89,66,21.21,15.85,-25.271098538425274,0.037088879421413035,Higher
San Francisco,Bernal Heights/Mission District/Potrero Hill,36,30,6.265,4.792,-23.511572226656025,0.15810612095560073,No Diff
San Francisco,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,26,14,4.797,2.599,-45.820304356889714,0.04421696858720747,Lower
San Francisco,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,52,32,9.355,4.829,-48.38054516301444,0.0031809952619086257,No Diff
San Francisco,Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff,7,9,1.561,2.01,28.763613068545794,0.3179866295640187,Lower
San Francisco,Excelsior/Glen Park/Ingleside/Lake Merced/Merced Heights/Ocean Beach South/Park Merced/Saint Francis Wood/Westwood Park,34,14,4.903,2.011,-58.98429532939016,0.0021436198004187723,Lower
San Francisco,Golden Gate Park/Parkside/Sunset/West Portal,6,5,1.538,1.115,-27.50325097529259,0.30139880204675285,Lower
San Francisco,Laurel Heights/Ocean Beach North/Richmond/Sutro Heights,9,6,1.659,0.8767,-47.15491259795058,0.12352330931119104,Lower
San Joaquin,Banta/Escalon/Ripon/Vernalis,7,6,2.733,2.186,-20.014635931211128,0.34636852898505777,Lower
San Joaquin,Farmington/Linden,2,1,8.438,4.197,-50.26072529035317,0.2814031439170084,No Diff
San Joaquin,French Camp/Stockton South/Stockton Southeast,144,150,20.31,21.03,3.5450516986706178,0.38400990476014873,Higher
San Joaquin,Lathrop/Manteca,16,22,4.27,4.936,15.59718969555036,0.3291841332284977,No Diff
San Joaquin,Lockeford/North Woodbridge,19,12,10.8,6.458,-40.2037037037037,0.08333910263799904,No Diff
San Joaquin,Lodi,12,17,3.814,5.333,39.826953329837444,0.18731937623851302,No Diff
San Joaquin,South Woodbridge/Thornton,5,4,3.954,3.411,-13.732928679817908,0.41341517712629705,No Diff
San Joaquin,Stockton North Central/Stockton Northeast,73,79,13.97,16.4,17.394416607015017,0.1685945211862585,Higher
San Joaquin,Stockton Northwest/Stockton West,35,33,8.019,7.887,-1.6460905349794308,0.4732224060198227,Higher
San Joaquin,Tracy,22,12,4.515,2.238,-50.431893687707635,0.02542099822289634,Lower
San Luis Obispo,Arroyo Grande/Nipomo/Oceano/Pismo Beach,3,9,0.6916,2.477,258.155002891845,0.030441874639484223,Lower
San Luis Obispo,Atascadero/Templeton,8,6,4.558,3.039,-33.32602018429135,0.2305025865609226,Lower
San Luis Obispo,Baywood/Cambria/Cayucos/Morro Bay/Los Osos,3,4,1.288,2.385,85.17080745341613,0.2367793113934874,Lower
San Luis Obispo,El Paso de Robles/Lake Nacimiento/San Miguel/Shandon,9,6,3.026,2.261,-25.280898876404486,0.2921725024801667,Lower
San Luis Obispo,San Luis Obispo,4,1,1.104,0.4101,-62.85326086956521,0.1657631194885123,Lower
San Mateo,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,9,4,2.374,0.826,-65.20640269587194,0.04702392551930401,Lower
San Mateo,Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands,3,5,0.708,1.219,72.17514124293787,0.23579144082086856,Lower
San Mateo,Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco,18,11,4.065,2.319,-42.95202952029521,0.07298941407181858,Lower
San Mateo,Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough,16,14,2.611,2.066,-20.873228648027588,0.263795412282256,Lower
San Mateo,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,6,5,1.591,1.198,-24.701445631678194,0.323094027823459,Lower
San Mateo,East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East,44,25,10.22,5.44,-46.771037181996086,0.006359318723989094,No Diff
San Mateo,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,NA,4,NA,3.372,NA,NA,No Diff
San Mateo,Foster City/Redwood Shores/San Mateo East,5,5,1.097,1.152,5.013673655423878,0.4699482578569568,Lower
San Mateo,Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar,4,6,2.482,3.114,25.463336019339227,0.36302459663725195,Lower
Santa Barbara,Buellton/Los Olivos/Santa Ynez/Solvang,1,2,1.824,1.614,-11.513157894736839,0.4613325223084819,Lower
Santa Barbara,Carpinteria/New Cuyama/Summerland/Toro Canyon,1,NA,1.081,NA,NA,NA,NA
Santa Barbara,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,1,11,0.1499,2.822,1782.5883922615076,0.001645612533224261,Lower
Santa Barbara,Goleta South/Isla Vista/Santa Barbara South,10,3,2.086,0.6583,-68.44199424736337,0.04354209827668232,Lower
Santa Barbara,Guadalupe,1,2,2.513,5.73,128.01432550736175,0.2502749611491323,No Diff
Santa Barbara,Lompoc/Mission Hills/Vandenberg,15,11,4.915,3.359,-31.65818921668362,0.17111053626062755,Lower
Santa Barbara,Los Alamos,1,NA,3.964,NA,NA,NA,NA
Santa Barbara,Orcutt/Santa Maria,30,35,4.469,5.12,14.56701722980532,0.2945372827918936,No Diff
Santa Clara,Alum Rock South/San Jose East,28,42,4.154,6.467,55.68127106403466,0.03570654045431809,No Diff
Santa Clara,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,17,9,2.452,1.409,-42.53670473083197,0.08715293917678124,Lower
Santa Clara,Berryessa/East San Jose/Milpitas East,25,25,3.988,3.842,-3.6609829488465375,0.4480367963138432,Lower
Santa Clara,Cambrian Village East/San Jose South Central,8,11,1.522,1.885,23.850197109067015,0.324243183754491,Lower
Santa Clara,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,8,10,1.849,1.916,3.6235803136830693,0.4709000294037736,Lower
Santa Clara,Cupertino/Rancho Rinconada/San Jose West/Saratoga,5,10,0.7562,1.908,152.3142025919069,0.05909977990754378,Lower
Santa Clara,Downtown San Jose,20,24,4.85,4.672,-3.670103092783504,0.4527491854020128,No Diff
Santa Clara,Evergreen/San Jose East Central,11,17,2.299,3.129,36.10265332753371,0.2137775941991188,Lower
Santa Clara,Gilroy/Morgan Hill/Rucker/San Martin,14,14,2.595,2.442,-5.895953757225434,0.4372200057048745,Lower
Santa Clara,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,5,4,0.7001,0.4835,-30.938437366090557,0.29479467788652913,Lower
Santa Clara,Milpitas West/Santa Clara Northeast,13,14,1.835,1.967,7.193460490463222,0.43169984476154677,Lower
Santa Clara,New Almaden/San Jose Southwest,6,12,1.195,2.504,109.5397489539749,0.0689442275365506,Lower
Santa Clara,San Jose Northwest,20,17,4.339,3.338,-23.0698317584697,0.21975293805940832,Lower
Santa Clara,San Jose Southeast,34,33,5.166,4.48,-13.27913279132791,0.2814730301315078,No Diff
Santa Clara,Santa Clara South and West,13,6,2.285,1.026,-55.09846827133479,0.05228599986176552,Lower
Santa Clara,Sunnyvale South,6,4,1.584,0.8703,-45.05681818181818,0.190142030813911,Lower
Santa Cruz,Amesti/Corralitos/Day Valley/Interlaken/Pajaro Dunes,6,2,4.411,1.625,-63.16028111539333,0.10004655759970638,Lower
Santa Cruz,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,22,14,3.195,2.02,-36.77621283255086,0.10029212246069008,Lower
Santa Cruz,Ben Lomond/Felton/Scotts Valley,2,4,0.8724,1.942,122.60430994956442,0.19087213273451697,Lower
Santa Cruz,Boulder Creek,3,1,3.826,2.196,-42.603240982749604,0.30338785172503846,No Diff
Santa Cruz,Freedom/Watsonville,13,19,4.473,6.63,48.222669349429914,0.13947895721848058,No Diff
Shasta,Anderson/Cottonwood/French Gulch/Happy Valley/Igo/Ono/Platina/Shasta,6,11,4.005,6.82,70.28714107365795,0.15302664967946344,No Diff
Shasta,Bella Vista/City of Shasta Lake,4,6,3.525,6.746,91.37588652482272,0.16960506170466338,No Diff
