  Year          Age             Female            Male           Total
     1956     60-64          3537203.22      3343701.70      6880904.92
     1956     65-69          2986126.54      2733452.54      5719579.08
     1956     70-74          2233696.23      1957673.49      4191369.72
     1956     75-79          1419252.73      1186766.18      2606018.91
     1956     80-84           832719.12       611071.40      1443790.52
     1956     85-89           353562.34       233842.30       587404.64
     1956     90-94            98714.01        57491.49       156205.50
     1956     95-99            19288.35         9799.88        29088.23
     1956    100-104            2507.74         1276.07         3783.81
     1956    105-109             515.33          281.17          796.50
     1956    110+                166.82          125.51          292.33
     1957        0           1928014.04      1997145.98      3925160.02
     1957      1-4           7471322.82      7741283.60     15212606.42
     1957      5-9           8620214.80      8934544.55     17554759.35
     1957     10-14          7077595.23      7337852.49     14415447.72
     1957     15-19          5710293.16      5649336.48     11359629.64
     1957     20-24          5286493.15      4874016.44     10160509.59
     1957     25-29          5828868.49      5605385.80     11434254.29
     1957     30-34          6250427.40      5965939.73     12216367.13
     1957     35-39          6159314.64      5883118.30     12042432.94
     1957     40-44          5687961.76      5499575.35     11187537.11
     1957     45-49          5250102.84      5112605.48     10362708.32
     1957     50-54          4519178.44      4431626.39      8950804.83
     1957     55-59          4025660.81      3891553.43      7917214.24
     1957     60-64          3602918.43      3372982.12      6975900.55
     1957     65-69          3062237.40      2778686.33      5840923.73
     1957     70-74          2310409.98      2013816.84      4324226.82
     1957     75-79          1474415.87      1221655.38      2696071.25
     1957     80-84           870060.74       630640.64      1500701.38
     1957     85-89           368934.29       241404.01       610338.30
     1957     90-94           105252.27        60648.79       165901.06
     1957     95-99            20633.35        10426.76        31060.11
     1957    100-104            2626.17         1300.35         3926.52
     1957    105-109             509.42          282.52          791.94
     1957    110+                178.91          114.75          293.66
     1958        0           1979375.92      2051155.26      4030531.18
     1958      1-4           7636536.27      7907167.80     15543704.07
     1958      5-9           8692050.88      9002538.59     17694589.47
     1958     10-14          7476786.57      7748474.71     15225261.28
     1958     15-19          5987466.26      5970041.11     11957507.37
     1958     20-24          5320099.14      4938659.28     10258758.42
     1958     25-29          5714317.81      5502832.88     11217150.69
     1958     30-34          6210963.89      5938484.93     12149448.82
     1958     35-39          6240449.38      5942044.33     12182493.71
     1958     40-44          5756080.91      5550062.52     11306143.43
     1958     45-49          5337945.34      5188101.37     10526046.71
     1958     50-54          4625308.36      4518610.46      9143918.82
     1958     55-59          4092286.12      3944591.77      8036877.89
     1958     60-64          3641209.58      3377181.47      7018391.05
     1958     65-69          3148121.91      2827849.37      5975971.28
     1958     70-74          2383633.13      2066843.44      4450476.57
     1958     75-79          1535040.23      1258550.71      2793590.94
     1958     80-84           896591.29       643009.13      1539600.42
     1958     85-89           386399.80       250856.83       637256.63
     1958     90-94           111150.47        63319.40       174469.87
     1958     95-99            21358.61        10654.12        32012.73
     1958    100-104            2697.39         1240.98         3938.37
     1958    105-109             506.68          263.73          770.41
     1958    110+                167.92          122.12          290.04
    1959-        0           1996399.12      2064922.37      4061321.48
    1959-      1-4           7789549.45      8063728.14     15853277.60
    1959-      5-9           8868829.24      9179378.66     18048207.90
    1959-     10-14          7766366.93      8040603.80     15806970.72
    1959-     15-19          6281859.74      6304272.21     12586131.95
    1959-     20-24          5405366.66      5076377.99     10481744.65
    1959-     25-29          5589826.35      5386114.44     10975940.79
    1959-     30-34          6159804.69      5895204.48     12055009.16
    1959-     35-39          6299445.13      5986679.27     12286124.40
    1959-     40-44          5817276.21      5590777.47     11408053.67
    1959-     45-49          5418019.61      5255757.98     10673777.59
    1959-     50-54          4729414.08      4603047.79      9332461.87
    1959-     55-59          4178668.17      4017785.33      8196453.50
    1959-     60-64          3672012.22      3378252.52      7050264.74
    1959-     65-69          3226280.40      2869672.41      6095952.81
    1959-     70-74          2459125.07      2120023.81      4579148.88
    1959-     75-79          1602156.45      1300281.68      2902438.14
    1959-     80-84           924606.75       654943.87      1579550.63
    1959-     85-89           402248.49       257426.06       659674.55
    1959-     90-94           117002.67        65820.19       182822.86
    1959-     95-99            22135.03        10914.18        33049.20
    1959-    100-104            2757.95         1280.89         4038.84
    1959-    105-109             485.94          253.71          739.65
    1959-    110+                168.58          113.86          282.44
    1959+        0           2008023.41      2077011.93      4085035.34
    1959+      1-4           7833524.54      8109534.03     15943058.57
    1959+      5-9           8916058.99      9228761.99     18144820.98
    1959+     10-14          7805152.80      8081035.42     15886188.22
    1959+     15-19          6311268.14      6343704.64     12654972.78
    1959+     20-24          5432657.22      5121356.32     10554013.54
    1959+     25-29          5621180.30      5420939.55     11042119.85
    1959+     30-34          6193192.49      5930815.05     12124007.54
    1959+     35-39          6330999.81      6021312.45     12352312.26
    1959+     40-44          5841920.11      5620226.55     11462146.66
    1959+     45-49          5436157.62      5281261.65     10717419.27
    1959+     50-54          4742350.40      4623003.01      9365353.41
    1959+     55-59          4189224.57      4033803.32      8223027.89
    1959+     60-64          3680354.59      3389013.88      7069368.47
    1959+     65-69          3232454.05      2876542.95      6108997.00
    1959+     70-74          2463243.56      2125966.45      4589210.01
    1959+     75-79          1604761.88      1303565.26      2908327.14
    1959+     80-84           926146.41       656812.46      1582958.87
    1959+     85-89           402858.40       258250.27       661108.67
    1959+     90-94           117180.07        66030.93       183211.00
    1959+     95-99            22168.59        10949.12        33117.71
    1959+    100-104            2762.13         1284.99         4047.12
    1959+    105-109             486.68          254.52          741.20
    1959+    110+                168.84          114.22          283.06
     1960        0           2014842.89      2080744.70      4095587.59
     1960      1-4           7944318.59      8218504.91     16162823.50
     1960      5-9           9130632.50      9447061.74     18577694.24
     1960     10-14          8147670.27      8426041.63     16573711.90
     1960     15-19          6537613.13      6584997.66     13122610.79
     1960     20-24          5523614.21      5252641.61     10776255.82
     1960     25-29          5537430.14      5338427.39     10875857.53
     1960     30-34          6116395.02      5860410.46     11976805.48
     1960     35-39          6383553.43      6064539.73     12448093.16
     1960     40-44          5908553.87      5665575.84     11574129.71
     1960     45-49          5503811.46      5339074.48     10842885.94
     1960     50-54          4848558.75      4713126.03      9561684.78
     1960     55-59          4280985.61      4108861.03      8389846.64
     1960     60-64          3719485.28      3403593.97      7123079.25
     1960     65-69          3306041.13      2915940.07      6221981.20
     1960     70-74          2539426.88      2174838.96      4714265.84
     1960     75-79          1676196.98      1348914.04      3025111.02
     1960     80-84           957815.35       671262.69      1629078.04
     1960     85-89           421021.05       266125.25       687146.30
     1960     90-94           124690.42        69669.42       194359.84
     1960     95-99            23088.13        11343.97        34432.10
     1960    100-104            3002.00         1359.52         4361.52
     1960    105-109             454.05          261.64          715.69
     1960    110+                169.99          110.27          280.26
     1961        0           2033211.78      2100291.69      4133503.47
     1961      1-4           8013231.88      8285272.13     16298504.01
     1961      5-9           9339401.63      9664108.56     19003510.19
     1961     10-14          8547474.23      8834244.33     17381718.56
     1961     15-19          6716986.48      6768471.70     13485458.18
     1961     20-24          5651235.62      5394747.95     11045983.57
     1961     25-29          5493950.68      5295956.16     10789906.84
     1961     30-34          6031372.59      5790397.25     11821769.84
     1961     35-39          6401997.26      6080002.74     12482000.00
     1961     40-44          5995134.26      5728597.27     11723731.53
     1961     45-49          5560243.70      5382044.33     10942288.03
     1961     50-54          4960241.19      4806128.77      9766369.96
     1961     55-59          4376493.02      4181602.74      8558095.76
     1961     60-64          3755414.19      3422132.33      7177546.52
     1961     65-69          3375617.04      2944663.22      6320280.26
     1961     70-74          2622477.60      2218828.55      4841306.15
     1961     75-79          1741999.83      1387644.09      3129643.92
     1961     80-84           996362.29       689905.76      1686268.05
     1961     85-89           441479.43       274990.99       716470.42
     1961     90-94           132657.19        73436.36       206093.55
     1961     95-99            23981.95        11710.43        35692.38
     1961    100-104            3208.06         1467.41         4675.47
     1961    105-109             449.74          253.56          703.30
     1961    110+                173.86          110.13          283.99
     1962        0           2029622.70      2098624.56      4128247.26
     1962      1-4           8047161.71      8320049.28     16367210.99
     1962      5-9           9542023.39      9877121.44     19419144.83
     1962     10-14          8759608.73      9055032.88     17814641.61
     1962     15-19          7086023.99      7151935.20     14237959.19
     1962     20-24          5855323.29      5582265.76     11437589.05
     1962     25-29          5472490.41      5276490.41     10748980.82
     1962     30-34          5929849.30      5711887.66     11641736.96
     1962     35-39          6381947.94      6065457.53     12447405.47
     1962     40-44          6098147.96      5806115.08     11904263.04
     1962     45-49          5608457.92      5410033.37     11018491.29
     1962     50-54          5069015.89      4890101.88      9959117.77
     1962     55-59          4491260.82      4266630.64      8757891.46
     1962     60-64          3787771.45      3442994.29      7230765.74
     1962     65-69          3431712.71      2954011.95      6385724.66
     1962     70-74          2715558.91      2262114.55      4977673.46
     1962     75-79          1803220.40      1419149.25      3222369.65
     1962     80-84          1030767.07       706189.62      1736956.69
     1962     85-89           463729.52       284533.06       748262.58
     1962     90-94           138167.36        75891.55       214058.91
     1962     95-99            25751.09        12289.08        38040.17
     1962    100-104            3385.27         1541.63         4926.90
     1962    105-109             464.03          266.26          730.29
     1962    110+                154.36          102.45          256.81
     1963        0           1988772.35      2059260.56      4048032.91
     1963      1-4           8041947.18      8315007.58     16356954.76
     1963      5-9           9737691.86     10081306.14     19818998.00
     1963     10-14          8829926.23      9131392.60     17961318.83
     1963     15-19          7512042.34      7606975.61     15119017.95
     1963     20-24          6159008.22      5866010.96     12025019.18
     1963     25-29          5501087.67      5294558.91     10795646.58
     1963     30-34          5821353.41      5625876.70     11447230.11
     1963     35-39          6329909.58      6023427.39     12353336.97
     1963     40-44          6204142.48      5891117.82     12095260.30
     1963     45-49          5657445.76      5435036.12     11092481.88
     1963     50-54          5160791.11      4957583.56     10118374.67
     1963     55-59          4623351.56      4364136.99      8987488.55
     1963     60-64          3826329.17      3469120.28      7295449.45
     1963     65-69          3474716.64      2953156.22      6427872.86
     1963     70-74          2806647.68      2299665.37      5106313.05
     1963     75-79          1860685.05      1443614.80      3304299.85
     1963     80-84          1073330.85       728412.23      1801743.08
     1963     85-89           477650.94       289172.02       766822.96
     1963     90-94           145768.46        78661.52       224429.98
     1963     95-99            27025.81        12677.17        39702.98
     1963    100-104            3494.48         1581.64         5076.12
     1963    105-109             463.73          229.55          693.28
     1963    110+                143.81           88.64          232.45
     1964        0           1952795.07      2026796.48      3979591.55
     1964      1-4           7997355.76      8276008.66     16273364.42
     1964      5-9           9883251.65     10232963.06     20116214.71
     1964     10-14          9012676.28      9325272.41     18337948.69
     1964     15-19          7828446.18      7953161.04     15781607.22
     1964     20-24          6481876.72      6188372.61     12670249.33
     1964     25-29          5585142.47      5364632.89     10949775.36
     1964     30-34          5712849.30      5533871.22     11246720.52
     1964     35-39          6254383.55      5959397.25     12213780.80
     1964     40-44          6294104.12      5966087.68     12260191.80
     1964     45-49          5715693.77      5466049.31     11181743.08
     1964     50-54          5241736.18      5016075.72     10257811.90
     1964     55-59          4754139.30      4460626.90      9214766.20
     1964     60-64          3877386.65      3504192.77      7381579.42
     1964     65-69          3513983.41      2954264.77      6468248.18
     1964     70-74          2889115.29      2327694.97      5216810.26
     1964     75-79          1918843.27      1466936.08      3385779.35
     1964     80-84          1116897.52       749023.11      1865920.63
     1964     85-89           492315.24       292160.27       784475.51
     1964     90-94           151141.59        79566.67       230708.26
     1964     95-99            27982.83        12929.83        40912.66
     1964    100-104            3555.96         1599.05         5155.01
     1964    105-109             457.93          214.51          672.44
     1964    110+                135.12           87.71          222.83
     1965        0           1894113.33      1964095.47      3858208.80
     1965      1-4           7923883.03      8211794.01     16135677.04
     1965      5-9           9976905.62     10330010.49     20306916.11
     1965     10-14          9235691.05      9562914.01     18798605.06
     1965     15-19          8196915.26      8341446.76     16538362.02
     1965     20-24          6733312.33      6441320.55     13174632.88
     1965     25-29          5681621.92      5456619.19     11138241.11
     1965     30-34          5631928.75      5460427.39     11092356.14
     1965     35-39          6166876.70      5876375.33     12043252.03
     1965     40-44          6350049.32      6010534.25     12360583.57
     1965     45-49          5787734.54      5508566.62     11296301.16
     1965     50-54          5319259.22      5069568.87     10388828.09
     1965     55-59          4869831.24      4544603.25      9414434.49
     1965     60-64          3948151.64      3554318.52      7502470.16
     1965     65-69          3556368.20      2964754.43      6521122.63
     1965     70-74          2957657.55      2344359.73      5302017.28
     1965     75-79          1980636.52      1489800.58      3470437.10
     1965     80-84          1170325.56       777268.76      1947594.32
     1965     85-89           511117.41       298860.82       809978.23
     1965     90-94           158876.35        82135.85       241012.20
     1965     95-99            30005.24        13754.45        43759.69
     1965    100-104            3663.89         1621.88         5285.77
     1965    105-109             474.51          240.26          714.77
     1965    110+                142.14           89.57          231.71
     1966        0           1798105.74      1864297.64      3662403.38
     1966      1-4           7782411.78      8070248.67     15852660.45
     1966      5-9          10058641.73     10417160.65     20475802.38
     1966     10-14          9460927.67      9802941.75     19263869.42
     1966     15-19          8614116.96      8753474.42     17367591.38
     1966     20-24          6919698.63      6590087.67     13509786.30
     1966     25-29          5807723.29      5566180.83     11373904.12
     1966     30-34          5592463.01      5408430.13     11000893.14
     1966     35-39          6075873.96      5781865.74     11857739.70
     1966     40-44          6370506.85      6018989.04     12389495.89
     1966     45-49          5876471.51      5564585.80     11441057.31
     1966     50-54          5394390.13      5119065.25     10513455.38
     1966     55-59          4965873.95      4612584.07      9578458.02
     1966     60-64          4042159.81      3621553.62      7663713.43
     1966     65-69          3600497.69      2980442.54      6580940.23
     1966     70-74          3009499.02      2347917.55      5357416.57
     1966     75-79          2044548.06      1511263.21      3555811.27
     1966     80-84          1213624.84       796547.57      2010172.41
     1966     85-89           535487.97       308014.31       843502.28
     1966     90-94           168141.98        84988.66       253130.64
     1966     95-99            32350.33        14702.73        47053.06
     1966    100-104            3814.72         1639.79         5454.51
     1966    105-109             488.66          270.71          759.37
     1966    110+                154.83           88.85          243.68
     1967        0           1718134.93      1784393.76      3502528.69
     1967      1-4           7550489.58      7831339.04     15381828.62
     1967      5-9          10094912.07     10458330.60     20553242.67
     1967     10-14          9682529.86     10038396.23     19720926.09
     1967     15-19          8839519.83      8961663.66     17801183.49
     1967     20-24          7287306.85      6803997.27     14091304.12
     1967     25-29          5997295.89      5735783.57     11733079.46
     1967     30-34          5582008.22      5374978.08     10956986.30
     1967     35-39          5981868.48      5683865.74     11665734.22
     1967     40-44          6359964.38      6003969.86     12363934.24
     1967     45-49          5981665.13      5640120.05     11621785.18
     1967     50-54          5468357.52      5165561.14     10633918.66
     1967     55-59          5043070.12      4665561.64      9708631.76
     1967     60-64          4162282.68      3708917.66      7871200.34
     1967     65-69          3646448.18      3000912.01      6647360.19
     1967     70-74          3046592.65      2342132.61      5388725.26
     1967     75-79          2113055.61      1535230.94      3648286.55
     1967     80-84          1258205.16       813090.78      2071295.94
     1967     85-89           556205.59       315394.73       871600.32
     1967     90-94           177059.99        87790.69       264850.68
     1967     95-99            33605.22        15186.20        48791.42
     1967    100-104            4054.31         1723.88         5778.19
     1967    105-109             472.42          271.46          743.88
     1967    110+                143.17           88.00          231.17
     1968        0           1670524.11      1737555.36      3408079.47
     1968      1-4           7278244.08      7550749.29     14828993.37
     1968      5-9          10054294.80     10419265.52     20473560.32
     1968     10-14          9895402.52     10265176.77     20160579.29
     1968     15-19          8925054.84      9065361.54     17990416.38
     1968     20-24          7714364.38      7096805.48     14811169.86
     1968     25-29          6279978.09      6005454.80     12285432.89
     1968     30-34          5622101.37      5392068.49     11014169.86
     1968     35-39          5881857.52      5581353.41     11463210.93
     1968     40-44          6320928.76      5965926.02     12286854.78
     1968     45-49          6093180.40      5723607.22     11816787.62
     1968     50-54          5545530.89      5210059.27     10755590.16
     1968     55-59          5102663.72      4705047.08      9807710.80
     1968     60-64          4300525.53      3811578.06      8112103.59
     1968     65-69          3698670.35      3027534.91      6726205.26
     1968     70-74          3073437.43      2331103.19      5404540.62
     1968     75-79          2181385.12      1557128.09      3738513.21
     1968     80-84          1297393.28       825429.11      2122822.39
     1968     85-89           584975.07       327498.51       912473.58
     1968     90-94           184547.36        89821.73       274369.09
     1968     95-99            36146.13        16091.46        52237.59
     1968    100-104            4419.06         1835.86         6254.92
     1968    105-109             535.39          277.26          812.65
     1968    110+                149.13           80.78          229.91
     1969        0           1659113.88      1730424.37      3389538.25
     1969      1-4           6995496.32      7258692.58     14254188.90
     1969      5-9           9978087.54     10350212.86     20328300.40
     1969     10-14         10059383.94     10440139.30     20499523.24
     1969     15-19          9124395.12      9282300.86     18406695.98
     1969     20-24          8017967.12      7394509.58     15412476.70
     1969     25-29          6575832.88      6297345.21     12873178.09
     1969     30-34          5713649.32      5468641.11     11182290.43
     1969     35-39          5776854.78      5478865.74     11255720.52
     1969     40-44          6258901.36      5901898.62     12160799.98
     1969     45-49          6189397.32      5792580.33     11981977.65
     1969     50-54          5630663.29      5261078.94     10891742.23
     1969     55-59          5151050.38      4735036.61      9886086.99
     1969     60-64          4438140.04      3914282.34      8352422.38
     1969     65-69          3763585.44      3061055.88      6824641.32
     1969     70-74          3095154.09      2320261.59      5415415.68
     1969     75-79          2241194.79      1571067.15      3812261.94
     1969     80-84          1356683.26       850474.17      2207157.43
     1969     85-89           612650.72       338535.70       951186.42
     1969     90-94           191034.64        91023.61       282058.25
     1969     95-99            37674.09        16304.84        53978.93
     1969    100-104            4755.92         1901.37         6657.29
     1969    105-109             552.75          274.72          827.47
     1969    110+                154.02           73.76          227.78
     1970        0           1694151.52      1766761.59      3460913.11
     1970      1-4           6774112.16      7035945.60     13810057.76
     1970      5-9           9849391.16     10231027.89     20080419.05
     1970     10-14         10179128.76     10568675.49     20747804.25
     1970     15-19          9376525.41      9550989.33     18927514.74
     1970     20-24          8366487.67      7808123.29     16174610.96
     1970     25-29          6806298.63      6556865.75     13363164.38
     1970     30-34          5820142.47      5577657.54     11397800.01
     1970     35-39          5701939.72      5414958.90     11116898.62
     1970     40-44          6185397.25      5838928.76     12024326.01
     1970     45-49          6254296.12      5841052.06     12095348.18
     1970     50-54          5731516.42      5332616.44     11064132.86
     1970     55-59          5199857.82      4763542.96      9963400.78
     1970     60-64          4564274.09      4007714.16      8571988.25
     1970     65-69          3843509.98      3110144.51      6953654.49
     1970     70-74          3124561.40      2319563.94      5444125.34
     1970     75-79          2283247.53      1574422.09      3857669.62
     1970     80-84          1412157.94       869201.57      2281359.51
     1970     85-89           646315.16       353279.75       999594.91
     1970     90-94           199465.53        93471.97       292937.50
     1970     95-99            39797.69        16690.51        56488.20
     1970    100-104            5181.45         2029.62         7211.07
     1970    105-109             576.49          291.50          867.99
     1970    110+                164.47           78.13          242.60
     1971        0           1738054.79      1817071.23      3555126.02
     1971      1-4           6692989.04      6957490.41     13650479.45
     1971      5-9           9638147.93     10018635.60     19656783.53
     1971     10-14         10287657.54     10687673.97     20975331.51
     1971     15-19          9628805.47      9844857.53     19473663.00
     1971     20-24          8786161.65      8356879.46     17143041.11
     1971     25-29          6988200.00      6778241.10     13766441.10
     1971     30-34          5954224.66      5721235.62     11675460.28
     1971     35-39          5672980.82      5393482.19     11066463.01
     1971     40-44          6105383.56      5788432.88     11893816.44
     1971     45-49          6278501.36      5855989.04     12134490.40
     1971     50-54          5843654.79      5423632.87     11267287.66
     1971     55-59          5250567.13      4796547.95     10047115.08
     1971     60-64          4681156.16      4093112.33      8774268.49
     1971     65-69          3925605.49      3172087.68      7097693.17
     1971     70-74          3162550.68      2328013.70      5490564.38
     1971     75-79          2339112.34      1590046.58      3929158.92
     1971     80-84          1469131.26       884603.74      2353735.00
     1971     85-89           679117.13       365603.17      1044720.30
     1971     90-94           213304.01        98845.72       312149.73
     1971     95-99            43243.98        17467.96        60711.94
     1971    100-104            5719.44         2196.88         7916.32
     1971    105-109             645.64          315.39          961.03
     1971    110+                170.46           76.84          247.30
     1972        0           1687306.85      1765789.04      3453095.89
     1972      1-4           6723093.16      6996616.43     13719709.59
     1972      5-9           9375632.87      9745616.43     19121249.30
     1972     10-14         10345501.38     10751501.37     21097002.75
     1972     15-19          9864339.72     10105857.53     19970197.25
     1972     20-24          9023490.41      8760728.77     17784219.18
     1972     25-29          7357309.58      7178353.42     14535663.00
     1972     30-34          6152317.81      5930336.99     12082654.80
     1972     35-39          5677531.51      5402041.10     11079572.61
     1972     40-44          6016372.60      5734419.18     11750791.78
     1972     45-49          6250923.28      5826430.13     12077353.41
     1972     50-54          5974202.74      5538180.82     11512383.56
     1972     55-59          5295556.17      4826032.88     10121589.05
     1972     60-64          4790643.83      4173106.85      8963750.68
     1972     65-69          4035194.53      3251128.78      7286323.31
     1972     70-74          3185010.96      2331495.89      5516506.85
     1972     75-79          2406572.61      1613016.44      4019589.05
     1972     80-84          1519618.59       898184.99      2417803.58
     1972     85-89           710492.55       374961.58      1085454.13
     1972     90-94           224991.38       102849.45       327840.83
     1972     95-99            46366.18        18177.63        64543.81
     1972    100-104            6037.14         2326.20         8363.34
     1972    105-109             700.54          326.06         1026.60
     1972    110+                185.22           75.82          261.04
     1973        0           1573380.82      1643375.34      3216756.16
     1973      1-4           6737947.95      7020950.68     13758898.63
     1973      5-9           9100613.70      9462106.84     18562720.54
     1973     10-14         10327449.31     10735956.15     21063405.46
     1973     15-19         10090780.83     10344295.89     20435076.72
     1973     20-24          9109243.83      8959816.44     18069060.27
     1973     25-29          7785865.75      7631890.41     15417756.16
     1973     30-34          6461528.77      6248534.25     12710063.02
     1973     35-39          5716073.98      5447583.56     11163657.54
     1973     40-44          5927383.56      5668901.37     11596284.93
     1973     45-49          6200939.72      5788465.75     11989405.47
     1973     50-54          6103150.68      5645613.69     11748764.37
     1973     55-59          5338561.65      4853041.10     10191602.75
     1973     60-64          4884112.33      4243084.93      9127197.26
     1973     65-69          4176191.79      3344627.41      7520819.20
     1973     70-74          3217578.08      2348049.32      5565627.40
     1973     75-79          2445032.88      1614487.67      4059520.55
     1973     80-84          1586411.62       922668.98      2509080.60
     1973     85-89           736835.94       382312.31      1119148.25
     1973     90-94           239794.26       107767.44       347561.70
     1973     95-99            48580.60        18778.89        67359.49
     1973    100-104            6443.37         2464.75         8908.12
     1973    105-109             747.47          318.45         1065.92
     1973    110+                165.09           85.86          250.95
     1974        0           1512953.42      1583460.27      3096413.69
     1974      1-4           6643794.51      6927293.14     13571087.65
     1974      5-9           8845186.31      9196665.75     18041852.06
     1974     10-14         10275408.21     10694430.13     20969838.34
     1974     15-19         10271715.07     10540241.10     20811956.17
     1974     20-24          9306797.25      9209868.49     18516665.74
     1974     25-29          8100997.26      7960509.59     16061506.85
     1974     30-34          6791375.34      6579873.97     13371249.31
     1974     35-39          5789126.04      5521117.82     11310243.86
     1974     40-44          5840879.45      5595898.63     11436778.08
     1974     45-49          6146410.95      5752435.61     11898846.56
     1974     50-54          6190087.67      5711567.12     11901654.79
     1974     55-59          5408630.14      4898583.56     10307213.70
     1974     60-64          4957589.04      4305084.93      9262673.97
     1974     65-69          4314687.68      3436123.30      7750810.98
     1974     70-74          3274076.71      2387057.54      5661134.25
     1974     75-79          2482569.87      1613509.59      4096079.46
     1974     80-84          1629182.33       931337.07      2560519.40
     1974     85-89           778232.01       396740.46      1174972.47
     1974     90-94           254395.26       112276.32       366671.58
     1974     95-99            50675.43        19119.20        69794.63
     1974    100-104            6677.95         2457.97         9135.92
     1974    105-109             761.49          331.73         1093.22
     1974    110+                171.21           89.61          260.82
     1975        0           1517558.90      1591060.27      3108619.17
     1975      1-4           6455690.41      6739191.77     13194882.18
     1975      5-9           8676852.05      9023358.90     17700210.95
     1975     10-14         10176821.91     10601816.42     20778638.33
     1975     15-19         10408158.91     10693178.08     21101336.99
     1975     20-24          9545857.52      9492405.47     19038262.99
     1975     25-29          8471016.44      8335517.81     16806534.25
     1975     30-34          7050334.24      6837832.87     13888167.11
     1975     35-39          5882630.15      5609123.30     11491753.45
     1975     40-44          5748367.12      5517386.30     11265753.42
     1975     45-49          6093443.83      5716967.12     11810410.95
     1975     50-54          6228517.80      5736000.00     11964517.80
     1975     55-59          5527194.52      4988161.64     10515356.16
     1975     60-64          5010556.17      4351542.47      9362098.64
     1975     65-69          4459709.59      3538657.54      7998367.13
     1975     70-74          3323057.54      2425046.58      5748104.12
     1975     75-79          2550616.44      1635049.32      4185665.76
     1975     80-84          1674893.16       944331.04      2619224.20
     1975     85-89           819836.40       408465.32      1228301.72
     1975     90-94           272061.04       118608.00       390669.04
     1975     95-99            53757.85        19898.83        73656.68
     1975    100-104            7065.03         2484.51         9549.54
     1975    105-109             817.15          353.54         1170.69
     1975    110+                177.25           91.83          269.08
     1976        0           1530978.08      1602972.60      3133950.68
     1976      1-4           6228186.29      6506671.22     12734857.51
     1976      5-9           8639545.21      8994561.64     17634106.85
     1976     10-14          9973621.92     10392109.58     20365731.50
     1976     15-19         10524158.91     10827690.41     21351849.32
     1976     20-24          9789309.58      9767347.94     19556657.52
     1976     25-29          8908682.20      8772178.09     17680860.29
     1976     30-34          7244197.25      7034706.85     14278904.10
     1976     35-39          6002698.64      5731712.34     11734410.98
     1976     40-44          5694484.93      5466975.34     11161460.27
     1976     45-49          6033893.15      5677926.03     11711819.18
     1976     50-54          6238509.58      5730986.30     11969495.88
     1976     55-59          5662175.34      5103153.42     10765328.76
     1976     60-64          5059578.09      4391065.76      9450643.85
     1976     65-69          4589646.57      3635608.22      8225254.79
     1976     70-74          3381602.75      2470578.09      5852180.84
     1976     75-79          2628095.89      1667539.73      4295635.62
     1976     80-84          1732049.88       963985.18      2696035.06
     1976     85-89           865988.56       420174.25      1286162.81
     1976     90-94           291237.26       124714.70       415951.96
     1976     95-99            59386.20        21549.35        80935.55
     1976    100-104            7728.40         2597.37        10325.77
     1976    105-109             875.29          370.73         1246.02
     1976    110+                171.67          106.73          278.40
     1977        0           1561104.11      1636619.18      3197723.29
     1977      1-4           6059852.04      6332852.04     12392704.08
     1977      5-9           8618898.64      8982906.84     17601805.48
     1977     10-14          9692608.21     10101594.51     19794202.72
     1977     15-19         10581498.64     10896498.63     21477997.27
     1977     20-24         10027342.46     10027364.38     20054706.84
     1977     25-29          9156498.63      9021506.85     18178005.48
     1977     30-34          7622838.35      7422353.42     15045191.77
     1977     35-39          6179284.94      5918298.63     12097583.57
     1977     40-44          5701032.88      5468027.40     11169060.28
     1977     45-49          5952383.56      5618410.96     11570794.52
     1977     50-54          6216430.13      5701432.87     11917863.00
     1977     55-59          5808726.02      5229693.15     11038419.17
     1977     60-64          5112567.13      4432547.95      9545115.08
     1977     65-69          4690128.76      3714608.22      8404736.98
     1977     70-74          3488189.05      2544624.67      6032813.72
     1977     75-79          2688068.50      1691526.03      4379594.53
     1977     80-84          1788354.09       982517.75      2770871.84
     1977     85-89           905236.81       429877.59      1335114.40
     1977     90-94           308814.63       128816.66       437631.29
     1977     95-99            63694.51        22842.02        86536.53
     1977    100-104            8305.14         2667.99        10973.13
     1977    105-109             888.33          382.02         1270.35
     1977    110+                166.44          107.49          273.93
     1978        0           1611534.25      1691030.14      3302564.39
     1978      1-4           6034076.70      6312591.77     12346668.47
     1978      5-9           8523339.72      8891843.83     17415183.55
     1978     10-14          9406106.85      9805093.15     19211200.00
     1978     15-19         10567964.38     10888479.44     21456443.82
     1978     20-24         10262802.74     10267293.15     20530095.89
     1978     25-29          9256775.34      9126279.45     18383054.79
     1978     30-34          8066879.45      7873383.56     15940263.01
     1978     35-39          6467504.11      6214512.33     12682016.44
     1978     40-44          5747093.15      5509586.30     11256679.45
     1978     45-49          5874402.74      5549901.37     11424304.11
     1978     50-54          6173452.05      5666972.60     11840424.65
     1978     55-59          5957682.18      5352142.46     11309824.64
     1978     60-64          5164073.98      4472561.65      9636635.63
     1978     65-69          4773098.63      3786087.67      8559186.30
     1978     70-74          3624684.94      2634120.56      6258805.50
     1978     75-79          2760630.14      1732084.93      4492715.07
     1978     80-84          1817079.40       984793.12      2801872.52
     1978     85-89           960259.46       448064.55      1408324.01
     1978     90-94           327694.70       133478.21       461172.91
     1978     95-99            69977.98        24698.47        94676.45
     1978    100-104            8929.11         2795.33        11724.44
