  Year          Age             Female            Male           Total
1980-1984      102             0.389042        0.406755        0.392837
1980-1984      103             0.405839        0.416101        0.408070
1980-1984      104             0.428794        0.390010        0.420267
1980-1984      105             0.406381        0.439963        0.413817
1980-1984      106             0.392075        0.434695        0.401409
1980-1984      107             0.412819        0.383558        0.406103
1980-1984      108             0.413786        0.412506        0.413482
1980-1984      109             0.390331        0.325125        0.372762
1980-1984      110+            0.412946        0.336409        0.385609
1985-1989        0             0.009271        0.011648        0.010487
1985-1989        1             0.000744        0.000856        0.000801
1985-1989        2             0.000462        0.000594        0.000529
1985-1989        3             0.000338        0.000466        0.000404
1985-1989        4             0.000276        0.000378        0.000328
1985-1989        5             0.000237        0.000312        0.000275
1985-1989        6             0.000214        0.000298        0.000257
1985-1989        7             0.000199        0.000266        0.000234
1985-1989        8             0.000193        0.000275        0.000235
1985-1989        9             0.000177        0.000265        0.000222
1985-1989       10             0.000166        0.000252        0.000210
1985-1989       11             0.000173        0.000280        0.000228
1985-1989       12             0.000187        0.000323        0.000257
1985-1989       13             0.000210        0.000388        0.000301
1985-1989       14             0.000270        0.000497        0.000387
1985-1989       15             0.000347        0.000670        0.000513
1985-1989       16             0.000467        0.000995        0.000738
1985-1989       17             0.000503        0.001211        0.000867
1985-1989       18             0.000549        0.001522        0.001046
1985-1989       19             0.000514        0.001545        0.001036
1985-1989       20             0.000507        0.001586        0.001055
1985-1989       21             0.000539        0.001672        0.001114
1985-1989       22             0.000533        0.001670        0.001109
1985-1989       23             0.000561        0.001693        0.001133
1985-1989       24             0.000555        0.001691        0.001128
1985-1989       25             0.000597        0.001693        0.001148
1985-1989       26             0.000610        0.001731        0.001172
1985-1989       27             0.000632        0.001770        0.001202
1985-1989       28             0.000688        0.001893        0.001291
1985-1989       29             0.000672        0.001806        0.001239
1985-1989       30             0.000718        0.001975        0.001345
1985-1989       31             0.000792        0.002045        0.001416
1985-1989       32             0.000842        0.002151        0.001493
1985-1989       33             0.000889        0.002263        0.001569
1985-1989       34             0.000928        0.002236        0.001578
1985-1989       35             0.000983        0.002415        0.001693
1985-1989       36             0.001072        0.002500        0.001778
1985-1989       37             0.001108        0.002597        0.001843
1985-1989       38             0.001269        0.002835        0.002040
1985-1989       39             0.001257        0.002690        0.001966
1985-1989       40             0.001421        0.002910        0.002154
1985-1989       41             0.001541        0.003135        0.002325
1985-1989       42             0.001721        0.003422        0.002559
1985-1989       43             0.001904        0.003638        0.002754
1985-1989       44             0.002034        0.003831        0.002919
1985-1989       45             0.002236        0.004256        0.003228
1985-1989       46             0.002503        0.004643        0.003551
1985-1989       47             0.002762        0.005011        0.003861
1985-1989       48             0.003187        0.005675        0.004401
1985-1989       49             0.003271        0.005737        0.004479
1985-1989       50             0.003657        0.006600        0.005088
1985-1989       51             0.004164        0.007356        0.005715
1985-1989       52             0.004624        0.008138        0.006327
1985-1989       53             0.004994        0.008903        0.006884
1985-1989       54             0.005361        0.009543        0.007376
1985-1989       55             0.005881        0.010786        0.008231
1985-1989       56             0.006383        0.011654        0.008902
1985-1989       57             0.006916        0.012530        0.009591
1985-1989       58             0.008020        0.014619        0.011150
1985-1989       59             0.008271        0.015189        0.011539
1985-1989       60             0.009243        0.017019        0.012865
1985-1989       61             0.010203        0.018543        0.014089
1985-1989       62             0.011335        0.020673        0.015659
1985-1989       63             0.012044        0.021943        0.016634
1985-1989       64             0.012801        0.023252        0.017598
1985-1989       65             0.014135        0.025947        0.019514
1985-1989       66             0.015306        0.027693        0.020919
1985-1989       67             0.016409        0.029675        0.022377
1985-1989       68             0.018194        0.033249        0.024879
1985-1989       69             0.019181        0.035326        0.026237
1985-1989       70             0.021182        0.038964        0.028882
1985-1989       71             0.023079        0.042497        0.031389
1985-1989       72             0.026160        0.047762        0.035270
1985-1989       73             0.028441        0.051369        0.038003
1985-1989       74             0.030282        0.055010        0.040400
1985-1989       75             0.033230        0.059020        0.043651
1985-1989       76             0.036728        0.064688        0.047815
1985-1989       77             0.039879        0.069836        0.051470
1985-1989       78             0.043994        0.076577        0.056354
1985-1989       79             0.048351        0.082991        0.061120
1985-1989       80             0.055312        0.093127        0.068913
1985-1989       81             0.060824        0.101269        0.074984
1985-1989       82             0.067897        0.110114        0.082258
1985-1989       83             0.075279        0.119495        0.089882
1985-1989       84             0.083994        0.130119        0.098757
1985-1989       85             0.093446        0.141498        0.108333
1985-1989       86             0.103830        0.153255        0.118634
1985-1989       87             0.115806        0.167393        0.130736
1985-1989       88             0.127424        0.182342        0.142793
1985-1989       89             0.141612        0.196193        0.156381
1985-1989       90             0.156713        0.213372        0.171555
1985-1989       91             0.171875        0.228664        0.186283
1985-1989       92             0.190751        0.250936        0.205558
1985-1989       93             0.210011        0.270639        0.224441
1985-1989       94             0.230376        0.289152        0.243896
1985-1989       95             0.251411        0.313493        0.265227
1985-1989       96             0.275122        0.339196        0.288915
1985-1989       97             0.295194        0.357879        0.308285
1985-1989       98             0.315746        0.376335        0.328069
1985-1989       99             0.342560        0.405787        0.355118
1985-1989      100             0.353712        0.410037        0.364599
1985-1989      101             0.385875        0.432615        0.394734
1985-1989      102             0.411066        0.452776        0.418899
1985-1989      103             0.430035        0.488935        0.440838
1985-1989      104             0.438844        0.474179        0.445348
1985-1989      105             0.450218        0.436373        0.447543
1985-1989      106             0.460856        0.456079        0.459896
1985-1989      107             0.511338        0.399781        0.487982
1985-1989      108             0.429019        0.519023        0.449723
1985-1989      109             0.371475        0.363280        0.369688
1985-1989      110+            0.493097        0.588304        0.513978
1990-1994        0             0.007935        0.009900        0.008941
1990-1994        1             0.000657        0.000741        0.000700
1990-1994        2             0.000410        0.000519        0.000466
1990-1994        3             0.000300        0.000406        0.000354
1990-1994        4             0.000243        0.000321        0.000283
1990-1994        5             0.000207        0.000273        0.000241
1990-1994        6             0.000192        0.000249        0.000221
1990-1994        7             0.000174        0.000227        0.000201
1990-1994        8             0.000168        0.000233        0.000201
1990-1994        9             0.000155        0.000212        0.000184
1990-1994       10             0.000148        0.000218        0.000184
1990-1994       11             0.000151        0.000232        0.000193
1990-1994       12             0.000174        0.000271        0.000223
1990-1994       13             0.000201        0.000357        0.000281
1990-1994       14             0.000271        0.000503        0.000390
1990-1994       15             0.000339        0.000706        0.000528
1990-1994       16             0.000446        0.001051        0.000758
1990-1994       17             0.000474        0.001282        0.000891
1990-1994       18             0.000522        0.001589        0.001069
1990-1994       19             0.000481        0.001604        0.001054
1990-1994       20             0.000481        0.001589        0.001046
1990-1994       21             0.000515        0.001678        0.001108
1990-1994       22             0.000500        0.001661        0.001091
1990-1994       23             0.000519        0.001640        0.001089
1990-1994       24             0.000535        0.001579        0.001064
1990-1994       25             0.000566        0.001627        0.001102
1990-1994       26             0.000595        0.001684        0.001142
1990-1994       27             0.000630        0.001766        0.001201
1990-1994       28             0.000675        0.001922        0.001300
1990-1994       29             0.000675        0.001882        0.001281
1990-1994       30             0.000734        0.002035        0.001386
1990-1994       31             0.000808        0.002156        0.001482
1990-1994       32             0.000829        0.002265        0.001546
1990-1994       33             0.000910        0.002396        0.001649
1990-1994       34             0.000963        0.002417        0.001690
1990-1994       35             0.001021        0.002568        0.001793
1990-1994       36             0.001105        0.002711        0.001903
1990-1994       37             0.001175        0.002849        0.002006
1990-1994       38             0.001334        0.003114        0.002215
1990-1994       39             0.001304        0.003013        0.002153
1990-1994       40             0.001425        0.003247        0.002327
1990-1994       41             0.001554        0.003470        0.002499
1990-1994       42             0.001681        0.003648        0.002652
1990-1994       43             0.001790        0.003789        0.002773
1990-1994       44             0.001924        0.003875        0.002890
1990-1994       45             0.002137        0.004174        0.003142
1990-1994       46             0.002400        0.004581        0.003471
1990-1994       47             0.002601        0.004889        0.003722
1990-1994       48             0.002974        0.005462        0.004190
1990-1994       49             0.003091        0.005489        0.004267
1990-1994       50             0.003413        0.006120        0.004737
1990-1994       51             0.003864        0.006744        0.005268
1990-1994       52             0.004233        0.007420        0.005784
1990-1994       53             0.004629        0.007975        0.006251
1990-1994       54             0.004904        0.008583        0.006687
1990-1994       55             0.005496        0.009619        0.007483
1990-1994       56             0.006034        0.010455        0.008158
1990-1994       57             0.006550        0.011358        0.008854
1990-1994       58             0.007531        0.013162        0.010221
1990-1994       59             0.007932        0.013566        0.010620
1990-1994       60             0.008719        0.015346        0.011841
1990-1994       61             0.009696        0.016727        0.013015
1990-1994       62             0.010515        0.018512        0.014266
1990-1994       63             0.011362        0.019751        0.015292
1990-1994       64             0.012097        0.021349        0.016375
1990-1994       65             0.013320        0.023545        0.017994
1990-1994       66             0.014496        0.025447        0.019461
1990-1994       67             0.015807        0.027529        0.021086
1990-1994       68             0.017488        0.030572        0.023323
1990-1994       69             0.018552        0.032609        0.024753
1990-1994       70             0.020338        0.035331        0.026907
1990-1994       71             0.022226        0.038409        0.029275
1990-1994       72             0.024497        0.041334        0.031779
1990-1994       73             0.026892        0.045842        0.034945
1990-1994       74             0.028895        0.049463        0.037490
1990-1994       75             0.031426        0.053355        0.040446
1990-1994       76             0.034819        0.058764        0.044534
1990-1994       77             0.037976        0.064064        0.048334
1990-1994       78             0.041078        0.068835        0.051827
1990-1994       79             0.045576        0.074989        0.056705
1990-1994       80             0.052335        0.086762        0.064972
1990-1994       81             0.057904        0.094595        0.070990
1990-1994       82             0.064406        0.103458        0.077922
1990-1994       83             0.071662        0.113418        0.085655
1990-1994       84             0.079088        0.123398        0.093443
1990-1994       85             0.087944        0.135102        0.102696
1990-1994       86             0.097837        0.146991        0.112660
1990-1994       87             0.108509        0.159133        0.123202
1990-1994       88             0.120047        0.173488        0.134961
1990-1994       89             0.134434        0.189598        0.149212
1990-1994       90             0.148815        0.206266        0.163572
1990-1994       91             0.163702        0.221941        0.178044
1990-1994       92             0.183104        0.243102        0.197239
1990-1994       93             0.203059        0.266221        0.217324
1990-1994       94             0.223008        0.287766        0.237011
1990-1994       95             0.243122        0.310694        0.257144
1990-1994       96             0.266150        0.337197        0.280304
1990-1994       97             0.288645        0.363682        0.302960
1990-1994       98             0.310972        0.386818        0.324780
1990-1994       99             0.335827        0.400787        0.347173
1990-1994      100             0.366708        0.430130        0.377464
1990-1994      101             0.392023        0.460753        0.403346
1990-1994      102             0.417020        0.482366        0.427523
1990-1994      103             0.434593        0.506178        0.445809
1990-1994      104             0.458788        0.514837        0.467397
1990-1994      105             0.480945        0.511847        0.485736
1990-1994      106             0.474765        0.443740        0.469710
1990-1994      107             0.483189        0.546221        0.493896
1990-1994      108             0.470181        0.399496        0.457416
1990-1994      109             0.492694        0.448033        0.483697
1990-1994      110+            0.516967        0.529237        0.519554
1995-1999        0             0.006810        0.008266        0.007555
1995-1999        1             0.000524        0.000612        0.000569
1995-1999        2             0.000327        0.000425        0.000377
1995-1999        3             0.000258        0.000327        0.000293
1995-1999        4             0.000203        0.000255        0.000230
1995-1999        5             0.000179        0.000236        0.000208
1995-1999        6             0.000161        0.000207        0.000185
1995-1999        7             0.000160        0.000197        0.000179
1995-1999        8             0.000149        0.000194        0.000172
1995-1999        9             0.000141        0.000183        0.000162
1995-1999       10             0.000144        0.000190        0.000168
1995-1999       11             0.000151        0.000205        0.000178
1995-1999       12             0.000165        0.000244        0.000205
1995-1999       13             0.000185        0.000311        0.000249
1995-1999       14             0.000239        0.000412        0.000328
1995-1999       15             0.000294        0.000559        0.000430
1995-1999       16             0.000424        0.000858        0.000648
1995-1999       17             0.000466        0.001061        0.000774
1995-1999       18             0.000479        0.001339        0.000920
1995-1999       19             0.000459        0.001413        0.000947
1995-1999       20             0.000460        0.001417        0.000949
1995-1999       21             0.000462        0.001522        0.001004
1995-1999       22             0.000480        0.001451        0.000976
1995-1999       23             0.000481        0.001436        0.000967
1995-1999       24             0.000482        0.001380        0.000937
1995-1999       25             0.000513        0.001362        0.000943
1995-1999       26             0.000530        0.001384        0.000960
1995-1999       27             0.000572        0.001403        0.000991
1995-1999       28             0.000601        0.001442        0.001024
1995-1999       29             0.000631        0.001496        0.001065
1995-1999       30             0.000669        0.001543        0.001109
1995-1999       31             0.000759        0.001715        0.001239
1995-1999       32             0.000792        0.001799        0.001297
1995-1999       33             0.000862        0.001895        0.001379
1995-1999       34             0.000921        0.001990        0.001457
1995-1999       35             0.000990        0.002064        0.001529
1995-1999       36             0.001081        0.002217        0.001647
1995-1999       37             0.001180        0.002358        0.001766
1995-1999       38             0.001299        0.002549        0.001920
1995-1999       39             0.001342        0.002628        0.001981
1995-1999       40             0.001438        0.002792        0.002112
1995-1999       41             0.001602        0.003130        0.002358
1995-1999       42             0.001695        0.003274        0.002476
1995-1999       43             0.001871        0.003572        0.002708
1995-1999       44             0.001976        0.003757        0.002856
1995-1999       45             0.002092        0.003986        0.003028
1995-1999       46             0.002291        0.004354        0.003304
1995-1999       47             0.002487        0.004630        0.003539
1995-1999       48             0.002771        0.005002        0.003865
1995-1999       49             0.002923        0.005167        0.004024
1995-1999       50             0.003167        0.005457        0.004291
1995-1999       51             0.003550        0.006173        0.004833
1995-1999       52             0.003963        0.006640        0.005271
1995-1999       53             0.004369        0.007364        0.005826
1995-1999       54             0.004658        0.007837        0.006206
1995-1999       55             0.005169        0.008640        0.006854
1995-1999       56             0.005777        0.009555        0.007603
1995-1999       57             0.006252        0.010351        0.008224
1995-1999       58             0.006943        0.011475        0.009121
1995-1999       59             0.007457        0.012322        0.009788
1995-1999       60             0.008135        0.013516        0.010700
1995-1999       61             0.009248        0.015235        0.012100
1995-1999       62             0.010150        0.016693        0.013251
1995-1999       63             0.011010        0.017988        0.014304
1995-1999       64             0.011849        0.019582        0.015468
1995-1999       65             0.013027        0.021238        0.016842
1995-1999       66             0.014001        0.023037        0.018168
1995-1999       67             0.015007        0.024751        0.019477
1995-1999       68             0.016651        0.027613        0.021647
1995-1999       69             0.018196        0.030197        0.023594
1995-1999       70             0.019735        0.032946        0.025576
1995-1999       71             0.022128        0.036384        0.028412
1995-1999       72             0.024283        0.039373        0.030863
1995-1999       73             0.026262        0.042083        0.033108
1995-1999       74             0.028237        0.045558        0.035614
1995-1999       75             0.030829        0.049712        0.038757
1995-1999       76             0.033947        0.054230        0.042351
1995-1999       77             0.037610        0.059496        0.046541
1995-1999       78             0.041291        0.065283        0.050863
1995-1999       79             0.045593        0.071234        0.055584
1995-1999       80             0.052784        0.082126        0.063923
1995-1999       81             0.058278        0.090493        0.070194
1995-1999       82             0.065063        0.099932        0.077586
1995-1999       83             0.072141        0.110715        0.085559
1995-1999       84             0.080614        0.121197        0.094240
1995-1999       85             0.089567        0.133651        0.103815
1995-1999       86             0.100409        0.146951        0.114862
1995-1999       87             0.112102        0.160499        0.126515
1995-1999       88             0.124323        0.175832        0.138996
1995-1999       89             0.138561        0.192844        0.153335
1995-1999       90             0.154795        0.210848        0.169356
1995-1999       91             0.171739        0.229927        0.186154
1995-1999       92             0.190729        0.251638        0.205079
1995-1999       93             0.210294        0.274789        0.224738
1995-1999       94             0.233994        0.297761        0.247560
1995-1999       95             0.257180        0.321753        0.270204
1995-1999       96             0.281524        0.348141        0.294264
1995-1999       97             0.306794        0.377583        0.319581
1995-1999       98             0.333697        0.397184        0.344566
1995-1999       99             0.354322        0.424509        0.365736
1995-1999      100             0.390557        0.466946        0.402326
1995-1999      101             0.419396        0.484926        0.428998
1995-1999      102             0.455621        0.519494        0.464651
1995-1999      103             0.465110        0.566276        0.478802
1995-1999      104             0.504459        0.536196        0.508620
1995-1999      105             0.537372        0.541179        0.537875
1995-1999      106             0.553909        0.558574        0.554534
1995-1999      107             0.596810        0.538907        0.588517
1995-1999      108             0.609968        0.544873        0.600089
1995-1999      109             0.606537        0.531730        0.594671
1995-1999      110+            0.525713        0.868901        0.573300
2000-2004        0             0.006311        0.007759        0.007051
2000-2004        1             0.000448        0.000540        0.000495
2000-2004        2             0.000291        0.000366        0.000329
2000-2004        3             0.000209        0.000278        0.000245
2000-2004        4             0.000177        0.000225        0.000201
2000-2004        5             0.000156        0.000193        0.000175
2000-2004        6             0.000135        0.000175        0.000155
2000-2004        7             0.000133        0.000157        0.000146
2000-2004        8             0.000125        0.000160        0.000143
2000-2004        9             0.000129        0.000156        0.000143
2000-2004       10             0.000126        0.000173        0.000150
2000-2004       11             0.000131        0.000178        0.000155
2000-2004       12             0.000139        0.000214        0.000177
2000-2004       13             0.000169        0.000253        0.000212
2000-2004       14             0.000207        0.000327        0.000269
2000-2004       15             0.000255        0.000451        0.000356
2000-2004       16             0.000367        0.000704        0.000540
2000-2004       17             0.000414        0.000902        0.000666
2000-2004       18             0.000462        0.001180        0.000833
2000-2004       19             0.000452        0.001335        0.000907
2000-2004       20             0.000457        0.001357        0.000919
2000-2004       21             0.000485        0.001447        0.000977
2000-2004       22             0.000470        0.001424        0.000957
2000-2004       23             0.000474        0.001399        0.000944
2000-2004       24             0.000489        0.001394        0.000948
2000-2004       25             0.000494        0.001352        0.000929
2000-2004       26             0.000524        0.001379        0.000956
2000-2004       27             0.000544        0.001354        0.000953
2000-2004       28             0.000564        0.001340        0.000955
2000-2004       29             0.000609        0.001387        0.001001
2000-2004       30             0.000625        0.001369        0.001000
2000-2004       31             0.000668        0.001441        0.001057
2000-2004       32             0.000733        0.001475        0.001106
2000-2004       33             0.000797        0.001562        0.001181
2000-2004       34             0.000864        0.001647        0.001256
2000-2004       35             0.000943        0.001773        0.001359
2000-2004       36             0.001023        0.001881        0.001452
2000-2004       37             0.001134        0.002049        0.001590
2000-2004       38             0.001235        0.002215        0.001723
2000-2004       39             0.001373        0.002358        0.001863
2000-2004       40             0.001495        0.002573        0.002031
2000-2004       41             0.001611        0.002788        0.002195
2000-2004       42             0.001749        0.002998        0.002369
2000-2004       43             0.001932        0.003275        0.002597
2000-2004       44             0.002070        0.003549        0.002802
2000-2004       45             0.002252        0.003830        0.003031
2000-2004       46             0.002415        0.004203        0.003297
2000-2004       47             0.002582        0.004558        0.003555
2000-2004       48             0.002775        0.004952        0.003846
2000-2004       49             0.003014        0.005275        0.004124
2000-2004       50             0.003227        0.005681        0.004430
2000-2004       51             0.003456        0.006067        0.004735
2000-2004       52             0.003743        0.006503        0.005093
2000-2004       53             0.004067        0.006902        0.005453
2000-2004       54             0.004448        0.007415        0.005896
2000-2004       55             0.004847        0.008086        0.006424
2000-2004       56             0.005298        0.008715        0.006959
2000-2004       57             0.005850        0.009453        0.007596
2000-2004       58             0.006483        0.010391        0.008371
2000-2004       59             0.007103        0.011355        0.009150
2000-2004       60             0.007773        0.012443        0.010012
2000-2004       61             0.008494        0.013395        0.010838
2000-2004       62             0.009330        0.014772        0.011923
2000-2004       63             0.010138        0.015960        0.012902
2000-2004       64             0.011185        0.017407        0.014127
2000-2004       65             0.012081        0.018832        0.015256
2000-2004       66             0.013184        0.020376        0.016546
2000-2004       67             0.014499        0.022364        0.018152
2000-2004       68             0.015665        0.024251        0.019625
2000-2004       69             0.017110        0.026615        0.021460
2000-2004       70             0.018938        0.029083        0.023538
2000-2004       71             0.020469        0.031534        0.025449
2000-2004       72             0.022632        0.034655        0.027986
2000-2004       73             0.024654        0.037983        0.030528
2000-2004       74             0.027152        0.041182        0.033256
2000-2004       75             0.030037        0.045596        0.036704
2000-2004       76             0.032940        0.049665        0.039998
2000-2004       77             0.036290        0.054239        0.043743
2000-2004       78             0.040038        0.059432        0.047955
2000-2004       79             0.044418        0.065792        0.052989
2000-2004       80             0.051624        0.075548        0.060988
2000-2004       81             0.057096        0.083232        0.067108
2000-2004       82             0.064152        0.092413        0.074721
2000-2004       83             0.071498        0.102374        0.082741
2000-2004       84             0.080437        0.113630        0.092161
2000-2004       85             0.089777        0.125246        0.101892
2000-2004       86             0.100675        0.140640        0.113829
2000-2004       87             0.113177        0.154837        0.126334
2000-2004       88             0.126225        0.171404        0.139871
2000-2004       89             0.141746        0.190466        0.155775
2000-2004       90             0.157438        0.208846        0.171502
2000-2004       91             0.176442        0.228843        0.190039
2000-2004       92             0.196488        0.253454        0.210489
2000-2004       93             0.220073        0.278528        0.233643
2000-2004       94             0.242180        0.306894        0.256319
2000-2004       95             0.268050        0.329670        0.280746
2000-2004       96             0.293377        0.365155        0.307293
2000-2004       97             0.320802        0.382531        0.332060
2000-2004       98             0.349032        0.416642        0.360657
2000-2004       99             0.374167        0.443836        0.385492
2000-2004      100             0.408679        0.476101        0.418977
2000-2004      101             0.441249        0.510907        0.451231
2000-2004      102             0.470241        0.525439        0.477763
2000-2004      103             0.495170        0.551204        0.502321
2000-2004      104             0.540348        0.591827        0.546645
2000-2004      105             0.577931        0.620903        0.582974
2000-2004      106             0.599172        0.646059        0.604546
2000-2004      107             0.612626        0.543804        0.604174
2000-2004      108             0.657303        0.618278        0.652001
2000-2004      109             0.590310        0.651479        0.599157
2000-2004      110+            0.650165        0.801620        0.667362
2005-2009        0             0.006211        0.007577        0.006909
2005-2009        1             0.000428        0.000505        0.000468
2005-2009        2             0.000261        0.000333        0.000298
2005-2009        3             0.000190        0.000249        0.000220
2005-2009        4             0.000154        0.000194        0.000175
2005-2009        5             0.000134        0.000168        0.000152
2005-2009        6             0.000132        0.000146        0.000139
2005-2009        7             0.000115        0.000141        0.000128
2005-2009        8             0.000112        0.000142        0.000127
2005-2009        9             0.000115        0.000138        0.000127
2005-2009       10             0.000111        0.000134        0.000123
2005-2009       11             0.000116        0.000154        0.000136
2005-2009       12             0.000120        0.000162        0.000142
2005-2009       13             0.000140        0.000214        0.000178
2005-2009       14             0.000171        0.000282        0.000228
2005-2009       15             0.000217        0.000399        0.000311
2005-2009       16             0.000298        0.000586        0.000446
2005-2009       17             0.000347        0.000799        0.000580
2005-2009       18             0.000412        0.001096        0.000764
2005-2009       19             0.000429        0.001244        0.000847
2005-2009       20             0.000431        0.001313        0.000883
2005-2009       21             0.000473        0.001434        0.000966
2005-2009       22             0.000469        0.001445        0.000970
2005-2009       23             0.000483        0.001450        0.000977
2005-2009       24             0.000502        0.001451        0.000985
2005-2009       25             0.000512        0.001429        0.000976
2005-2009       26             0.000541        0.001437        0.000991
2005-2009       27             0.000554        0.001444        0.000999
2005-2009       28             0.000591        0.001441        0.001018
2005-2009       29             0.000633        0.001469        0.001054
2005-2009       30             0.000644        0.001444        0.001048
2005-2009       31             0.000685        0.001504        0.001096
2005-2009       32             0.000734        0.001487        0.001111
2005-2009       33             0.000764        0.001534        0.001149
2005-2009       34             0.000822        0.001616        0.001219
2005-2009       35             0.000903        0.001675        0.001289
2005-2009       36             0.000960        0.001733        0.001345
2005-2009       37             0.001040        0.001882        0.001460
2005-2009       38             0.001141        0.002005        0.001571
2005-2009       39             0.001265        0.002126        0.001694
2005-2009       40             0.001390        0.002325        0.001855
2005-2009       41             0.001517        0.002535        0.002023
2005-2009       42             0.001660        0.002789        0.002221
2005-2009       43             0.001846        0.003007        0.002422
2005-2009       44             0.002033        0.003325        0.002672
2005-2009       45             0.002197        0.003608        0.002894
2005-2009       46             0.002389        0.003907        0.003140
2005-2009       47             0.002621        0.004235        0.003418
2005-2009       48             0.002834        0.004625        0.003717
2005-2009       49             0.003036        0.005054        0.004030
2005-2009       50             0.003311        0.005543        0.004407
2005-2009       51             0.003523        0.005964        0.004721
2005-2009       52             0.003810        0.006537        0.005144
2005-2009       53             0.004009        0.007006        0.005474
2005-2009       54             0.004280        0.007452        0.005827
2005-2009       55             0.004609        0.008106        0.006306
2005-2009       56             0.004925        0.008493        0.006658
2005-2009       57             0.005333        0.009145        0.007181
2005-2009       58             0.005787        0.009728        0.007695
2005-2009       59             0.006332        0.010444        0.008319
2005-2009       60             0.007009        0.011458        0.009151
2005-2009       61             0.007551        0.012048        0.009715
2005-2009       62             0.008333        0.013225        0.010677
2005-2009       63             0.009170        0.014454        0.011693
2005-2009       64             0.009989        0.015735        0.012722
2005-2009       65             0.010882        0.016935        0.013744
2005-2009       66             0.011739        0.018197        0.014783
2005-2009       67             0.012869        0.019581        0.016020
2005-2009       68             0.013928        0.021118        0.017285
2005-2009       69             0.015319        0.023100        0.018927
2005-2009       70             0.016906        0.025285        0.020763
2005-2009       71             0.018396        0.027266        0.022456
2005-2009       72             0.020318        0.029973        0.024693
2005-2009       73             0.022329        0.032965        0.027109
2005-2009       74             0.024662        0.035882        0.029656
2005-2009       75             0.027218        0.039812        0.032753
2005-2009       76             0.029758        0.042940        0.035495
2005-2009       77             0.033002        0.047720        0.039318
2005-2009       78             0.036567        0.052469        0.043288
2005-2009       79             0.040363        0.057627        0.047531
2005-2009       80             0.046812        0.066624        0.054872
2005-2009       81             0.052113        0.073936        0.060793
2005-2009       82             0.058574        0.081875        0.067628
2005-2009       83             0.065345        0.090732        0.074970
2005-2009       84             0.073121        0.100975        0.083418
2005-2009       85             0.082505        0.112492        0.093299
2005-2009       86             0.092879        0.125276        0.104197
2005-2009       87             0.103926        0.139140        0.115829
2005-2009       88             0.117545        0.155124        0.129792
2005-2009       89             0.131685        0.173164        0.144644
2005-2009       90             0.147955        0.192210        0.161147
2005-2009       91             0.165798        0.213746        0.179380
2005-2009       92             0.185971        0.237305        0.199723
2005-2009       93             0.206501        0.263335        0.220836
2005-2009       94             0.229083        0.291009        0.243707
2005-2009       95             0.254699        0.318842        0.268831
2005-2009       96             0.279179        0.340171        0.291731
2005-2009       97             0.306884        0.375624        0.320077
2005-2009       98             0.336022        0.399592        0.347386
2005-2009       99             0.360129        0.432170        0.372172
2005-2009      100             0.394818        0.469261        0.406305
2005-2009      101             0.433034        0.519068        0.445456
2005-2009      102             0.454458        0.512783        0.462276
2005-2009      103             0.493414        0.552964        0.501011
2005-2009      104             0.523659        0.606928        0.533783
2005-2009      105             0.556621        0.608197        0.562741
2005-2009      106             0.588414        0.723132        0.603235
2005-2009      107             0.586605        0.540269        0.581692
2005-2009      108             0.657422        0.477648        0.637054
2005-2009      109             0.628980        0.483883        0.609524
2005-2009      110+            0.724230        0.828533        0.737422
2010-2014        0             0.005462        0.006554        0.006020
2010-2014        1             0.000380        0.000442        0.000411
2010-2014        2             0.000225        0.000299        0.000263
2010-2014        3             0.000169        0.000225        0.000198
2010-2014        4             0.000138        0.000185        0.000162
2010-2014        5             0.000119        0.000146        0.000133
2010-2014        6             0.000106        0.000127        0.000116
2010-2014        7             0.000094        0.000128        0.000112
2010-2014        8             0.000099        0.000123        0.000111
2010-2014        9             0.000095        0.000124        0.000110
2010-2014       10             0.000094        0.000117        0.000106
2010-2014       11             0.000098        0.000134        0.000116
2010-2014       12             0.000110        0.000149        0.000130
2010-2014       13             0.000126        0.000184        0.000156
2010-2014       14             0.000152        0.000240        0.000197
2010-2014       15             0.000180        0.000319        0.000251
2010-2014       16             0.000230        0.000466        0.000351
2010-2014       17             0.000269        0.000615        0.000447
2010-2014       18             0.000322        0.000871        0.000604
2010-2014       19             0.000362        0.000999        0.000689
2010-2014       20             0.000387        0.001080        0.000742
2010-2014       21             0.000428        0.001216        0.000831
2010-2014       22             0.000446        0.001282        0.000873
2010-2014       23             0.000461        0.001286        0.000882
2010-2014       24             0.000487        0.001321        0.000912
2010-2014       25             0.000508        0.001326        0.000925
2010-2014       26             0.000547        0.001364        0.000962
2010-2014       27             0.000549        0.001360        0.000959
2010-2014       28             0.000595        0.001391        0.000997
2010-2014       29             0.000635        0.001430        0.001035
2010-2014       30             0.000668        0.001445        0.001058
2010-2014       31             0.000701        0.001500        0.001102
2010-2014       32             0.000748        0.001504        0.001127
2010-2014       33             0.000787        0.001557        0.001173
2010-2014       34             0.000846        0.001610        0.001228
2010-2014       35             0.000916        0.001644        0.001280
2010-2014       36             0.000964        0.001708        0.001335
2010-2014       37             0.001025        0.001779        0.001400
2010-2014       38             0.001108        0.001857        0.001481
2010-2014       39             0.001190        0.001988        0.001586
2010-2014       40             0.001289        0.002121        0.001703
2010-2014       41             0.001403        0.002277        0.001838
2010-2014       42             0.001550        0.002455        0.002000
