TRACT,STATE_FIPS,CNTY_FIPS,TRACT_CODE,GEOID,COUNTY,TRACT_ID,MSSA_ID,MSSA_NAME,AREA_SQMI,POP2000,POP2000CIV,POP100POV,PCT100POV,POP200POV,PCT200POV,WHITE,PCT_WHITE,BLACK,PCT_BLACK,ASIAN,PCT_ASIAN,AMIND_ESK,PCT_AMIND,ISLANDER,PCT_ISLAND,OTHER_RACE,PCT_OTHER,MULTI_RACE,PCT_MULTI,HISPANIC,PCT_HSPNC,AGE_UNDER5,PCT_UNDER5,AGE_UNDR18,PCT_UNDR18,AGE_18_64,PCT_18_64,AGE_65OVER,PCT_65OVER,ELD_RATIO,YTH_RATIO
5355.03,6,37,535503,6037535503,Los Angeles,5355.03,78.2ccc,Huntington Park/South Gate West/Walnut Park,0.123,2635,2635,622,23.6,1795,68.1,913,34.6,13,0.5,11,0.4,43,1.6,0,0,1511,57.3,144,5.5,2535,96.2,268,10.2,966,36.7,1541,58.5,128,4.9,0.08,0.63
5356.04,6,37,535604,6037535604,Los Angeles,5356.04,78.2ccc,Huntington Park/South Gate West/Walnut Park,0.172,4556,4556,1094,24,2846,62.5,1583,34.7,40,0.9,12,0.3,38,0.8,0,0,2710,59.5,173,3.8,4380,96.1,521,11.4,1716,37.7,2649,58.1,191,4.2,0.07,0.65
5356.05,6,37,535605,6037535605,Los Angeles,5356.05,78.2ccc,Huntington Park/South Gate West/Walnut Park,0.182,4441,4441,1298,29.2,2455,55.3,1549,34.9,36,0.8,34,0.8,59,1.3,3,0.1,2575,58,185,4.2,4182,94.2,490,11,1654,37.2,2567,57.8,220,5,0.09,0.64
5358.03,6,37,535803,6037535803,Los Angeles,5358.03,78.2ccc,Huntington Park/South Gate West/Walnut Park,0.164,4558,4558,1137,24.9,2869,62.9,1855,40.7,33,0.7,31,0.7,14,0.3,6,0.1,2380,52.2,239,5.2,4347,95.4,494,10.8,1706,37.4,2667,58.5,185,4.1,0.07,0.64
5402.01,6,37,540201,6037540201,Los Angeles,5402.01,78.2ccc,Huntington Park/South Gate West/Walnut Park,0.097,2384,2384,728,30.5,1398,58.6,1026,43,54,2.3,14,0.6,30,1.3,3,0.1,1124,47.1,133,5.6,2271,95.3,292,12.2,921,38.6,1382,58,81,3.4,0.06,0.67
5358.02,6,37,535802,6037535802,Los Angeles,5358.02,78.2ccc,Huntington Park/South Gate West/Walnut Park,0.304,6869,6861,1477,21.5,3407,49.6,3210,46.7,64,0.9,24,0.3,98,1.4,7,0.1,3210,46.7,256,3.7,6439,93.7,686,10,2466,35.9,4074,59.3,329,4.8,0.08,0.61
1341.04,6,37,134104,6037134104,Los Angeles,1341.04,78.2cccc,Chatsworth,0.25,4274,4274,719,16.8,1373,32.1,1723,40.3,234,5.5,1065,24.9,23,0.5,23,0.5,976,22.8,230,5.4,1783,41.7,385,9,1312,30.7,2742,64.2,220,5.1,0.08,0.48
1134.21,6,37,113421,6037113421,Los Angeles,1134.21,78.2cccc,Chatsworth,0.841,5713,5713,889,15.6,2394,41.9,2820,49.4,402,7,641,11.2,52,0.9,2,0,1413,24.7,383,6.7,2419,42.3,472,8.3,1697,29.7,3699,64.7,317,5.5,0.09,0.46
1131,6,37,113100,6037113100,Los Angeles,1131,78.2cccc,Chatsworth,2.284,6244,6244,388,6.2,656,10.5,5069,81.2,145,2.3,638,10.2,28,0.4,5,0.1,148,2.4,211,3.4,605,9.7,285,4.6,1444,23.1,3803,60.9,997,16,0.26,0.38
1082,6,37,108200,6037108200,Los Angeles,1082,78.2cccc,Chatsworth,3.498,4838,4838,50,1,292,6,2452,50.7,111,2.3,2051,42.4,11,0.2,4,0.1,61,1.3,148,3.1,255,5.3,403,8.3,1354,28,3144,65,340,7,0.11,0.43
1132.11,6,37,113211,6037113211,Los Angeles,1132.11,78.2cccc,Chatsworth,2.852,3839,3805,130,3.4,434,11.3,3218,83.8,76,2,342,8.9,9,0.2,3,0.1,72,1.9,119,3.1,321,8.4,162,4.2,765,19.9,2495,65,579,15.1,0.23,0.31
1132.12,6,37,113212,6037113212,Los Angeles,1132.12,78.2cccc,Chatsworth,0.384,3050,2937,133,4.4,203,6.7,2139,70.1,108,3.5,537,17.6,14,0.5,4,0.1,128,4.2,120,3.9,439,14.4,162,5.3,701,23,1997,65.5,352,11.5,0.18,0.35
1132.13,6,37,113213,6037113213,Los Angeles,1132.13,78.2cccc,Chatsworth,0.506,4394,4280,166,3.8,625,14.2,2972,67.6,129,2.9,841,19.1,44,1,7,0.2,188,4.3,213,4.8,656,14.9,294,6.7,991,22.6,2887,65.7,516,11.7,0.18,0.34
1133.22,6,37,113322,6037113322,Los Angeles,1133.22,78.2cccc,Chatsworth,0.698,3917,3917,200,5.1,446,11.4,2925,74.7,113,2.9,648,16.5,9,0.2,4,0.1,99,2.5,119,3,375,9.6,195,5,838,21.4,2459,62.8,620,15.8,0.25,0.34
1133.21,6,37,113321,6037113321,Los Angeles,1133.21,78.2cccc,Chatsworth,0.408,5385,5385,279,5.2,1350,25.1,3172,58.9,281,5.2,1023,19,44,0.8,9,0.2,517,9.6,339,6.3,1330,24.7,372,6.9,1336,24.8,3745,69.5,304,5.6,0.08,0.36
1133.01,6,37,113301,6037113301,Los Angeles,1133.01,78.2cccc,Chatsworth,0.87,1915,1893,51,2.7,155,8.1,1555,81.2,52,2.7,210,11,1,0.1,0,0,41,2.1,56,2.9,181,9.5,82,4.3,465,24.3,1078,56.3,372,19.4,0.35,0.43
1132.02,6,37,113202,6037113202,Los Angeles,1132.02,78.2cccc,Chatsworth,4.22,4623,4614,341,7.4,625,13.5,3707,80.2,107,2.3,482,10.4,15,0.3,1,0,130,2.8,181,3.9,440,9.5,216,4.7,962,20.8,2959,64,702,15.2,0.24,0.33
1153.01,6,37,115301,6037115301,Los Angeles,1153.01,78.2cccc,Chatsworth,0.648,3636,3619,258,7.1,632,17.4,2688,73.9,144,4,507,13.9,11,0.3,5,0.1,117,3.2,164,4.5,426,11.7,163,4.5,669,18.4,2204,60.6,763,21,0.35,0.3
1133.03,6,37,113303,6037113303,Los Angeles,1133.03,78.2cccc,Chatsworth,1.575,3855,3732,311,8.1,714,18.5,2908,75.4,91,2.4,419,10.9,13,0.3,5,0.1,237,6.1,182,4.7,687,17.8,236,6.1,938,24.3,2286,59.3,631,16.4,0.28,0.41
1132.31,6,37,113231,6037113231,Los Angeles,1132.31,78.2cccc,Chatsworth,1.732,2103,2086,63,3,225,10.7,1695,80.6,55,2.6,206,9.8,8,0.4,2,0.1,48,2.3,89,4.2,149,7.1,154,7.3,491,23.3,1325,63,287,13.6,0.22,0.37
1134.01,6,37,113401,6037113401,Los Angeles,1134.01,78.2cccc,Chatsworth,0.939,5037,5025,366,7.3,1293,25.7,2989,59.3,183,3.6,791,15.7,45,0.9,5,0.1,759,15.1,265,5.3,1520,30.2,320,6.4,1286,25.5,3125,62,626,12.4,0.2,0.41
1132.32,6,37,113232,6037113232,Los Angeles,1132.32,78.2cccc,Chatsworth,0.856,3907,3887,126,3.2,596,15.3,3036,77.7,142,3.6,392,10,6,0.2,5,0.1,155,4,171,4.4,487,12.5,214,5.5,831,21.3,2444,62.6,632,16.2,0.26,0.34
1134.22,6,37,113422,6037113422,Los Angeles,1134.22,78.2cccc,Chatsworth,0.579,5948,5948,897,15.1,1675,28.2,3177,53.4,397,6.7,980,16.5,36,0.6,21,0.4,1000,16.8,337,5.7,1875,31.5,439,7.4,1444,24.3,3984,67,520,8.7,0.13,0.36
1344.01,6,37,134401,6037134401,Los Angeles,1344.01,78.2cccc,Chatsworth,2.044,6225,6225,212,3.4,313,5,4809,77.3,141,2.3,910,14.6,18,0.3,2,0,126,2,219,3.5,438,7,358,5.8,1743,28,3934,63.2,548,8.8,0.14,0.44
1341.01,6,37,134101,6037134101,Los Angeles,1341.01,78.2cccc,Chatsworth,0.418,4645,4645,741,16,1481,31.9,2357,50.7,135,2.9,1156,24.9,29,0.6,4,0.1,729,15.7,235,5.1,1552,33.4,341,7.3,1222,26.3,2975,64,448,9.6,0.15,0.41
1341.03,6,37,134103,6037134103,Los Angeles,1341.03,78.2cccc,Chatsworth,0.415,3986,3931,392,9.8,1287,32.3,2431,61,169,4.2,668,16.8,16,0.4,5,0.1,491,12.3,206,5.2,1051,26.4,279,7,996,25,2486,62.4,504,12.6,0.2,0.4
1343.04,6,37,134304,6037134304,Los Angeles,1343.04,78.2cccc,Chatsworth,0.396,2838,2838,355,12.5,669,23.6,1773,62.5,89,3.1,555,19.6,11,0.4,5,0.2,275,9.7,130,4.6,577,20.3,183,6.4,653,23,1645,58,540,19,0.33,0.4
1343.02,6,37,134302,6037134302,Los Angeles,1343.02,78.2cccc,Chatsworth,0.512,3618,3618,313,8.7,621,17.2,2640,73,97,2.7,488,13.5,10,0.3,3,0.1,196,5.4,184,5.1,558,15.4,219,6.1,852,23.5,2302,63.6,464,12.8,0.2,0.37
5312.01,6,37,531201,6037531201,Los Angeles,5312.01,78.2d,City Terrace East/East Los Angeles,0.224,5558,5558,1678,30.2,3800,68.4,1887,34,21,0.4,21,0.4,53,1,2,0,3327,59.9,247,4.4,5443,97.9,649,11.7,2065,37.2,3183,57.3,310,5.6,0.1,0.65
5311.02,6,37,531102,6037531102,Los Angeles,5311.02,78.2d,City Terrace East/East Los Angeles,0.188,2944,2944,683,23.2,1468,49.9,1161,39.4,12,0.4,12,0.4,36,1.2,0,0,1615,54.9,108,3.7,2870,97.5,291,9.9,993,33.7,1646,55.9,305,10.4,0.19,0.6
5317.01,6,37,531701,6037531701,Los Angeles,5317.01,78.2d,City Terrace East/East Los Angeles,0.246,5546,5542,1458,26.3,3481,62.8,2298,41.4,16,0.3,8,0.1,62,1.1,0,0,2908,52.4,254,4.6,5418,97.7,599,10.8,1974,35.6,3138,56.6,434,7.8,0.14,0.63
5306.02,6,37,530602,6037530602,Los Angeles,5306.02,78.2d,City Terrace East/East Los Angeles,0.262,1604,1486,340,21.2,743,46.3,661,41.2,35,2.2,42,2.6,31,1.9,0,0,790,49.3,45,2.8,1482,92.4,117,7.3,473,29.5,992,61.8,139,8.7,0.14,0.48
5306.01,6,37,530601,6037530601,Los Angeles,5306.01,78.2d,City Terrace East/East Los Angeles,0.219,3489,3411,835,23.9,1927,55.2,1434,41.1,20,0.6,119,3.4,59,1.7,0,0,1703,48.8,154,4.4,3330,95.4,343,9.8,1161,33.3,2054,58.9,274,7.9,0.13,0.57
5308.02,6,37,530802,6037530802,Los Angeles,5308.02,78.2d,City Terrace East/East Los Angeles,0.229,3672,3672,868,23.6,1912,52.1,1484,40.4,24,0.7,84,2.3,54,1.5,2,0.1,1864,50.8,160,4.4,3524,96,361,9.8,1333,36.3,2007,54.7,332,9,0.17,0.66
5309.02,6,37,530902,6037530902,Los Angeles,5309.02,78.2d,City Terrace East/East Los Angeles,0.202,4010,4010,886,22.1,2721,67.9,1532,38.2,22,0.5,53,1.3,66,1.6,1,0,2194,54.7,142,3.5,3856,96.2,377,9.4,1348,33.6,2199,54.8,463,11.5,0.21,0.61
5310,6,37,531000,6037531000,Los Angeles,5310,78.2d,City Terrace East/East Los Angeles,0.367,5511,5511,1386,25.1,3616,65.6,2125,38.6,28,0.5,34,0.6,55,1,4,0.1,3063,55.6,202,3.7,5357,97.2,569,10.3,1932,35.1,3165,57.4,414,7.5,0.13,0.61
5305,6,37,530500,6037530500,Los Angeles,5305,78.2d,City Terrace East/East Los Angeles,0.354,4576,4576,1244,27.2,3071,67.1,1934,42.3,19,0.4,17,0.4,41,0.9,0,0,2412,52.7,153,3.3,4497,98.3,429,9.4,1546,33.8,2579,56.4,451,9.9,0.17,0.6
5304,6,37,530400,6037530400,Los Angeles,5304,78.2d,City Terrace East/East Los Angeles,0.604,3853,3853,1358,35.2,2333,60.6,1471,38.2,76,2,724,18.8,50,1.3,2,0.1,1314,34.1,216,5.6,2944,76.4,249,6.5,1199,31.1,1930,50.1,724,18.8,0.38,0.62
5315.01,6,37,531501,6037531501,Los Angeles,5315.01,78.2d,City Terrace East/East Los Angeles,0.646,7634,7634,1966,25.8,4538,59.4,2562,33.6,31,0.4,14,0.2,105,1.4,1,0,4526,59.3,395,5.2,7445,97.5,767,10,2732,35.8,4381,57.4,521,6.8,0.12,0.62
5303.02,6,37,530302,6037530302,Los Angeles,5303.02,78.2d,City Terrace East/East Los Angeles,0.327,6597,6279,1093,16.6,2901,44,2897,43.9,14,0.2,75,1.1,135,2,11,0.2,3137,47.6,328,5,6280,95.2,591,9,2113,32,3835,58.1,649,9.8,0.17,0.55
5316.03,6,37,531603,6037531603,Los Angeles,5316.03,78.2d,City Terrace East/East Los Angeles,0.169,3539,3539,817,23.1,2497,70.6,1412,39.9,15,0.4,11,0.3,40,1.1,4,0.1,1931,54.6,126,3.6,3469,98,319,9,1188,33.6,2089,59,262,7.4,0.13,0.57
5303.01,6,37,530301,6037530301,Los Angeles,5303.01,78.2d,City Terrace East/East Los Angeles,0.226,2260,2260,773,34.2,1558,68.9,1089,48.2,9,0.4,21,0.9,32,1.4,3,0.1,1030,45.6,76,3.4,2146,95,185,8.2,677,30,1339,59.2,244,10.8,0.18,0.51
5312.02,6,37,531202,6037531202,Los Angeles,5312.02,78.2d,City Terrace East/East Los Angeles,0.173,4990,4990,1422,28.5,3474,69.6,2028,40.6,18,0.4,13,0.3,54,1.1,13,0.3,2711,54.3,153,3.1,4909,98.4,627,12.6,1818,36.4,2871,57.5,301,6,0.1,0.63
5316.04,6,37,531604,6037531604,Los Angeles,5316.04,78.2d,City Terrace East/East Los Angeles,0.144,3742,3742,1230,32.9,2436,65.1,1440,38.5,17,0.5,9,0.2,33,0.9,6,0.2,2053,54.9,184,4.9,3632,97.1,401,10.7,1356,36.2,2118,56.6,268,7.2,0.13,0.64
5313.01,6,37,531301,6037531301,Los Angeles,5313.01,78.2d,City Terrace East/East Los Angeles,0.301,5490,5490,1760,32.1,3872,70.5,1926,35.1,10,0.2,15,0.3,56,1,0,0,3224,58.7,259,4.7,5365,97.7,595,10.8,1906,34.7,3167,57.7,417,7.6,0.13,0.6
5315.02,6,37,531502,6037531502,Los Angeles,5315.02,78.2d,City Terrace East/East Los Angeles,0.163,3367,3367,1218,36.2,2111,62.7,1315,39.1,15,0.4,7,0.2,25,0.7,0,0,1846,54.8,159,4.7,3305,98.2,357,10.6,1196,35.5,1986,59,185,5.5,0.09,0.6
5316.02,6,37,531602,6037531602,Los Angeles,5316.02,78.2d,City Terrace East/East Los Angeles,0.176,4407,4407,1535,34.8,2791,63.3,1604,36.4,9,0.2,7,0.2,88,2,2,0,2491,56.5,206,4.7,4314,97.9,456,10.3,1533,34.8,2536,57.5,338,7.7,0.13,0.6
5317.02,6,37,531702,6037531702,Los Angeles,5317.02,78.2d,City Terrace East/East Los Angeles,0.26,4673,4668,1261,27,3104,66.4,2026,43.4,19,0.4,31,0.7,51,1.1,0,0,2360,50.5,186,4,4521,96.7,482,10.3,1563,33.4,2733,58.5,377,8.1,0.14,0.57
5313.02,6,37,531302,6037531302,Los Angeles,5313.02,78.2d,City Terrace East/East Los Angeles,0.358,6568,6544,1819,27.7,4177,63.6,2390,36.4,15,0.2,11,0.2,95,1.4,1,0,3813,58.1,243,3.7,6402,97.5,714,10.9,2375,36.2,3815,58.1,378,5.8,0.1,0.62
3016.01,6,37,301601,6037301601,Los Angeles,3016.01,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.89,6987,6958,1817,26,3583,51.3,4149,59.4,108,1.5,666,9.5,28,0.4,3,0,963,13.8,1070,15.3,2061,29.5,457,6.5,1817,26,4449,63.7,721,10.3,0.16,0.41
3007.02,6,37,300702,6037300702,Los Angeles,3007.02,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,4.616,5494,5494,160,2.9,436,7.9,4351,79.2,33,0.6,712,13,3,0.1,5,0.1,62,1.1,328,6,343,6.2,229,4.2,1027,18.7,3336,60.7,1131,20.6,0.34,0.31
3007.01,6,37,300701,6037300701,Los Angeles,3007.01,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,4.941,5988,5968,187,3.1,451,7.5,4669,78,21,0.4,712,11.9,9,0.2,4,0.1,64,1.1,509,8.5,465,7.8,380,6.3,1380,23,3616,60.4,992,16.6,0.27,0.38
3008,6,37,300800,6037300800,Los Angeles,3008,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,2.347,6679,6623,502,7.5,1071,16,4717,70.6,63,0.9,1216,18.2,25,0.4,4,0.1,184,2.8,470,7,621,9.3,355,5.3,1367,20.5,4232,63.4,1080,16.2,0.26,0.32
3014,6,37,301400,6037301400,Los Angeles,3014,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.624,3653,3653,193,5.3,481,13.2,3001,82.2,22,0.6,326,8.9,0,0,0,0,65,1.8,239,6.5,212,5.8,243,6.7,786,21.5,2246,61.5,621,17,0.28,0.35
3009.01,6,37,300901,6037300901,Los Angeles,3009.01,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,2.676,6161,6161,155,2.5,342,5.6,3912,63.5,25,0.4,1864,30.3,8,0.1,5,0.1,108,1.8,239,3.9,458,7.4,388,6.3,1274,20.7,4082,66.3,805,13.1,0.2,0.31
3013,6,37,301300,6037301300,Los Angeles,3013,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.472,1988,1988,65,3.3,201,10.1,1649,82.9,9,0.5,175,8.8,6,0.3,0,0,30,1.5,119,6,151,7.6,99,5,450,22.6,1170,58.9,368,18.5,0.31,0.38
3015.01,6,37,301501,6037301501,Los Angeles,3015.01,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.235,1827,1772,0,0,224,12.3,1316,72,12,0.7,225,12.3,1,0.1,0,0,43,2.4,230,12.6,199,10.9,95,5.2,388,21.2,1160,63.5,279,15.3,0.24,0.33
3015.02,6,37,301502,6037301502,Los Angeles,3015.02,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.262,7345,7332,1798,24.5,3474,47.3,4878,66.4,120,1.6,864,11.8,8,0.1,5,0.1,342,4.7,1128,15.4,912,12.4,398,5.4,1772,24.1,4801,65.4,772,10.5,0.16,0.37
3016.02,6,37,301602,6037301602,Los Angeles,3016.02,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.371,4148,4070,643,15.5,1615,38.9,2368,57.1,87,2.1,588,14.2,42,1,6,0.1,796,19.2,261,6.3,1906,45.9,276,6.7,963,23.2,2769,66.8,416,10,0.15,0.35
3009.02,6,37,300902,6037300902,Los Angeles,3009.02,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,1.764,1926,1926,39,2,313,16.3,1420,73.7,10,0.5,365,19,1,0.1,2,0.1,48,2.5,80,4.2,227,11.8,104,5.4,417,21.7,1203,62.5,306,15.9,0.25,0.35
1810,6,37,181000,6037181000,Los Angeles,1810,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,1.618,6134,6071,371,6,1005,16.4,3571,58.2,81,1.3,1512,24.6,33,0.5,6,0.1,606,9.9,325,5.3,1710,27.9,371,6,1354,22.1,3827,62.4,953,15.5,0.25,0.35
1813,6,37,181300,6037181300,Los Angeles,1813,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.572,3771,3757,230,6.1,938,24.9,1803,47.8,74,2,1072,28.4,51,1.4,8,0.2,524,13.9,239,6.3,1237,32.8,237,6.3,811,21.5,2426,64.3,534,14.2,0.22,0.33
1814,6,37,181400,6037181400,Los Angeles,1814,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.338,4439,4276,499,11.2,1202,27.1,1901,42.8,145,3.3,1198,27,39,0.9,10,0.2,806,18.2,340,7.7,1686,38,279,6.3,1060,23.9,2780,62.6,599,13.5,0.22,0.38
1815,6,37,181500,6037181500,Los Angeles,1815,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.419,3891,3891,215,5.5,1023,26.3,2043,52.5,63,1.6,807,20.7,34,0.9,6,0.2,714,18.4,224,5.8,1726,44.4,259,6.7,942,24.2,2567,66,382,9.8,0.15,0.37
1861,6,37,186100,6037186100,Los Angeles,1861,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.521,4875,4875,535,11,1328,27.2,2374,48.7,78,1.6,1423,29.2,32,0.7,2,0,676,13.9,290,5.9,1745,35.8,274,5.6,1019,20.9,3220,66.1,636,13,0.2,0.32
1816,6,37,181600,6037181600,Los Angeles,1816,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.604,5662,5615,517,9.1,1604,28.3,2613,46.1,131,2.3,1405,24.8,53,0.9,15,0.3,1141,20.2,304,5.4,2227,39.3,290,5.1,1109,19.6,4039,71.3,514,9.1,0.13,0.27
1862,6,37,186200,6037186200,Los Angeles,1862,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.685,8146,8135,884,10.9,2290,28.1,3414,41.9,254,3.1,2100,25.8,70,0.9,6,0.1,1823,22.4,479,5.9,4035,49.5,545,6.7,2038,25,5161,63.4,947,11.6,0.18,0.39
1851,6,37,185100,6037185100,Los Angeles,1851,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.874,6159,5977,878,14.3,2067,33.6,3213,52.2,245,4,714,11.6,59,1,11,0.2,1592,25.8,325,5.3,3241,52.6,393,6.4,1426,23.2,4083,66.3,650,10.6,0.16,0.35
1852.01,6,37,185201,6037185201,Los Angeles,1852.01,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.694,5308,5308,833,15.7,2454,46.2,2129,40.1,84,1.6,804,15.1,26,0.5,3,0.1,2049,38.6,213,4,3656,68.9,410,7.7,1545,29.1,3258,61.4,505,9.5,0.16,0.47
1852.02,6,37,185202,6037185202,Los Angeles,1852.02,78.2dd,Burbank South/Eagle Rock/Glendale Northwest,0.465,3827,3827,737,19.3,1670,43.6,1626,42.5,125,3.3,284,7.4,33,0.9,9,0.2,1552,40.6,198,5.2,2619,68.4,328,8.6,1040,27.2,2442,63.8,345,9,0.14,0.43
5324,6,37,532400,6037532400,Los Angeles,5324,78.2ddd,Bell Southwest/Cudahy/Vernon,4.978,91,91,0,0,0,0,43,47.3,0,0,1,1.1,0,0,0,0,43,47.3,4,4.4,81,89,8,8.8,34,37.4,51,56,6,6.6,0.12,0.67
5343.02,6,37,534302,6037534302,Los Angeles,5343.02,78.2ddd,Bell Southwest/Cudahy/Vernon,0.156,3927,3927,1050,26.7,2264,57.7,1360,34.6,57,1.5,37,0.9,41,1,2,0.1,2252,57.3,178,4.5,3724,94.8,508,12.9,1685,42.9,2145,54.6,97,2.5,0.05,0.79
5336.01,6,37,533601,6037533601,Los Angeles,5336.01,78.2ddd,Bell Southwest/Cudahy/Vernon,0.209,4670,4670,1354,29,3212,68.8,2180,46.7,35,0.7,15,0.3,80,1.7,0,0,2139,45.8,221,4.7,4369,93.6,516,11,1712,36.7,2739,58.7,219,4.7,0.08,0.63
5336.03,6,37,533603,6037533603,Los Angeles,5336.03,78.2ddd,Bell Southwest/Cudahy/Vernon,0.309,6463,6463,1496,23.1,3679,56.9,2825,43.7,63,1,54,0.8,55,0.9,3,0,3082,47.7,381,5.9,5827,90.2,704,10.9,2291,35.4,3788,58.6,384,5.9,0.1,0.6
5334.02,6,37,533402,6037533402,Los Angeles,5334.02,78.2ddd,Bell Southwest/Cudahy/Vernon,0.19,4111,4111,945,23,2472,60.1,2029,49.4,15,0.4,13,0.3,40,1,14,0.3,1837,44.7,163,4,3965,96.4,437,10.6,1485,36.1,2446,59.5,180,4.4,0.07,0.61
5333,6,37,533300,6037533300,Los Angeles,5333,78.2ddd,Bell Southwest/Cudahy/Vernon,0.128,3778,3778,986,26.1,2475,65.5,1226,32.5,11,0.3,6,0.2,58,1.5,5,0.1,2323,61.5,149,3.9,3679,97.4,447,11.8,1466,38.8,2199,58.2,113,3,0.05,0.67
5334.01,6,37,533401,6037533401,Los Angeles,5334.01,78.2ddd,Bell Southwest/Cudahy/Vernon,0.186,5051,5051,1229,24.3,3312,65.6,2509,49.7,16,0.3,7,0.1,56,1.1,0,0,2261,44.8,202,4,4881,96.6,593,11.7,1835,36.3,2998,59.4,218,4.3,0.07,0.61
5334.03,6,37,533403,6037533403,Los Angeles,5334.03,78.2ddd,Bell Southwest/Cudahy/Vernon,0.181,3390,3295,710,20.9,2186,64.5,1705,50.3,13,0.4,15,0.4,31,0.9,0,0,1474,43.5,152,4.5,3259,96.1,368,10.9,1220,36,1948,57.5,222,6.5,0.11,0.63
5335.01,6,37,533501,6037533501,Los Angeles,5335.01,78.2ddd,Bell Southwest/Cudahy/Vernon,0.162,3362,3362,1071,31.9,2293,68.2,1451,43.2,16,0.5,1,0,32,1,0,0,1723,51.2,139,4.1,3263,97.1,375,11.2,1319,39.2,1934,57.5,109,3.2,0.06,0.68
5335.02,6,37,533502,6037533502,Los Angeles,5335.02,78.2ddd,Bell Southwest/Cudahy/Vernon,0.09,2403,2403,756,31.5,1386,57.7,1087,45.2,5,0.2,8,0.3,22,0.9,0,0,1148,47.8,133,5.5,2317,96.4,240,10,845,35.2,1455,60.5,103,4.3,0.07,0.58
5335.03,6,37,533503,6037533503,Los Angeles,5335.03,78.2ddd,Bell Southwest/Cudahy/Vernon,0.068,2285,2220,765,33.5,1488,65.1,1091,47.7,13,0.6,1,0,31,1.4,0,0,1064,46.6,85,3.7,2203,96.4,251,11,870,38.1,1301,56.9,114,5,0.09,0.67
5338.03,6,37,533803,6037533803,Los Angeles,5338.03,78.2ddd,Bell Southwest/Cudahy/Vernon,0.307,6404,6310,1056,16.5,3537,55.2,3271,51.1,79,1.2,164,2.6,75,1.2,5,0.1,2526,39.4,284,4.4,5709,89.1,680,10.6,2198,34.3,3759,58.7,447,7,0.12,0.58
5338.04,6,37,533804,6037533804,Los Angeles,5338.04,78.2ddd,Bell Southwest/Cudahy/Vernon,0.198,4579,4579,1064,23.2,2698,58.9,2417,52.8,21,0.5,48,1,44,1,3,0.1,1824,39.8,222,4.8,4223,92.2,478,10.4,1610,35.2,2726,59.5,243,5.3,0.09,0.59
5338.01,6,37,533801,6037533801,Los Angeles,5338.01,78.2ddd,Bell Southwest/Cudahy/Vernon,0.594,7909,7896,1941,24.5,4758,60.2,4161,52.6,42,0.5,52,0.7,127,1.6,3,0,3213,40.6,311,3.9,7315,92.5,881,11.1,2874,36.3,4660,58.9,375,4.7,0.08,0.62
5336.02,6,37,533602,6037533602,Los Angeles,5336.02,78.2ddd,Bell Southwest/Cudahy/Vernon,0.27,6243,6243,1588,25.4,3530,56.5,2786,44.6,61,1,37,0.6,78,1.2,8,0.1,2958,47.4,315,5,5769,92.4,688,11,2234,35.8,3729,59.7,280,4.5,0.08,0.6
5344.03,6,37,534403,6037534403,Los Angeles,5344.03,78.2ddd,Bell Southwest/Cudahy/Vernon,0.122,2975,2975,571,19.2,1530,51.4,1337,44.9,20,0.7,7,0.2,46,1.5,14,0.5,1407,47.3,144,4.8,2822,94.9,350,11.8,1124,37.8,1705,57.3,146,4.9,0.09,0.66
5344.05,6,37,534405,6037534405,Los Angeles,5344.05,78.2ddd,Bell Southwest/Cudahy/Vernon,0.208,4435,4435,1420,32,3174,71.6,2050,46.2,76,1.7,74,1.7,47,1.1,9,0.2,1946,43.9,233,5.3,4155,93.7,532,12,1777,40.1,2495,56.3,163,3.7,0.07,0.71
5344.04,6,37,534404,6037534404,Los Angeles,5344.04,78.2ddd,Bell Southwest/Cudahy/Vernon,0.162,3875,3875,1279,33,2702,69.7,1922,49.6,49,1.3,26,0.7,55,1.4,7,0.2,1544,39.8,272,7,3577,92.3,442,11.4,1475,38.1,2239,57.8,161,4.2,0.07,0.66
