TRACT,STATE_FIPS,CNTY_FIPS,TRACT_CODE,GEOID,COUNTY,TRACT_ID,MSSA_ID,MSSA_NAME,AREA_SQMI,POP2000,POP2000CIV,POP100POV,PCT100POV,POP200POV,PCT200POV,WHITE,PCT_WHITE,BLACK,PCT_BLACK,ASIAN,PCT_ASIAN,AMIND_ESK,PCT_AMIND,ISLANDER,PCT_ISLAND,OTHER_RACE,PCT_OTHER,MULTI_RACE,PCT_MULTI,HISPANIC,PCT_HSPNC,AGE_UNDER5,PCT_UNDER5,AGE_UNDR18,PCT_UNDR18,AGE_18_64,PCT_18_64,AGE_65OVER,PCT_65OVER,ELD_RATIO,YTH_RATIO
2151,6,37,215100,6037215100,Los Angeles,2151,78.2x,Hancock Park/Mid-City West/Park La Brea,0.23,5630,5630,685,12.2,1713,30.4,3606,64,629,11.2,942,16.7,14,0.2,3,0.1,206,3.7,230,4.1,539,9.6,140,2.5,372,6.6,4959,88.1,299,5.3,0.06,0.08
2162,6,37,216200,6037216200,Los Angeles,2162,78.2x,Hancock Park/Mid-City West/Park La Brea,0.375,4324,4324,470,10.9,1000,23.1,1453,33.6,1721,39.8,703,16.3,18,0.4,5,0.1,187,4.3,237,5.5,440,10.2,223,5.2,680,15.7,3160,73.1,484,11.2,0.15,0.22
2141,6,37,214100,6037214100,Los Angeles,2141,78.2x,Hancock Park/Mid-City West/Park La Brea,0.428,3806,3806,245,6.4,417,11,3377,88.7,94,2.5,176,4.6,8,0.2,1,0,46,1.2,104,2.7,162,4.3,213,5.6,762,20,2539,66.7,505,13.3,0.2,0.3
2140,6,37,214000,6037214000,Los Angeles,2140,78.2x,Hancock Park/Mid-City West/Park La Brea,0.391,3734,3734,333,8.9,652,17.5,3435,92,30,0.8,85,2.3,9,0.2,0,0,105,2.8,70,1.9,123,3.3,347,9.3,1189,31.8,2026,54.3,519,13.9,0.26,0.59
2149,6,37,214900,6037214900,Los Angeles,2149,78.2x,Hancock Park/Mid-City West/Park La Brea,0.317,5829,5829,661,11.3,1630,28,4789,82.2,132,2.3,404,6.9,9,0.2,5,0.1,74,1.3,416,7.1,295,5.1,200,3.4,423,7.3,4241,72.8,1165,20,0.27,0.1
2163,6,37,216300,6037216300,Los Angeles,2163,78.2x,Hancock Park/Mid-City West/Park La Brea,0.498,4653,4653,310,6.7,911,19.6,2896,62.2,757,16.3,617,13.3,18,0.4,3,0.1,133,2.9,229,4.9,434,9.3,236,5.1,673,14.5,3217,69.1,763,16.4,0.24,0.21
2164,6,37,216400,6037216400,Los Angeles,2164,78.2x,Hancock Park/Mid-City West/Park La Brea,0.247,6774,6639,1183,17.5,2159,31.9,5183,76.5,283,4.2,449,6.6,9,0.1,5,0.1,205,3,640,9.4,450,6.6,308,4.5,928,13.7,4661,68.8,1185,17.5,0.25,0.2
2161,6,37,216100,6037216100,Los Angeles,2161,78.2x,Hancock Park/Mid-City West/Park La Brea,0.261,2420,2420,233,9.6,444,18.3,922,38.1,762,31.5,504,20.8,10,0.4,3,0.1,83,3.4,136,5.6,264,10.9,103,4.3,401,16.6,1651,68.2,368,15.2,0.22,0.24
2168,6,37,216800,6037216800,Los Angeles,2168,78.2x,Hancock Park/Mid-City West/Park La Brea,0.286,3576,3446,551,15.4,990,27.7,2395,67,488,13.6,238,6.7,9,0.3,5,0.1,297,8.3,144,4,648,18.1,190,5.3,569,15.9,2490,69.6,517,14.5,0.21,0.23
2169,6,37,216900,6037216900,Los Angeles,2169,78.2x,Hancock Park/Mid-City West/Park La Brea,0.424,5382,5354,718,13.3,1495,27.8,1695,31.5,2734,50.8,243,4.5,20,0.4,15,0.3,414,7.7,261,4.8,852,15.8,249,4.6,968,18,3640,67.6,774,14.4,0.21,0.27
2171,6,37,217100,6037217100,Los Angeles,2171,78.2x,Hancock Park/Mid-City West/Park La Brea,0.348,6036,6032,1075,17.8,2408,39.9,1303,21.6,2841,47.1,186,3.1,64,1.1,1,0,1300,21.5,341,5.6,2222,36.8,446,7.4,1527,25.3,3957,65.6,552,9.1,0.14,0.39
2172,6,37,217200,6037217200,Los Angeles,2172,78.2x,Hancock Park/Mid-City West/Park La Brea,0.355,3950,3950,500,12.7,1575,39.9,808,20.5,1764,44.7,289,7.3,45,1.1,3,0.1,787,19.9,254,6.4,1319,33.4,292,7.4,940,23.8,2559,64.8,451,11.4,0.18,0.37
2167,6,37,216700,6037216700,Los Angeles,2167,78.2x,Hancock Park/Mid-City West/Park La Brea,0.302,3910,3656,476,12.2,1014,25.9,1098,28.1,2015,51.5,194,5,21,0.5,5,0.1,372,9.5,205,5.2,691,17.7,218,5.6,811,20.7,2522,64.5,577,14.8,0.23,0.32
2696,6,37,269600,6037269600,Los Angeles,2696,78.2x,Hancock Park/Mid-City West/Park La Brea,0.24,6761,6751,2145,31.7,4151,61.4,1899,28.1,2212,32.7,207,3.1,52,0.8,7,0.1,1978,29.3,406,6,3318,49.1,605,8.9,2171,32.1,4317,63.9,273,4,0.06,0.5
2183,6,37,218300,6037218300,Los Angeles,2183,78.2x,Hancock Park/Mid-City West/Park La Brea,0.341,5569,5560,1092,19.6,2713,48.7,1021,18.3,2611,46.9,121,2.2,65,1.2,6,0.1,1487,26.7,258,4.6,2594,46.6,486,8.7,1692,30.4,3412,61.3,465,8.3,0.14,0.5
2703,6,37,270300,6037270300,Los Angeles,2703,78.2x,Hancock Park/Mid-City West/Park La Brea,0.471,3431,3431,672,19.6,1389,40.5,814,23.7,1458,42.5,125,3.6,16,0.5,37,1.1,799,23.3,182,5.3,1394,40.6,269,7.8,913,26.6,2162,63,356,10.4,0.16,0.42
2697,6,37,269700,6037269700,Los Angeles,2697,78.2x,Hancock Park/Mid-City West/Park La Brea,0.335,4216,4192,716,17,1686,40,1823,43.2,750,17.8,418,9.9,30,0.7,21,0.5,924,21.9,250,5.9,1623,38.5,273,6.5,965,22.9,2929,69.5,322,7.6,0.11,0.33
2702,6,37,270200,6037270200,Los Angeles,2702,78.2x,Hancock Park/Mid-City West/Park La Brea,0.214,2850,2850,672,23.6,1451,50.9,1149,40.3,215,7.5,289,10.1,15,0.5,18,0.6,980,34.4,184,6.5,1801,63.2,227,8,826,29,1870,65.6,154,5.4,0.08,0.44
1352.01,6,37,135201,6037135201,Los Angeles,1352.01,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,0.581,2449,2449,94,3.8,438,17.9,1956,79.9,73,3,217,8.9,8,0.3,0,0,91,3.7,104,4.2,307,12.5,165,6.7,629,25.7,1453,59.3,367,15,0.25,0.43
1344.22,6,37,134422,6037134422,Los Angeles,1344.22,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,0.93,4512,4512,151,3.3,503,11.1,3299,73.1,128,2.8,692,15.3,16,0.4,5,0.1,197,4.4,175,3.9,518,11.5,262,5.8,1068,23.7,2843,63,601,13.3,0.21,0.38
1352.02,6,37,135202,6037135202,Los Angeles,1352.02,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,0.684,4283,4272,148,3.5,478,11.2,3436,80.2,83,1.9,425,9.9,29,0.7,3,0.1,135,3.2,172,4,548,12.8,295,6.9,1186,27.7,2491,58.2,606,14.1,0.24,0.48
1370,6,37,137000,6037137000,Los Angeles,1370,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,1.185,4583,4583,179,3.9,578,12.6,3978,86.8,92,2,274,6,11,0.2,5,0.1,93,2,130,2.8,320,7,307,6.7,1116,24.4,2728,59.5,739,16.1,0.27,0.41
1344.21,6,37,134421,6037134421,Los Angeles,1344.21,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,0.832,3877,3877,179,4.6,296,7.6,3198,82.5,62,1.6,443,11.4,11,0.3,0,0,45,1.2,118,3,228,5.9,274,7.1,974,25.1,2412,62.2,491,12.7,0.2,0.4
1343.03,6,37,134303,6037134303,Los Angeles,1343.03,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,0.608,4633,4527,398,8.6,1068,23.1,3024,65.3,127,2.7,539,11.6,21,0.5,6,0.1,664,14.3,252,5.4,1342,29,304,6.6,1060,22.9,2967,64,606,13.1,0.2,0.36
1352.03,6,37,135203,6037135203,Los Angeles,1352.03,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,1.729,6996,6996,279,4,743,10.6,5626,80.4,101,1.4,751,10.7,20,0.3,2,0,210,3,286,4.1,630,9,394,5.6,1754,25.1,4280,61.2,962,13.8,0.22,0.41
1351.02,6,37,135102,6037135102,Los Angeles,1351.02,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,0.645,3333,3323,216,6.5,536,16.1,2712,81.4,76,2.3,309,9.3,10,0.3,3,0.1,104,3.1,119,3.6,379,11.4,181,5.4,737,22.1,1880,56.4,716,21.5,0.38,0.39
1373.02,6,37,137302,6037137302,Los Angeles,1373.02,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,0.925,4392,4392,171,3.9,384,8.7,3873,88.2,83,1.9,268,6.1,10,0.2,2,0,35,0.8,121,2.8,215,4.9,230,5.2,1005,22.9,2555,58.2,832,18.9,0.33,0.39
1373.01,6,37,137301,6037137301,Los Angeles,1373.01,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,0.623,2174,2174,49,2.3,244,11.2,1870,86,46,2.1,126,5.8,8,0.4,2,0.1,55,2.5,67,3.1,145,6.7,131,6,557,25.6,1305,60,312,14.4,0.24,0.43
1372.01,6,37,137201,6037137201,Los Angeles,1372.01,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,0.76,5121,5092,491,9.6,1294,25.3,4049,79.1,201,3.9,366,7.1,17,0.3,7,0.1,215,4.2,266,5.2,561,11,262,5.1,905,17.7,3382,66,834,16.3,0.25,0.27
8002.01,6,37,800201,6037800201,Los Angeles,8002.01,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,6.999,9462,9430,260,2.7,691,7.3,8341,88.2,121,1.3,656,6.9,15,0.2,5,0.1,104,1.1,220,2.3,435,4.6,534,5.6,2843,30,5646,59.7,973,10.3,0.17,0.5
8003.26,6,37,800326,6037800326,Los Angeles,8003.26,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,16.393,5065,5065,166,3.3,390,7.7,4509,89,55,1.1,294,5.8,8,0.2,3,0.1,80,1.6,116,2.3,295,5.8,227,4.5,1243,24.5,3096,61.1,726,14.3,0.23,0.4
8001.01,6,37,800101,6037800101,Los Angeles,8001.01,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,3.182,5244,5244,106,2,302,5.8,4684,89.3,39,0.7,312,5.9,2,0,2,0,52,1,153,2.9,227,4.3,260,5,1533,29.2,3242,61.8,469,8.9,0.14,0.47
8003.02,6,37,800302,6037800302,Los Angeles,8003.02,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,5.963,7618,7617,354,4.6,1025,13.5,6317,82.9,150,2,535,7,27,0.4,10,0.1,322,4.2,257,3.4,722,9.5,443,5.8,2072,27.2,5170,67.9,376,4.9,0.07,0.4
8003.23,6,37,800323,6037800323,Los Angeles,8003.23,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,2.589,7967,7959,271,3.4,437,5.5,7091,89,67,0.8,549,6.9,7,0.1,1,0,76,1,176,2.2,373,4.7,455,5.7,2649,33.2,4820,60.5,498,6.3,0.1,0.55
8003.24,6,37,800324,6037800324,Los Angeles,8003.24,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,1.364,7004,6983,207,3,321,4.6,6048,86.4,108,1.5,535,7.6,22,0.3,5,0.1,105,1.5,181,2.6,442,6.3,472,6.7,2058,29.4,4449,63.5,497,7.1,0.11,0.46
8003.25,6,37,800325,6037800325,Los Angeles,8003.25,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,0.905,3575,3575,125,3.5,290,8.1,3316,92.8,29,0.8,116,3.2,5,0.1,4,0.1,29,0.8,76,2.1,146,4.1,133,3.7,683,19.1,2050,57.3,842,23.6,0.41,0.33
8003.03,6,37,800303,6037800303,Los Angeles,8003.03,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,19.768,7160,7160,487,6.8,952,13.3,6157,86,103,1.4,458,6.4,26,0.4,10,0.1,126,1.8,280,3.9,486,6.8,492,6.9,1989,27.8,4807,67.1,364,5.1,0.08,0.41
8002.02,6,37,800202,6037800202,Los Angeles,8002.02,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,10.596,4768,4768,190,4,563,11.8,4246,89.1,24,0.5,368,7.7,6,0.1,5,0.1,52,1.1,67,1.4,181,3.8,369,7.7,1548,32.5,2805,58.8,415,8.7,0.15,0.55
8001.02,6,37,800102,6037800102,Los Angeles,8001.02,78.2xx,Agoura Hills/Calabasas/Hidden Hills/West Hills/Westlake,20.33,6422,6422,462,7.2,688,10.7,5830,90.8,60,0.9,214,3.3,24,0.4,3,0,102,1.6,189,2.9,330,5.1,371,5.8,1416,22,4494,70,512,8,0.11,0.32
4303.02,6,37,430302,6037430302,Los Angeles,4303.02,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,0.749,5996,5977,330,5.5,956,15.9,4830,80.6,171,2.9,300,5,49,0.8,4,0.1,452,7.5,190,3.2,1113,18.6,415,6.9,1430,23.8,3828,63.8,738,12.3,0.19,0.37
4304,6,37,430400,6037430400,Los Angeles,4304,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,1.432,4175,4175,138,3.3,410,9.8,2253,54,35,0.8,1614,38.7,11,0.3,2,0,118,2.8,142,3.4,305,7.3,201,4.8,1055,25.3,2504,60,616,14.8,0.25,0.42
4305.01,6,37,430501,6037430501,Los Angeles,4305.01,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,1.847,3991,3991,120,3,407,10.2,3433,86,46,1.2,238,6,18,0.5,9,0.2,81,2,166,4.2,332,8.3,187,4.7,785,19.7,2599,65.1,607,15.2,0.23,0.3
4303.01,6,37,430301,6037430301,Los Angeles,4303.01,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,3.895,4255,4255,195,4.6,338,7.9,3674,86.3,66,1.6,199,4.7,15,0.4,5,0.1,130,3.1,166,3.9,505,11.9,246,5.8,904,21.2,2695,63.3,656,15.4,0.24,0.34
4307.21,6,37,430721,6037430721,Los Angeles,4307.21,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,1.569,3193,3104,218,6.8,658,20.6,1720,53.9,32,1,1163,36.4,8,0.3,5,0.2,187,5.9,78,2.4,384,12,145,4.5,680,21.3,1927,60.4,586,18.4,0.3,0.35
4307.01,6,37,430701,6037430701,Los Angeles,4307.01,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,1.136,5171,5081,467,9,918,17.8,2887,55.8,59,1.1,1832,35.4,11,0.2,3,0.1,163,3.2,216,4.2,575,11.1,285,5.5,1244,24.1,3113,60.2,814,15.7,0.26,0.4
4306,6,37,430600,6037430600,Los Angeles,4306,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,1.45,4297,4297,247,5.7,347,8.1,2391,55.6,22,0.5,1699,39.5,2,0,0,0,61,1.4,122,2.8,269,6.3,201,4.7,1074,25,2467,57.4,756,17.6,0.31,0.44
4305.02,6,37,430502,6037430502,Los Angeles,4305.02,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,1.124,6587,6493,269,4.1,701,10.6,5644,85.7,75,1.1,354,5.4,19,0.3,2,0,238,3.6,255,3.9,722,11,369,5.6,1214,18.4,4315,65.5,1058,16.1,0.25,0.28
4302,6,37,430200,6037430200,Los Angeles,4302,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,1.904,1261,1053,17,1.3,66,5.2,1008,79.9,15,1.2,167,13.2,2,0.2,0,0,48,3.8,21,1.7,120,9.5,39,3.1,212,16.8,517,41,532,42.2,1.03,0.41
4310.02,6,37,431002,6037431002,Los Angeles,4310.02,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,0.523,2966,2966,250,8.4,639,21.5,2216,74.7,156,5.3,234,7.9,12,0.4,0,0,228,7.7,120,4,636,21.4,203,6.8,672,22.7,1701,57.3,593,20,0.35,0.4
4310.01,6,37,431001,6037431001,Los Angeles,4310.01,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,0.678,7333,7302,1283,17.5,3131,42.7,4569,62.3,585,8,342,4.7,85,1.2,9,0.1,1349,18.4,394,5.4,3159,43.1,665,9.1,2157,29.4,4689,63.9,487,6.6,0.1,0.46
4311,6,37,431100,6037431100,Los Angeles,4311,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,1.166,6964,6964,1271,18.3,3164,45.4,2731,39.2,1406,20.2,412,5.9,58,0.8,4,0.1,2048,29.4,305,4.4,3910,56.1,652,9.4,2314,33.2,4082,58.6,568,8.2,0.14,0.57
4309,6,37,430900,6037430900,Los Angeles,4309,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,0.908,9030,9030,1404,15.5,3234,35.8,5042,55.8,793,8.8,941,10.4,94,1,26,0.3,1592,17.6,542,6,3736,41.4,757,8.4,2555,28.3,5698,63.1,777,8.6,0.14,0.45
4308.01,6,37,430801,6037430801,Los Angeles,4308.01,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,0.664,5979,5979,587,9.8,1846,30.9,1893,31.7,72,1.2,3284,54.9,19,0.3,14,0.2,447,7.5,250,4.2,951,15.9,324,5.4,1632,27.3,3909,65.4,438,7.3,0.11,0.42
4312,6,37,431200,6037431200,Los Angeles,4312,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,0.569,6254,6226,744,11.9,2541,40.6,2343,37.5,942,15.1,197,3.1,66,1.1,7,0.1,2358,37.7,341,5.5,4120,65.9,575,9.2,2152,34.4,3694,59.1,408,6.5,0.11,0.58
4313,6,37,431300,6037431300,Los Angeles,4313,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,0.314,2522,2461,127,5,516,20.5,1742,69.1,74,2.9,259,10.3,21,0.8,4,0.2,304,12.1,118,4.7,684,27.1,176,7,715,28.4,1555,61.7,252,10,0.16,0.46
4307.23,6,37,430723,6037430723,Los Angeles,4307.23,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,0.201,3727,3727,529,14.2,1052,28.2,1684,45.2,102,2.7,1464,39.3,9,0.2,0,0,296,7.9,172,4.6,628,16.9,172,4.6,766,20.6,2445,65.6,516,13.8,0.21,0.31
4308.02,6,37,430802,6037430802,Los Angeles,4308.02,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,0.711,4078,4078,240,5.9,660,16.2,1764,43.3,28,0.7,2015,49.4,9,0.2,2,0,125,3.1,135,3.3,364,8.9,153,3.8,1016,24.9,2436,59.7,626,15.4,0.26,0.42
4800.11,6,37,480011,6037480011,Los Angeles,4800.11,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,0.434,5077,5077,665,13.1,1711,33.7,1995,39.3,112,2.2,1921,37.8,45,0.9,7,0.1,752,14.8,245,4.8,1531,30.2,381,7.5,1167,23,3346,65.9,564,11.1,0.17,0.35
4307.24,6,37,430724,6037430724,Los Angeles,4307.24,78.2xxx,Arcadia Central and Northeast/Bradbury/Monrovia/Sierra Madre,0.226,4196,4029,568,13.5,1245,29.7,2017,48.1,93,2.2,1754,41.8,21,0.5,3,0.1,170,4.1,138,3.3,462,11,170,4.1,791,18.9,2589,61.7,816,19.4,0.32,0.31
2714,6,37,271400,6037271400,Los Angeles,2714,78.2y,Culver City North/Palms,0.452,3299,3299,237,7.2,447,13.5,2635,79.9,33,1,391,11.9,13,0.4,1,0,83,2.5,143,4.3,387,11.7,186,5.6,597,18.1,2130,64.6,572,17.3,0.27,0.28
2721,6,37,272100,6037272100,Los Angeles,2721,78.2y,Culver City North/Palms,0.455,4300,4300,295,6.9,814,18.9,3133,72.9,79,1.8,344,8,27,0.6,19,0.4,471,11,227,5.3,1140,26.5,247,5.7,817,19,2969,69,514,12,0.17,0.28
2723.01,6,37,272301,6037272301,Los Angeles,2723.01,78.2y,Culver City North/Palms,0.233,3283,3283,533,16.2,1086,33.1,2004,61,160,4.9,396,12.1,37,1.1,9,0.3,485,14.8,192,5.8,1059,32.3,176,5.4,587,17.9,2305,70.2,391,11.9,0.17,0.25
2731,6,37,273100,6037273100,Los Angeles,2731,78.2y,Culver City North/Palms,0.452,3615,3615,361,10,1070,29.6,2705,74.8,95,2.6,200,5.5,36,1,0,0,412,11.4,167,4.6,994,27.5,176,4.9,667,18.5,2511,69.5,437,12.1,0.17,0.27
2711,6,37,271100,6037271100,Los Angeles,2711,78.2y,Culver City North/Palms,0.456,3721,3710,514,13.8,918,24.7,2315,62.2,125,3.4,770,20.7,14,0.4,3,0.1,297,8,197,5.3,717,19.3,217,5.8,675,18.1,2589,69.6,457,12.3,0.18,0.26
7024,6,37,702400,6037702400,Los Angeles,7024,78.2y,Culver City North/Palms,0.773,4797,4724,708,14.8,1450,30.2,2663,55.5,362,7.5,527,11,43,0.9,19,0.4,881,18.4,302,6.3,1727,36,300,6.3,1105,23,3222,67.2,470,9.8,0.15,0.34
2717.01,6,37,271701,6037271701,Los Angeles,2717.01,78.2y,Culver City North/Palms,0.331,5194,5194,840,16.2,1389,26.7,3235,62.3,351,6.8,1014,19.5,9,0.2,4,0.1,285,5.5,296,5.7,605,11.6,242,4.7,736,14.2,4005,77.1,453,8.7,0.11,0.18
2701,6,37,270100,6037270100,Los Angeles,2701,78.2y,Culver City North/Palms,0.21,4619,4619,619,13.4,1439,31.2,1867,40.4,938,20.3,937,20.3,20,0.4,11,0.2,558,12.1,288,6.2,921,19.9,206,4.5,607,13.1,3824,82.8,188,4.1,0.05,0.16
2699.02,6,37,269902,6037269902,Los Angeles,2699.02,78.2y,Culver City North/Palms,0.215,7251,7155,1401,19.3,2964,40.9,3453,47.6,928,12.8,1314,18.1,66,0.9,8,0.1,1056,14.6,426,5.9,2023,27.9,375,5.2,1031,14.2,5793,79.9,427,5.9,0.07,0.18
2699.01,6,37,269901,6037269901,Los Angeles,2699.01,78.2y,Culver City North/Palms,0.284,7926,7926,1347,17,2937,37.1,3426,43.2,1329,16.8,1368,17.3,79,1,17,0.2,1165,14.7,542,6.8,2173,27.4,448,5.7,1223,15.4,6330,79.9,373,4.7,0.06,0.19
2717.02,6,37,271702,6037271702,Los Angeles,2717.02,78.2y,Culver City North/Palms,0.25,4471,4471,692,15.5,1397,31.2,2060,46.1,220,4.9,1792,40.1,20,0.4,1,0,207,4.6,171,3.8,574,12.8,496,11.1,1010,22.6,3118,69.7,343,7.7,0.11,0.32
2716,6,37,271600,6037271600,Los Angeles,2716,78.2y,Culver City North/Palms,0.286,2509,2474,198,7.9,344,13.7,1849,73.7,62,2.5,445,17.7,7,0.3,5,0.2,68,2.7,73,2.9,199,7.9,135,5.4,459,18.3,1595,63.6,455,18.1,0.29,0.29
2718.02,6,37,271802,6037271802,Los Angeles,2718.02,78.2y,Culver City North/Palms,0.22,5972,5897,794,13.3,2067,34.6,2779,46.5,605,10.1,1317,22.1,37,0.6,18,0.3,774,13,442,7.4,1512,25.3,331,5.5,1029,17.2,4565,76.4,378,6.3,0.08,0.23
7028.01,6,37,702801,6037702801,Los Angeles,7028.01,78.2y,Culver City North/Palms,0.474,5132,5124,646,12.6,1573,30.7,2771,54,298,5.8,813,15.8,44,0.9,9,0.2,858,16.7,339,6.6,1796,35,309,6,1217,23.7,3320,64.7,595,11.6,0.18,0.37
2719,6,37,271900,6037271900,Los Angeles,2719,78.2y,Culver City North/Palms,0.554,6072,6062,727,12,1534,25.3,3905,64.3,229,3.8,701,11.5,60,1,12,0.2,817,13.5,348,5.7,1715,28.2,381,6.3,1199,19.7,4215,69.4,658,10.8,0.16,0.28
2715,6,37,271500,6037271500,Los Angeles,2715,78.2y,Culver City North/Palms,0.354,2883,2883,152,5.3,401,13.9,2235,77.5,68,2.4,411,14.3,15,0.5,1,0,75,2.6,78,2.7,237,8.2,136,4.7,450,15.6,1864,64.7,569,19.7,0.31,0.24
7025.01,6,37,702501,6037702501,Los Angeles,7025.01,78.2y,Culver City North/Palms,0.524,4674,4674,365,7.8,822,17.6,3348,71.6,222,4.7,581,12.4,27,0.6,10,0.2,275,5.9,211,4.5,743,15.9,247,5.3,951,20.3,3088,66.1,635,13.6,0.21,0.31
2718.01,6,37,271801,6037271801,Los Angeles,2718.01,78.2y,Culver City North/Palms,0.239,4860,4860,1071,22,1811,37.3,2542,52.3,421,8.7,891,18.3,34,0.7,9,0.2,651,13.4,312,6.4,1442,29.7,252,5.2,819,16.9,3706,76.3,335,6.9,0.09,0.22
7025.02,6,37,702502,6037702502,Los Angeles,7025.02,78.2y,Culver City North/Palms,0.669,4088,4088,192,4.7,538,13.2,2232,54.6,1017,24.9,463,11.3,13,0.3,9,0.2,117,2.9,237,5.8,395,9.7,156,3.8,738,18.1,2639,64.6,711,17.4,0.27,0.28
7027,6,37,702700,6037702700,Los Angeles,7027,78.2y,Culver City North/Palms,0.523,3294,3294,137,4.2,451,13.7,2325,70.6,78,2.4,463,14.1,8,0.2,4,0.1,242,7.3,174,5.3,696,21.1,191,5.8,736,22.3,2034,61.7,524,15.9,0.26,0.36
7028.02,6,37,702802,6037702802,Los Angeles,7028.02,78.2y,Culver City North/Palms,0.215,2258,2258,242,10.7,687,30.4,1473,65.2,76,3.4,180,8,26,1.2,1,0,363,16.1,139,6.2,834,36.9,145,6.4,494,21.9,1433,63.5,331,14.7,0.23,0.34
1380,6,37,138000,6037138000,Los Angeles,1380,78.2yy,Encino/Tarzana/Warner Center/Woodland Hills,1.709,4299,4299,245,5.7,412,9.6,3799,88.4,74,1.7,189,4.4,13,0.3,4,0.1,69,1.6,151,3.5,242,5.6,245,5.7,828,19.3,2899,67.4,572,13.3,0.2,0.29
1397.02,6,37,139702,6037139702,Los Angeles,1397.02,78.2yy,Encino/Tarzana/Warner Center/Woodland Hills,3.41,5928,5928,272,4.6,573,9.7,5375,90.7,79,1.3,219,3.7,6,0.1,1,0,68,1.1,180,3,205,3.5,365,6.2,1259,21.2,3483,58.8,1186,20,0.34,0.36
1371.02,6,37,137102,6037137102,Los Angeles,1371.02,78.2yy,Encino/Tarzana/Warner Center/Woodland Hills,1.269,7366,7366,640,8.7,1474,20,5847,79.4,346,4.7,570,7.7,18,0.2,14,0.2,181,2.5,390,5.3,503,6.8,352,4.8,1127,15.3,5171,70.2,1068,14.5,0.21,0.22
1394,6,37,139400,6037139400,Los Angeles,1394,78.2yy,Encino/Tarzana/Warner Center/Woodland Hills,1.344,5387,5387,676,12.5,1396,25.9,4340,80.6,146,2.7,275,5.1,16,0.3,1,0,277,5.1,332,6.2,701,13,342,6.3,1294,24,3244,60.2,849,15.8,0.26,0.4
1375.01,6,37,137501,6037137501,Los Angeles,1375.01,78.2yy,Encino/Tarzana/Warner Center/Woodland Hills,0.965,3723,3723,252,6.8,544,14.6,2949,79.2,190,5.1,260,7,9,0.2,0,0,166,4.5,149,4,359,9.6,209,5.6,748,20.1,2521,67.7,454,12.2,0.18,0.3
