year,county,Ndeaths,GEOID
2007,Los Angeles,41,6037900501
2007,Los Angeles,20,6037900504
2007,Los Angeles,19,6037900505
2007,Los Angeles,17,6037900506
2007,Los Angeles,46,6037900507
2007,Los Angeles,10,6037900508
2007,Los Angeles,32,6037900602
2007,Los Angeles,38,6037900605
2007,Los Angeles,24,6037900606
2007,Los Angeles,23,6037900607
2007,Los Angeles,16,6037900608
2007,Los Angeles,24,6037900609
2007,Los Angeles,40,6037900701
2007,Los Angeles,43,6037900703
2007,Los Angeles,16,6037900704
2007,Los Angeles,49,6037900705
2007,Los Angeles,53,6037900803
2007,Los Angeles,24,6037900804
2007,Los Angeles,91,6037900805
2007,Los Angeles,43,6037900806
2007,Los Angeles,30,6037900900
2007,Los Angeles,5,6037901003
2007,Los Angeles,45,6037901004
2007,Los Angeles,11,6037901007
2007,Los Angeles,12,6037901008
2007,Los Angeles,24,6037901009
2007,Los Angeles,36,6037901010
2007,Los Angeles,37,6037901011
2007,Los Angeles,35,6037901101
2007,Los Angeles,37,6037901102
2007,Los Angeles,74,6037901205
2007,Los Angeles,14,6037901209
2007,Los Angeles,13,6037901210
2007,Los Angeles,12,6037901213
2007,Los Angeles,28,6037910001
2007,Los Angeles,40,6037910002
2007,Los Angeles,6,6037910101
2007,Los Angeles,17,6037910201
2007,Los Angeles,24,6037910202
2007,Los Angeles,5,6037910205
2007,Los Angeles,2,6037910206
2007,Los Angeles,16,6037910207
2007,Los Angeles,36,6037910208
2007,Los Angeles,12,6037910209
2007,Los Angeles,31,6037910210
2007,Los Angeles,28,6037910301
2007,Los Angeles,41,6037910302
2007,Los Angeles,26,6037910401
2007,Los Angeles,15,6037910402
2007,Los Angeles,5,6037910403
2007,Los Angeles,18,6037910404
2007,Los Angeles,24,6037910501
2007,Los Angeles,22,6037910502
2007,Los Angeles,20,6037910504
2007,Los Angeles,8,6037910505
2007,Los Angeles,30,6037910601
2007,Los Angeles,16,6037910602
2007,Los Angeles,34,6037910603
2007,Los Angeles,15,6037910605
2007,Los Angeles,13,6037910606
2007,Los Angeles,33,6037910705
2007,Los Angeles,12,6037910706
2007,Los Angeles,26,6037910707
2007,Los Angeles,9,6037910709
2007,Los Angeles,37,6037910711
2007,Los Angeles,12,6037910712
2007,Los Angeles,21,6037910713
2007,Los Angeles,9,6037910714
2007,Los Angeles,16,6037910715
2007,Los Angeles,22,6037910716
2007,Los Angeles,14,6037910804
2007,Los Angeles,34,6037910805
2007,Los Angeles,24,6037910807
2007,Los Angeles,16,6037910808
2007,Los Angeles,8,6037910809
2007,Los Angeles,10,6037910810
2007,Los Angeles,3,6037910811
2007,Los Angeles,3,6037910812
2007,Los Angeles,27,6037910813
2007,Los Angeles,29,6037911001
2007,Los Angeles,2,6037920011
2007,Los Angeles,2,6037920012
2007,Solano,6,6037920012
2007,Los Angeles,30,6037920013
2007,Los Angeles,14,6037920015
2007,Los Angeles,14,6037920016
2007,Los Angeles,13,6037920017
2007,Los Angeles,10,6037920018
2007,Los Angeles,25,6037920020
2007,Los Angeles,16,6037920023
2007,Los Angeles,1,6037920026
2007,Los Angeles,8,6037920028
2007,Los Angeles,14,6037920029
2007,Los Angeles,15,6037920030
2007,Los Angeles,77,6037920031
2007,Los Angeles,4,6037920032
2007,Los Angeles,2,6037920033
2007,Los Angeles,18,6037920034
2007,Los Angeles,30,6037920035
2007,Los Angeles,5,6037920036
2007,Los Angeles,17,6037920037
2007,Los Angeles,18,6037920038
2007,Los Angeles,4,6037920039
2007,Los Angeles,15,6037920040
2007,Los Angeles,3,6037920041
2007,Los Angeles,22,6037920042
2007,Los Angeles,18,6037920043
2007,Los Angeles,14,6037920044
2007,Los Angeles,8,6037920045
2007,Los Angeles,27,6037920102
2007,Solano,1,6037920102
2007,Los Angeles,4,6037920104
2007,Los Angeles,12,6037920106
2007,Los Angeles,6,6037920107
2007,Los Angeles,3,6037920108
2007,Los Angeles,23,6037920109
2007,Los Angeles,9,6037920110
2007,Los Angeles,19,6037920111
2007,Los Angeles,28,6037920112
2007,Los Angeles,8,6037920114
2007,Los Angeles,22,6037920115
2007,Los Angeles,19,6037920116
2007,Los Angeles,18,6037920118
2007,Los Angeles,5,6037920119
2007,Los Angeles,4,6037920303
2007,Los Angeles,34,6037920312
2007,Los Angeles,36,6037920313
2007,Los Angeles,12,6037920314
2007,Los Angeles,22,6037920322
2007,Los Angeles,13,6037920326
2007,Los Angeles,3,6037920328
2007,Los Angeles,20,6037920329
2007,Los Angeles,24,6037920330
2007,Los Angeles,29,6037920331
2007,Los Angeles,9,6037920332
2007,Los Angeles,54,6037920334
2007,Los Angeles,17,6037920336
2007,Los Angeles,6,6037920337
2007,Los Angeles,12,6037920338
2007,Los Angeles,17,6037920339
2007,Los Angeles,1,6037930101
2007,Los Angeles,6,6037930200
2007,Los Angeles,5,6037930301
2007,Los Angeles,15,6037930401
2007,Los Angeles,1,6037980003
2007,Los Angeles,1,6037980004
2007,Los Angeles,3,6037980008
2007,Los Angeles,1,6037980010
2007,Los Angeles,1,6037980014
2007,Los Angeles,6,6037980015
2007,Los Angeles,1,6037980021
2007,Los Angeles,1,6037980023
2007,Los Angeles,1,6037980024
2007,Los Angeles,1,6037980025
2007,Los Angeles,1,6037980026
2007,Los Angeles,1,6037980028
2007,Los Angeles,8,6037980031
2007,San Diego,1,6037980031
2007,Los Angeles,1,6037980033
2007,Fresno,4,6039000102
2007,Madera,44,6039000102
2007,Madera,59,6039000103
2007,Madera,54,6039000104
2007,Madera,37,6039000106
2007,NA,1,6039000106
2007,Fresno,1,6039000108
2007,Los Angeles,2,6039000108
2007,Madera,62,6039000108
2007,Los Angeles,11,6039000109
2007,Madera,8,6039000109
2007,Madera,17,6039000201
2007,Madera,26,6039000202
2007,Madera,84,6039000300
2007,Fresno,5,6039000400
2007,Madera,4,6039000400
2007,Madera,37,6039000502
2007,Madera,40,6039000503
2007,Madera,31,6039000506
2007,Madera,41,6039000507
2007,Madera,26,6039000508
2007,Madera,27,6039000509
2007,Madera,20,6039000602
2007,Madera,20,6039000603
2007,Madera,27,6039000604
2007,Madera,89,6039000700
2007,Madera,26,6039000800
2007,Madera,31,6039000900
2007,Madera,29,6039001000
2007,Marin,12,6041101100
2007,Marin,23,6041101200
2007,Marin,12,6041102100
2007,Marin,32,6041102202
2007,Marin,23,6041102203
2007,Marin,42,6041103100
2007,Marin,65,6041103200
2007,Marin,55,6041104101
2007,Marin,23,6041104102
2007,Marin,47,6041104200
2007,Marin,24,6041104300
2007,Marin,37,6041105000
2007,Marin,76,6041106001
2007,Marin,50,6041106002
2007,Marin,47,6041107000
2007,Marin,55,6041108100
2007,Marin,109,6041108200
2007,Marin,24,6041109001
2007,Marin,27,6041109002
2007,Marin,59,6041110100
2007,Marin,38,6041110200
2007,Marin,40,6041111000
2007,Marin,20,6041112100
2007,Marin,14,6041112201
2007,Marin,12,6041112202
2007,Marin,8,6041113000
2007,Marin,24,6041114100
2007,Marin,17,6041114200
2007,Marin,51,6041115000
2007,Marin,19,6041116000
2007,Marin,27,6041117000
2007,Marin,7,6041118100
2007,Marin,21,6041119100
2007,Marin,43,6041119201
2007,Marin,30,6041119202
2007,Marin,30,6041120000
2007,Marin,39,6041121100
2007,Marin,37,6041121200
2007,Marin,20,6041123000
2007,Marin,28,6041124100
2007,Marin,46,6041124200
2007,Marin,21,6041125000
2007,Marin,36,6041126100
2007,Marin,49,6041126200
2007,Marin,25,6041127000
2007,Marin,33,6041128100
2007,Marin,26,6041128200
2007,Marin,16,6041129000
2007,Marin,21,6041130201
2007,Marin,33,6041130202
2007,Marin,5,6041131100
2007,Marin,10,6041132100
2007,Marin,13,6041132200
2007,Marin,23,6041133000
2007,Sonoma,7,6041133000
2007,Mariposa,49,6043000101
2007,Mariposa,21,6043000102
2007,Mariposa,32,6043000200
2007,Merced,1,6043000200
2007,Stanislaus,1,6043000200
2007,Tuolumne,4,6043000200
2007,Mariposa,37,6043000301
2007,Madera,1,6043000302
2007,Mariposa,23,6043000302
2007,Mariposa,1,6043000400
2007,Mendocino,17,6045010100
2007,Mendocino,26,6045010200
2007,Mendocino,38,6045010300
2007,Mendocino,21,6045010400
2007,Mendocino,55,6045010500
2007,Mendocino,55,6045010600
2007,Mendocino,66,6045010700
2007,Mendocino,56,6045010801
2007,Mendocino,9,6045010802
2007,Mendocino,39,6045010900
2007,Mendocino,16,6045011001
2007,Mendocino,35,6045011002
2007,Mendocino,37,6045011102
2007,Sonoma,2,6045011102
2007,Mendocino,10,6045011200
2007,Mendocino,42,6045011300
2007,Mendocino,44,6045011400
2007,Mendocino,54,6045011500
2007,Mendocino,69,6045011600
2007,Mendocino,32,6045011700
2007,Mendocino,14,6045011800
2007,Merced,10,6047000201
2007,Stanislaus,2,6047000201
2007,Merced,11,6047000202
2007,Merced,24,6047000203
2007,Merced,19,6047000301
2007,Merced,13,6047000303
2007,Merced,33,6047000304
2007,Merced,15,6047000401
2007,Merced,43,6047000402
2007,Stanislaus,2,6047000402
2007,Merced,9,6047000503
2007,Merced,19,6047000504
2007,Merced,33,6047000505
2007,Merced,29,6047000601
2007,Merced,16,6047000602
2007,Merced,28,6047000603
2007,Merced,29,6047000701
2007,Merced,24,6047000702
2007,Merced,36,6047000801
2007,Merced,29,6047000802
2007,Los Angeles,3,6047000901
2007,Merced,10,6047000901
2007,Merced,30,6047000902
2007,Merced,66,6047001002
2007,Merced,14,6047001003
2007,Merced,45,6047001004
2007,Merced,11,6047001005
2007,Merced,37,6047001101
2007,Merced,35,6047001200
2007,Merced,41,6047001301
2007,Merced,37,6047001302
2007,Merced,38,6047001401
2007,Merced,32,6047001402
2007,Merced,16,6047001501
2007,Merced,9,6047001502
2007,Merced,24,6047001503
2007,Merced,16,6047001601
2007,Merced,18,6047001602
2007,Merced,29,6047001700
2007,Merced,13,6047001801
2007,Merced,27,6047001901
2007,Merced,14,6047001902
2007,Merced,37,6047002000
2007,Stanislaus,2,6047002000
2007,Merced,28,6047002100
2007,Merced,44,6047002201
2007,Merced,30,6047002202
2007,Merced,36,6047002301
2007,Merced,65,6047002302
2007,Merced,7,6047002401
2007,Merced,45,6047002402
2007,Merced,12,6047002500
2007,Merced,36,6047002600
2007,Modoc,31,6049000100
2007,Modoc,3,6049000200
2007,Shasta,1,6049000200
2007,Siskiyou,5,6049000200
2007,Modoc,8,6049000300
2007,Modoc,7,6049000400
2007,Inyo,3,6051000101
2007,Mono,14,6051000101
2007,Los Angeles,1,6051000102
2007,Mono,10,6051000102
2007,Mono,8,6051000200
2007,Monterey,4,6053000101
2007,Monterey,39,6053000102
2007,Monterey,15,6053000103
2007,Monterey,15,6053000104
2007,Monterey,42,6053000200
2007,Monterey,23,6053000300
2007,Monterey,29,6053000400
2007,Monterey,5,6053000501
2007,Monterey,22,6053000502
2007,Monterey,19,6053000600
2007,Monterey,15,6053000701
2007,Monterey,20,6053000702
2007,Monterey,16,6053000800
2007,Monterey,30,6053000900
2007,Monterey,48,6053001200
2007,Monterey,18,6053001300
2007,Monterey,13,6053001400
2007,Monterey,57,6053001500
2007,Monterey,27,6053001600
2007,Monterey,20,6053001700
2007,Monterey,10,6053001801
2007,Monterey,18,6053001802
2007,Monterey,7,6053010101
2007,Santa Cruz,6,6053010101
2007,Monterey,16,6053010102
2007,Santa Cruz,4,6053010102
2007,Monterey,4,6053010202
2007,Santa Cruz,7,6053010202
2007,Monterey,22,6053010305
2007,Monterey,9,6053010306
2007,Monterey,20,6053010400
2007,Monterey,25,6053010501
2007,Monterey,18,6053010504
2007,Monterey,20,6053010505
2007,Monterey,13,6053010506
2007,Monterey,13,6053010603
2007,Monterey,14,6053010604
2007,Monterey,9,6053010605
2007,Monterey,19,6053010606
2007,Monterey,7,6053010607
2007,Monterey,5,6053010608
2007,Monterey,27,6053010701
2007,Monterey,37,6053010702
2007,Monterey,24,6053010804
2007,Monterey,44,6053011000
2007,Monterey,25,6053011101
2007,Monterey,42,6053011102
2007,Monterey,15,6053011202
2007,Monterey,18,6053011203
2007,Monterey,6,6053011204
2007,Monterey,30,6053011302
2007,Monterey,17,6053011303
2007,Monterey,15,6053011304
2007,Monterey,9,6053011400
2007,San Luis Obispo,1,6053011400
2007,Monterey,2,6053011502
2007,Monterey,96,6053011602
2007,Monterey,30,6053011604
2007,Monterey,46,6053011700
2007,Monterey,1,6053011801
2007,Monterey,3,6053011802
2007,Monterey,60,6053011900
2007,Monterey,24,6053012000
2007,Monterey,27,6053012100
2007,Monterey,23,6053012200
2007,Monterey,9,6053012302
2007,Monterey,28,6053012401
2007,Monterey,27,6053012402
2007,Monterey,31,6053012502
2007,Monterey,1,6053012600
2007,Monterey,23,6053012700
2007,Monterey,70,6053012800
2007,Monterey,46,6053013000
2007,Monterey,37,6053013200
2007,Monterey,42,6053013300
2007,Monterey,11,6053013400
2007,Monterey,34,6053013500
2007,Monterey,25,6053013600
2007,Monterey,17,6053013700
2007,Monterey,36,6053013800
2007,Monterey,25,6053013900
2007,Monterey,14,6053014000
2007,Monterey,5,6053014102
2007,Monterey,3,6053014105
2007,Monterey,7,6053014107
2007,Monterey,36,6053014201
2007,Monterey,34,6053014202
2007,Monterey,20,6053014301
2007,Monterey,28,6053014302
2007,Monterey,33,6053014500
2007,Monterey,6,6053014601
2007,Santa Cruz,15,6053014601
2007,Monterey,33,6053014700
2007,Monterey,13,6053014800
2007,Napa,26,6055200201
2007,Napa,18,6055200202
2007,Napa,11,6055200203
2007,Napa,13,6055200301
2007,Napa,13,6055200302
2007,Napa,35,6055200400
2007,Napa,37,6055200501
2007,Napa,6,6055200503
2007,Napa,105,6055200504
2007,Napa,7,6055200505
2007,Napa,32,6055200601
2007,Napa,50,6055200602
2007,Napa,19,6055200703
2007,Napa,40,6055200704
2007,Napa,20,6055200705
2007,Napa,19,6055200706
2007,Napa,35,6055200707
2007,Napa,56,6055200802
2007,Napa,10,6055200803
2007,Napa,16,6055200804
2007,Napa,7,6055200900
2007,Napa,17,6055201003
2007,Napa,58,6055201004
2007,Napa,13,6055201005
2007,Napa,21,6055201006
2007,Napa,14,6055201007
2007,Napa,17,6055201101
2007,Napa,16,6055201102
2007,Napa,56,6055201200
2007,Napa,121,6055201300
2007,Napa,34,6055201401
2007,Napa,38,6055201402
2007,Napa,5,6055201403
2007,Napa,15,6055201500
2007,Napa,17,6055201601
2007,Napa,24,6055201602
2007,Napa,23,6055201700
2007,Napa,12,6055201800
2007,Napa,8,6055201900
2007,Napa,48,6055202000
2007,Nevada,73,6057000102
2007,Nevada,13,6057000103
2007,Placer,45,6057000103
2007,Nevada,51,6057000104
2007,Nevada,21,6057000105
2007,Placer,3,6057000105
2007,Nevada,17,6057000200
2007,Nevada,25,6057000300
2007,Nevada,69,6057000401
2007,Nevada,57,6057000402
2007,Yuba,1,6057000402
2007,Nevada,148,6057000501
2007,Nevada,69,6057000502
2007,Nevada,95,6057000600
2007,Nevada,61,6057000701
2007,Nevada,38,6057000702
2007,Nevada,33,6057000801
2007,Nevada,62,6057000802
2007,Los Angeles,5,6057000900
2007,Nevada,25,6057000900
2007,Nevada,5,6057001203
2007,Nevada,7,6057001204
2007,Nevada,6,6057001205
2007,Nevada,21,6057001206
2007,Orange,27,6059001101
2007,Orange,13,6059001102
2007,Orange,35,6059001103
2007,Orange,30,6059001201
2007,Orange,11,6059001202
2007,Orange,35,6059001301
2007,Orange,26,6059001303
2007,Orange,32,6059001304
2007,Los Angeles,1,6059001401
2007,Orange,43,6059001401
2007,Orange,22,6059001402
2007,Orange,22,6059001403
2007,Orange,20,6059001404
2007,Orange,68,6059001501
2007,Orange,31,6059001503
2007,Orange,30,6059001504
2007,Orange,34,6059001505
2007,Orange,38,6059001506
2007,Orange,24,6059001507
2007,Orange,118,6059001601
2007,Orange,30,6059001602
2007,Orange,29,6059001704
2007,Orange,20,6059001705
2007,Orange,54,6059001706
2007,Orange,31,6059001707
2007,Orange,22,6059001708
2007,Orange,17,6059001801
2007,Orange,26,6059001802
2007,Orange,18,6059001901
2007,Orange,19,6059001902
2007,Orange,11,6059001903
2007,Orange,30,6059011000
2007,Orange,22,6059011101
2007,Orange,25,6059011102
2007,Orange,38,6059011200
2007,Orange,39,6059011300
2007,Orange,11,6059011401
2007,Orange,33,6059011402
2007,Orange,35,6059011403
2007,Orange,27,6059011502
2007,Orange,23,6059011503
2007,Orange,10,6059011504
2007,Orange,21,6059011601
2007,Orange,43,6059011602
2007,Orange,27,6059011707
2007,Orange,10,6059011708
2007,Orange,30,6059011709
2007,Orange,30,6059011710
2007,Orange,37,6059011711
2007,Orange,26,6059011712
2007,Orange,2,6059011714
2007,Orange,44,6059011715
2007,Orange,22,6059011716
2007,Orange,15,6059011717
2007,Orange,22,6059011718
2007,Orange,17,6059011720
2007,Orange,12,6059011721
2007,Orange,34,6059011722
2007,Orange,60,6059021802
2007,Orange,18,6059021807
2007,Orange,28,6059021809
2007,Orange,21,6059021810
2007,Orange,16,6059021812
2007,Orange,23,6059021814
2007,Orange,56,6059021815
2007,Orange,16,6059021816
2007,Orange,12,6059021817
2007,Orange,34,6059021820
2007,Orange,21,6059021821
2007,Orange,32,6059021822
2007,Orange,14,6059021823
2007,Orange,10,6059021824
2007,Orange,13,6059021825
2007,Orange,14,6059021826
2007,Orange,7,6059021827
2007,Orange,17,6059021828
2007,Orange,22,6059021829
2007,Orange,24,6059021830
2007,Orange,21,6059021903
2007,Orange,27,6059021905
2007,Orange,16,6059021912
2007,Orange,31,6059021913
2007,Orange,23,6059021914
2007,Orange,30,6059021915
2007,Orange,34,6059021916
2007,Orange,23,6059021917
2007,Orange,25,6059021918
2007,Orange,24,6059021919
2007,Orange,27,6059021920
2007,NA,1,6059021920
2007,Orange,14,6059021921
2007,Orange,29,6059021922
2007,NA,1,6059021922
2007,Orange,15,6059021923
2007,Orange,18,6059021924
2007,Orange,30,6059032002
2007,Orange,38,6059032003
2007,Orange,4,6059032011
2007,Orange,27,6059032012
2007,Orange,62,6059032013
2007,Orange,96,6059032014
2007,Orange,77,6059032015
2007,NA,1,6059032015
2007,Orange,18,6059032020
2007,Orange,22,6059032022
2007,Orange,37,6059032023
2007,Orange,15,6059032027
2007,Orange,9,6059032028
2007,Orange,23,6059032029
2007,Orange,10,6059032030
2007,Orange,10,6059032031
2007,Orange,16,6059032032
2007,Orange,7,6059032033
2007,Orange,22,6059032034
2007,Orange,16,6059032035
2007,Orange,25,6059032036
2007,Orange,105,6059032037
2007,Orange,21,6059032038
2007,Orange,15,6059032039
2007,Orange,9,6059032040
2007,Orange,1,6059032041
2007,NA,1,6059032041
2007,Orange,16,6059032042
2007,Orange,16,6059032043
2007,Orange,20,6059032044
2007,Orange,5,6059032045
2007,Orange,8,6059032046
2007,Orange,6,6059032047
2007,Orange,44,6059032048
2007,Orange,21,6059032049
2007,Orange,8,6059032050
2007,Orange,9,6059032051
2007,Orange,25,6059032053
2007,Orange,28,6059032054
2007,Orange,11,6059032055
2007,Orange,23,6059032056
2007,Orange,13,6059032057
2007,Orange,6,6059032058
2007,Orange,11,6059032059
2007,Orange,25,6059032061
2007,Orange,51,6059042103
2007,Orange,15,6059042106
2007,Orange,12,6059042107
2007,Orange,22,6059042108
2007,Orange,25,6059042109
2007,Orange,45,6059042111
2007,Orange,30,6059042112
2007,Orange,42,6059042113
2007,Orange,26,6059042114
2007,Orange,49,6059042201
2007,Orange,66,6059042203
2007,Orange,50,6059042205
2007,Orange,46,6059042206
2007,Orange,30,6059042305
2007,Orange,40,6059042307
2007,Orange,52,6059042310
2007,Orange,48,6059042311
2007,Orange,57,6059042312
2007,Orange,16,6059042313
2007,Orange,24,6059042315
2007,Orange,30,6059042317
2007,Orange,22,6059042319
2007,Orange,20,6059042320
2007,Orange,37,6059042323
2007,Orange,41,6059042324
2007,Orange,21,6059042325
2007,Orange,21,6059042326
2007,Orange,21,6059042327
2007,Orange,6,6059042328
2007,Orange,22,6059042329
2007,Orange,17,6059042330
2007,Orange,14,6059042331
2007,Orange,27,6059042332
2007,Orange,18,6059042333
2007,Orange,14,6059042334
2007,Orange,8,6059042335
2007,Orange,12,6059042336
2007,Orange,10,6059042337
2007,Orange,28,6059042338
2007,Orange,17,6059042339
2007,Orange,24,6059052408
2007,Orange,40,6059052410
2007,Orange,37,6059052411
2007,Orange,14,6059052415
2007,Orange,16,6059052416
2007,Orange,24,6059052417
2007,Orange,40,6059052418
2007,Orange,6,6059052419
2007,Orange,37,6059052420
2007,Orange,19,6059052421
2007,Orange,16,6059052422
2007,Orange,11,6059052423
2007,Orange,20,6059052424
2007,Orange,18,6059052425
2007,Orange,11,6059052426
2007,Orange,14,6059052427
2007,Orange,12,6059052428
2007,Orange,28,6059052502
2007,Orange,34,6059052505
2007,Orange,7,6059052506
2007,Orange,24,6059052511
2007,Orange,25,6059052513
2007,Orange,31,6059052514
2007,Orange,13,6059052515
2007,Orange,12,6059052517
2007,Orange,12,6059052519
2007,Orange,15,6059052520
2007,Orange,6,6059052521
2007,Orange,14,6059052522
2007,Orange,13,6059052523
2007,Orange,16,6059052524
2007,Orange,47,6059052525
2007,Orange,10,6059052526
2007,Orange,15,6059052527
2007,Orange,15,6059052528
2007,Orange,34,6059062604
2007,Orange,21,6059062605
2007,Orange,6,6059062610
2007,Orange,12,6059062611
2007,Orange,44,6059062612
2007,Orange,4,6059062614
2007,Orange,30,6059062619
2007,Orange,26,6059062620
2007,Orange,43,6059062621
2007,Orange,110,6059062622
2007,Orange,57,6059062625
2007,Orange,6,6059062626
2007,Orange,45,6059062627
2007,Orange,7,6059062628
2007,Orange,21,6059062629
2007,Orange,12,6059062630
2007,Orange,20,6059062631
2007,Orange,30,6059062632
2007,Orange,9,6059062633
2007,Orange,18,6059062634
2007,Orange,13,6059062635
2007,Orange,6,6059062636
2007,Orange,10,6059062637
2007,Orange,9,6059062638
2007,Orange,30,6059062639
2007,Orange,6,6059062640
2007,Orange,77,6059062641
2007,Orange,41,6059062642
2007,Orange,16,6059062643
2007,Orange,32,6059062644
2007,Orange,21,6059062645
2007,Orange,102,6059062646
2007,Orange,147,6059062647
2007,Orange,115,6059062648
2007,Orange,54,6059062649
2007,Orange,23,6059062701
2007,Orange,38,6059062702
2007,Orange,24,6059062800
2007,Orange,13,6059062900
2007,Orange,61,6059063004
2007,Orange,10,6059063005
2007,Orange,30,6059063006
2007,Orange,39,6059063007
2007,Orange,6,6059063008
2007,Orange,19,6059063009
2007,Orange,33,6059063010
2007,Orange,8,6059063101
2007,Orange,31,6059063102
2007,Orange,18,6059063103
2007,Orange,24,6059063201
2007,Orange,32,6059063202
2007,Orange,11,6059063301
2007,Orange,31,6059063302
2007,Orange,39,6059063400
2007,Orange,26,6059063500
2007,Orange,13,6059063601
2007,Orange,72,6059063603
2007,Orange,28,6059063604
2007,Orange,17,6059063605
2007,Orange,27,6059063701
2007,Orange,32,6059063702
2007,Orange,23,6059063802
2007,Orange,20,6059063803
2007,Orange,16,6059063805
2007,Orange,27,6059063806
2007,Orange,39,6059063807
2007,Orange,12,6059063808
2007,Orange,15,6059063902
2007,Orange,29,6059063903
2007,Orange,26,6059063904
2007,Orange,39,6059063905
2007,Orange,36,6059063906
2007,Orange,17,6059063907
2007,Orange,27,6059063908
2007,Orange,11,6059074003
2007,Orange,24,6059074004
2007,Orange,55,6059074005
2007,Orange,9,6059074006
2007,Orange,26,6059074102
2007,Orange,23,6059074103
2007,Orange,14,6059074106
2007,Orange,20,6059074107
2007,Orange,22,6059074108
2007,Orange,7,6059074109
2007,Orange,20,6059074110
2007,Orange,25,6059074111
2007,Orange,28,6059074200
2007,Orange,14,6059074300
2007,Orange,5,6059074403
2007,Orange,22,6059074405
2007,Orange,10,6059074406
2007,Orange,9,6059074407
2007,Orange,19,6059074408
2007,Orange,17,6059074501
2007,Orange,13,6059074502
2007,Orange,12,6059074601
2007,Orange,14,6059074602
2007,Orange,23,6059074701
2007,Orange,18,6059074702
2007,Orange,16,6059074801
2007,Orange,21,6059074802
2007,Orange,27,6059074803
2007,Orange,2,6059074805
2007,Orange,18,6059074806
2007,Orange,28,6059074901
2007,Orange,8,6059074902
2007,Orange,25,6059075002
2007,Orange,6,6059075003
2007,Orange,8,6059075004
2007,Orange,27,6059075100
2007,Orange,19,6059075201
2007,Orange,27,6059075202
2007,Orange,26,6059075301
2007,Orange,12,6059075302
2007,Orange,14,6059075303
2007,Orange,32,6059075401
2007,Orange,29,6059075403
2007,Orange,40,6059075404
2007,Orange,26,6059075405
2007,Orange,29,6059075504
2007,Orange,14,6059075505
2007,Orange,16,6059075506
2007,Orange,21,6059075507
2007,Orange,17,6059075512
2007,Orange,13,6059075513
2007,Orange,11,6059075514
2007,Orange,28,6059075515
2007,Orange,33,6059075603
2007,Orange,39,6059075604
2007,Orange,26,6059075605
2007,Orange,38,6059075606
2007,Orange,13,6059075607
2007,Orange,41,6059075701
2007,Orange,36,6059075702
2007,Orange,34,6059075703
2007,Orange,23,6059075805
2007,Orange,22,6059075806
2007,Orange,26,6059075807
2007,Orange,20,6059075808
2007,Orange,25,6059075809
2007,Orange,28,6059075810
2007,Orange,6,6059075811
2007,Orange,28,6059075812
2007,Orange,35,6059075813
2007,Orange,10,6059075814
2007,Orange,27,6059075815
2007,Orange,19,6059075816
2007,Orange,25,6059075901
2007,Orange,38,6059075902
2007,Orange,104,6059076000
2007,Orange,19,6059076101
2007,Orange,22,6059076102
2007,Orange,44,6059076103
2007,Orange,38,6059076201
2007,Orange,20,6059076202
2007,Orange,14,6059076204
2007,Orange,30,6059076205
2007,Orange,43,6059076206
2007,Orange,47,6059076208
2007,Orange,32,6059086301
2007,Orange,32,6059086303
2007,Orange,20,6059086304
2007,Orange,24,6059086305
2007,Orange,21,6059086306
2007,Orange,32,6059086402
2007,Orange,22,6059086404
2007,Orange,13,6059086405
2007,Orange,22,6059086406
2007,Orange,27,6059086407
2007,Orange,19,6059086501
2007,Orange,16,6059086502
2007,Orange,54,6059086601
2007,Orange,26,6059086602
2007,Orange,84,6059086701
2007,Orange,14,6059086702
2007,Orange,17,6059086801
2007,Orange,25,6059086802
2007,Orange,59,6059086803
2007,Orange,71,6059086901
2007,Orange,83,6059086902
2007,Orange,29,6059086903
2007,Orange,24,6059087001
2007,Orange,27,6059087002
2007,Orange,23,6059087101
2007,Orange,12,6059087102
2007,Orange,61,6059087103
2007,Orange,23,6059087105
2007,Orange,40,6059087106
2007,Orange,49,6059087200
2007,Orange,30,6059087300
2007,Orange,19,6059087401
2007,Orange,13,6059087403
2007,Orange,7,6059087404
2007,Orange,28,6059087405
2007,Orange,25,6059087503
2007,Orange,15,6059087504
2007,Orange,15,6059087505
2007,Orange,31,6059087601
2007,Orange,43,6059087602
2007,Orange,45,6059087701
2007,Orange,20,6059087703
2007,Orange,28,6059087704
2007,Orange,21,6059087801
2007,Orange,34,6059087802
2007,Orange,15,6059087803
2007,Orange,42,6059087805
2007,Orange,9,6059087806
2007,Orange,35,6059087901
2007,Orange,29,6059087902
2007,Orange,27,6059088001
2007,Orange,24,6059088002
2007,Orange,6,6059088101
2007,Orange,46,6059088104
2007,Orange,26,6059088105
2007,Orange,29,6059088106
2007,Orange,39,6059088107
2007,Orange,23,6059088201
2007,Orange,26,6059088202
2007,Orange,45,6059088203
2007,Orange,38,6059088301
2007,Orange,42,6059088302
2007,Orange,27,6059088401
2007,Orange,19,6059088402
2007,Orange,18,6059088403
2007,Orange,27,6059088501
2007,Orange,31,6059088502
2007,Orange,31,6059088601
2007,Orange,25,6059088602
2007,Orange,20,6059088701
2007,Orange,33,6059088702
2007,Orange,38,6059088801
2007,Orange,23,6059088802
2007,Orange,31,6059088901
2007,Orange,33,6059088902
2007,Orange,43,6059088903
2007,Orange,31,6059088904
2007,Orange,37,6059088905
2007,Orange,30,6059089001
