comID,yearG,sex,CAUSE,Ndeaths,YLL,mean.age,Level,county,pop,YLLper,cDeathRate,rateLCI,rateUCI,comName,oDeaths,aRate,aLCI,aUCI,aSE,YLL.adj.rate
1.1,2013-2017,Total,0,1758,11540,75.63,lev0,Alameda,57830,3990,608,579.5,636.4,Livermore Central and West/Spring Town,1758,653.7,623,685.8,15.9,3650
1.1,2013-2017,Total,D01,38,274,71.74,lev2,Alameda,57830,94.76,13.14,8.963,17.32,Livermore Central and West/Spring Town,38,12.86,8.998,17.97,2.147,72.53
1.1,2013-2017,Total,D10,35,198,76.06,lev2,Alameda,57830,68.47,12.1,8.094,16.11,Livermore Central and West/Spring Town,35,13.39,9.266,18.83,2.3,67.1
1.1,2013-2017,Total,E02,32,918,46.5,lev2,Alameda,57830,317.5,11.07,7.232,14.9,Livermore Central and West/Spring Town,32,10.51,7.109,15.16,1.909,316.6
1.2,2013-2017,Total,0,969,6803,74.15,lev0,Alameda,39450,3449,491.2,460.3,522.1,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,969,548.8,513.6,586,18.29,3142
1.2,2013-2017,Total,D01,12,90,71,lev2,Alameda,39450,45.62,6.083,2.641,9.525,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,12,5.715,2.824,10.66,1.745,28.92
1.2,2013-2017,Total,D10,18,35,80.06,lev2,Alameda,39450,17.74,9.125,4.909,13.34,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,18,10.6,6.177,17.15,2.572,13.03
1.2,2013-2017,Total,E02,18,445,51.33,lev2,Alameda,39450,225.6,9.125,4.909,13.34,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,18,8.902,5.124,14.69,2.201,236
10,2013-2017,Total,0,2887,21160,73.37,lev0,Butte,48380,8746,1193,1150,1237,Oroville/Palermo/Thermalito,2887,889.8,856.7,924.2,17.06,8343
10,2013-2017,Total,D01,46,260,73.78,lev2,Butte,48380,107.5,19.02,13.52,24.51,Oroville/Palermo/Thermalito,46,14.13,10.26,19.51,2.136,99.36
10,2013-2017,Total,D10,69,316,76.23,lev2,Butte,48380,130.6,28.52,21.79,35.25,Oroville/Palermo/Thermalito,69,20.43,15.78,26.53,2.525,112.7
10,2013-2017,Total,E02,45,887,57.6,lev2,Butte,48380,366.7,18.6,13.17,24.04,Oroville/Palermo/Thermalito,45,17.11,12.3,23.56,2.661,393.7
10,2013-2017,Total,E03,17,637,37.53,lev2,Butte,48380,263.3,7.027,3.687,10.37,Oroville/Palermo/Thermalito,17,7.605,4.325,12.71,1.916,291
100,2013-2017,Total,0,46,210,76.78,lev0,Modoc,1504,2793,611.7,434.9,788.5,Adin/Lookout/Newell,46,337.1,243,476.4,51.97,2373
102,2013-2017,Total,0,114,915,71.23,lev0,Mono,6016,3042,379,309.4,448.6,Benton/Bridgeport/Chalfant/Crowley Lake/Coleville/Hammill Valley/June Lake/Lee Vining/Paradise/Sunny Slopes/Topaz/Walker,114,246.7,198.5,309,25.92,2903
103,2013-2017,Total,0,72,1053,63.28,lev0,Mono,8035,2621,179.2,137.8,220.6,Mammoth Lakes,NA,NA,NA,NA,NA,NA
104,2013-2017,Total,0,20,70,78.85,lev0,Monterey,1514,924.7,264.2,148.4,380,Big Sur/Lucia,20,188.7,105.5,366.9,48.76,722.8
105,2013-2017,Total,0,338,4237,67.49,lev0,Monterey,16840,5033,401.5,358.7,444.3,King City/San Lucas,338,579.7,510.1,657.6,36.62,5055
105,2013-2017,Total,E03,17,861,24.35,lev2,Monterey,16840,1023,20.19,10.59,29.79,King City/San Lucas,17,16.81,9.72,32.4,4.128,833.2
106,2013-2017,Total,0,81,901,67.28,lev0,Monterey,4844,3720,334.4,261.6,407.3,Bradley/San Ardo,81,447.2,347.8,570.7,53.89,4446
107,2013-2017,Total,0,818,9845,68.2,lev0,Monterey,56920,3459,287.4,267.7,307.1,Chualar/Gonzalez/Greenfield/Soledad,818,502.6,466.5,540.8,18.72,3482
107,2013-2017,Total,D01,22,155,70.27,lev2,Monterey,56920,54.47,7.731,4.5,10.96,Chualar/Gonzalez/Greenfield/Soledad,22,14.13,8.528,22.29,3.228,59.05
107,2013-2017,Total,D10,30,106,76.4,lev2,Monterey,56920,37.25,10.54,6.77,14.31,Chualar/Gonzalez/Greenfield/Soledad,30,21.99,14.6,31.98,4.165,43.7
107,2013-2017,Total,E02,11,380,40.45,lev2,Monterey,56920,133.5,3.865,1.581,6.15,Chualar/Gonzalez/Greenfield/Soledad,11,4.365,2.087,8.984,1.385,128.7
107,2013-2017,Total,E03,24,1069,30.62,lev2,Monterey,56920,375.6,8.433,5.059,11.81,Chualar/Gonzalez/Greenfield/Soledad,24,8.63,5.381,14,1.858,358.3
108,2013-2017,Total,0,1542,12110,72.92,lev0,Monterey,57200,4235,539.2,512.3,566.1,Carmel Valley/Castroville/Marina/Moss Landing/Ord,1542,535.4,508.6,563.4,13.86,3975
108,2013-2017,Total,D01,34,187,74.74,lev2,Monterey,57200,65.39,11.89,7.893,15.89,Carmel Valley/Castroville/Marina/Moss Landing/Ord,34,11.99,8.246,17.09,2.09,63.26
108,2013-2017,Total,D10,44,180,77.57,lev2,Monterey,57200,62.94,15.39,10.84,19.93,Carmel Valley/Castroville/Marina/Moss Landing/Ord,44,15.37,11.12,20.95,2.346,51.7
108,2013-2017,Total,E02,35,902,49.86,lev2,Monterey,57200,315.4,12.24,8.184,16.29,Carmel Valley/Castroville/Marina/Moss Landing/Ord,35,12.4,8.508,17.68,2.176,341.1
108,2013-2017,Total,E03,16,645,35.5,lev2,Monterey,57200,225.5,5.595,2.853,8.336,Carmel Valley/Castroville/Marina/Moss Landing/Ord,16,5.262,2.97,8.945,1.342,211.9
109.1,2013-2017,Total,0,1165,10680,71.11,lev0,Monterey,44330,4819,525.6,495.4,555.8,Aromas/Las Lomas/Pajaro/Prunedale,1165,668.5,629.1,709.8,20.4,4545
109.1,2013-2017,Total,D01,22,76,78.32,lev2,Monterey,44330,34.29,9.925,5.778,14.07,Aromas/Las Lomas/Pajaro/Prunedale,22,13.53,8.325,20.92,2.983,28.15
109.1,2013-2017,Total,D10,31,183,74.61,lev2,Monterey,44330,82.56,13.99,9.062,18.91,Aromas/Las Lomas/Pajaro/Prunedale,31,18.39,12.28,26.63,3.435,70.81
109.1,2013-2017,Total,E02,17,396,51.71,lev2,Monterey,44330,178.7,7.669,4.024,11.32,Aromas/Las Lomas/Pajaro/Prunedale,17,6.798,3.886,11.62,1.699,171.8
109.1,2013-2017,Total,E03,14,528,37.29,lev2,Monterey,44330,238.2,6.316,3.008,9.624,Aromas/Las Lomas/Pajaro/Prunedale,14,6.39,3.456,11.31,1.734,245.9
109.2,2013-2017,Total,0,3849,42510,69.78,lev0,Monterey,154700,5497,497.7,482,513.4,Salinas/Spreckels,3849,652.5,631.5,674.2,10.83,5515
109.2,2013-2017,Total,D01,120,763,73.82,lev2,Monterey,154700,98.66,15.52,12.74,18.29,Salinas/Spreckels,120,21.71,17.92,26.13,2.029,112.7
109.2,2013-2017,Total,D10,140,934,73.39,lev2,Monterey,154700,120.8,18.1,15.1,21.1,Salinas/Spreckels,140,25.86,21.65,30.7,2.242,133.9
109.2,2013-2017,Total,E02,54,1527,47.69,lev2,Monterey,154700,197.5,6.983,5.12,8.845,Salinas/Spreckels,54,7.79,5.803,10.36,1.089,196.2
109.2,2013-2017,Total,E03,143,6357,30.55,lev2,Monterey,154700,822,18.49,15.46,21.52,Salinas/Spreckels,143,17.92,15.07,21.3,1.519,767.2
11,2013-2017,Total,0,331,2947,70.01,lev0,Butte,4951,11900,1337,1193,1481,Berry Creek/Brownsville/Concow/Feather Falls/Forbestown,331,829.5,733.2,940.7,50.63,10200
110,2013-2017,Total,0,4202,18280,79.85,lev0,Monterey,93900,3894,895,868,922.1,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,4202,490.7,474.8,507.2,8.168,3622
110,2013-2017,Total,D01,53,216,78.49,lev2,Monterey,93900,46.01,11.29,8.25,14.33,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,53,6.465,4.756,8.837,0.9392,35.94
110,2013-2017,Total,D10,87,247,80.32,lev2,Monterey,93900,52.61,18.53,14.64,22.43,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,87,10.2,8.056,12.99,1.161,42.63
110,2013-2017,Total,E02,55,1171,55.93,lev2,Monterey,93900,249.4,11.72,8.619,14.81,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,55,9.672,7.138,12.96,1.392,258
110,2013-2017,Total,E03,17,672,35.65,lev2,Monterey,93900,143.1,3.621,1.9,5.342,Carmel/Del Rey Oaks/Monterey/Pacific Grove/Sand City/Seaside,17,4.059,2.35,6.626,0.9944,163.5
111.1,2013-2017,Total,0,469,2057,79.68,lev0,Napa,14060,2927,667.3,606.9,727.7,Angwin/Deer Park/St. Helena,469,377.9,341.6,419,19,2868
111.2,2013-2017,Total,0,236,1062,79.08,lev0,Napa,6491,3272,727.2,634.4,819.9,Calistoga,236,458.7,400.8,527.5,30.54,2777
111.3,2013-2017,Total,0,45,444,67.42,lev0,Napa,1681,5283,535.4,379,691.8,Berryessa,45,475.1,326.9,679,82.81,4720
112.1,2013-2017,Total,0,2512,14520,77.01,lev0,Napa,64720,4488,776.3,745.9,806.7,Napa Central,2512,672.1,645.4,699.7,13.76,4114
112.1,2013-2017,Total,D01,34,191,74.38,lev2,Napa,64720,59.03,10.51,6.975,14.04,Napa Central,34,9.256,6.344,13.17,1.628,49.35
112.1,2013-2017,Total,D10,62,254,78.29,lev2,Napa,64720,78.5,19.16,14.39,23.93,Napa Central,62,16.59,12.63,21.53,2.163,63.48
112.1,2013-2017,Total,E02,32,797,52,lev2,Napa,64720,246.3,9.889,6.463,13.32,Napa Central,32,8.907,6.046,12.77,1.603,248.8
112.2,2013-2017,Total,0,2068,7639,80.12,lev0,Napa,32400,4715,1277,1222,1332,Napa Northeast/Rutherford/Yountville,2068,653.3,623.2,685.3,15.54,4223
112.2,2013-2017,Total,D01,25,71,79.68,lev2,Napa,32400,43.83,15.43,9.383,21.48,Napa Northeast/Rutherford/Yountville,25,7.723,4.916,12.97,1.597,25.28
112.2,2013-2017,Total,D10,56,143,81.02,lev2,Napa,32400,88.27,34.57,25.51,43.62,Napa Northeast/Rutherford/Yountville,56,17.52,13.05,24.21,2.451,62.07
112.2,2013-2017,Total,E02,17,294,62.94,lev2,Napa,32400,181.5,10.49,5.505,15.48,Napa Northeast/Rutherford/Yountville,17,8.373,4.479,15.06,2.307,221.8
112.3,2013-2017,Total,0,618,4715,73.09,lev0,Napa,21480,4391,575.5,530.1,620.8,American Canyon,618,675,621.9,731.7,27.65,4206
112.3,2013-2017,Total,D01,14,112,68.5,lev2,Napa,21480,104.3,13.04,6.208,19.87,American Canyon,14,13.44,7.256,23.33,3.66,94.89
112.3,2013-2017,Total,D10,25,189,72.24,lev2,Napa,21480,176,23.28,14.15,32.41,American Canyon,25,26.58,17.04,39.86,5.42,169.7
113,2013-2017,Total,0,4572,23210,77.84,lev0,Nevada,78120,5943,1171,1137,1204,Grass Valley/Nevada City/Penn Valley/Rough and Ready/Wildwood,4572,629.9,609.7,651,10.42,5818
113,2013-2017,Total,D01,61,432,74.25,lev2,Nevada,78120,110.6,15.62,11.7,19.54,Grass Valley/Nevada City/Penn Valley/Rough and Ready/Wildwood,61,8.81,6.48,12.13,1.281,114.4
113,2013-2017,Total,D10,73,204,81.74,lev2,Nevada,78120,52.23,18.69,14.4,22.98,Grass Valley/Nevada City/Penn Valley/Rough and Ready/Wildwood,73,9.656,7.361,12.9,1.251,49.67
113,2013-2017,Total,E02,82,1586,56.57,lev2,Nevada,78120,406.1,20.99,16.45,25.54,Grass Valley/Nevada City/Penn Valley/Rough and Ready/Wildwood,82,17.52,13.41,22.75,2.241,457.8
114,2013-2017,Total,0,401,3907,69.6,lev0,Nevada,20520,3808,390.8,352.6,429.1,North Bloomfield/North San Juan/Truckee,401,626.4,554.7,705.9,37.69,3230
114,2013-2017,Total,E02,15,366,52.33,lev2,Nevada,20520,356.7,14.62,7.221,22.02,North Bloomfield/North San Juan/Truckee,15,16.93,8.403,33.61,5.138,374.9
115.1,2013-2017,Total,0,4294,24130,77.72,lev0,Orange,115800,4167,741.6,719.4,763.8,Dana Point/San Clemente/San Juan Capistrano,4294,510.2,494.5,526.3,8.051,3972
115.1,2013-2017,Total,D01,45,154,77.47,lev2,Orange,115800,26.6,7.772,5.501,10.04,Dana Point/San Clemente/San Juan Capistrano,45,5.339,3.876,7.347,0.8069,18.3
115.1,2013-2017,Total,D10,83,244,81.87,lev2,Orange,115800,42.14,14.34,11.25,17.42,Dana Point/San Clemente/San Juan Capistrano,83,9.33,7.403,11.77,1.04,27.57
115.1,2013-2017,Total,E02,81,1896,52.41,lev2,Orange,115800,327.5,13.99,10.94,17.04,Dana Point/San Clemente/San Juan Capistrano,81,12.3,9.64,15.56,1.44,339.7
115.2a,2013-2017,Total,0,3481,21690,76.84,lev0,Orange,115800,3747,601.5,581.5,621.4,Lake Forest East/Mission Viejo Central and South,3481,557.7,538.8,577,9.69,3436
115.2a,2013-2017,Total,D01,32,148,76.03,lev2,Orange,115800,25.57,5.529,3.613,7.445,Lake Forest East/Mission Viejo Central and South,32,5.309,3.592,7.627,0.9633,22.05
115.2a,2013-2017,Total,D10,81,238,81.25,lev2,Orange,115800,41.12,14,10.95,17.04,Lake Forest East/Mission Viejo Central and South,81,13.49,10.65,16.92,1.536,34.39
115.2a,2013-2017,Total,E02,61,1884,44.69,lev2,Orange,115800,325.5,10.54,7.895,13.18,Lake Forest East/Mission Viejo Central and South,61,10.41,7.908,13.51,1.366,341.9
115.2b,2013-2017,Total,0,3016,19500,75.77,lev0,Orange,143700,2714,419.9,404.9,434.9,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,3016,527.1,507.9,546.8,9.856,2539
115.2b,2013-2017,Total,D01,31,175,74.23,lev2,Orange,143700,24.36,4.316,2.796,5.835,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,31,5.214,3.496,7.523,0.9653,22.74
115.2b,2013-2017,Total,D10,70,240,80.1,lev2,Orange,143700,33.41,9.745,7.462,12.03,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,70,13.06,10.14,16.58,1.584,33.29
115.2b,2013-2017,Total,E02,76,2094,48.14,lev2,Orange,143700,291.5,10.58,8.202,12.96,Coto de Caza/Las Flores/Mission Viejo Northwest/Rancho Santa Margarita/Trabuco Canyon,76,10.73,8.394,13.6,1.267,307.1
115.2c,2013-2017,Total,0,3274,20240,76.8,lev0,Orange,129000,3137,507.5,490.1,524.9,Aliso Viejo/Laguna Hills/Laguna Niguel,3274,540.9,522.1,560.3,9.682,2851
115.2c,2013-2017,Total,D01,28,270,70.04,lev2,Orange,129000,41.85,4.34,2.733,5.948,Aliso Viejo/Laguna Hills/Laguna Niguel,28,4.256,2.795,6.275,0.8252,41.58
115.2c,2013-2017,Total,D10,72,280,78.18,lev2,Orange,129000,43.4,11.16,8.582,13.74,Aliso Viejo/Laguna Hills/Laguna Niguel,72,12.25,9.537,15.54,1.474,35.61
115.2c,2013-2017,Total,E02,84,2190,49.38,lev2,Orange,129000,339.5,13.02,10.24,15.8,Aliso Viejo/Laguna Hills/Laguna Niguel,84,12.22,9.665,15.3,1.379,343
115.2c,2013-2017,Total,E03,12,370,44.17,lev2,Orange,129000,57.35,1.86,0.8076,2.912,Aliso Viejo/Laguna Hills/Laguna Niguel,12,1.78,0.9032,3.235,0.5262,59.77
115.2d,2013-2017,Total,0,5188,14000,82.57,lev0,Orange,78020,3588,1330,1294,1366,Laguna Beach/Laguna Woods,5188,497.2,481.6,513.6,8.038,3399
115.2d,2013-2017,Total,D01,48,227,75.71,lev2,Orange,78020,58.19,12.3,8.824,15.79,Laguna Beach/Laguna Woods,48,5.414,3.847,7.97,0.8686,43.33
115.2d,2013-2017,Total,D10,149,251,83.47,lev2,Orange,78020,64.34,38.2,32.06,44.33,Laguna Beach/Laguna Woods,149,13.41,11.18,16.49,1.186,40.26
115.2d,2013-2017,Total,E02,71,1291,59.44,lev2,Orange,78020,330.9,18.2,13.97,22.43,Laguna Beach/Laguna Woods,71,14.87,11.14,19.71,2.042,416.4
116a,2013-2017,Total,0,2490,20770,72.3,lev0,Orange,82870,5013,600.9,577.3,624.5,Buena Park/La Palma,2490,630.1,605,656,12.92,4698
116a,2013-2017,Total,D01,67,582,70.22,lev2,Orange,82870,140.5,16.17,12.3,20.04,Buena Park/La Palma,67,16.38,12.63,21.02,2.041,132
116a,2013-2017,Total,D10,80,515,72.68,lev2,Orange,82870,124.3,19.31,15.08,23.54,Buena Park/La Palma,80,20.59,16.23,25.86,2.362,111
116a,2013-2017,Total,E02,30,761,49.9,lev2,Orange,82870,183.7,7.24,4.649,9.831,Buena Park/La Palma,30,6.967,4.676,10.14,1.287,178.7
116b,2013-2017,Total,0,1870,24090,66.68,lev0,Orange,115800,4159,322.9,308.3,337.5,Santa Ana Central,1870,549.4,523.4,576.5,13.43,4468
116b,2013-2017,Total,D01,55,564,68.58,lev2,Orange,115800,97.38,9.497,6.987,12.01,Santa Ana Central,55,16.48,12.22,21.91,2.338,118.3
116b,2013-2017,Total,D10,79,562,71.22,lev2,Orange,115800,97.04,13.64,10.63,16.65,Santa Ana Central,79,26.14,20.48,33,3.066,127.7
116b,2013-2017,Total,E02,27,888,42.19,lev2,Orange,115800,153.3,4.662,2.904,6.421,Santa Ana Central,27,5.36,3.392,8.411,1.121,143.8
116b,2013-2017,Total,E03,35,1621,28.69,lev2,Orange,115800,279.9,6.043,4.041,8.046,Santa Ana Central,35,5.387,3.729,8.023,0.9246,239.7
116c,2013-2017,Total,0,4085,32200,73.2,lev0,Orange,125400,5135,651.5,631.5,671.5,Anaheim West,4085,701.4,NA,NA,NA,4987
116c,2013-2017,Total,D01,99,727,72.4,lev2,Orange,125400,115.9,15.79,12.68,18.9,Anaheim West,99,16.64,13.49,20.35,1.691,111.2
116c,2013-2017,Total,D10,141,804,74.89,lev2,Orange,125400,128.2,22.49,18.78,26.2,Anaheim West,141,24.61,20.67,29.13,2.097,124.9
116c,2013-2017,Total,E02,46,1294,46.6,lev2,Orange,125400,206.4,7.336,5.216,9.456,Anaheim West,46,7.244,NA,NA,NA,201
116c,2013-2017,Total,E03,17,751,30.82,lev2,Orange,125400,119.8,2.711,1.422,4,Anaheim West,17,2.592,1.507,4.257,0.6307,113.6
116d,2013-2017,Total,0,4217,19060,79.33,lev0,Orange,152200,2504,554.2,537.4,570.9,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,4217,449,435.3,463.1,7.035,2358
116d,2013-2017,Total,D01,40,258,75.12,lev2,Orange,152200,33.9,5.257,3.628,6.886,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,40,4.318,3.059,6.062,0.6986,32.12
116d,2013-2017,Total,D10,66,123,82.36,lev2,Orange,152200,16.16,8.673,6.581,10.77,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,66,7.114,5.479,9.215,0.8887,14.96
116d,2013-2017,Total,E02,83,1653,56.77,lev2,Orange,152200,217.2,10.91,8.561,13.25,Irvine South/Newport Beach/Newport Coast/San Joaquin Hills,83,9.386,7.434,11.81,1.054,200.2
116e,2013-2017,Total,0,4368,22930,77.13,lev0,Orange,116400,3938,750.2,727.9,772.4,Cypress/Los Alamitos/Rossmoor,4368,584.2,566.8,602.1,8.929,3645
116e,2013-2017,Total,D01,81,524,74.31,lev2,Orange,116400,90,13.91,10.88,16.94,Cypress/Los Alamitos/Rossmoor,81,10.67,8.461,13.41,1.193,73.53
116e,2013-2017,Total,D10,107,486,76.19,lev2,Orange,116400,83.47,18.38,14.89,21.86,Cypress/Los Alamitos/Rossmoor,107,14.1,11.54,17.18,1.369,67.38
116e,2013-2017,Total,E02,57,1481,49.53,lev2,Orange,116400,254.4,9.79,7.248,12.33,Cypress/Los Alamitos/Rossmoor,57,9.187,6.884,12.1,1.261,267.6
116e,2013-2017,Total,E03,12,353,47.5,lev2,Orange,116400,60.63,2.061,0.8949,3.227,Cypress/Los Alamitos/Rossmoor,12,2.036,1.027,3.712,0.6061,65.46
116f,2013-2017,Total,0,3723,22430,77,lev0,Orange,108900,4121,683.9,661.9,705.8,Fullerton Central and South,3723,597.4,577.9,617.5,10.04,4043
116f,2013-2017,Total,D01,59,363,73.66,lev2,Orange,108900,66.68,10.84,8.072,13.6,Fullerton Central and South,59,10.06,7.618,13.1,1.334,63.34
116f,2013-2017,Total,D10,88,371,78.28,lev2,Orange,108900,68.15,16.16,12.79,19.54,Fullerton Central and South,88,14.39,11.47,17.88,1.57,64.35
116f,2013-2017,Total,E02,48,1543,43.81,lev2,Orange,108900,283.4,8.817,6.323,11.31,Fullerton Central and South,48,8.447,6.202,11.3,1.235,277.3
116g,2013-2017,Total,0,2125,26510,66.92,lev0,Orange,120400,4406,353.1,338.1,368.1,Santa Ana South,2125,571.3,545.8,597.7,13.14,4480
116g,2013-2017,Total,D01,53,600,66.96,lev2,Orange,120400,99.7,8.807,6.436,11.18,Santa Ana South,53,13.7,10.07,18.34,1.997,105.5
116g,2013-2017,Total,D10,88,761,70.55,lev2,Orange,120400,126.5,14.62,11.57,17.68,Santa Ana South,88,24.72,19.59,30.89,2.773,136.6
116g,2013-2017,Total,E02,40,1465,38.65,lev2,Orange,120400,243.4,6.647,4.587,8.707,Santa Ana South,40,6.916,4.847,9.865,1.151,225.6
116g,2013-2017,Total,E03,28,1256,30.14,lev2,Orange,120400,208.7,4.653,2.929,6.376,Santa Ana South,28,4.412,2.911,6.786,0.8469,191
116h,2013-2017,Total,0,4469,27800,76.95,lev0,Orange,142200,3910,628.5,610.1,647,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,4469,584.4,567,602.2,8.947,3840
116h,2013-2017,Total,D01,72,487,71.83,lev2,Orange,142200,68.49,10.13,7.787,12.47,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,72,10.52,8.204,13.32,1.256,70.45
116h,2013-2017,Total,D10,110,493,77.75,lev2,Orange,142200,69.34,15.47,12.58,18.36,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,110,14.61,11.95,17.72,1.425,69.99
116h,2013-2017,Total,E02,65,1938,45.55,lev2,Orange,142200,272.6,9.142,6.919,11.36,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,65,8.907,6.852,11.42,1.118,250.6
116h,2013-2017,Total,E03,15,593,35.67,lev2,Orange,142200,83.4,2.11,1.042,3.177,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,15,2.067,1.147,3.477,0.5403,77.63
116i,2013-2017,Total,0,3072,27290,71.29,lev0,Orange,121300,4500,506.6,488.7,524.5,Garden Grove South/Santa Ana West,3072,550.7,531.1,570.8,10.07,4275
116i,2013-2017,Total,D01,82,773,69.39,lev2,Orange,121300,127.5,13.52,10.6,16.45,Garden Grove South/Santa Ana West,82,14.44,11.46,18.01,1.614,122.8
116i,2013-2017,Total,D10,104,548,74.24,lev2,Orange,121300,90.36,17.15,13.85,20.45,Garden Grove South/Santa Ana West,104,18.47,15.05,22.48,1.837,79.56
116i,2013-2017,Total,E02,39,831,54.51,lev2,Orange,121300,137,6.431,4.413,8.449,Garden Grove South/Santa Ana West,39,6.234,4.414,8.619,1.01,129.5
116i,2013-2017,Total,E03,24,1033,31.96,lev2,Orange,121300,170.3,3.958,2.374,5.541,Garden Grove South/Santa Ana West,24,3.756,2.398,5.684,0.7723,160.9
116j,2013-2017,Total,0,3341,16460,77.67,lev0,Orange,79980,4117,835.5,807.1,863.8,Fountain Valley/Huntington Beach Central,3341,611,590.2,632.6,10.72,3645
116j,2013-2017,Total,D01,57,253,76.58,lev2,Orange,79980,63.27,14.25,10.55,17.95,Fountain Valley/Huntington Beach Central,57,10.57,7.98,14.06,1.413,51.81
116j,2013-2017,Total,D10,88,371,77.11,lev2,Orange,79980,92.77,22.01,17.41,26.6,Fountain Valley/Huntington Beach Central,88,15.54,12.45,19.5,1.666,65.77
116j,2013-2017,Total,E02,46,1175,50.3,lev2,Orange,79980,293.8,11.5,8.179,14.83,Fountain Valley/Huntington Beach Central,46,10.3,7.451,14.15,1.576,299.8
116k,2013-2017,Total,0,3675,20810,76.75,lev0,Orange,111500,3732,659,637.7,680.4,Brea West/Fullerton North/La Habra,3675,586.8,567.8,606.5,9.811,3427
116k,2013-2017,Total,D01,61,396,73.23,lev2,Orange,111500,71.02,10.94,8.194,13.68,Brea West/Fullerton North/La Habra,61,9.922,7.562,12.87,1.286,62.33
116k,2013-2017,Total,D10,105,319,79.15,lev2,Orange,111500,57.21,18.83,15.23,22.43,Brea West/Fullerton North/La Habra,105,17.06,13.92,20.78,1.687,49.36
116k,2013-2017,Total,E02,43,1029,52.19,lev2,Orange,111500,184.5,7.711,5.406,10.02,Brea West/Fullerton North/La Habra,43,7.199,5.178,9.822,1.117,178.9
116l,2013-2017,Total,0,2478,23820,71.16,lev0,Orange,101100,4713,490.3,471,509.6,Anaheim Central,2478,674.6,647.7,702.4,13.84,4861
116l,2013-2017,Total,D01,55,633,67.35,lev2,Orange,101100,125.2,10.88,8.007,13.76,Anaheim Central,55,14.18,10.61,18.69,1.955,130.1
116l,2013-2017,Total,D10,83,524,73.54,lev2,Orange,101100,103.7,16.42,12.89,19.96,Anaheim Central,83,23.55,18.68,29.38,2.629,119.4
116l,2013-2017,Total,E02,32,1101,41.16,lev2,Orange,101100,217.9,6.332,4.138,8.526,Anaheim Central,32,6.419,4.365,9.338,1.151,205.9
116l,2013-2017,Total,E03,25,1070,32.2,lev2,Orange,101100,211.7,4.947,3.008,6.886,Anaheim Central,25,4.755,3.062,7.311,0.9605,197.4
116m,2013-2017,Total,0,4204,26030,76.12,lev0,Orange,145000,3591,580,562.4,597.5,Brea East/Placentia Central and North/Yorba Linda,4204,520.5,504.6,536.9,8.184,3366
116m,2013-2017,Total,D01,50,434,70.84,lev2,Orange,145000,59.87,6.898,4.986,8.81,Brea East/Placentia Central and North/Yorba Linda,50,6.219,4.582,8.32,0.8994,55.38
116m,2013-2017,Total,D10,98,387,76.57,lev2,Orange,145000,53.39,13.52,10.84,16.2,Brea East/Placentia Central and North/Yorba Linda,98,12.52,10.11,15.38,1.291,46.03
116m,2013-2017,Total,E02,65,1826,47.52,lev2,Orange,145000,251.9,8.967,6.787,11.15,Brea East/Placentia Central and North/Yorba Linda,65,8.43,6.468,10.86,1.068,253.2
116n,2013-2017,Total,0,3647,20550,76.84,lev0,Orange,124500,3302,585.9,566.9,604.9,Anaheim Hills/City of Orange East/Villa Park,3647,510.5,493.8,527.7,8.614,3034
116n,2013-2017,Total,D01,46,295,71.96,lev2,Orange,124500,47.39,7.39,5.255,9.526,Anaheim Hills/City of Orange East/Villa Park,46,6.202,4.509,8.425,0.9335,37.76
116n,2013-2017,Total,D10,88,297,78.75,lev2,Orange,124500,47.72,14.14,11.18,17.09,Anaheim Hills/City of Orange East/Villa Park,88,12.25,9.786,15.24,1.33,39.01
116n,2013-2017,Total,E02,61,1542,50.33,lev2,Orange,124500,247.7,9.8,7.341,12.26,Anaheim Hills/City of Orange East/Villa Park,61,9.096,6.882,11.87,1.209,260.4
116o,2013-2017,Total,0,1866,13220,74.78,lev0,Orange,99010,2670,376.9,359.8,394,Irvine Central/Tustin East,1866,407.4,389,426.5,9.504,2532
116o,2013-2017,Total,D01,28,149,76.11,lev2,Orange,99010,30.1,5.656,3.561,7.751,Irvine Central/Tustin East,28,6.098,4.036,8.877,1.162,26.72
