GEOID,COUNTYFP,ALAND,AWATER,GEOID_0,county
6037650004,37,753888,9847,06037650004,Los Angeles
6037267200,37,1175760,0,06037267200,Los Angeles
6037462301,37,632478,0,06037462301,Los Angeles
6037480303,37,451631,0,06037480303,Los Angeles
6037501001,37,773488,115356,06037501001,Los Angeles
6037403322,37,2319583,0,06037403322,Los Angeles
6037404000,37,1316677,3901,06037404000,Los Angeles
6037405002,37,891361,0,06037405002,Los Angeles
6037407400,37,607016,0,06037407400,Los Angeles
6037920040,37,2960455,0,06037920040,Los Angeles
6037980007,37,2401374,303692,06037980007,Los Angeles
6037408724,37,533587,0,06037408724,Los Angeles
6037432601,37,1404869,0,06037432601,Los Angeles
6037551202,37,1401068,0,06037551202,Los Angeles
6037552100,37,1461862,0,06037552100,Los Angeles
6037553801,37,1294831,0,06037553801,Los Angeles
6037555211,37,793308,0,06037555211,Los Angeles
6037574000,37,1819895,0,06037574000,Los Angeles
6037576402,37,324449,0,06037576402,Los Angeles
6037600602,37,690274,0,06037600602,Los Angeles
6037535606,37,185791,0,06037535606,Los Angeles
6037542800,37,776448,0,06037542800,Los Angeles
6037550100,37,1648945,0,06037550100,Los Angeles
6037267901,37,1119628,0,06037267901,Los Angeles
6037272301,37,604023,0,06037272301,Los Angeles
6037276000,37,2338438,0,06037276000,Los Angeles
6037294520,37,484078,0,06037294520,Los Angeles
6037301203,37,547434,0,06037301203,Los Angeles
6037311100,37,1704836,0,06037311100,Los Angeles
6037700700,37,3530820,0,06037700700,Los Angeles
6037900609,37,2621357,0,06037900609,Los Angeles
6037901003,37,2602876,2164,06037901003,Los Angeles
6037910502,37,2003734,0,06037910502,Los Angeles
6037106642,37,1577594,0,06037106642,Los Angeles
6037108101,37,1128633,0,06037108101,Los Angeles
6037108103,37,2563867,0,06037108103,Los Angeles
6037109200,37,1191362,0,06037109200,Los Angeles
6037109700,37,1586861,0,06037109700,Los Angeles
6037111201,37,1912806,0,06037111201,Los Angeles
6037111400,37,1812030,0,06037111400,Los Angeles
6037113211,37,7280767,3053,06037113211,Los Angeles
6037113235,37,1433648,0,06037113235,Los Angeles
6037113322,37,1786514,0,06037113322,Los Angeles
6037115103,37,1518651,0,06037115103,Los Angeles
6037117202,37,1813873,0,06037117202,Los Angeles
6037117405,37,201835,0,06037117405,Los Angeles
6037117530,37,544546,12334,06037117530,Los Angeles
6037119340,37,122149,0,06037119340,Los Angeles
6037101220,37,698886,0,06037101220,Los Angeles
6037101400,37,6310054,0,06037101400,Los Angeles
6037104103,37,949109,0,06037104103,Los Angeles
6037104203,37,707947,0,06037104203,Los Angeles
6037104403,37,693083,0,06037104403,Los Angeles
6037104701,37,550502,0,06037104701,Los Angeles
6037106113,37,1443466,0,06037106113,Los Angeles
6037106403,37,1105659,0,06037106403,Los Angeles
6037106604,37,2611563,8851,06037106604,Los Angeles
6037124700,37,1347604,14339,06037124700,Los Angeles
6037125502,37,522913,0,06037125502,Los Angeles
6037127103,37,280065,5981,06037127103,Los Angeles
6037127605,37,644917,3699,06037127605,Los Angeles
6037127712,37,570007,0,06037127712,Los Angeles
6037128220,37,555585,0,06037128220,Los Angeles
6037128303,37,413941,0,06037128303,Los Angeles
6037128910,37,1298040,38749,06037128910,Los Angeles
6037131200,37,1128421,0,06037131200,Los Angeles
6037132001,37,968647,0,06037132001,Los Angeles
6037132101,37,810523,0,06037132101,Los Angeles
6037133100,37,1511321,8714,06037133100,Los Angeles
6037134305,37,357583,0,06037134305,Los Angeles
6037134421,37,2134567,0,06037134421,Los Angeles
6037134901,37,1053137,8888,06037134901,Los Angeles
6037134904,37,1031889,7874,06037134904,Los Angeles
6037137103,37,759715,0,06037137103,Los Angeles
6037137301,37,1601322,8359,06037137301,Los Angeles
6037119342,37,219079,0,06037119342,Los Angeles
6037119700,37,1288673,21675,06037119700,Los Angeles
6037119800,37,1236126,5942,06037119800,Los Angeles
6037120103,37,138471,0,06037120103,Los Angeles
6037120104,37,453888,0,06037120104,Los Angeles
6037120107,37,202442,4839,06037120107,Los Angeles
6037120400,37,1065824,0,06037120400,Los Angeles
6037121010,37,1929812,109629,06037121010,Los Angeles
6037121101,37,472252,0,06037121101,Los Angeles
6037121802,37,950695,0,06037121802,Los Angeles
6037122120,37,719824,0,06037122120,Los Angeles
6037123020,37,565646,0,06037123020,Los Angeles
6037123303,37,633404,0,06037123303,Los Angeles
6037123510,37,788312,10153,06037123510,Los Angeles
6037123800,37,1290040,0,06037123800,Los Angeles
6037124000,37,1333422,16656,06037124000,Los Angeles
6037124500,37,807913,0,06037124500,Los Angeles
6037113421,37,2196805,8498,06037113421,Los Angeles
6037576503,37,311783,0,06037576503,Los Angeles
6037602403,37,585730,0,06037602403,Los Angeles
6037930301,37,1028565621,4125839,06037930301,Los Angeles
6037234901,37,325412,0,06037234901,Los Angeles
6037406101,37,1388119,0,06037406101,Los Angeles
6037530204,37,669928,0,06037530204,Los Angeles
6037231210,37,320681,0,06037231210,Los Angeles
6037231600,37,954663,0,06037231600,Los Angeles
6037232200,37,522957,0,06037232200,Los Angeles
6037232700,37,731203,0,06037232700,Los Angeles
6037234501,37,751799,0,06037234501,Los Angeles
6037235201,37,652606,0,06037235201,Los Angeles
6037236000,37,3953000,68544,06037236000,Los Angeles
6037237201,37,453406,0,06037237201,Los Angeles
6037237710,37,432281,0,06037237710,Los Angeles
6037238100,37,983749,0,06037238100,Los Angeles
6037239201,37,449869,0,06037239201,Los Angeles
6037239601,37,422289,0,06037239601,Los Angeles
6037239702,37,486273,0,06037239702,Los Angeles
6037240401,37,693040,0,06037240401,Los Angeles
6037269700,37,897605,0,06037269700,Los Angeles
6037269800,37,467089,0,06037269800,Los Angeles
6037269906,37,207994,0,06037269906,Los Angeles
6037269907,37,276794,0,06037269907,Los Angeles
6037270100,37,571964,0,06037270100,Los Angeles
6037271100,37,804373,0,06037271100,Los Angeles
6037271300,37,1462546,0,06037271300,Los Angeles
6037271702,37,697726,8791,06037271702,Los Angeles
6037271802,37,577404,0,06037271802,Los Angeles
6037272202,37,309580,0,06037272202,Los Angeles
6037273600,37,588642,0,06037273600,Los Angeles
6037275102,37,610131,13717,06037275102,Los Angeles
6037275302,37,1753485,45787,06037275302,Los Angeles
6037276601,37,2232359,7324,06037276601,Los Angeles
6037277000,37,2298914,0,06037277000,Los Angeles
6037277200,37,1041832,0,06037277200,Los Angeles
6037572800,37,1074786,0,06037572800,Los Angeles
6037573601,37,3707250,1760,06037573601,Los Angeles
6037573800,37,1534012,0,06037573800,Los Angeles
6037574602,37,568336,16243,06037574602,Los Angeles
6037574901,37,1341384,0,06037574901,Los Angeles
6037403200,37,2517842,845,06037403200,Los Angeles
6037403305,37,1481587,0,06037403305,Los Angeles
6037403321,37,6701509,1698,06037403321,Los Angeles
6037403401,37,2291839,0,06037403401,Los Angeles
6037403406,37,1261306,0,06037403406,Los Angeles
6037575001,37,946902,0,06037575001,Los Angeles
6037575401,37,821449,68477,06037575401,Los Angeles
6037576200,37,696660,0,06037576200,Los Angeles
6037576403,37,324541,0,06037576403,Los Angeles
6037576802,37,467791,0,06037576802,Los Angeles
6037577100,37,1215410,0,06037577100,Los Angeles
6037577504,37,411752,3795696,06037577504,Los Angeles
6037577603,37,2682527,298385,06037577603,Los Angeles
6037600400,37,985475,0,06037600400,Los Angeles
6037600502,37,663353,930,06037600502,Los Angeles
6037240800,37,630658,7788,06037240800,Los Angeles
6037242000,37,646734,0,06037242000,Los Angeles
6037242200,37,813234,0,06037242200,Los Angeles
6037550800,37,2860225,39165,06037550800,Los Angeles
6037551000,37,2357513,94117,06037551000,Los Angeles
6037551600,37,912886,0,06037551600,Los Angeles
6037551800,37,2200112,28087,06037551800,Los Angeles
6037552200,37,1688956,980,06037552200,Los Angeles
6037552602,37,1374709,0,06037552602,Los Angeles
6037553503,37,423254,0,06037553503,Los Angeles
6037553601,37,2120297,62619,06037553601,Los Angeles
6037553802,37,1740073,36396,06037553802,Los Angeles
6037554105,37,337186,0,06037554105,Los Angeles
6037554404,37,842582,0,06037554404,Los Angeles
6037554405,37,765521,0,06037554405,Los Angeles
6037554511,37,2328201,36765,06037554511,Los Angeles
6037554512,37,3833213,0,06037554512,Los Angeles
6037554517,37,1321062,0,06037554517,Los Angeles
6037292000,37,4000997,1856,06037292000,Los Angeles
6037293301,37,844984,0,06037293301,Los Angeles
6037294110,37,989187,0,06037294110,Los Angeles
6037294510,37,518230,0,06037294510,Los Angeles
6037294830,37,885881,0,06037294830,Los Angeles
6037296210,37,559515,0,06037296210,Los Angeles
6037297110,37,487479,0,06037297110,Los Angeles
6037297201,37,403962,0,06037297201,Los Angeles
6037297601,37,775889,1792843,06037297601,Los Angeles
6037300100,37,4579336,18657,06037300100,Los Angeles
6037243100,37,607015,0,06037243100,Los Angeles
6037300901,37,6949367,3868,06037300901,Los Angeles
6037301100,37,1330128,14710,06037301100,Los Angeles
6037301300,37,1164881,0,06037301300,Los Angeles
6037301900,37,1090391,7067,06037301900,Los Angeles
6037600702,37,2387148,43367,06037600702,Los Angeles
6037601100,37,640575,0,06037601100,Los Angeles
6037601211,37,579802,0,06037601211,Los Angeles
6037601700,37,780881,0,06037601700,Los Angeles
6037601801,37,486723,0,06037601801,Los Angeles
6037602002,37,531123,4612,06037602002,Los Angeles
6037602104,37,720926,0,06037602104,Los Angeles
6037602106,37,819871,0,06037602106,Los Angeles
6037602301,37,1796522,0,06037602301,Los Angeles
6037602302,37,1937377,0,06037602302,Los Angeles
6037602504,37,321449,0,06037602504,Los Angeles
6037262200,37,8568500,0,06037262200,Los Angeles
6037262303,37,2614304,0,06037262303,Los Angeles
6037262604,37,5670210,335774,06037262604,Los Angeles
6037264302,37,1690101,0,06037264302,Los Angeles
6037265303,37,148001,0,06037265303,Los Angeles
6037265510,37,383468,0,06037265510,Los Angeles
6037267100,37,1103958,0,06037267100,Los Angeles
6037267502,37,434714,0,06037267502,Los Angeles
6037267902,37,778072,0,06037267902,Los Angeles
6037269000,37,2294078,0,06037269000,Los Angeles
6037269300,37,2205507,3034,06037269300,Los Angeles
6037554519,37,1644431,90472,06037554519,Los Angeles
6037602505,37,323592,0,06037602505,Los Angeles
6037602700,37,2470466,11599,06037602700,Los Angeles
6037602802,37,1335285,0,06037602802,Los Angeles
6037603200,37,1105767,33318,06037603200,Los Angeles
6037554521,37,4830490,114004,06037554521,Los Angeles
6037554801,37,904447,0,06037554801,Los Angeles
6037554900,37,1757631,0,06037554900,Los Angeles
6037555001,37,1262437,25934,06037555001,Los Angeles
6037555212,37,680664,26509,06037555212,Los Angeles
6037570202,37,1664712,0,06037570202,Los Angeles
6037570301,37,1159463,44355,06037570301,Los Angeles
6037570603,37,734714,0,06037570603,Los Angeles
6037570702,37,676553,0,06037570702,Los Angeles
6037570901,37,1815596,0,06037570901,Los Angeles
6037571502,37,1374551,2381,06037571502,Los Angeles
6037571703,37,397479,0,06037571703,Los Angeles
6037572201,37,1533448,20731,06037572201,Los Angeles
6037572302,37,703569,46680,06037572302,Los Angeles
6037302103,37,550707,0,06037302103,Los Angeles
6037302301,37,700563,0,06037302301,Los Angeles
6037310201,37,1100126,0,06037310201,Los Angeles
6037310300,37,1061198,0,06037310300,Los Angeles
6037310800,37,2136454,8521,06037310800,Los Angeles
6037311300,37,1221865,0,06037311300,Los Angeles
6037320000,37,1206691,37204,06037320000,Los Angeles
6037320100,37,1900529,0,06037320100,Los Angeles
6037320202,37,1615102,0,06037320202,Los Angeles
6037400206,37,3704445,2205,06037400206,Los Angeles
6037400207,37,5426152,4865,06037400207,Los Angeles
6037400302,37,1302078,0,06037400302,Los Angeles
6037400304,37,3139308,4532,06037400304,Los Angeles
6037603302,37,1124528,10554,06037603302,Los Angeles
6037604001,37,659021,0,06037604001,Los Angeles
6037604100,37,1018894,0,06037604100,Los Angeles
6037620102,37,871913,0,06037620102,Los Angeles
6037620522,37,748359,0,06037620522,Los Angeles
6037620800,37,2483454,0,06037620800,Los Angeles
6037621104,37,1050402,608120,06037621104,Los Angeles
6037650003,37,504044,0,06037650003,Los Angeles
6037650501,37,990300,0,06037650501,Los Angeles
6037650602,37,1239070,0,06037650602,Los Angeles
6037650702,37,1398864,0,06037650702,Los Angeles
6037651201,37,1745701,0,06037651201,Los Angeles
6037651222,37,1503292,26109,06037651222,Los Angeles
6037670001,37,939601,0,06037670001,Los Angeles
6037670202,37,2979437,0,06037670202,Los Angeles
6037400403,37,12904741,6525,06037400403,Los Angeles
6037400501,37,10872476,10499,06037400501,Los Angeles
6037400603,37,9188001,8979,06037400603,Los Angeles
6037400800,37,2631275,960,06037400800,Los Angeles
6037401201,37,2342219,261,06037401201,Los Angeles
6037401203,37,1903093,1627,06037401203,Los Angeles
6037401500,37,3745624,25481,06037401500,Los Angeles
6037401901,37,1722821,0,06037401901,Los Angeles
6037402102,37,2285870,12302,06037402102,Los Angeles
6037402304,37,697361,0,06037402304,Los Angeles
6037402600,37,2281996,0,06037402600,Los Angeles
6037402703,37,1076410,0,06037402703,Los Angeles
6037670326,37,4039098,510091,06037670326,Los Angeles
6037670416,37,3565039,1123792,06037670416,Los Angeles
6037670602,37,14230405,7273199,06037670602,Los Angeles
6037700600,37,5679681,5889,06037700600,Los Angeles
6037700802,37,685910,0,06037700802,Los Angeles
6037701402,37,829446,244198,06037701402,Los Angeles
6037701802,37,1248774,0,06037701802,Los Angeles
6037702002,37,1014710,252431,06037702002,Los Angeles
6037702202,37,1013380,0,06037702202,Los Angeles
6037540700,37,1147619,7355,06037540700,Los Angeles
6037540902,37,2515149,1031,06037540902,Los Angeles
6037541605,37,867709,0,06037541605,Los Angeles
6037541700,37,1400357,0,06037541700,Los Angeles
6037542104,37,580637,0,06037542104,Los Angeles
6037542106,37,835521,39679,06037542106,Los Angeles
6037542900,37,807163,0,06037542900,Los Angeles
6037543304,37,1610159,0,06037543304,Los Angeles
6037543602,37,1626374,0,06037543602,Los Angeles
6037543903,37,1341570,14935,06037543903,Los Angeles
6037544001,37,1851104,18703,06037544001,Los Angeles
6037550602,37,1476977,0,06037550602,Los Angeles
6037185310,37,421083,0,06037185310,Los Angeles
6037186302,37,1685262,0,06037186302,Los Angeles
6037187102,37,1960131,236567,06037187102,Los Angeles
6037189202,37,1032930,0,06037189202,Los Angeles
6037189701,37,3985565,360117,06037189701,Los Angeles
6037481102,37,615125,0,06037481102,Los Angeles
6037481500,37,2188073,0,06037481500,Los Angeles
6037481603,37,655706,0,06037481603,Los Angeles
6037481605,37,764937,0,06037481605,Los Angeles
6037481606,37,862069,0,06037481606,Los Angeles
6037481800,37,822045,0,06037481800,Los Angeles
6037481901,37,1833957,0,06037481901,Los Angeles
6037482001,37,2914450,24958,06037482001,Los Angeles
6037482201,37,773297,0,06037482201,Los Angeles
6037405900,37,1320291,0,06037405900,Los Angeles
6037406601,37,1968196,0,06037406601,Los Angeles
6037406701,37,942987,0,06037406701,Los Angeles
6037407001,37,1071060,23653,06037407001,Los Angeles
6037407501,37,1132083,0,06037407501,Los Angeles
6037407802,37,3131550,1706,06037407802,Los Angeles
6037408135,37,1129932,0,06037408135,Los Angeles
6037408137,37,830777,0,06037408137,Los Angeles
6037408301,37,1991496,93798,06037408301,Los Angeles
6037408302,37,2925011,440695,06037408302,Los Angeles
6037408303,37,1652408,75634,06037408303,Los Angeles
6037482202,37,646868,0,06037482202,Los Angeles
6037482301,37,873607,0,06037482301,Los Angeles
6037482401,37,839067,0,06037482401,Los Angeles
6037482522,37,1641790,0,06037482522,Los Angeles
6037500100,37,9921515,3985,06037500100,Los Angeles
6037920041,37,1809186,0,06037920041,Los Angeles
6037920043,37,18679077,11223,06037920043,Los Angeles
6037920109,37,2258753,505,06037920109,Los Angeles
6037920115,37,3600356,0,06037920115,Los Angeles
6037920313,37,2924279,0,06037920313,Los Angeles
6037920329,37,2196951,0,06037920329,Los Angeles
6037920338,37,3715461,0,06037920338,Los Angeles
6037408402,37,11572331,2068,06037408402,Los Angeles
6037800406,37,91029011,3968824,06037800406,Los Angeles
6037800408,37,16150546,5241419,06037800408,Los Angeles
6037800410,37,37347767,1372406,06037800410,Los Angeles
6037980004,37,44628278,590534,06037980004,Los Angeles
6037980009,37,20912227,356888,06037980009,Los Angeles
6037980013,37,5308530,0,06037980013,Los Angeles
6037189800,37,729738,0,06037189800,Los Angeles
6037190100,37,600603,0,06037190100,Los Angeles
6037191000,37,648714,0,06037191000,Los Angeles
6037191302,37,422484,0,06037191302,Los Angeles
6037191901,37,773162,0,06037191901,Los Angeles
6037192001,37,530779,0,06037192001,Los Angeles
6037192410,37,683899,0,06037192410,Los Angeles
6037194300,37,2470428,0,06037194300,Los Angeles
6037408505,37,1990287,0,06037408505,Los Angeles
6037195201,37,600825,0,06037195201,Los Angeles
6037195500,37,1215210,0,06037195500,Los Angeles
6037195902,37,331572,16124,06037195902,Los Angeles
6037197420,37,615578,0,06037197420,Los Angeles
6037197600,37,388300,0,06037197600,Los Angeles
6037199201,37,395192,0,06037199201,Los Angeles
6037201301,37,866178,0,06037201301,Los Angeles
6037500300,37,8870614,120986,06037500300,Los Angeles
6037500403,37,2057391,189585,06037500403,Los Angeles
6037501300,37,2006794,690,06037501300,Los Angeles
6037501501,37,6238853,16327,06037501501,Los Angeles
6037501600,37,9775486,10502,06037501600,Los Angeles
6037408624,37,1378437,0,06037408624,Los Angeles
6037408625,37,2139067,0,06037408625,Los Angeles
6037408631,37,1485200,0,06037408631,Los Angeles
6037408703,37,17083126,0,06037408703,Los Angeles
6037408706,37,1304766,0,06037408706,Los Angeles
6037430301,37,24301170,73132,06037430301,Los Angeles
6037430400,37,3594793,7153,06037430400,Los Angeles
6037430600,37,3709005,9801,06037430600,Los Angeles
6037430803,37,2278785,0,06037430803,Los Angeles
6037431300,37,813556,0,06037431300,Los Angeles
6037502200,37,1750402,11542,06037502200,Los Angeles
6037502602,37,1263480,0,06037502602,Los Angeles
6037502802,37,3862043,4442,06037502802,Los Angeles
6037503401,37,1937345,0,06037503401,Los Angeles
6037503602,37,3278343,19960,06037503602,Los Angeles
6037980020,37,8532139,0,06037980020,Los Angeles
6037980023,37,2863946,2355864,06037980023,Los Angeles
6037990300,37,0,147553119,06037990300,Los Angeles
6037800506,37,26486782,2849765,06037800506,Los Angeles
6037900104,37,42338523,253397,06037900104,Los Angeles
6037900300,37,58896581,26032,06037900300,Los Angeles
6037900506,37,1308089,0,06037900506,Los Angeles
6037900605,37,5267173,0,06037900605,Los Angeles
6037900607,37,1713249,0,06037900607,Los Angeles
6037900806,37,1795825,0,06037900806,Los Angeles
6037901008,37,2682476,0,06037901008,Los Angeles
6037901102,37,5111499,0,06037901102,Los Angeles
6037201402,37,1941232,0,06037201402,Los Angeles
6037201602,37,1065765,0,06037201602,Los Angeles
6037201700,37,1694749,0,06037201700,Los Angeles
6037203100,37,657447,0,06037203100,Los Angeles
6037203500,37,1633659,23932,06037203500,Los Angeles
6037203710,37,282072,0,06037203710,Los Angeles
6037203900,37,448858,0,06037203900,Los Angeles
6037204120,37,263402,0,06037204120,Los Angeles
6037204410,37,296877,0,06037204410,Los Angeles
6037431502,37,1685834,355508,06037431502,Los Angeles
6037432000,37,2238475,0,06037432000,Los Angeles
6037432402,37,1494699,10754,06037432402,Los Angeles
6037432902,37,1083978,0,06037432902,Los Angeles
6037433102,37,658412,0,06037433102,Los Angeles
6037433302,37,858409,0,06037433302,Los Angeles
6037433504,37,916206,0,06037433504,Los Angeles
6037204600,37,564176,18298,06037204600,Los Angeles
6037205110,37,286960,0,06037205110,Los Angeles
6037206300,37,616657,0,06037206300,Los Angeles
6037207302,37,256159,0,06037207302,Los Angeles
6037208401,37,229680,0,06037208401,Los Angeles
6037208502,37,261043,0,06037208502,Los Angeles
6037208902,37,184047,0,06037208902,Los Angeles
6037503802,37,1324945,0,06037503802,Los Angeles
6037530003,37,3564242,0,06037530003,Los Angeles
6037530102,37,1322141,0,06037530102,Los Angeles
6037530302,37,855876,0,06037530302,Los Angeles
6037530601,37,570601,0,06037530601,Los Angeles
6037531102,37,498376,0,06037531102,Los Angeles
6037531301,37,792708,0,06037531301,Los Angeles
6037531502,37,435562,0,06037531502,Los Angeles
6037531902,37,707887,0,06037531902,Los Angeles
6037532101,37,1383490,52595,06037532101,Los Angeles
6037433700,37,3130373,69479,06037433700,Los Angeles
6037433802,37,5875897,678815,06037433802,Los Angeles
6037460200,37,3208376,1899,06037460200,Los Angeles
6037460700,37,7437290,8369,06037460700,Los Angeles
6037901209,37,588526916,7880531,06037901209,Los Angeles
6037532304,37,8277617,143036,06037532304,Los Angeles
6037532700,37,771359,0,06037532700,Los Angeles
6037533103,37,346349,0,06037533103,Los Angeles
6037533201,37,373788,0,06037533201,Los Angeles
6037533501,37,422242,0,06037533501,Los Angeles
6037910205,37,28198040,1040329,06037910205,Los Angeles
6037910302,37,4116110,28157,06037910302,Los Angeles
6037910501,37,1497216,0,06037910501,Los Angeles
6037910606,37,1365453,0,06037910606,Los Angeles
6037910706,37,20974924,137079,06037910706,Los Angeles
6037137401,37,2362815,14784,06037137401,Los Angeles
6037139303,37,415553,0,06037139303,Los Angeles
6037139502,37,1047549,0,06037139502,Los Angeles
6037139503,37,351727,0,06037139503,Los Angeles
6037139701,37,3396395,2411,06037139701,Los Angeles
6037139702,37,8849170,545563,06037139702,Los Angeles
6037209102,37,304848,0,06037209102,Los Angeles
6037209810,37,149829,0,06037209810,Los Angeles
6037210010,37,408975,0,06037210010,Los Angeles
6037211420,37,381075,0,06037211420,Los Angeles
6037211701,37,651518,0,06037211701,Los Angeles
6037211922,37,92893,0,06037211922,Los Angeles
6037212501,37,79596,0,06037212501,Los Angeles
6037212702,37,880619,0,06037212702,Los Angeles
6037213100,37,537044,0,06037213100,Los Angeles
6037213320,37,311438,0,06037213320,Los Angeles
6037214503,37,232313,0,06037214503,Los Angeles
6037214902,37,506805,0,06037214902,Los Angeles
6037216300,37,1272857,0,06037216300,Los Angeles
6037216900,37,1094558,0,06037216900,Los Angeles
6037218210,37,388481,0,06037218210,Los Angeles
6037218600,37,430627,0,06037218600,Los Angeles
6037219300,37,651811,0,06037219300,Los Angeles
6037533601,37,547556,0,06037533601,Los Angeles
6037139802,37,6077237,0,06037139802,Los Angeles
6037141201,37,693120,7927,06037141201,Los Angeles
6037141302,37,1275301,0,06037141302,Los Angeles
6037141500,37,3331525,0,06037141500,Los Angeles
6037141600,37,3848936,0,06037141600,Los Angeles
6037461200,37,2457595,0,06037461200,Los Angeles
6037461400,37,1016353,0,06037461400,Los Angeles
6037462201,37,536846,0,06037462201,Los Angeles
6037462800,37,1126290,1079,06037462800,Los Angeles
6037463200,37,1627730,0,06037463200,Los Angeles
6037463400,37,1928714,3083,06037463400,Los Angeles
6037463800,37,2843527,24382,06037463800,Los Angeles
6037533901,37,762871,0,06037533901,Los Angeles
6037534001,37,784919,0,06037534001,Los Angeles
6037534102,37,799923,0,06037534102,Los Angeles
6037534201,37,510041,0,06037534201,Los Angeles
6037534202,37,583070,0,06037534202,Los Angeles
6037534302,37,388013,0,06037534302,Los Angeles
6037534405,37,530210,0,06037534405,Los Angeles
6037534501,37,673837,0,06037534501,Los Angeles
6037534502,37,567717,2803,06037534502,Los Angeles
6037535001,37,449783,0,06037535001,Los Angeles
6037535002,37,483255,0,06037535002,Los Angeles
6037535200,37,865476,0,06037535200,Los Angeles
6037535607,37,941321,0,06037535607,Los Angeles
6037535702,37,974703,0,06037535702,Los Angeles
6037536103,37,1180316,0,06037536103,Los Angeles
6037464000,37,3143517,1838,06037464000,Los Angeles
6037480302,37,1050467,0,06037480302,Los Angeles
6037480400,37,1285544,0,06037480400,Los Angeles
6037480600,37,2329350,30197,06037480600,Los Angeles
6037481001,37,1049644,0,06037481001,Los Angeles
6037910709,37,14507968,145592,06037910709,Los Angeles
6037910805,37,110063437,87717,06037910805,Los Angeles
6037403702,37,1706610,5480,06037403702,Los Angeles
6037403902,37,2113039,0,06037403902,Los Angeles
6037404201,37,927530,0,06037404201,Los Angeles
6037404301,37,1107477,0,06037404301,Los Angeles
6037404703,37,1235934,80465,06037404703,Los Angeles
6037404902,37,694549,0,06037404902,Los Angeles
6037405001,37,1675690,25952,06037405001,Los Angeles
6037405500,37,1855455,0,06037405500,Los Angeles
6037405702,37,1377266,0,06037405702,Los Angeles
6037800101,37,8096232,9,06037800101,Los Angeles
6037800202,37,27387121,2732,06037800202,Los Angeles
6037800324,37,3514503,72904,06037800324,Los Angeles
6037920012,37,69889224,2413797,06037920012,Los Angeles
6037920015,37,5860156,1128,06037920015,Los Angeles
6037920031,37,6360355,1241,06037920031,Los Angeles
6037920034,37,9013712,0,06037920034,Los Angeles
6037219902,37,798150,2669,06037219902,Los Angeles
6037221210,37,358792,0,06037221210,Los Angeles
6037800327,37,5670420,2106,06037800327,Los Angeles
6037800329,37,22557151,21763,06037800329,Los Angeles
6037143400,37,1738503,18832,06037143400,Los Angeles
6037143902,37,2522502,4486,06037143902,Los Angeles
6037181300,37,1438932,0,06037181300,Los Angeles
6037181600,37,1250036,0,06037181600,Los Angeles
6037183402,37,513456,0,06037183402,Los Angeles
6037183820,37,308656,0,06037183820,Los Angeles
6037185202,37,1205736,0,06037185202,Los Angeles
6037221710,37,327983,0,06037221710,Los Angeles
6037221900,37,409740,0,06037221900,Los Angeles
6037222002,37,655700,0,06037222002,Los Angeles
6037222100,37,478936,0,06037222100,Los Angeles
6037222600,37,651938,0,06037222600,Los Angeles
6037224010,37,830398,0,06037224010,Los Angeles
6037224200,37,368196,0,06037224200,Los Angeles
6037224420,37,358669,0,06037224420,Los Angeles
6037224600,37,718926,0,06037224600,Los Angeles
6037224700,37,635819,0,06037224700,Los Angeles
6037226420,37,426940,0,06037226420,Los Angeles
6037226700,37,782727,0,06037226700,Los Angeles
6037227010,37,579198,0,06037227010,Los Angeles
6037228320,37,337041,0,06037228320,Los Angeles
6037229420,37,584157,0,06037229420,Los Angeles
6037536200,37,2213206,0,06037536200,Los Angeles
6037540300,37,1531882,0,06037540300,Los Angeles
6037106406,37,2085950,916,06037106406,Los Angeles
6037106520,37,2205882,0,06037106520,Los Angeles
6037239320,37,347073,0,06037239320,Los Angeles
6037239502,37,510917,0,06037239502,Los Angeles
6037239701,37,409688,0,06037239701,Los Angeles
6037240020,37,719413,403,06037240020,Los Angeles
6037240300,37,813527,0,06037240300,Los Angeles
6037240600,37,675863,0,06037240600,Los Angeles
6037240900,37,1057639,12764,06037240900,Los Angeles
6037241110,37,486637,0,06037241110,Los Angeles
6037241201,37,485903,0,06037241201,Los Angeles
6037242300,37,630038,0,06037242300,Los Angeles
6037242600,37,475994,0,06037242600,Los Angeles
6037261102,37,7952338,0,06037261102,Los Angeles
6037297500,37,2093495,2159646,06037297500,Los Angeles
6037700400,37,1315939,0,06037700400,Los Angeles
6037262100,37,8744150,27033,06037262100,Los Angeles
6037262302,37,3063534,0,06037262302,Los Angeles
6037262601,37,3620352,0,06037262601,Los Angeles
6037262706,37,2303896,525442,06037262706,Los Angeles
6037113232,37,2065814,0,06037113232,Los Angeles
6037113234,37,1012996,9924,06037113234,Los Angeles
6037113237,37,4736212,11048,06037113237,Los Angeles
6037264000,37,1868030,0,06037264000,Los Angeles
6037265202,37,575316,0,06037265202,Los Angeles
6037265301,37,1595811,0,06037265301,Los Angeles
6037113401,37,2451817,0,06037113401,Los Angeles
6037232600,37,795281,0,06037232600,Los Angeles
6037232800,37,426644,0,06037232800,Los Angeles
6037234000,37,1241882,0,06037234000,Los Angeles
6037234502,37,544856,0,06037234502,Los Angeles
6037234800,37,654191,0,06037234800,Los Angeles
6037235100,37,1181472,0,06037235100,Los Angeles
6037235202,37,851553,0,06037235202,Los Angeles
6037236100,37,1130682,0,06037236100,Los Angeles
