TRACT,STATE_FIPS,CNTY_FIPS,TRACT_CODE,GEOID,COUNTY,TRACT_ID,MSSA_ID,MSSA_NAME,AREA_SQMI,pop2013,pop2013civ,POP100POV,PCT100POV,POP200POV,PCT200POV,POVERTY_POPULATION_UNIVERSE,WHITE,PCT_WHITE,NHS_WHITE,PCT_NHS_WHITE,BLACK,PCT_BLACK,NHS_BLACK,PCT_NHS_BLACK,ASIAN,PCT_ASIAN,NHS_ASIAN,PCT_NHS_ASIAN,AMIND_ESK,PCT_AMIND_ESK,NHS_AMIND_ESK,PCT_NHS_AMIND_ESK,ISLANDER,PCT_ISLAND,NHS_ISLANDER,PCT_NHS_ISLANDER,OTHER_RACE,PCT_OTHER,NHS_OTHER_RACE,PCT_NHS_OTHER_RACE,MULTI_RACE,PCT_MULTI,NHS_MULTI_RACE,PCT_NHS_MULTI_RACE,HISPANIC,PCT_HSPNC,AGE_UNDER5,PCT_UNDER5,AGE_UNDR18,PCT_UNDR18,AGE_18_64,PCT_18_64,AGE_65OVER,PCT_65OVER,ELD_RATIO,YTH_RATIO
96.15,6,67,9615,6067009615,Sacramento,96.15,139h,Elk Grove/Laguna/Laguna West/Lakeside,1.077738875,8554,8544,1077,12.61,2566,30.03,8544,4036,47.2,2934,34.3,1158,13.5,1129,13.2,1678,19.6,1678,19.6,0,0,0,0,61,0.7,61,0.7,495,5.79,0,0,1126,13.2,741,8.7,2011,23.5,455,5.32,2570,30.04,5195,60.73,789,9.22,0.152,0.495
96.18,6,67,9618,6067009618,Sacramento,96.18,139h,Elk Grove/Laguna/Laguna West/Lakeside,5.392912971,4982,4973,366,7.36,1013,20.37,4973,2284,45.8,1606,32.2,561,11.3,547,11,1324,26.6,1324,26.6,44,0.9,0,0,305,6.1,305,6.1,115,2.31,0,0,349,7,247,5,953,19.1,373,7.49,1393,27.96,3198,64.19,391,7.85,0.122,0.436
96.39,6,67,9639,6067009639,Sacramento,96.39,139h,Elk Grove/Laguna/Laguna West/Lakeside,1.100102197,3508,3500,552,15.77,1662,47.49,3500,1130,32.2,811,23.1,507,14.5,469,13.4,1187,33.8,1187,33.8,0,0,0,0,143,4.1,143,4.1,309,8.81,66,1.88,232,6.6,151,4.3,681,19.4,149,4.25,1052,29.99,2207,62.91,249,7.1,0.113,0.477
4,6,67,400,6067000400,Sacramento,4,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.376680078,3889,3889,670,17.23,1357,34.89,3889,3287,84.5,2394,61.6,20,0.5,20,0.5,151,3.9,151,3.9,49,1.3,29,0.7,0,0,0,0,97,2.49,27,0.69,285,7.3,154,4,1114,28.6,168,4.32,378,9.72,3194,82.13,317,8.15,0.099,0.118
13,6,67,1300,6067001300,Sacramento,13,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.306027734,2910,2910,599,20.58,1263,43.4,2910,2057,70.7,1885,64.8,116,4,102,3.5,323,11.1,315,10.8,44,1.5,11,0.4,0,0,0,0,164,5.64,21,0.72,206,7.1,141,4.8,435,14.9,39,1.34,114,3.92,2650,91.07,146,5.02,0.055,0.043
14,6,67,1400,6067001400,Sacramento,14,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.306571666,2687,2562,415,16.2,929,36.26,2562,2073,77.1,1783,66.4,119,4.4,113,4.2,117,4.4,117,4.4,0,0,0,0,0,0,0,0,131,4.88,0,0,247,9.2,194,7.2,480,17.9,22,0.82,200,7.44,2009,74.77,478,17.79,0.238,0.1
15,6,67,1500,6067001500,Sacramento,15,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.674213149,4474,4297,208,4.84,911,21.2,4297,3999,89.4,3633,81.2,51,1.1,35,0.8,160,3.6,148,3.3,18,0.4,11,0.2,0,0,0,0,7,0.16,7,0.16,239,5.3,209,4.7,431,9.6,224,5.01,618,13.81,3035,67.84,821,18.35,0.271,0.204
19,6,67,1900,6067001900,Sacramento,19,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.426780396,2841,2820,466,16.52,1273,45.14,2820,2066,72.7,1595,56.1,285,10,255,9,325,11.4,317,11.2,27,1,0,0,8,0.3,0,0,9,0.32,0,0,121,4.3,74,2.6,600,21.1,117,4.12,251,8.83,2416,85.04,174,6.12,0.072,0.104
20,6,67,2000,6067002000,Sacramento,20,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.39887293,2194,2193,581,26.49,1100,50.16,2193,1141,52,934,42.6,73,3.3,50,2.3,807,36.8,807,36.8,11,0.5,0,0,0,0,0,0,45,2.05,19,0.87,117,5.3,107,4.9,277,12.6,66,3.01,202,9.21,1658,75.57,334,15.22,0.201,0.122
23,6,67,2300,6067002300,Sacramento,23,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.468378655,3229,3229,162,5.02,406,12.57,3229,2638,81.7,2535,78.5,18,0.6,18,0.6,281,8.7,281,8.7,0,0,0,0,0,0,0,0,110,3.41,11,0.34,182,5.6,138,4.3,246,7.6,158,4.89,538,16.66,2272,70.36,419,12.98,0.184,0.237
24,6,67,2400,6067002400,Sacramento,24,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,1.245072885,4432,4426,367,8.29,683,15.43,4426,3527,79.6,3158,71.3,29,0.7,29,0.7,482,10.9,452,10.2,53,1.2,53,1.2,6,0.1,6,0.1,0,0,0,0,335,7.6,194,4.4,540,12.2,232,5.23,1020,23.01,2527,57.02,885,19.97,0.35,0.404
25,6,67,2500,6067002500,Sacramento,25,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.380044613,1743,1729,38,2.2,119,6.88,1729,1485,85.2,1356,77.8,76,4.4,56,3.2,78,4.5,78,4.5,0,0,0,0,0,0,0,0,16,0.92,6,0.34,88,5,78,4.5,169,9.7,79,4.53,362,20.77,1119,64.2,262,15.03,0.234,0.324
26,6,67,2600,6067002600,Sacramento,26,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.361968463,2592,2592,578,22.3,882,34.03,2592,2096,80.9,1714,66.1,153,5.9,137,5.3,90,3.5,80,3.1,12,0.5,0,0,0,0,0,0,165,6.37,0,0,76,2.9,76,2.9,585,22.6,141,5.44,411,15.86,1892,72.99,289,11.15,0.153,0.217
33,6,67,3300,6067003300,Sacramento,33,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.918103546,3885,3885,293,7.54,960,24.71,3885,2436,62.7,2013,51.8,118,3,118,3,749,19.3,749,19.3,3,0.1,3,0.1,10,0.3,10,0.3,90,2.32,0,0,479,12.3,410,10.6,582,15,205,5.28,744,19.15,2192,56.42,949,24.43,0.433,0.339
34,6,67,3400,6067003400,Sacramento,34,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.881213557,4418,4415,547,12.39,1461,33.09,4415,2423,54.8,1674,37.9,690,15.6,690,15.6,903,20.4,860,19.5,9,0.2,0,0,12,0.3,12,0.3,150,3.4,33,0.75,231,5.2,103,2.3,1046,23.7,347,7.85,856,19.38,2609,59.05,953,21.57,0.365,0.328
39,6,67,3900,6067003900,Sacramento,39,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.933595547,3557,3503,143,4.08,617,17.61,3503,2064,58,1559,43.8,247,6.9,236,6.6,726,20.4,726,20.4,31,0.9,31,0.9,8,0.2,8,0.2,151,4.25,24,0.67,330,9.3,203,5.7,770,21.6,249,7,661,18.58,2012,56.56,884,24.85,0.439,0.329
40.01,6,67,4001,6067004001,Sacramento,40.01,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,1.318315784,5250,5211,708,13.59,1601,30.72,5211,2537,48.3,1924,36.6,634,12.1,621,11.8,1459,27.8,1459,27.8,27,0.5,7,0.1,14,0.3,14,0.3,324,6.17,0,0,255,4.9,185,3.5,1040,19.8,330,6.29,839,15.98,3088,58.82,1323,25.2,0.428,0.272
40.04,6,67,4004,6067004004,Sacramento,40.04,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,1.161247214,6138,6138,250,4.07,815,13.28,6138,3466,56.5,2957,48.2,336,5.5,313,5.1,1875,30.5,1859,30.3,0,0,0,0,0,0,0,0,370,6.03,22,0.36,91,1.5,91,1.5,896,14.6,275,4.48,1051,17.12,3809,62.06,1278,20.82,0.336,0.276
40.05,6,67,4005,6067004005,Sacramento,40.05,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.840507572,4384,4249,467,10.99,1627,38.29,4249,2374,54.2,1970,44.9,785,17.9,730,16.7,755,17.2,755,17.2,58,1.3,58,1.3,13,0.3,3,0.1,35,0.8,0,0,364,8.3,257,5.9,611,13.9,111,2.53,778,17.75,2493,56.87,1113,25.39,0.446,0.312
40.06,6,67,4006,6067004006,Sacramento,40.06,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.756756068,4929,4929,431,8.74,1248,25.32,4929,2382,48.3,1605,32.6,1119,22.7,1108,22.5,1071,21.7,1071,21.7,0,0,0,0,0,0,0,0,168,3.41,0,0,189,3.8,37,0.8,1108,22.5,276,5.6,1049,21.28,2990,60.66,890,18.06,0.298,0.351
40.08,6,67,4008,6067004008,Sacramento,40.08,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.639273854,3479,3468,294,8.48,689,19.87,3468,1881,54.1,1644,47.3,208,6,208,6,890,25.6,870,25,13,0.4,13,0.4,0,0,0,0,118,3.39,0,0,369,10.6,341,9.8,403,11.6,128,3.68,726,20.87,2256,64.85,497,14.29,0.22,0.322
40.09,6,67,4009,6067004009,Sacramento,40.09,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.723518606,4928,4918,210,4.27,1014,20.62,4918,1994,40.5,1768,35.9,951,19.3,935,19,1092,22.2,1022,20.7,11,0.2,11,0.2,39,0.8,39,0.8,254,5.15,0,0,587,11.9,375,7.6,778,15.8,387,7.85,971,19.7,3268,66.31,689,13.98,0.211,0.297
40.1,6,67,4010,6067004010,Sacramento,40.1,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.636336886,4960,4864,447,9.19,1309,26.91,4864,2215,44.7,1676,33.8,994,20,985,19.9,1136,22.9,1136,22.9,10,0.2,10,0.2,75,1.5,75,1.5,116,2.34,15,0.3,414,8.3,277,5.6,786,15.8,347,7,894,18.02,3274,66.01,792,15.97,0.242,0.273
40.11,6,67,4011,6067004011,Sacramento,40.11,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.472358479,3245,3236,137,4.23,460,14.22,3236,1214,37.4,969,29.9,467,14.4,461,14.2,1209,37.3,1209,37.3,0,0,0,0,83,2.6,83,2.6,135,4.16,0,0,137,4.2,114,3.5,409,12.6,92,2.84,630,19.41,2219,68.38,396,12.2,0.178,0.284
40.12,6,67,4012,6067004012,Sacramento,40.12,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,0.78527649,3503,3499,97,2.77,360,10.29,3499,1546,44.1,1305,37.3,316,9,285,8.1,1156,33,1156,33,0,0,0,0,0,0,0,0,108,3.08,16,0.46,377,10.8,269,7.7,472,13.5,142,4.05,606,17.3,2487,71,410,11.7,0.165,0.244
5,6,67,500,6067000500,Sacramento,5,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.334382761,3823,3810,1084,28.45,1839,48.27,3810,2805,73.4,1966,51.4,338,8.8,338,8.8,322,8.4,322,8.4,34,0.9,34,0.9,0,0,0,0,201,5.26,52,1.36,123,3.2,68,1.8,1043,27.3,158,4.13,475,12.42,3166,82.81,182,4.76,0.057,0.15
6,6,67,600,6067000600,Sacramento,6,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.156876374,1249,1237,534,43.17,748,60.47,1237,763,61.1,650,52,250,20,250,20,63,5,51,4.1,54,4.3,0,0,15,1.2,15,1.2,68,5.44,13,1.04,36,2.9,36,2.9,234,18.7,90,7.21,200,16.01,978,78.3,71,5.68,0.073,0.204
7,6,67,700,6067000700,Sacramento,7,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.198376712,2542,550,176,32,430,78.18,550,993,39.1,740,29.1,664,26.1,656,25.8,357,14,357,14,40,1.6,27,1.1,14,0.6,14,0.6,428,16.84,35,1.38,46,1.8,15,0.6,698,27.5,0,0,0,0,2210,86.94,332,13.06,0.15,0
8,6,67,800,6067000800,Sacramento,8,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.223043402,1459,1376,129,9.38,366,26.6,1376,1075,73.7,978,67,48,3.3,48,3.3,248,17,248,17,0,0,0,0,0,0,0,0,42,2.88,0,0,46,3.2,35,2.4,150,10.3,12,0.82,21,1.44,1036,71.01,402,27.55,0.388,0.02
11.01,6,67,1101,6067001101,Sacramento,11.01,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.606051656,2034,2031,748,36.83,1079,53.13,2031,1570,77.2,1357,66.7,171,8.4,171,8.4,150,7.4,122,6,15,0.7,15,0.7,0,0,0,0,27,1.33,0,0,101,5,91,4.5,278,13.7,0,0,109,5.36,1780,87.51,145,7.13,0.081,0.061
12,6,67,1200,6067001200,Sacramento,12,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.261034097,3210,3185,694,21.79,1342,42.14,3185,2302,71.7,2034,63.4,276,8.6,276,8.6,229,7.1,229,7.1,29,0.9,24,0.7,0,0,0,0,203,6.32,54,1.68,171,5.3,130,4,463,14.4,66,2.06,163,5.08,2712,84.49,335,10.44,0.124,0.06
21,6,67,2100,6067002100,Sacramento,21,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.594872656,2340,2260,719,31.81,1235,54.65,2260,1162,49.7,777,33.2,53,2.3,53,2.3,621,26.5,611,26.1,0,0,0,0,0,0,0,0,292,12.48,0,0,212,9.1,205,8.8,694,29.7,70,2.99,308,13.16,1814,77.52,218,9.32,0.12,0.17
22,6,67,2200,6067002200,Sacramento,22,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,1.054214238,3956,3956,1446,36.55,2362,59.71,3956,2211,55.9,1639,41.4,843,21.3,757,19.1,444,11.2,444,11.2,8,0.2,8,0.2,20,0.5,20,0.5,115,2.91,14,0.35,315,8,287,7.3,787,19.9,440,11.12,1271,32.13,2311,58.42,374,9.45,0.162,0.55
53.01,6,67,5301,6067005301,Sacramento,53.01,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,2.419638562,1076,965,696,72.12,939,97.31,965,466,43.3,256,23.8,357,33.2,313,29.1,20,1.9,12,1.1,6,0.6,6,0.6,0,0,0,0,78,7.25,0,0,149,13.8,103,9.6,386,35.9,144,13.38,349,32.43,668,62.08,59,5.48,0.088,0.522
54.02,6,67,5402,6067005402,Sacramento,54.02,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,2.174852172,2679,2679,788,29.41,1485,55.43,2679,1833,68.4,1524,56.9,250,9.3,241,9,231,8.6,212,7.9,0,0,0,0,0,0,0,0,249,9.29,21,0.78,116,4.3,110,4.1,571,21.3,44,1.64,217,8.1,2148,80.18,314,11.72,0.146,0.101
55.02,6,67,5502,6067005502,Sacramento,55.02,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,1.107358423,5311,5303,1255,23.67,3352,63.21,5303,3024,56.9,1605,30.2,583,11,583,11,391,7.4,384,7.2,29,0.5,0,0,133,2.5,133,2.5,844,15.89,127,2.39,307,5.8,160,3,2319,43.7,421,7.93,1323,24.91,3570,67.22,418,7.87,0.117,0.371
55.06,6,67,5506,6067005506,Sacramento,55.06,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.501160013,3159,3142,923,29.38,1729,55.03,3142,1523,48.2,1161,36.8,623,19.7,430,13.6,238,7.5,232,7.3,12,0.4,12,0.4,0,0,0,0,319,10.1,0,0,444,14.1,186,5.9,1138,36,232,7.34,876,27.73,2117,67.01,166,5.25,0.078,0.414
55.09,6,67,5509,6067005509,Sacramento,55.09,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.124306877,1888,1888,704,37.29,1322,70.02,1888,1062,56.3,757,40.1,253,13.4,253,13.4,172,9.1,133,7,53,2.8,40,2.1,0,0,0,0,115,6.09,0,0,233,12.3,125,6.6,580,30.7,199,10.54,361,19.12,1501,79.5,26,1.38,0.017,0.241
55.1,6,67,5510,6067005510,Sacramento,55.1,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.249967294,4362,4348,681,15.66,2219,51.03,4348,2917,66.9,2204,50.5,517,11.9,426,9.8,455,10.4,455,10.4,15,0.3,0,0,0,0,0,0,288,6.6,0,0,170,3.9,95,2.2,1182,27.1,239,5.48,382,8.76,3455,79.21,525,12.04,0.152,0.111
56.05,6,67,5605,6067005605,Sacramento,56.05,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.496456184,3246,3246,905,27.88,1570,48.37,3246,1913,58.9,1627,50.1,107,3.3,107,3.3,30,0.9,30,0.9,0,0,0,0,11,0.3,11,0.3,794,24.46,0,0,391,12,288,8.9,1183,36.4,299,9.21,935,28.8,2030,62.54,281,8.66,0.138,0.461
62.01,6,67,6201,6067006201,Sacramento,62.01,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.860110816,5223,5223,2115,40.49,3169,60.67,5223,2956,56.6,2296,44,1117,21.4,1117,21.4,182,3.5,165,3.2,227,4.3,60,1.1,0,0,0,0,576,11.03,0,0,165,3.2,43,0.8,1542,29.5,543,10.4,1332,25.5,3185,60.98,706,13.52,0.222,0.418
62.02,6,67,6202,6067006202,Sacramento,62.02,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.628300117,3520,3520,1729,49.12,2623,74.52,3520,2151,61.1,1483,42.1,475,13.5,421,12,104,3,104,3,24,0.7,12,0.3,32,0.9,32,0.9,403,11.45,0,0,331,9.4,80,2.3,1388,39.4,326,9.26,993,28.21,2139,60.77,388,11.02,0.181,0.464
63,6,67,6300,6067006300,Sacramento,63,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,1.084405982,5273,5200,2182,41.96,3556,68.38,5200,2800,53.1,1986,37.7,674,12.8,600,11.4,355,6.7,347,6.6,111,2.1,101,1.9,47,0.9,30,0.6,740,14.03,0,0,546,10.4,373,7.1,1836,34.8,448,8.5,1376,26.1,3489,66.17,408,7.74,0.117,0.394
64,6,67,6400,6067006400,Sacramento,64,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,1.319274089,5181,5144,1933,37.58,3672,71.38,5144,3282,63.3,2374,45.8,308,5.9,290,5.6,340,6.6,340,6.6,75,1.4,62,1.2,120,2.3,111,2.1,808,15.6,0,0,248,4.8,186,3.6,1818,35.1,517,9.98,1887,36.42,2898,55.94,396,7.64,0.137,0.651
65,6,67,6500,6067006500,Sacramento,65,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,1.502503081,6069,5850,2064,35.28,3566,60.96,5850,1666,27.5,974,16,1508,24.8,1502,24.7,937,15.4,932,15.4,51,0.8,43,0.7,304,5,291,4.8,1241,20.45,14,0.23,362,6,310,5.1,2003,33,644,10.61,1912,31.5,3569,58.81,588,9.69,0.165,0.536
66,6,67,6600,6067006600,Sacramento,66,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.853675176,6082,5970,2003,33.55,3736,62.58,5970,2898,47.6,1598,26.3,1112,18.3,1112,18.3,867,14.3,867,14.3,117,1.9,86,1.4,0,0,0,0,758,12.46,0,0,330,5.4,300,4.9,2119,34.8,583,9.59,1789,29.41,3956,65.04,337,5.54,0.085,0.452
67.02,6,67,6702,6067006702,Sacramento,67.02,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,1.516668626,6692,6667,2690,40.35,4838,72.57,6667,2043,30.5,1040,15.5,1305,19.5,1305,19.5,1598,23.9,1551,23.2,204,3,164,2.5,117,1.7,117,1.7,1037,15.5,0,0,388,5.8,309,4.6,2206,33,671,10.03,2623,39.2,3558,53.17,511,7.64,0.144,0.737
68,6,67,6800,6067006800,Sacramento,68,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.958028011,7983,7977,3160,39.61,5732,71.86,7977,3151,39.5,986,12.4,816,10.2,816,10.2,1141,14.3,1141,14.3,126,1.6,49,0.6,346,4.3,346,4.3,1770,22.17,11,0.14,633,7.9,332,4.2,4302,53.9,1104,13.83,2622,32.84,4862,60.9,499,6.25,0.103,0.539
69,6,67,6900,6067006900,Sacramento,69,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,2.037866769,4431,4418,898,20.33,1986,44.95,4418,3082,69.6,2330,52.6,758,17.1,744,16.8,223,5,223,5,2,0,2,0,14,0.3,14,0.3,236,5.33,0,0,116,2.6,44,1,1074,24.2,181,4.08,924,20.85,2859,64.52,648,14.62,0.227,0.323
70.01,6,67,7001,6067007001,Sacramento,70.01,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,1.291640017,4752,4732,2047,43.26,3062,64.71,4732,2098,44.1,903,19,120,2.5,120,2.5,370,7.8,360,7.6,6,0.1,0,0,0,0,0,0,1741,36.64,79,1.66,417,8.8,179,3.8,3111,65.5,594,12.5,1664,35.02,2669,56.17,419,8.82,0.157,0.623
70.07,6,67,7007,6067007007,Sacramento,70.07,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,1.514715231,5292,5258,1042,19.82,2789,53.04,5258,3405,64.3,1413,26.7,444,8.4,444,8.4,350,6.6,312,5.9,43,0.8,35,0.7,113,2.1,113,2.1,769,14.53,0,0,168,3.2,85,1.6,2890,54.6,351,6.63,1231,23.26,3414,64.51,647,12.23,0.19,0.361
73.01,6,67,7301,6067007301,Sacramento,73.01,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,4.927824056,5568,5484,1669,30.43,3586,65.39,5484,3007,54,2552,45.8,561,10.1,561,10.1,403,7.2,385,6.9,291,5.2,38,0.7,0,0,0,0,1070,19.22,0,0,236,4.2,217,3.9,1815,32.6,539,9.68,1985,35.65,3212,57.69,371,6.66,0.116,0.618
74.13,6,67,7413,6067007413,Sacramento,74.13,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,2.192672371,5860,5857,1655,28.26,3408,58.19,5857,3864,65.9,3490,59.6,570,9.7,570,9.7,427,7.3,390,6.7,0,0,0,0,34,0.6,34,0.6,687,11.72,0,0,278,4.7,115,2,1261,21.5,601,10.26,1797,30.67,3519,60.05,544,9.28,0.155,0.511
74.24,6,67,7424,6067007424,Sacramento,74.24,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.556329905,3707,3702,1128,30.47,2119,57.24,3702,2211,59.6,2065,55.7,745,20.1,745,20.1,62,1.7,62,1.7,0,0,0,0,0,0,0,0,410,11.06,0,0,279,7.5,172,4.6,663,17.9,400,10.79,1032,27.84,2383,64.28,292,7.88,0.123,0.433
75.03,6,67,7503,6067007503,Sacramento,75.03,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,0.705535407,5129,4967,1679,33.8,2448,49.29,4967,3980,77.6,3209,62.6,671,13.1,671,13.1,159,3.1,159,3.1,0,0,0,0,22,0.4,0,0,63,1.23,0,0,234,4.6,232,4.5,858,16.7,478,9.32,1385,27,3272,63.79,472,9.2,0.144,0.423
35.01,6,67,3501,6067003501,Sacramento,35.01,139k,Freeport/Meadowview,0.462500297,2638,2638,683,25.89,1071,40.6,2638,1877,71.2,1124,42.6,125,4.7,125,4.7,394,14.9,394,14.9,9,0.3,9,0.3,0,0,0,0,46,1.74,5,0.19,187,7.1,137,5.2,844,32,137,5.19,538,20.39,1755,66.53,345,13.08,0.197,0.307
35.02,6,67,3502,6067003502,Sacramento,35.02,139k,Freeport/Meadowview,0.486618674,2724,2724,350,12.85,884,32.45,2724,1623,59.6,1200,44.1,151,5.5,144,5.3,614,22.5,614,22.5,39,1.4,0,0,0,0,0,0,148,5.43,0,0,149,5.5,70,2.6,696,25.6,150,5.51,393,14.43,1814,66.59,517,18.98,0.285,0.217
38,6,67,3800,6067003800,Sacramento,38,139k,Freeport/Meadowview,1.891225506,5672,5664,1424,25.14,2778,49.05,5664,2777,49,1274,22.5,1343,23.7,1343,23.7,1047,18.5,1035,18.2,17,0.3,0,0,15,0.3,15,0.3,260,4.58,100,1.76,213,3.8,183,3.2,1722,30.4,482,8.5,1762,31.06,3206,56.52,704,12.41,0.22,0.55
41,6,67,4100,6067004100,Sacramento,41,139k,Freeport/Meadowview,0.785087903,4632,4528,2180,48.14,3255,71.89,4528,2008,43.4,969,20.9,589,12.7,539,11.6,1292,27.9,1272,27.5,62,1.3,22,0.5,45,1,45,1,307,6.63,100,2.16,329,7.1,167,3.6,1518,32.8,472,10.19,1467,31.67,2453,52.96,712,15.37,0.29,0.598
42.01,6,67,4201,6067004201,Sacramento,42.01,139k,Freeport/Meadowview,0.733060614,5529,5470,1523,27.84,2975,54.39,5470,2514,45.5,1066,19.3,1294,23.4,1273,23,1014,18.3,973,17.6,37,0.7,37,0.7,48,0.9,48,0.9,376,6.8,0,0,246,4.4,236,4.3,1896,34.3,343,6.2,1541,27.87,3277,59.27,711,12.86,0.217,0.47
42.02,6,67,4202,6067004202,Sacramento,42.02,139k,Freeport/Meadowview,0.634129139,5515,5352,1538,28.74,3527,65.9,5352,2393,43.4,942,17.1,845,15.3,835,15.1,897,16.3,897,16.3,58,1.1,10,0.2,385,7,385,7,583,10.57,0,0,354,6.4,228,4.1,2218,40.2,522,9.47,1669,30.26,3094,56.1,752,13.64,0.243,0.539
42.03,6,67,4203,6067004203,Sacramento,42.03,139k,Freeport/Meadowview,0.632064199,4978,4930,2233,45.29,3546,71.93,4930,1805,36.3,709,14.2,863,17.3,853,17.1,921,18.5,907,18.2,1,0,1,0,481,9.7,481,9.7,571,11.47,10,0.2,336,6.7,292,5.9,1725,34.7,470,9.44,1739,34.93,2727,54.78,512,10.29,0.188,0.638
43,6,67,4300,6067004300,Sacramento,43,139k,Freeport/Meadowview,1.458849631,9789,9568,2604,27.22,5584,58.36,9568,2883,29.5,1358,13.9,2224,22.7,2070,21.1,2544,26,2544,26,66,0.7,44,0.4,848,8.7,848,8.7,375,3.83,0,0,849,8.7,679,6.9,2246,22.9,811,8.28,3057,31.23,5949,60.77,783,8,0.132,0.514
49.03,6,67,4903,6067004903,Sacramento,49.03,139k,Freeport/Meadowview,0.685464138,6632,6570,2582,39.3,4229,64.37,6570,2044,30.8,972,14.7,1489,22.5,1425,21.5,2365,35.7,2357,35.5,20,0.3,0,0,84,1.3,75,1.1,244,3.68,0,0,386,5.8,302,4.6,1501,22.6,545,8.22,2089,31.5,3998,60.28,545,8.22,0.136,0.523
49.04,6,67,4904,6067004904,Sacramento,49.04,139k,Freeport/Meadowview,0.956405985,5970,5970,840,14.07,3039,50.9,5970,3405,57,1904,31.9,660,11.1,660,11.1,1117,18.7,1089,18.2,21,0.4,12,0.2,10,0.2,10,0.2,464,7.77,17,0.28,293,4.9,262,4.4,2016,33.8,611,10.23,1613,27.02,3510,58.79,847,14.19,0.241,0.46
