TRACT,STATE_FIPS,CNTY_FIPS,TRACT_CODE,GEOID,COUNTY,TRACT_ID,MSSA_ID,MSSA_NAME,AREA_SQMI,pop2013,pop2013civ,POP100POV,PCT100POV,POP200POV,PCT200POV,POVERTY_POPULATION_UNIVERSE,WHITE,PCT_WHITE,NHS_WHITE,PCT_NHS_WHITE,BLACK,PCT_BLACK,NHS_BLACK,PCT_NHS_BLACK,ASIAN,PCT_ASIAN,NHS_ASIAN,PCT_NHS_ASIAN,AMIND_ESK,PCT_AMIND_ESK,NHS_AMIND_ESK,PCT_NHS_AMIND_ESK,ISLANDER,PCT_ISLAND,NHS_ISLANDER,PCT_NHS_ISLANDER,OTHER_RACE,PCT_OTHER,NHS_OTHER_RACE,PCT_NHS_OTHER_RACE,MULTI_RACE,PCT_MULTI,NHS_MULTI_RACE,PCT_NHS_MULTI_RACE,HISPANIC,PCT_HSPNC,AGE_UNDER5,PCT_UNDER5,AGE_UNDR18,PCT_UNDR18,AGE_18_64,PCT_18_64,AGE_65OVER,PCT_65OVER,ELD_RATIO,YTH_RATIO
4512.01,6,1,451201,6001451201,Alameda,4512.01,1.1,Livermore Central and West/Spring Town,1.417791397,6382,6382,364,5.7,935,14.65,6382,4531,71,3865,60.6,211,3.3,211,3.3,933,14.6,915,14.3,12,0.2,12,0.2,0,0,0,0,418,6.55,0,0,277,4.3,225,3.5,1154,18.1,570,8.93,1561,24.46,4300,67.38,521,8.16,0.121,0.363
4512.02,6,1,451202,6001451202,Alameda,4512.02,1.1,Livermore Central and West/Spring Town,17.69207427,3917,3911,296,7.57,524,13.4,3911,2992,76.4,2541,64.9,33,0.8,33,0.8,396,10.1,389,9.9,6,0.2,0,0,77,2,77,2,215,5.49,0,0,198,5.1,76,1.9,801,20.4,312,7.97,890,22.72,2797,71.41,230,5.87,0.082,0.318
4513,6,1,451300,6001451300,Alameda,4513,1.1,Livermore Central and West/Spring Town,4.902011447,6846,6846,215,3.14,731,10.68,6846,5952,86.9,5174,75.6,143,2.1,143,2.1,409,6,409,6,0,0,0,0,33,0.5,33,0.5,171,2.5,0,0,138,2,58,0.8,1029,15,279,4.08,1652,24.13,4716,68.89,478,6.98,0.101,0.35
4514.01,6,1,451401,6001451401,Alameda,4514.01,1.1,Livermore Central and West/Spring Town,1.789282433,6255,6200,866,13.97,1759,28.37,6200,4654,74.4,3587,57.3,82,1.3,82,1.3,888,14.2,829,13.3,2,0,2,0,0,0,0,0,247,3.95,0,0,382,6.1,183,2.9,1572,25.1,365,5.84,1512,24.17,4169,66.65,574,9.18,0.138,0.363
4514.03,6,1,451403,6001451403,Alameda,4514.03,1.1,Livermore Central and West/Spring Town,0.260436477,2166,2166,155,7.16,397,18.33,2166,1814,83.7,1139,52.6,0,0,0,0,288,13.3,288,13.3,0,0,0,0,0,0,0,0,12,0.55,0,0,52,2.4,28,1.3,711,32.8,203,9.37,474,21.88,1490,68.79,202,9.33,0.136,0.318
4514.04,6,1,451404,6001451404,Alameda,4514.04,1.1,Livermore Central and West/Spring Town,0.646693335,6243,6133,553,9.02,1993,32.5,6133,5195,83.2,2372,38,141,2.3,141,2.3,368,5.9,368,5.9,0,0,0,0,0,0,0,0,440,7.05,40,0.64,99,1.6,18,0.3,3304,52.9,477,7.64,1777,28.46,4075,65.27,391,6.26,0.096,0.436
4516.01,6,1,451601,6001451601,Alameda,4516.01,1.1,Livermore Central and West/Spring Town,1.519836404,4842,4842,166,3.43,572,11.81,4842,4136,85.4,3660,75.6,8,0.2,8,0.2,470,9.7,400,8.3,13,0.3,13,0.3,11,0.2,11,0.2,0,0,0,0,204,4.2,157,3.2,593,12.2,222,4.58,1116,23.05,3231,66.73,495,10.22,0.153,0.345
4516.02,6,1,451602,6001451602,Alameda,4516.02,1.1,Livermore Central and West/Spring Town,1.163494663,6656,6540,196,3,1258,19.24,6540,5357,80.5,4923,74,16,0.2,16,0.2,800,12,800,12,0,0,0,0,0,0,0,0,212,3.19,0,0,271,4.1,234,3.5,683,10.3,417,6.27,1337,20.09,3812,57.27,1507,22.64,0.395,0.351
4517.01,6,1,451701,6001451701,Alameda,4517.01,1.1,Livermore Central and West/Spring Town,0.472101743,2916,2916,244,8.37,493,16.91,2916,2372,81.3,1979,67.9,64,2.2,64,2.2,213,7.3,213,7.3,10,0.3,10,0.3,11,0.4,11,0.4,25,0.86,0,0,221,7.6,125,4.3,514,17.6,198,6.79,795,27.26,1670,57.27,451,15.47,0.27,0.476
4517.03,6,1,451703,6001451703,Alameda,4517.03,1.1,Livermore Central and West/Spring Town,0.65823383,4362,4360,247,5.67,295,6.77,4360,3225,73.9,2884,66.1,80,1.8,80,1.8,678,15.5,665,15.2,33,0.8,17,0.4,9,0.2,0,0,41,0.94,0,0,296,6.8,100,2.3,616,14.1,280,6.42,1351,30.97,2518,57.73,493,11.3,0.196,0.537
4517.04,6,1,451704,6001451704,Alameda,4517.04,1.1,Livermore Central and West/Spring Town,0.774274398,4246,4187,148,3.53,463,11.06,4187,3975,93.6,3236,76.2,0,0,0,0,47,1.1,47,1.1,15,0.4,15,0.4,59,1.4,59,1.4,41,0.97,0,0,109,2.6,79,1.9,810,19.1,371,8.74,1194,28.12,2326,54.78,726,17.1,0.312,0.513
4507.01,6,1,450701,6001450701,Alameda,4507.01,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,103.8971274,8343,8341,409,4.9,619,7.42,8341,5274,63.2,5034,60.3,25,0.3,25,0.3,2466,29.6,2444,29.3,0,0,0,0,0,0,0,0,257,3.08,39,0.47,321,3.8,275,3.3,526,6.3,165,1.98,2414,28.93,5079,60.88,850,10.19,0.167,0.475
4511.01,6,1,451101,6001451101,Alameda,4511.01,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,215.6799815,7129,7035,299,4.25,860,12.22,7035,5438,76.3,4672,65.5,215,3,215,3,1207,16.9,1207,16.9,15,0.2,14,0.2,2,0,2,0,110,1.54,1,0.01,142,2,139,1.9,879,12.3,467,6.55,1793,25.15,4766,66.85,570,8,0.12,0.376
4511.02,6,1,451102,6001451102,Alameda,4511.02,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,1.844613271,4385,4385,101,2.3,182,4.15,4385,3686,84.1,3420,78,23,0.5,23,0.5,312,7.1,312,7.1,11,0.3,0,0,73,1.7,73,1.7,11,0.25,0,0,269,6.1,148,3.4,409,9.3,283,6.45,1164,26.55,2621,59.77,600,13.68,0.229,0.444
4515.01,6,1,451501,6001451501,Alameda,4515.01,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,1.950267801,4401,4401,190,4.32,490,11.13,4401,3652,83,3135,71.2,74,1.7,74,1.7,436,9.9,436,9.9,0,0,0,0,0,0,0,0,175,3.98,0,0,64,1.5,17,0.4,739,16.8,330,7.5,991,22.52,2718,61.76,692,15.72,0.255,0.365
4515.03,6,1,451503,6001451503,Alameda,4515.03,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,1.032480561,5375,5354,295,5.51,1230,22.97,5354,4296,79.9,3352,62.4,5,0.1,5,0.1,599,11.1,599,11.1,50,0.9,7,0.1,0,0,0,0,128,2.38,0,0,297,5.5,170,3.2,1242,23.1,484,9,1220,22.7,3413,63.5,742,13.8,0.217,0.357
4515.04,6,1,451504,6001451504,Alameda,4515.04,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,1.253835244,1689,1689,41,2.43,319,18.89,1689,1363,80.7,1310,77.6,41,2.4,41,2.4,153,9.1,143,8.5,0,0,0,0,25,1.5,25,1.5,16,0.95,0,0,91,5.4,35,2.1,135,8,70,4.14,327,19.36,1198,70.93,164,9.71,0.137,0.273
4515.05,6,1,451505,6001451505,Alameda,4515.05,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,0.530294684,3468,3468,63,1.82,165,4.76,3468,3201,92.3,3011,86.8,0,0,0,0,163,4.7,154,4.4,0,0,0,0,0,0,0,0,33,0.95,0,0,71,2,50,1.4,253,7.3,255,7.35,939,27.08,2082,60.03,447,12.89,0.215,0.451
4515.06,6,1,451506,6001451506,Alameda,4515.06,1.2,Altamont/Livermore East/Midway/Mountain House/Scotts Corner,0.328624774,3264,3262,348,10.67,506,15.51,3262,2588,79.3,1698,52,236,7.2,236,7.2,194,5.9,194,5.9,0,0,0,0,0,0,0,0,16,0.49,0,0,230,7,230,7,906,27.8,297,9.1,1051,32.2,2028,62.13,185,5.67,0.091,0.518
4007,6,1,400700,6001400700,Alameda,4007,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.339887355,4062,4062,725,17.85,1882,46.33,4062,1424,35.1,1131,27.8,1985,48.9,1958,48.2,171,4.2,171,4.2,0,0,0,0,0,0,0,0,67,1.65,17,0.42,415,10.2,330,8.1,455,11.2,190,4.68,735,18.09,2909,71.61,418,10.29,0.144,0.253
4008,6,1,400800,6001400800,Alameda,4008,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.269490907,3071,3039,221,7.27,834,27.44,3039,1442,47,1032,33.6,1140,37.1,1091,35.5,329,10.7,329,10.7,0,0,0,0,11,0.4,11,0.4,106,3.45,16,0.52,43,1.4,34,1.1,558,18.2,34,1.11,294,9.57,2407,78.38,370,12.05,0.154,0.122
4009,6,1,400900,6001400900,Alameda,4009,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.162501001,2178,2178,346,15.89,631,28.97,2178,1104,50.7,1022,46.9,873,40.1,873,40.1,162,7.4,162,7.4,0,0,0,0,0,0,0,0,0,0,0,0,39,1.8,31,1.4,90,4.1,62,2.85,498,22.87,1469,67.45,211,9.69,0.144,0.339
4203,6,1,420300,6001420300,Alameda,4203,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.503666291,4717,4688,265,5.65,707,15.08,4688,2220,47.1,1965,41.7,306,6.5,306,6.5,1596,33.8,1596,33.8,7,0.1,7,0.1,0,0,0,0,107,2.27,0,0,481,10.2,396,8.4,447,9.5,147,3.12,1109,23.51,2968,62.92,640,13.57,0.216,0.374
4204,6,1,420400,6001420400,Alameda,4204,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.430719232,3687,3687,1023,27.75,1867,50.64,3687,1471,39.9,1109,30.1,141,3.8,127,3.4,1580,42.9,1580,42.9,121,3.3,16,0.4,0,0,0,0,93,2.52,0,0,281,7.6,192,5.2,663,18,744,20.18,1190,32.28,2497,67.72,0,0,0,0.477
4220,6,1,422000,6001422000,Alameda,4220,2a,Berkeley South and West/Emeryville/Oakland Northwest,1.804422061,1591,1591,451,28.35,619,38.91,1591,770,48.4,662,41.6,378,23.8,378,23.8,178,11.2,178,11.2,0,0,0,0,0,0,0,0,74,4.65,0,0,191,12,36,2.3,337,21.2,200,12.57,295,18.54,1165,73.22,131,8.23,0.112,0.253
4221,6,1,422100,6001422100,Alameda,4221,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.213107215,2280,2280,302,13.25,637,27.94,2280,1397,61.3,924,40.5,348,15.3,348,15.3,280,12.3,280,12.3,21,0.9,8,0.4,0,0,0,0,121,5.31,0,0,113,5,105,4.6,615,27,91,3.99,341,14.96,1702,74.65,237,10.39,0.139,0.2
4224,6,1,422400,6001422400,Alameda,4224,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.18361847,4485,4485,1119,24.95,1813,40.42,4485,2406,53.6,2246,50.1,100,2.2,100,2.2,1823,40.6,1806,40.3,0,0,0,0,0,0,0,0,64,1.43,18,0.4,92,2.1,92,2.1,223,5,47,1.05,204,4.55,3955,88.18,326,7.27,0.082,0.052
4225,6,1,422500,6001422500,Alameda,4225,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.177737431,4323,3128,944,30.18,1371,43.83,3128,2621,60.6,2361,54.6,190,4.4,190,4.4,1079,25,1059,24.5,0,0,0,0,16,0.4,16,0.4,87,2.01,5,0.12,330,7.6,260,6,432,10,92,2.13,234,5.41,3800,87.9,289,6.69,0.076,0.062
4227,6,1,422700,6001422700,Alameda,4227,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.134401682,4510,2558,907,35.46,1554,60.75,2558,2441,54.1,2116,46.9,144,3.2,143,3.2,1458,32.3,1458,32.3,24,0.5,14,0.3,0,0,0,0,236,5.23,30,0.67,207,4.6,145,3.2,604,13.4,48,1.06,164,3.64,4248,94.19,98,2.17,0.023,0.039
4228,6,1,422800,6001422800,Alameda,4228,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.157750241,7900,2913,1501,51.53,2160,74.15,2913,3380,42.8,2846,36,201,2.5,201,2.5,3356,42.5,3347,42.4,33,0.4,26,0.3,0,0,0,0,425,5.38,25,0.32,505,6.4,411,5.2,1044,13.2,0,0,265,3.35,7604,96.25,31,0.39,0.004,0.035
4229,6,1,422900,6001422900,Alameda,4229,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.210148639,4190,4061,1685,41.49,2545,62.67,4061,1953,46.6,1837,43.8,406,9.7,369,8.8,1637,39.1,1637,39.1,0,0,0,0,0,0,0,0,6,0.14,0,0,188,4.5,175,4.2,172,4.1,95,2.27,242,5.78,3863,92.2,85,2.03,0.022,0.063
4232,6,1,423200,6001423200,Alameda,4232,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.176361778,2953,2942,358,12.17,916,31.14,2942,1772,60,1099,37.2,453,15.3,408,13.8,173,5.9,173,5.9,32,1.1,32,1.1,59,2,59,2,318,10.77,6,0.2,146,4.9,37,1.3,1139,38.6,159,5.38,549,18.59,2231,75.55,173,5.86,0.078,0.246
4233,6,1,423300,6001423300,Alameda,4233,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.280551222,3830,3820,301,7.88,845,22.12,3820,1760,46,1373,35.8,1402,36.6,1402,36.6,401,10.5,395,10.3,40,1,31,0.8,23,0.6,23,0.6,60,1.57,0,0,144,3.8,93,2.4,513,13.4,203,5.3,637,16.63,2690,70.23,503,13.13,0.187,0.237
4234,6,1,423400,6001423400,Alameda,4234,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.291678181,5168,5168,1195,23.12,1921,37.17,5168,2719,52.6,2319,44.9,688,13.3,688,13.3,1087,21,1087,21,12,0.2,12,0.2,0,0,0,0,71,1.37,0,0,591,11.4,544,10.5,518,10,309,5.98,963,18.63,3707,71.73,498,9.64,0.134,0.26
4235,6,1,423500,6001423500,Alameda,4235,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.245462668,3149,3051,485,15.9,1124,36.84,3051,1932,61.4,1812,57.5,571,18.1,571,18.1,322,10.2,312,9.9,36,1.1,36,1.1,0,0,0,0,47,1.49,11,0.35,241,7.7,212,6.7,195,6.2,54,1.71,364,11.56,2279,72.37,506,16.07,0.222,0.16
4236.02,6,1,423602,6001423602,Alameda,4236.02,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.156195181,5559,5463,2490,45.58,3700,67.73,5463,2645,47.6,2291,41.2,38,0.7,38,0.7,2574,46.3,2574,46.3,26,0.5,0,0,53,1,53,1,57,1.03,0,0,166,3,125,2.2,478,8.6,48,0.86,226,4.07,5063,91.08,270,4.86,0.053,0.045
4237,6,1,423700,6001423700,Alameda,4237,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.281348981,3873,2985,841,28.17,1132,37.92,2985,2772,71.6,2593,67,77,2,77,2,738,19.1,730,18.8,49,1.3,30,0.8,0,0,0,0,55,1.42,4,0.1,182,4.7,147,3.8,292,7.5,73,1.88,324,8.37,3036,78.39,513,13.25,0.169,0.107
4239.01,6,1,423901,6001423901,Alameda,4239.01,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.152746577,1945,1940,272,14.02,535,27.58,1940,1353,69.6,1253,64.4,359,18.5,350,18,70,3.6,70,3.6,20,1,8,0.4,0,0,0,0,50,2.57,0,0,93,4.8,83,4.3,181,9.3,70,3.6,274,14.09,1475,75.84,196,10.08,0.133,0.186
4240.01,6,1,424001,6001424001,Alameda,4240.01,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.195958227,3813,3796,856,22.55,1649,43.44,3796,1635,42.9,1262,33.1,1230,32.3,1166,30.6,283,7.4,283,7.4,11,0.3,1,0,11,0.3,11,0.3,390,10.23,20,0.52,253,6.6,188,4.9,882,23.1,232,6.08,742,19.46,2802,73.49,269,7.05,0.096,0.265
4240.02,6,1,424002,6001424002,Alameda,4240.02,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.126339254,2240,2237,463,20.7,1010,45.15,2237,784,35,675,30.1,856,38.2,856,38.2,208,9.3,203,9.1,27,1.2,22,1,0,0,0,0,171,7.63,0,0,194,8.7,44,2,440,19.6,118,5.27,473,21.12,1471,65.67,296,13.21,0.201,0.322
4251.01,6,1,425101,6001425101,Alameda,4251.01,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.226798557,1558,1558,120,7.7,365,23.43,1558,992,63.7,963,61.8,113,7.3,113,7.3,415,26.6,409,26.3,9,0.6,9,0.6,0,0,0,0,0,0,0,0,29,1.9,29,1.9,35,2.2,28,1.8,80,5.13,1006,64.57,472,30.3,0.469,0.08
4251.02,6,1,425102,6001425102,Alameda,4251.02,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.288121082,2730,2730,255,9.34,659,24.14,2730,1036,37.9,999,36.6,369,13.5,369,13.5,1173,43,1173,43,7,0.3,7,0.3,0,0,0,0,13,0.48,0,0,132,4.8,87,3.2,95,3.5,119,4.36,190,6.96,2369,86.78,171,6.26,0.072,0.08
4251.03,6,1,425103,6001425103,Alameda,4251.03,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.340807266,2706,2706,307,11.35,800,29.56,2706,1197,44.2,1070,39.5,389,14.4,389,14.4,706,26.1,706,26.1,99,3.7,0,0,0,0,0,0,0,0,0,0,315,11.6,302,11.2,239,8.8,185,6.84,419,15.48,2190,80.93,97,3.58,0.044,0.191
4251.04,6,1,425104,6001425104,Alameda,4251.04,2a,Berkeley South and West/Emeryville/Oakland Northwest,0.420420984,3212,3191,310,9.71,915,28.67,3191,1581,49.2,1337,41.6,879,27.4,867,27,612,19.1,612,19.1,16,0.5,0,0,0,0,0,0,0,0,0,0,124,3.9,124,3.9,272,8.5,116,3.61,400,12.45,2274,70.8,538,16.75,0.237,0.176
4001,6,1,400100,6001400100,Alameda,4001,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,2.661916469,3353,2642,118,4.47,167,6.32,2642,2256,67.3,2141,63.9,165,4.9,165,4.9,658,19.6,658,19.6,0,0,0,0,0,0,0,0,136,4.06,36,1.07,138,4.1,101,3,252,7.5,139,4.15,338,10.08,2395,71.43,620,18.49,0.259,0.141
4002,6,1,400200,6001400200,Alameda,4002,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.226816809,1944,1944,72,3.7,167,8.59,1944,1484,76.3,1367,70.3,40,2.1,40,2.1,210,10.8,201,10.3,0,0,0,0,0,0,0,0,16,0.82,6,0.31,194,10,116,6,214,11,114,5.86,303,15.59,1188,61.11,453,23.3,0.381,0.255
4003,6,1,400300,6001400300,Alameda,4003,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.42676935,5376,5336,535,10.03,893,16.74,5336,3761,70,3497,65,765,14.2,765,14.2,585,10.9,574,10.7,15,0.3,15,0.3,0,0,0,0,82,1.53,0,0,168,3.1,141,2.6,384,7.1,313,5.82,797,14.83,3864,71.88,715,13.3,0.185,0.206
4004,6,1,400400,6001400400,Alameda,4004,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.27595822,4152,4148,376,9.06,743,17.91,4148,2902,69.9,2477,59.7,604,14.5,589,14.2,336,8.1,336,8.1,22,0.5,22,0.5,0,0,0,0,79,1.9,68,1.64,209,5,209,5,451,10.9,267,6.43,519,12.5,3182,76.64,451,10.86,0.142,0.163
4005,6,1,400500,6001400500,Alameda,4005,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.227917933,3618,3618,486,13.43,1103,30.49,3618,2094,57.9,1717,47.5,1000,27.6,1000,27.6,198,5.5,198,5.5,9,0.2,0,0,0,0,0,0,65,1.8,16,0.44,252,7,156,4.3,531,14.7,166,4.59,397,10.97,2960,81.81,261,7.21,0.088,0.134
4006,6,1,400600,6001400600,Alameda,4006,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.115003007,1691,1679,122,7.27,551,32.82,1679,615,36.4,544,32.2,669,39.6,669,39.6,105,6.2,105,6.2,10,0.6,0,0,0,0,0,0,128,7.57,0,0,164,9.7,153,9,220,13,34,2.01,210,12.42,1355,80.13,126,7.45,0.093,0.155
4011,6,1,401100,6001401100,Alameda,4011,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.341033801,4054,4054,592,14.6,1361,33.57,4054,2361,58.2,1925,47.5,922,22.7,922,22.7,364,9,348,8.6,8,0.2,8,0.2,37,0.9,37,0.9,41,1.01,0,0,321,7.9,223,5.5,591,14.6,197,4.86,475,11.72,3316,81.8,263,6.49,0.079,0.143
4012,6,1,401200,6001401200,Alameda,4012,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.257098875,2456,2438,241,9.89,521,21.37,2438,1335,54.4,1287,52.4,477,19.4,476,19.4,259,10.5,259,10.5,5,0.2,5,0.2,30,1.2,30,1.2,63,2.57,0,0,287,11.7,116,4.7,283,11.5,102,4.15,367,14.94,1761,71.7,328,13.36,0.186,0.208
4040,6,1,404000,6001404000,Alameda,4040,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.142250339,2798,2765,302,10.92,686,24.81,2765,1642,58.7,1579,56.4,343,12.3,334,11.9,356,12.7,356,12.7,0,0,0,0,0,0,0,0,289,10.33,16,0.57,168,6,97,3.5,416,14.9,209,7.47,312,11.15,2221,79.38,265,9.47,0.119,0.14
4041.01,6,1,404101,6001404101,Alameda,4041.01,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.220745229,2812,2799,223,7.97,452,16.15,2799,2105,74.9,2057,73.2,20,0.7,20,0.7,402,14.3,402,14.3,4,0.1,4,0.1,0,0,0,0,50,1.78,6,0.21,231,8.2,223,7.9,100,3.6,157,5.58,269,9.57,2173,77.28,370,13.16,0.17,0.124
4041.02,6,1,404102,6001404102,Alameda,4041.02,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.088870651,2614,2472,329,13.31,521,21.08,2472,1505,57.6,1476,56.5,273,10.4,273,10.4,631,24.1,631,24.1,21,0.8,0,0,0,0,0,0,63,2.41,21,0.8,121,4.6,61,2.3,152,5.8,67,2.56,261,9.98,1678,64.19,675,25.82,0.402,0.156
4042,6,1,404200,6001404200,Alameda,4042,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,1.051744206,3496,3354,186,5.55,235,7.01,3354,2351,67.2,2120,60.6,373,10.7,373,10.7,511,14.6,511,14.6,0,0,0,0,4,0.1,4,0.1,9,0.26,0,0,248,7.1,233,6.7,255,7.3,174,4.98,806,23.05,2164,61.9,526,15.05,0.243,0.372
4043,6,1,404300,6001404300,Alameda,4043,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.715299528,3436,3436,93,2.71,275,8,3436,2451,71.3,2333,67.9,172,5,151,4.4,496,14.4,496,14.4,0,0,0,0,21,0.6,21,0.6,93,2.71,0,0,203,5.9,203,5.9,232,6.8,190,5.53,619,18.02,2163,62.95,654,19.03,0.302,0.286
4044,6,1,404400,6001404400,Alameda,4044,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,1.590613794,5058,5009,163,3.25,300,5.99,5009,3639,71.9,3302,65.3,168,3.3,168,3.3,835,16.5,835,16.5,0,0,0,0,0,0,0,0,47,0.93,26,0.51,369,7.3,331,6.5,396,7.8,347,6.86,1084,21.43,3390,67.02,584,11.55,0.172,0.32
4201,6,1,420100,6001420100,Alameda,4201,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.213311608,2409,2409,148,6.14,249,10.34,2409,1859,77.2,1718,71.3,44,1.8,44,1.8,306,12.7,284,11.8,0,0,0,0,0,0,0,0,67,2.78,53,2.2,133,5.5,96,4,214,8.9,183,7.6,683,28.35,1472,61.1,254,10.54,0.173,0.464
4202,6,1,420200,6001420200,Alameda,4202,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.178837187,3015,3015,232,7.69,550,18.24,3015,1802,59.8,1587,52.6,114,3.8,114,3.8,690,22.9,690,22.9,8,0.3,8,0.3,112,3.7,112,3.7,65,2.16,0,0,224,7.4,171,5.7,333,11,211,7,844,27.99,1918,63.62,253,8.39,0.132,0.44
4205,6,1,420500,6001420500,Alameda,4205,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.160731418,2110,2096,166,7.92,548,26.15,2096,1255,59.5,1209,57.3,190,9,190,9,561,26.6,561,26.6,0,0,0,0,0,0,0,0,29,1.37,3,0.14,75,3.6,67,3.2,80,3.8,76,3.6,466,22.09,1382,65.5,262,12.42,0.19,0.337
4206,6,1,420600,6001420600,Alameda,4206,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.304801023,2831,2831,150,5.3,468,16.53,2831,1931,68.2,1833,64.7,122,4.3,122,4.3,446,15.8,446,15.8,17,0.6,17,0.6,0,0,0,0,78,2.76,0,0,237,8.4,143,5.1,270,9.5,194,6.85,711,25.11,1716,60.61,404,14.27,0.235,0.414
4211,6,1,421100,6001421100,Alameda,4211,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.287842305,2045,2045,168,8.22,212,10.37,2045,1636,80,1605,78.5,17,0.8,6,0.3,257,12.6,257,12.6,0,0,0,0,12,0.6,12,0.6,45,2.2,39,1.91,78,3.8,78,3.8,48,2.3,111,5.43,356,17.41,1022,49.98,667,32.62,0.653,0.348
4212,6,1,421200,6001421200,Alameda,4212,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.523422053,3641,3633,182,5.01,273,7.51,3633,2913,80,2758,75.7,0,0,0,0,540,14.8,540,14.8,31,0.9,3,0.1,0,0,0,0,19,0.52,0,0,138,3.8,138,3.8,202,5.5,117,3.21,700,19.23,1891,51.94,1050,28.84,0.555,0.37
4213,6,1,421300,6001421300,Alameda,4213,2b,Albany/Berkeley East and North/Claremont/Cragmont/Forest Park/Rockridge/Temescal/Thousand Oaks,0.4272753,4188,4188,133,3.18,382,9.12,4188,3380,80.7,3266,78,187,4.5,187,4.5,329,7.9,329,7.9,0,0,0,0,8,0.2,8,0.2,72,1.72,53,1.27,212,5.1,159,3.8,186,4.4,266,6.35,825,19.7,2455,58.62,908,21.68,0.37,0.336
