OID_TRACT_20|GEOID_TRACT_20|NAMELSAD_TRACT_20|AREALAND_TRACT_20|AREAWATER_TRACT_20|MTFCC_TRACT_20|FUNCSTAT_TRACT_20|OID_TRACT_10|GEOID_TRACT_10|NAMELSAD_TRACT_10|AREALAND_TRACT_10|AREAWATER_TRACT_10|MTFCC_TRACT_10|FUNCSTAT_TRACT_10|AREALAND_PART|AREAWATER_PART
207901115289347|06037106112|Census Tract 1061.12|3228478|0|G5020|S|207401115295655|06037106111|Census Tract 1061.11|3813567|12394|G5020|S|13150|0
207901115289347|06037106112|Census Tract 1061.12|3228478|0|G5020|S|207401115289347|06037106112|Census Tract 1061.12|3222758|0|G5020|S|3215328|0
207901115293773|06037106113|Census Tract 1061.13|1443463|0|G5020|S|207401115293773|06037106113|Census Tract 1061.13|1443463|0|G5020|S|1443463|0
207901115289369|06037106114|Census Tract 1061.14|1011120|3298|G5020|S|207401115289369|06037106114|Census Tract 1061.14|1011792|3298|G5020|S|1011120|3298
207901115296477|06037106403|Census Tract 1064.03|1105644|0|G5020|S|207401115296477|06037106403|Census Tract 1064.03|1105644|0|G5020|S|1105644|0
207903717302366|06037106405|Census Tract 1064.05|1171734|0|G5020|S|207403717302366|06037106405|Census Tract 1064.05|1171734|0|G5020|S|1171734|0
207903717304460|06037106406|Census Tract 1064.06|2012822|916|G5020|S|207403717304460|06037106406|Census Tract 1064.06|2085951|916|G5020|S|2012822|916
207903717302367|06037106407|Census Tract 1064.07|232136|0|G5020|S|207403717302367|06037106407|Census Tract 1064.07|232136|0|G5020|S|232136|0
207903717302368|06037106408|Census Tract 1064.08|229070|0|G5020|S|207403717302368|06037106408|Census Tract 1064.08|229070|0|G5020|S|229070|0
207901115290953|06037106510|Census Tract 1065.10|5782012|8398|G5020|S|207403717304460|06037106406|Census Tract 1064.06|2085951|916|G5020|S|73129|0
207901115290953|06037106510|Census Tract 1065.10|5782012|8398|G5020|S|207401115290953|06037106510|Census Tract 1065.10|5708883|8398|G5020|S|5708883|8398
207901115290971|06037106520|Census Tract 1065.20|2205882|0|G5020|S|207401115290971|06037106520|Census Tract 1065.20|2205882|0|G5020|S|2205882|0
207901115291055|06037106603|Census Tract 1066.03|10318680|2478|G5020|S|207401115291055|06037106603|Census Tract 1066.03|15302665|3978|G5020|S|10318680|2478
207901115291061|06037106604|Census Tract 1066.04|2611563|8851|G5020|S|207401115291061|06037106604|Census Tract 1066.04|2611563|8851|G5020|S|2611563|8851
207901115296446|06037106641|Census Tract 1066.41|1135493|0|G5020|S|207401115296446|06037106641|Census Tract 1066.41|1135493|0|G5020|S|1135493|0
207901115291628|06037106642|Census Tract 1066.42|1577594|0|G5020|S|207401115291628|06037106642|Census Tract 1066.42|1577594|0|G5020|S|1577594|0
207901115296735|06037106643|Census Tract 1066.43|4338941|0|G5020|S|207401115296735|06037106643|Census Tract 1066.43|4338941|0|G5020|S|4338941|0
207903717303725|06037106645|Census Tract 1066.45|2527932|0|G5020|S|207403717303725|06037106645|Census Tract 1066.45|2527932|0|G5020|S|2527932|0
207903717304464|06037106646|Census Tract 1066.46|1476213|0|G5020|S|207403717304464|06037106646|Census Tract 1066.46|1476213|0|G5020|S|1476213|0
207903717302369|06037106648|Census Tract 1066.48|792932|0|G5020|S|207403717302369|06037106648|Census Tract 1066.48|792932|0|G5020|S|792932|0
207903717304467|06037106649|Census Tract 1066.49|1112675|0|G5020|S|207403717304467|06037106649|Census Tract 1066.49|1112675|0|G5020|S|1112675|0
207901115296447|06037107010|Census Tract 1070.10|684671|0|G5020|S|207401115296447|06037107010|Census Tract 1070.10|684671|0|G5020|S|684671|0
207901115296445|06037107020|Census Tract 1070.20|993964|0|G5020|S|207401115296445|06037107020|Census Tract 1070.20|994805|0|G5020|S|993964|0
207901115296444|06037108101|Census Tract 1081.01|1128633|0|G5020|S|207401115296444|06037108101|Census Tract 1081.01|1128633|0|G5020|S|1128633|0
207901115296443|06037108102|Census Tract 1081.02|2183817|0|G5020|S|207401115296443|06037108102|Census Tract 1081.02|2183817|0|G5020|S|2183817|0
207901115296442|06037108103|Census Tract 1081.03|2564931|0|G5020|S|207401115296442|06037108103|Census Tract 1081.03|2564931|0|G5020|S|2564931|0
207901115293128|06037108104|Census Tract 1081.04|826020|0|G5020|S|207401115293128|06037108104|Census Tract 1081.04|826020|0|G5020|S|826020|0
207903717304477|06037108202|Census Tract 1082.02|5976110|3024|G5020|S|207403717304477|06037108202|Census Tract 1082.02|5996881|3024|G5020|S|5909127|3024
207903717304477|06037108202|Census Tract 1082.02|5976110|3024|G5020|S|207401115296397|06037920303|Census Tract 9203.03|51536719|11077|G5020|S|66983|0
2079015902969149|06037108203|Census Tract 1082.03|1372380|0|G5020|S|207403717303872|06037108201|Census Tract 1082.01|2805087|0|G5020|S|1372380|0
2079015902969925|06037108204|Census Tract 1082.04|1432707|0|G5020|S|207403717303872|06037108201|Census Tract 1082.01|2805087|0|G5020|S|1432707|0
207901115291651|06037109100|Census Tract 1091|2705905|0|G5020|S|207401115291651|06037109100|Census Tract 1091|2705905|0|G5020|S|2705905|0
207901115296438|06037109200|Census Tract 1092|1016942|0|G5020|S|207401115296438|06037109200|Census Tract 1092|1191361|0|G5020|S|1016942|0
207901115296441|06037109300|Census Tract 1093|1233087|0|G5020|S|207401115296441|06037109300|Census Tract 1093|1233087|0|G5020|S|1233087|0
207901115291759|06037109400|Census Tract 1094|1290832|0|G5020|S|207401115291759|06037109400|Census Tract 1094|1290832|0|G5020|S|1290832|0
207901115296412|06037109500|Census Tract 1095|1194513|0|G5020|S|207401115296412|06037109500|Census Tract 1095|1194513|0|G5020|S|1194513|0
207901115296398|06037109601|Census Tract 1096.01|2214612|33284|G5020|S|207401115296398|06037109601|Census Tract 1096.01|2214612|33284|G5020|S|2214612|33284
207903717302391|06037109603|Census Tract 1096.03|998894|0|G5020|S|207403717302391|06037109603|Census Tract 1096.03|998894|0|G5020|S|998894|0
207903717302395|06037109604|Census Tract 1096.04|1174875|0|G5020|S|207403717302395|06037109604|Census Tract 1096.04|1174875|0|G5020|S|1174875|0
207901115296407|06037109700|Census Tract 1097|1586861|0|G5020|S|207401115296407|06037109700|Census Tract 1097|1586861|0|G5020|S|1586861|0
207901115295652|06037109800|Census Tract 1098|1399406|0|G5020|S|207401115295652|06037109800|Census Tract 1098|1399406|0|G5020|S|1399406|0
207901115295632|06037111100|Census Tract 1111|1059245|0|G5020|S|207401115295632|06037111100|Census Tract 1111|1059245|0|G5020|S|1059245|0
207901115295654|06037111201|Census Tract 1112.01|1912806|0|G5020|S|207401115295654|06037111201|Census Tract 1112.01|1912806|0|G5020|S|1912806|0
207901115296411|06037111202|Census Tract 1112.02|1866692|0|G5020|S|207401115296411|06037111202|Census Tract 1112.02|1866692|0|G5020|S|1866692|0
207901115295630|06037111204|Census Tract 1112.04|3294685|16600|G5020|S|207401115295630|06037111204|Census Tract 1112.04|3294685|16600|G5020|S|3294685|16600
207903717304488|06037111205|Census Tract 1112.05|1141321|17739|G5020|S|207403717304488|06037111205|Census Tract 1112.05|1141321|17739|G5020|S|1141321|17739
207903717302412|06037111206|Census Tract 1112.06|2611193|11548|G5020|S|207403717302412|06037111206|Census Tract 1112.06|2611193|11548|G5020|S|2611193|11548
207901115296409|06037111302|Census Tract 1113.02|1552799|0|G5020|S|207401115296409|06037111302|Census Tract 1113.02|1552799|0|G5020|S|1552799|0
2079015902969142|06037111303|Census Tract 1113.03|1563907|0|G5020|S|207401115296410|06037111301|Census Tract 1113.01|2001349|0|G5020|S|1563907|0
2079015902970001|06037111304|Census Tract 1113.04|437442|0|G5020|S|207401115296410|06037111301|Census Tract 1113.01|2001349|0|G5020|S|437442|0
2079015902969136|06037111401|Census Tract 1114.01|840800|0|G5020|S|207401115296408|06037111400|Census Tract 1114|1812030|0|G5020|S|840800|0
2079015902969140|06037111402|Census Tract 1114.02|971230|0|G5020|S|207401115296408|06037111400|Census Tract 1114|1812030|0|G5020|S|971230|0
207903717302418|06037113101|Census Tract 1131.01|2265263|2714|G5020|S|207403717302418|06037113101|Census Tract 1131.01|2265263|2714|G5020|S|2265263|2714
207903717302429|06037113102|Census Tract 1131.02|3653887|16997|G5020|S|207403717302429|06037113102|Census Tract 1131.02|3653887|16997|G5020|S|3653887|16997
207901115295627|06037113211|Census Tract 1132.11|7280767|3053|G5020|S|207401115295627|06037113211|Census Tract 1132.11|7280767|3053|G5020|S|7280767|3053
207901115295629|06037113212|Census Tract 1132.12|998550|0|G5020|S|207401115295629|06037113212|Census Tract 1132.12|998550|0|G5020|S|998550|0
207901115297584|06037113213|Census Tract 1132.13|1300834|24|G5020|S|207401115297584|06037113213|Census Tract 1132.13|1300834|24|G5020|S|1300834|24
207901115295624|06037113231|Census Tract 1132.31|4123059|18102|G5020|S|207401115295624|06037113231|Census Tract 1132.31|4123059|18102|G5020|S|4123059|18102
207901115295626|06037113232|Census Tract 1132.32|2065813|0|G5020|S|207401115295626|06037113232|Census Tract 1132.32|2065813|0|G5020|S|2065813|0
207901115295628|06037113234|Census Tract 1132.34|1012996|9924|G5020|S|207401115295628|06037113234|Census Tract 1132.34|1012996|9924|G5020|S|1012996|9924
207903717304037|06037113235|Census Tract 1132.35|1426747|0|G5020|S|207403717304037|06037113235|Census Tract 1132.35|1427390|0|G5020|S|1426747|0
207903717304494|06037113237|Census Tract 1132.37|4736222|11048|G5020|S|207403717304494|06037113237|Census Tract 1132.37|4736222|11048|G5020|S|4736222|11048
2079015902976184|06037113238|Census Tract 1132.38|709686|0|G5020|S|207401115297306|06037113233|Census Tract 1132.33|1143938|0|G5020|S|709686|0
2079015902969290|06037113239|Census Tract 1132.39|434252|0|G5020|S|207401115297306|06037113233|Census Tract 1132.33|1143938|0|G5020|S|434252|0
207901115295603|06037113301|Census Tract 1133.01|2254327|0|G5020|S|207401115295603|06037113301|Census Tract 1133.01|2254327|0|G5020|S|2254327|0
207901115295602|06037113303|Census Tract 1133.03|4088551|7269|G5020|S|207401115295602|06037113303|Census Tract 1133.03|4088551|7269|G5020|S|4088551|7269
207901115295600|06037113322|Census Tract 1133.22|1786815|0|G5020|S|207401115295600|06037113322|Census Tract 1133.22|1786815|0|G5020|S|1786815|0
2079015902969996|06037113323|Census Tract 1133.23|723905|17|G5020|S|207401115295625|06037113321|Census Tract 1133.21|1048366|17|G5020|S|723905|17
2079015902969994|06037113324|Census Tract 1133.24|324461|0|G5020|S|207401115295625|06037113321|Census Tract 1133.21|1048366|17|G5020|S|324461|0
2079015902976369|06037113423|Census Tract 1134.23|710674|0|G5020|S|207401115295601|06037113401|Census Tract 1134.01|2451805|0|G5020|S|710674|0
2079015902970979|06037113424|Census Tract 1134.24|1741131|0|G5020|S|207401115295601|06037113401|Census Tract 1134.01|2451805|0|G5020|S|1741131|0
2079015902969859|06037113425|Census Tract 1134.25|334913|4382|G5020|S|207401115295599|06037113421|Census Tract 1134.21|2196807|8498|G5020|S|334913|4382
2079015902969857|06037113426|Census Tract 1134.26|1861894|4116|G5020|S|207401115295599|06037113421|Census Tract 1134.21|2196807|8498|G5020|S|1861894|4116
2079015902969292|06037113427|Census Tract 1134.27|252050|7193|G5020|S|207401115292068|06037113422|Census Tract 1134.22|1522542|7193|G5020|S|252050|7193
2079015902976239|06037113428|Census Tract 1134.28|1270492|0|G5020|S|207401115292068|06037113422|Census Tract 1134.22|1522542|7193|G5020|S|1270492|0
207901115295595|06037115101|Census Tract 1151.01|3882382|0|G5020|S|207401115295595|06037115101|Census Tract 1151.01|3882382|0|G5020|S|3882382|0
207903717304045|06037115103|Census Tract 1151.03|1518656|0|G5020|S|207403717304045|06037115103|Census Tract 1151.03|1518656|0|G5020|S|1518656|0
207903717302430|06037115104|Census Tract 1151.04|1020182|0|G5020|S|207403717302430|06037115104|Census Tract 1151.04|1020182|0|G5020|S|1020182|0
207901115295596|06037115202|Census Tract 1152.02|1737515|3837|G5020|S|207401115295596|06037115202|Census Tract 1152.02|1737515|3837|G5020|S|1737515|3837
2079015902969990|06037115203|Census Tract 1152.03|604763|0|G5020|S|207401115295598|06037115201|Census Tract 1152.01|1366767|8775|G5020|S|604763|0
2079015902969992|06037115204|Census Tract 1152.04|762004|8775|G5020|S|207401115295598|06037115201|Census Tract 1152.01|1366767|8775|G5020|S|762004|8775
207901115292072|06037115301|Census Tract 1153.01|1621785|19448|G5020|S|207401115292072|06037115301|Census Tract 1153.01|1621785|19448|G5020|S|1621785|19448
207901115295597|06037115302|Census Tract 1153.02|832983|4830|G5020|S|207401115295597|06037115302|Census Tract 1153.02|832983|4830|G5020|S|832983|4830
207901115295579|06037115401|Census Tract 1154.01|1905167|0|G5020|S|207401115295579|06037115401|Census Tract 1154.01|1905167|0|G5020|S|1905167|0
207903717302431|06037115403|Census Tract 1154.03|703742|0|G5020|S|207403717302431|06037115403|Census Tract 1154.03|703742|0|G5020|S|703742|0
207903717302436|06037115404|Census Tract 1154.04|946611|6707|G5020|S|207403717302436|06037115404|Census Tract 1154.04|946611|6707|G5020|S|946611|6707
207903717304634|06037117101|Census Tract 1171.01|771813|7676|G5020|S|207403717304634|06037117101|Census Tract 1171.01|771813|7676|G5020|S|771813|7676
207903717304638|06037117102|Census Tract 1171.02|1032677|6067|G5020|S|207403717304638|06037117102|Census Tract 1171.02|1032677|6067|G5020|S|1032677|6067
207903717304650|06037117201|Census Tract 1172.01|791651|0|G5020|S|207403717304650|06037117201|Census Tract 1172.01|791651|0|G5020|S|791651|0
207903717302443|06037117202|Census Tract 1172.02|1813873|0|G5020|S|207403717302443|06037117202|Census Tract 1172.02|1813873|0|G5020|S|1813873|0
207901115295585|06037117301|Census Tract 1173.01|1331906|0|G5020|S|207401115295585|06037117301|Census Tract 1173.01|1331906|0|G5020|S|1331906|0
207901115295582|06037117302|Census Tract 1173.02|2051819|0|G5020|S|207401115295582|06037117302|Census Tract 1173.02|2051819|0|G5020|S|2051819|0
207901115292091|06037117303|Census Tract 1173.03|1800594|0|G5020|S|207401115292091|06037117303|Census Tract 1173.03|1800594|0|G5020|S|1800594|0
207901115295580|06037117404|Census Tract 1174.04|1765652|0|G5020|S|207401115295580|06037117404|Census Tract 1174.04|1765652|0|G5020|S|1765652|0
207901115295488|06037117405|Census Tract 1174.05|201834|0|G5020|S|207401115295488|06037117405|Census Tract 1174.05|201834|0|G5020|S|201834|0
207903717304651|06037117407|Census Tract 1174.07|198328|0|G5020|S|207403717304651|06037117407|Census Tract 1174.07|198328|0|G5020|S|198328|0
207903717304652|06037117408|Census Tract 1174.08|376512|0|G5020|S|207403717304652|06037117408|Census Tract 1174.08|376512|0|G5020|S|376512|0
207901115295523|06037117510|Census Tract 1175.10|330594|4518|G5020|S|207401115295523|06037117510|Census Tract 1175.10|330594|4518|G5020|S|330594|4518
207901115295461|06037117520|Census Tract 1175.20|321687|4030|G5020|S|207401115295461|06037117520|Census Tract 1175.20|321687|4030|G5020|S|321687|4030
207901115295517|06037117530|Census Tract 1175.30|544547|12334|G5020|S|207401115295517|06037117530|Census Tract 1175.30|544547|12334|G5020|S|544547|12334
207903717302444|06037119001|Census Tract 1190.01|1016689|56537|G5020|S|207403717302444|06037119001|Census Tract 1190.01|1016689|56537|G5020|S|1016689|56537
2079015902969134|06037119003|Census Tract 1190.03|842110|9604|G5020|S|207403717302447|06037119002|Census Tract 1190.02|1684824|16416|G5020|S|842110|9604
2079015902976673|06037119004|Census Tract 1190.04|842714|6812|G5020|S|207403717302447|06037119002|Census Tract 1190.02|1684824|16416|G5020|S|842714|6812
207903717302455|06037119201|Census Tract 1192.01|947368|4796|G5020|S|207403717302455|06037119201|Census Tract 1192.01|947368|4796|G5020|S|947368|4796
207903717302474|06037119202|Census Tract 1192.02|959137|10578|G5020|S|207403717302474|06037119202|Census Tract 1192.02|959137|10578|G5020|S|959137|10578
207901115295520|06037119310|Census Tract 1193.10|425102|3695|G5020|S|207401115295520|06037119310|Census Tract 1193.10|425102|3695|G5020|S|425102|3695
207901115295525|06037119320|Census Tract 1193.20|486438|10184|G5020|S|207401115295525|06037119320|Census Tract 1193.20|486438|10184|G5020|S|486438|10184
207901115295521|06037119340|Census Tract 1193.40|122149|0|G5020|S|207401115295521|06037119340|Census Tract 1193.40|122149|0|G5020|S|122149|0
207903717304653|06037119341|Census Tract 1193.41|326366|0|G5020|S|207403717304653|06037119341|Census Tract 1193.41|326366|0|G5020|S|326366|0
207903717304657|06037119342|Census Tract 1193.42|219099|0|G5020|S|207403717304657|06037119342|Census Tract 1193.42|219099|0|G5020|S|219099|0
207901115295519|06037119400|Census Tract 1194|1117289|4269|G5020|S|207401115295519|06037119400|Census Tract 1194|1117289|4269|G5020|S|1117289|4269
207901115295480|06037119700|Census Tract 1197|1288674|21675|G5020|S|207401115295480|06037119700|Census Tract 1197|1288674|21675|G5020|S|1288674|21675
2079015902976409|06037119801|Census Tract 1198.01|609343|2967|G5020|S|207401115295490|06037119800|Census Tract 1198|1236126|5942|G5020|S|609343|2967
2079015902970981|06037119802|Census Tract 1198.02|626783|2975|G5020|S|207401115295490|06037119800|Census Tract 1198|1236126|5942|G5020|S|626783|2975
207901115295484|06037119900|Census Tract 1199|1052205|0|G5020|S|207401115295484|06037119900|Census Tract 1199|1052205|0|G5020|S|1052205|0
207901115295485|06037120010|Census Tract 1200.10|553982|11621|G5020|S|207401115295485|06037120010|Census Tract 1200.10|553982|11621|G5020|S|553982|11621
207901115295464|06037120020|Census Tract 1200.20|518506|14554|G5020|S|207401115295464|06037120020|Census Tract 1200.20|537593|14554|G5020|S|518506|14554
207901115295483|06037120030|Census Tract 1200.30|377706|0|G5020|S|207401115295464|06037120020|Census Tract 1200.20|537593|14554|G5020|S|19087|0
207901115295483|06037120030|Census Tract 1200.30|377706|0|G5020|S|207401115295483|06037120030|Census Tract 1200.30|358619|0|G5020|S|358619|0
207903717304665|06037120103|Census Tract 1201.03|138471|0|G5020|S|207403717304665|06037120103|Census Tract 1201.03|138471|0|G5020|S|138471|0
207903717304666|06037120104|Census Tract 1201.04|453888|0|G5020|S|207403717304666|06037120104|Census Tract 1201.04|453888|0|G5020|S|453888|0
207903717304051|06037120105|Census Tract 1201.05|550918|0|G5020|S|207403717304051|06037120105|Census Tract 1201.05|550918|0|G5020|S|550918|0
207903717304667|06037120106|Census Tract 1201.06|205877|415|G5020|S|207403717304667|06037120106|Census Tract 1201.06|205877|415|G5020|S|205877|415
207903717304671|06037120107|Census Tract 1201.07|202445|4839|G5020|S|207403717304671|06037120107|Census Tract 1201.07|202445|4839|G5020|S|202445|4839
207903717304672|06037120108|Census Tract 1201.08|376444|10489|G5020|S|207403717304672|06037120108|Census Tract 1201.08|376444|10489|G5020|S|376444|10489
207901115295465|06037120300|Census Tract 1203|1718660|0|G5020|S|207401115295465|06037120300|Census Tract 1203|1718660|0|G5020|S|1718660|0
207901115292115|06037120400|Census Tract 1204|1065823|0|G5020|S|207401115292115|06037120400|Census Tract 1204|1065823|0|G5020|S|1065823|0
207901115295466|06037121010|Census Tract 1210.10|1929815|109629|G5020|S|207401115295466|06037121010|Census Tract 1210.10|1929815|109629|G5020|S|1929815|109629
207901115295463|06037121020|Census Tract 1210.20|824528|0|G5020|S|207401115295463|06037121020|Census Tract 1210.20|824528|0|G5020|S|824528|0
207903717304676|06037121101|Census Tract 1211.01|472252|0|G5020|S|207403717304676|06037121101|Census Tract 1211.01|472252|0|G5020|S|472252|0
207903717303726|06037121102|Census Tract 1211.02|7462900|76989|G5020|S|207403717303726|06037121102|Census Tract 1211.02|7462900|76989|G5020|S|7462900|76989
207901115295460|06037121210|Census Tract 1212.10|1997365|29714|G5020|S|207401115295460|06037121210|Census Tract 1212.10|1997365|29714|G5020|S|1997365|29714
207903717304686|06037121221|Census Tract 1212.21|504267|0|G5020|S|207403717304686|06037121221|Census Tract 1212.21|504267|0|G5020|S|504267|0
207903717304687|06037121222|Census Tract 1212.22|1334916|0|G5020|S|207403717304687|06037121222|Census Tract 1212.22|1334916|0|G5020|S|1334916|0
207901115295410|06037121600|Census Tract 1216|1139500|0|G5020|S|207401115295410|06037121600|Census Tract 1216|1139500|0|G5020|S|1139500|0
207903717302482|06037121801|Census Tract 1218.01|485689|0|G5020|S|207403717302482|06037121801|Census Tract 1218.01|485689|0|G5020|S|485689|0
207903717302492|06037121802|Census Tract 1218.02|950694|0|G5020|S|207403717302492|06037121802|Census Tract 1218.02|950694|0|G5020|S|950694|0
207901115294833|06037121900|Census Tract 1219|1687532|0|G5020|S|207401115294833|06037121900|Census Tract 1219|1687532|0|G5020|S|1687532|0
207901115292117|06037122000|Census Tract 1220|2984176|278728|G5020|S|207401115292117|06037122000|Census Tract 1220|2984176|278728|G5020|S|2984176|278728
207901115295412|06037122120|Census Tract 1221.20|719822|0|G5020|S|207401115295412|06037122120|Census Tract 1221.20|719822|0|G5020|S|719822|0
207903717304688|06037122121|Census Tract 1221.21|411960|0|G5020|S|207403717304688|06037122121|Census Tract 1221.21|411960|0|G5020|S|411960|0
207903717304052|06037122122|Census Tract 1221.22|1017265|15394|G5020|S|207403717304052|06037122122|Census Tract 1221.22|1017265|15394|G5020|S|1017265|15394
207901115292118|06037122200|Census Tract 1222|1704850|0|G5020|S|207401115292118|06037122200|Census Tract 1222|1704850|0|G5020|S|1704850|0
207901115294832|06037122410|Census Tract 1224.10|706992|0|G5020|S|207401115294832|06037122410|Census Tract 1224.10|706992|0|G5020|S|706992|0
207901115294829|06037122420|Census Tract 1224.20|862724|0|G5020|S|207401115294829|06037122420|Census Tract 1224.20|862724|0|G5020|S|862724|0
207901115294831|06037123010|Census Tract 1230.10|1015841|0|G5020|S|207401115294831|06037123010|Census Tract 1230.10|1015841|0|G5020|S|1015841|0
207901115294828|06037123020|Census Tract 1230.20|565646|0|G5020|S|207401115294828|06037123020|Census Tract 1230.20|565646|0|G5020|S|565646|0
207901115296272|06037123103|Census Tract 1231.03|900961|1374|G5020|S|207401115296272|06037123103|Census Tract 1231.03|901112|1374|G5020|S|900961|1374
207901115292139|06037123104|Census Tract 1231.04|781696|0|G5020|S|207401115292139|06037123104|Census Tract 1231.04|781696|0|G5020|S|781696|0
207901115294826|06037123203|Census Tract 1232.03|583709|3900|G5020|S|207401115294826|06037123203|Census Tract 1232.03|583709|3900|G5020|S|583709|3900
207901115294825|06037123204|Census Tract 1232.04|324207|0|G5020|S|207401115294825|06037123204|Census Tract 1232.04|324207|0|G5020|S|324207|0
207901115294827|06037123205|Census Tract 1232.05|757734|0|G5020|S|207401115294827|06037123205|Census Tract 1232.05|757734|0|G5020|S|757734|0
207901115292437|06037123206|Census Tract 1232.06|602849|0|G5020|S|207401115292437|06037123206|Census Tract 1232.06|602849|0|G5020|S|602849|0
207901115294810|06037123301|Census Tract 1233.01|1303485|0|G5020|S|207401115294810|06037123301|Census Tract 1233.01|1303485|0|G5020|S|1303485|0
207901115294822|06037123303|Census Tract 1233.03|633407|0|G5020|S|207401115294822|06037123303|Census Tract 1233.03|633407|0|G5020|S|633407|0
207901115294823|06037123304|Census Tract 1233.04|879083|0|G5020|S|207401115294823|06037123304|Census Tract 1233.04|879083|0|G5020|S|879083|0
207901115294821|06037123410|Census Tract 1234.10|488725|8391|G5020|S|207401115294821|06037123410|Census Tract 1234.10|488725|8391|G5020|S|488725|8391
207901115293186|06037123420|Census Tract 1234.20|778593|8123|G5020|S|207401115293186|06037123420|Census Tract 1234.20|778593|8123|G5020|S|778593|8123
207901115294809|06037123510|Census Tract 1235.10|788309|10153|G5020|S|207401115294809|06037123510|Census Tract 1235.10|788309|10153|G5020|S|788309|10153
207901115294824|06037123520|Census Tract 1235.20|502129|8707|G5020|S|207401115294824|06037123520|Census Tract 1235.20|502129|8707|G5020|S|502129|8707
207901115294805|06037123601|Census Tract 1236.01|1504226|28231|G5020|S|207401115294805|06037123601|Census Tract 1236.01|1504226|28231|G5020|S|1504226|28231
207901115294808|06037123602|Census Tract 1236.02|927752|0|G5020|S|207401115294808|06037123602|Census Tract 1236.02|927752|0|G5020|S|927752|0
207901115294807|06037123700|Census Tract 1237|952358|0|G5020|S|207401115294807|06037123700|Census Tract 1237|952358|0|G5020|S|952358|0
207901115294806|06037123800|Census Tract 1238|1290035|0|G5020|S|207401115294806|06037123800|Census Tract 1238|1290035|0|G5020|S|1290035|0
207903717302498|06037123901|Census Tract 1239.01|1291196|0|G5020|S|207403717302498|06037123901|Census Tract 1239.01|1291196|0|G5020|S|1291196|0
207903717303727|06037123902|Census Tract 1239.02|664411|0|G5020|S|207403717303727|06037123902|Census Tract 1239.02|664411|0|G5020|S|664411|0
207901115292453|06037124000|Census Tract 1240|1333419|16656|G5020|S|207401115292453|06037124000|Census Tract 1240|1333419|16656|G5020|S|1333419|16656
207901115289712|06037124102|Census Tract 1241.02|649213|0|G5020|S|207401115289712|06037124102|Census Tract 1241.02|649213|0|G5020|S|649213|0
207903717304690|06037124103|Census Tract 1241.03|323950|0|G5020|S|207403717304690|06037124103|Census Tract 1241.03|323950|0|G5020|S|323950|0
207903717303728|06037124104|Census Tract 1241.04|324444|0|G5020|S|207403717303728|06037124104|Census Tract 1241.04|324444|0|G5020|S|324444|0
207903717304691|06037124105|Census Tract 1241.05|324541|0|G5020|S|207403717304691|06037124105|Census Tract 1241.05|324541|0|G5020|S|324541|0
207901115292462|06037124201|Census Tract 1242.01|972597|0|G5020|S|207401115292462|06037124201|Census Tract 1242.01|972597|0|G5020|S|972597|0
207903717304692|06037124203|Census Tract 1242.03|324254|0|G5020|S|207403717304692|06037124203|Census Tract 1242.03|324254|0|G5020|S|324254|0
207903717304698|06037124204|Census Tract 1242.04|324351|0|G5020|S|207403717304698|06037124204|Census Tract 1242.04|324351|0|G5020|S|324351|0
207901115294804|06037124300|Census Tract 1243|890999|0|G5020|S|207401115294804|06037124300|Census Tract 1243|890999|0|G5020|S|890999|0
207901115293754|06037124400|Census Tract 1244|961443|14163|G5020|S|207401115293754|06037124400|Census Tract 1244|961443|14163|G5020|S|961443|14163
207901115294787|06037124500|Census Tract 1245|807913|0|G5020|S|207401115294787|06037124500|Census Tract 1245|807913|0|G5020|S|807913|0
207901115293089|06037124600|Census Tract 1246|1120028|0|G5020|S|207401115293089|06037124600|Census Tract 1246|1120028|0|G5020|S|1120028|0
207901115293752|06037124700|Census Tract 1247|1347617|14339|G5020|S|207401115293752|06037124700|Census Tract 1247|1347617|14339|G5020|S|1347617|14339
207903717303729|06037124902|Census Tract 1249.02|338583|0|G5020|S|207403717303729|06037124902|Census Tract 1249.02|338583|0|G5020|S|338583|0
207903717304699|06037124903|Census Tract 1249.03|311405|0|G5020|S|207403717304699|06037124903|Census Tract 1249.03|311405|0|G5020|S|311405|0
2079015902970642|06037125101|Census Tract 1251.01|649784|0|G5020|S|207401115293751|06037125100|Census Tract 1251|1298679|0|G5020|S|649784|0
2079015902970621|06037125102|Census Tract 1251.02|648895|0|G5020|S|207401115293751|06037125100|Census Tract 1251|1298679|0|G5020|S|648895|0
207901115293753|06037125200|Census Tract 1252|1303250|498|G5020|S|207401115293753|06037125200|Census Tract 1252|1303250|498|G5020|S|1303250|498
207901115293113|06037125310|Census Tract 1253.10|1053984|0|G5020|S|207401115293113|06037125310|Census Tract 1253.10|1053984|0|G5020|S|1053984|0
2079015902970659|06037125321|Census Tract 1253.21|259269|0|G5020|S|207401115293126|06037125320|Census Tract 1253.20|632483|0|G5020|S|259269|0
2079015902970661|06037125322|Census Tract 1253.22|373214|0|G5020|S|207401115293126|06037125320|Census Tract 1253.20|632483|0|G5020|S|373214|0
207903717302506|06037125402|Census Tract 1254.02|732971|0|G5020|S|207403717302506|06037125402|Census Tract 1254.02|696291|0|G5020|S|695160|0
