MSSA_ID,changeCode,changeSystem,adjustedID,adjustedID2,adjustedMSSA_NAME,CNTY_FIPS,COUNTY,MSSA_NAME,DEFINITION,POPDENSITY,AREA_SQMI,POP,POP_CIV
139g,0,139g,139g,139g,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,67,Sacramento,East Sacramento/La Riviera/Mather/Rancho Cordova/Rosemont,Urban,1897.313448,65.96854,125163,123077
139h,0,139h,139h,139h,Elk Grove/Laguna/Laguna West/Lakeside,67,Sacramento,Elk Grove/Laguna/Laguna West/Lakeside,Urban,4250.362363,17.197121,73094,72534
139i,0,139i,139i,139i,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,67,Sacramento,Greenhaven/Land Park/Midtown/Pocket/Riverside/Sutterville,Urban,5685.743328,15.011053,85349,84127
139j,0,139j,139j,139j,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,67,Sacramento,Capitol Park/Del Paso Heights/Downtown/Gardenland/North Sacramento,Urban,3810.243131,32.466957,123707,119307
139k,0,139k,139k,139k,Freeport/Meadowview,67,Sacramento,Freeport/Meadowview,Urban,5724.739205,14.617259,83680,82275
139l,0,139l,139l,139l,Vineyard,67,Sacramento,Vineyard,Urban,1594.342414,47.380035,75540,75291
139m,0,139m,139m,139m,Central South Elk Grove/Franklin,67,Sacramento,Central South Elk Grove/Franklin,Urban,1221.551968,62.248681,76040,72670
140,0,140,140,140,Hollister/Paicines/Panoche/San Juan Bautista,69,San Benito,Hollister/Paicines/Panoche/San Juan Bautista,Rural,39.189671,1390.468402,54492,52768
142,2,"142,143,150",150plus,150plus,Argus/Borosalvay/Trona/Big River/Needles/Baker/Harvard/Newberry Springs,71,San Bernardino,Argus/Borosalvay/Trona,Frontier,1.954647,1360.34727,2659,2659
143,2,"142,143,150",150plus,150plus,Argus/Borosalvay/Trona/Big River/Needles/Baker/Harvard/Newberry Springs,71,San Bernardino,Big River/Needles,Frontier,2.286196,2907.44885,6647,6647
144.1,2,"144.1,144.3",144.3plus,144.3plus,USMC Air-Ground Combat Training Center/Cadiz/Twentynine Palms,71,San Bernardino,USMC Air-Ground Combat Training Center,Rural,12.296884,931.292817,11452,5321
144.2,0,144.2,144.2,144.2,Joshua Tree/Landers/Morongo Valley/Rimrock/Yucca Valley,71,San Bernardino,Joshua Tree/Landers/Morongo Valley/Rimrock/Yucca Valley,Rural,44.502506,920.35266,40958,40737
144.3,1,"144.1,144.3",144.3plus,144.3plus,USMC Air-Ground Combat Training Center/Cadiz/Twentynine Palms,71,San Bernardino,Cadiz/Twentynine Palms,Rural,12.039078,1594.723398,19199,19199
145.1a,0,145.1a,145.1a,145.1a,Hesperia West/Mountain View Acres/Victorville Central and South,71,San Bernardino,Hesperia West/Mountain View Acres/Victorville Central and South,Urban,977.365958,174.822949,170866,170197
145.1b,0,145.1b,145.1b,145.1b,Apple Valley/Hesperia East,71,San Bernardino,Apple Valley/Hesperia East,Urban,758.298565,146.591336,111160,110784
145.2,0,145.2,145.2,145.2,Adelanto/Phelan/Pinon Hills/Victorville Northwest,71,San Bernardino,Adelanto/Phelan/Pinon Hills/Victorville Northwest,Rural,174.873538,310.647342,54324,49689
145.3,2,145.3/146,146plus,146plus,Lucerne Valley/Big Bear Lake/Fawnskin/Moorridge/Running Springs/Sugarloaf,71,San Bernardino,Lucerne Valley,Rural,51.393075,84.096931,4322,4322
146,1,145.3/146,146plus,146plus,Lucerne Valley/Big Bear Lake/Fawnskin/Moorridge/Running Springs/Sugarloaf,71,San Bernardino,Big Bear Lake/Fawnskin/Moorridge/Running Springs/Sugarloaf,Rural,44.991342,541.615308,24368,23977
147,1,"147,148",147plus,147plus,Blue Jay/Crestline/Lake Arrowhead/Skyforest/Twin Peaks/Lytle Creek/Wrightwood,71,San Bernardino,Blue Jay/Crestline/Lake Arrowhead/Skyforest/Twin Peaks,Rural,122.335272,162.643198,19897,19897
148,2,"147,148",147plus,147plus,Blue Jay/Crestline/Lake Arrowhead/Skyforest/Twin Peaks/Lytle Creek/Wrightwood,71,San Bernardino,Lytle Creek/Wrightwood,Rural,36.08286,178.145522,6428,6428
149,0,149,149,149,Barstow/Daggett/Lenwood/Nebo Center/Oro Grande/Yermo,71,San Bernardino,Barstow/Daggett/Lenwood/Nebo Center/Oro Grande/Yermo,Rural,22.057097,2312.770301,51013,50542
150,1,"142,143,150",150plus,150plus,Argus/Borosalvay/Trona/Big River/Needles/Baker/Harvard/Newberry Springs,71,San Bernardino,Baker/Harvard/Newberry Springs,Frontier,1.711662,7991.059651,13678,12216
151a,0,151a,151a,151a,Chino Hills/Chino West Central/Los Serranos/Sleepy Hollow,71,San Bernardino,Chino Hills/Chino West Central/Los Serranos/Sleepy Hollow,Urban,2009.272346,62.437031,125453,118516
151b,0,151b,151b,151b,Ontario Northeast/Rancho Cucamonga South,71,San Bernardino,Ontario Northeast/Rancho Cucamonga South,Urban,5205.090862,18.369708,95616,95453
151c,0,151c,151c,151c,Montclair/Ontario Northwest/Upland South,71,San Bernardino,Montclair/Ontario Northwest/Upland South,Urban,6440.152588,19.349075,124611,123594
151d,0,151d,151d,151d,Rancho Cucamonga Northwest/San Antonio Heights/Upland North,71,San Bernardino,Rancho Cucamonga Northwest/San Antonio Heights/Upland North,Urban,3802.808609,22.440782,85338,85161
151e,0,151e,151e,151e,Fontana North/Rancho Cucamonga Northwest/Rialto Northeast,71,San Bernardino,Fontana North/Rancho Cucamonga Northwest/Rialto Northeast,Urban,2637.661793,66.810688,176224,175823
151f,0,151f,151f,151f,Bloomington/Colton Central and West/Fontana South/Rialto South,71,San Bernardino,Bloomington/Colton Central and West/Fontana South/Rialto South,Urban,3455.356843,41.66545,143969,143194
151g,0,151g,151g,151g,Muscoy/San Bernardino Central,71,San Bernardino,Muscoy/San Bernardino Central,Urban,5073.777544,24.843028,126048,124134
151h,0,151h,151h,151h,Fontana Central/Rialto Central,71,San Bernardino,Fontana Central/Rialto Central,Urban,7112.568016,18.501756,131595,131508
151i,0,151i,151i,151i,Colton Southeast/Grand Terrace/Loma Linda/Redlands North,71,San Bernardino,Colton Southeast/Grand Terrace/Loma Linda/Redlands North,Urban,2070.04852,48.631227,100669,99126
151j,0,151j,151j,151j,Mentone/Redlands South/Yucaipa,71,San Bernardino,Mentone/Redlands South/Yucaipa,Urban,1346.871735,74.205284,99945,97378
151k,0,151k,151k,151k,Highland/San Bernardino East,71,San Bernardino,Highland/San Bernardino East,Urban,4239.826208,28.39338,120383,115016
151l,0,151l,151l,151l,Chino Northeast/Fontana Southwest/Ontario South,71,San Bernardino,Chino Northeast/Fontana Southwest/Ontario South,Urban,2200.578651,62.922086,138465,132409
152,2,"152,153.1,153.2,154",153.2plus,153.2plus,Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs/Pala/Pauma Valley/Rincon/San Pasqual/Valley Center/Barona/Moreno,73,San Diego,Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs,Frontier,5.277398,1788.002239,9436,9436
153.1,2,"152,153.1,153.2,154",153.2plus,153.2plus,Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs/Pala/Pauma Valley/Rincon/San Pasqual/Valley Center/Barona/Moreno,73,San Diego,Pala/Pauma Valley,Rural,61.942344,112.976026,6998,6922
153.2,1,"152,153.1,153.2,154",153.2plus,153.2plus,Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs/Pala/Pauma Valley/Rincon/San Pasqual/Valley Center/Barona/Moreno,73,San Diego,Rincon/San Pasqual/Valley Center,Rural,166.981876,94.776752,15826,15826
154,2,"152,153.1,153.2,154",153.2plus,153.2plus,Borrego Springs/Cuyamaca/Julian/Kentwood in the Pines/Laguna/Ocotillo Wells/Palomar/Pine Valley/Warner Springs/Pala/Pauma Valley/Rincon/San Pasqual/Valley Center/Barona/Moreno,73,San Diego,Barona/Moreno,Rural,48.445447,48.054051,2328,2328
155,0,155,155,155,Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde,73,San Diego,Alpine/Blossom Valley/Crest/Descanso/Glen Oaks/Harbison Canyon/Japatul/Palo Verde,Rural,222.228317,142.794583,31733,31135
156a,0,156a,156a,156a,Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside,73,San Diego,Encinitas Central/Leucadia/Oceanside North and West/San Luis Rey/South Oceanside,Urban,4606.019617,23.728513,109294,108585
156b,0,156b,156b,156b,Carlsbad East/Encinitas East/Oceanside East,73,San Diego,Carlsbad East/Encinitas East/Oceanside East,Urban,2964.572984,35.736006,105942,105899
156c,0,156c,156c,156c,Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South,73,San Diego,Cardiff by the Sea/Eden Gardens/Harmony Grove/La Costa/Ocean Hills/Lomas Santa Fe/Olivehain/Rancho Santa Fe/San Marcos South/Solana Beach/Vista South,Urban,1776.189926,82.19166,145988,145560
156d,0,156d,156d,156d,Oceanside East/San Marcos West/Vista,73,San Diego,Oceanside East/San Marcos West/Vista,Urban,2239.092223,54.392132,121789,116996
156e,0,156e,156e,156e,Escondido Central and South/San Marcos Central and East,73,San Diego,Escondido Central and South/San Marcos Central and East,Urban,5025.134307,25.610459,128696,125694
156f,0,156f,156f,156f,Escondido East/Hidden Meadows/Poway North,73,San Diego,Escondido East/Hidden Meadows/Poway North,Urban,733.028198,135.123042,99049,96991
157,1,"157,159",157plus,157plus,Dulzura/Engineer Springs/Indian Springs/Jamacha/Jamul/Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate,73,San Diego,Dulzura/Engineer Springs/Indian Springs/Jamacha/Jamul,Rural,79.130024,208.252177,16479,14706
158.1,1,"158.1,158.2",158.1plus,158.1plus,Ramona/Rock Haven/Rosemont/Ballena/Four Corners/San Diego Country Estates,73,San Diego,Ramona/Rock Haven/Rosemont,Rural,239.901496,102.291983,24540,24307
158.2,2,"158.1,158.2",158.1plus,158.1plus,Ramona/Rock Haven/Rosemont/Ballena/Four Corners/San Diego Country Estates,73,San Diego,Ballena/Four Corners/San Diego Country Estates,Urban,342.071961,33.715128,11533,11533
159,2,"157,159",157plus,157plus,Dulzura/Engineer Springs/Indian Springs/Jamacha/Jamul/Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate,73,San Diego,Buckman Springs/Canyon City/Jacumba/Morena Village/Tecate,Rural,16.376666,452.167731,7405,6477
160,0,160,160,160,Bonsall/Camp Pendleton/Fallbrook/Live Oak Park/Rainbow/San Luis Rey Heights/Winterwarm,73,San Diego,Bonsall/Camp Pendleton/Fallbrook/Live Oak Park/Rainbow/San Luis Rey Heights/Winterwarm,Urban,255.526777,340.257881,86945,69236
161a,0,161a,161a,161a,Clairemont/Fiesta Shores/Linda Vista/Mission Beach/Sorrento/University City,73,San Diego,Clairemont/Fiesta Shores/Linda Vista/Mission Beach/Sorrento/University City,Urban,4399.79849,32.242613,141861,141545
161b,0,161b,161b,161b,Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa,73,San Diego,Bay Park/Five Points/Hillcrest Northwest/Mission Hills/Mission Valley/Morena/Normal Heights/Old Town/Serra Mesa,Urban,4964.795896,18.91981,93933,89388
161c,0,161c,161c,161c,Downtown/Golden Hill/Logan Heights,73,San Diego,Downtown/Golden Hill/Logan Heights,Urban,8839.547692,9.326608,82443,71865
161d,0,161d,161d,161d,Chollas Creek/City Heights/East San Diego/North Park/Oak Park/South Park,73,San Diego,Chollas Creek/City Heights/East San Diego/North Park/Oak Park/South Park,Urban,12405.44416,7.591747,94179,92976
161e,0,161e,161e,161e,College Heights/Hillcrest Southeast/Kensington/Rolando North/University Heights,73,San Diego,College Heights/Hillcrest Southeast/Kensington/Rolando North/University Heights,Urban,10803.55263,8.355214,90266,83809
161f,0,161f,161f,161f,La Mesa/Rolando South,73,San Diego,La Mesa/Rolando South,Urban,6851.753147,11.411823,78191,76879
161g,0,161g,161g,161g,Encanto/Lemon Grove Northwest/Lincoln Acres/National City East/Paradise Hills Southwest,73,San Diego,Encanto/Lemon Grove Northwest/Lincoln Acres/National City East/Paradise Hills Southwest,Urban,7841.158398,11.887784,93214,92295
161h,0,161h,161h,161h,El Cajon Central and South/Fletcher Hills,73,San Diego,El Cajon Central and South/Fletcher Hills,Urban,7475.904164,11.198377,83718,81637
161i,0,161i,161i,161i,Calavo Gardens/Casa de Oro/Cottonwood/Grossmont/Homelands/Lemon Grove Central and North/Mount Helix/Rancho San Diego/Spring Valley,73,San Diego,Calavo Gardens/Casa de Oro/Cottonwood/Grossmont/Homelands/Lemon Grove Central and North/Mount Helix/Rancho San Diego/Spring Valley,Urban,3890.926688,20.804555,80949,80318
161j,0,161j,161j,161j,Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego,73,San Diego,Castle Park/Chula Vista Southwest/Imperial Beach West/Nestor East/Palm City/San Ysidro/South San Diego,Urban,2292.724794,61.752723,141582,136145
161k,0,161k,161k,161k,Chula Vista Central and Northwest/National City West,73,San Diego,Chula Vista Central and Northwest/National City West,Urban,5386.175795,14.246285,76733,73033
161l,0,161l,161l,161l,Lemon Grove South/Paradise Hills,73,San Diego,Lemon Grove South/Paradise Hills,Urban,8971.490653,9.000176,80745,80359
161m,0,161m,161m,161m,Carlton Hills/El Cajon North/Eucalyptus Hills/Lake Murray/Loma Portal/San Carlos/Santee,73,San Diego,Carlton Hills/El Cajon North/Eucalyptus Hills/Lake Murray/Loma Portal/San Carlos/Santee,Urban,2303.675171,37.802204,87084,84866
161n,0,161n,161n,161n,Civic Center/Coronado/Harbor Island/Imperial Beach East/Nestor West/Ocean Beach/Point Loma/Silver Strand,73,San Diego,Civic Center/Coronado/Harbor Island/Imperial Beach East/Nestor West/Ocean Beach/Point Loma/Silver Strand,Urban,4829.227374,13.1315,63415,54335
161o,0,161o,161o,161o,Allied Gardens/Del Cerro/Grantville/Miramar/Tierrasanta,73,San Diego,Allied Gardens/Del Cerro/Grantville/Miramar/Tierrasanta,Urban,1124.113546,76.047477,85486,80684
161p,0,161p,161p,161p,Carmel Valley/Del Dios/Escondido South/Fairbanks Ranch/Poway Southeast/Rancho Bernardo Southeast/Rancho Penasquitos,73,San Diego,Carmel Valley/Del Dios/Escondido South/Fairbanks Ranch/Poway Southeast/Rancho Bernardo Southeast/Rancho Penasquitos,Urban,2132.659763,67.802188,144599,144177
161q,0,161q,161q,161q,Poway Central/Poway Grove/Rancho Bernardo Southwest/Sabre Springs,73,San Diego,Poway Central/Poway Grove/Rancho Bernardo Southwest/Sabre Springs,Urban,1802.259594,42.290799,76219,75765
161r,0,161r,161r,161r,Crown Point/Del Mar/La Jolla/Pacific Beach,73,San Diego,Crown Point/Del Mar/La Jolla/Pacific Beach,Urban,4103.332951,20.082211,82404,72830
161s,0,161s,161s,161s,Cockatoo Grove/Eastlake Greens/Otay Mesa,73,San Diego,Cockatoo Grove/Eastlake Greens/Otay Mesa,Urban,3674.642146,37.030272,136073,129859
161t,0,161t,161t,161t,Bonita/Chula Vista East/Eastlake/La Presa/Lynwood Hills/Rancho del Rey/Sunnyside/Sunny Vista,73,San Diego,Bonita/Chula Vista East/Eastlake/La Presa/Lynwood Hills/Rancho del Rey/Sunnyside/Sunny Vista,Urban,3209.032741,28.53352,91565,91207
161u,0,161u,161u,161u,Bostonia/Glenview/Granite Hills/Hillsdale/Johnstown/Lakeside/Riverview/Winter Gardens,73,San Diego,Bostonia/Glenview/Granite Hills/Hillsdale/Johnstown/Lakeside/Riverview/Winter Gardens,Urban,3437.373065,24.142564,82987,81761
161v,0,161v,161v,161v,Mira Mesa/Scripps Miramar Ranch,73,San Diego,Mira Mesa/Scripps Miramar Ranch,Urban,4053.652126,27.34349,110841,110757
162a,0,162a,162a,162a,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,75,San Francisco,Chinatown/Civic Center/Inner Mission/North Beach/South of Market/Tenderloin/Western Addition,Urban,1905.509378,53.226187,101423,96949
162b,0,162b,162b,162b,Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff,75,San Francisco,Cow Hollow/Financial District/Marina/Nob Hill/Pacific Heights/Russian Hill/Seacliff,Urban,6102.002329,14.484917,88387,87908
162c,0,162c,162c,162c,Bernal Heights/Mission District/Potrero Hill,75,San Francisco,Bernal Heights/Mission District/Potrero Hill,Urban,19600.46743,5.388289,105613,104748
162e,0,162e,162e,162e,Golden Gate Park/Parkside/Sunset/West Portal,75,San Francisco,Golden Gate Park/Parkside/Sunset/West Portal,Urban,11873.21859,6.626341,78676,78222
162f,0,162f,162f,162f,Bayview/Candlestick/Hunters Point/Portola/Visitacion Valley,75,San Francisco,Bayview/Candlestick/Hunters Point/Portola/Visitacion Valley,Urban,8760.701829,9.008182,78918,78730
162g,0,162g,162g,162g,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,75,San Francisco,Buena Vista/Castro/Eureka Valley/Forest Hill/Haight-Ashbury/Noe Valley/West of Twin Peaks,Urban,22305.03023,5.262131,117372,114835
162h,0,162h,162h,162h,Laurel Heights/Ocean Beach North/Richmond/Sutro Heights,75,San Francisco,Laurel Heights/Ocean Beach North/Richmond/Sutro Heights,Urban,17977.20118,5.158366,92733,89425
162d,0,162d,162d,162d,Excelsior/Glen Park/Ingleside/Lake Merced/Merced Heights/Ocean Beach South/Park Merced/Saint Francis Wood/Westwood Park,75,San Francisco,Excelsior/Glen Park/Ingleside/Lake Merced/Merced Heights/Ocean Beach South/Park Merced/Saint Francis Wood/Westwood Park,Urban,12871.47164,9.792975,126050,123574
163,0,163,163,163,Tracy,77,San Joaquin,Tracy,Urban,1080.452809,86.172204,93105,92996
164.1,0,164.1,164.1,164.1,Lathrop/Manteca,77,San Joaquin,Lathrop/Manteca,Urban,2050.367988,35.999879,73813,73429
164.2,0,164.2,164.2,164.2,Banta/Escalon/Ripon/Vernalis,77,San Joaquin,Banta/Escalon/Ripon/Vernalis,Rural,137.931321,387.642193,53468,48730
165,2,"165,167",167plus,167plus,Farmington/Linden/Lockeford/North Woodbridge,77,San Joaquin,Farmington/Linden,Rural,34.133839,140.769398,4805,4805
166,0,166,166,166,Lodi,77,San Joaquin,Lodi,Urban,1930.358182,34.361498,66330,64311
167,1,"165,167",167plus,167plus,Farmington/Linden/Lockeford/North Woodbridge,77,San Joaquin,Lockeford/North Woodbridge,Rural,145.29617,256.269658,37235,35340
168,0,168,168,168,South Woodbridge/Thornton,77,San Joaquin,South Woodbridge/Thornton,Rural,66.677522,363.480811,24236,24118
169a,0,169a,169a,169a,Stockton North Central/Stockton Northeast,77,San Joaquin,Stockton North Central/Stockton Northeast,Urban,7015.233985,13.876657,97348,95566
169b,0,169b,169b,169b,French Camp/Stockton South/Stockton Southeast,77,San Joaquin,French Camp/Stockton South/Stockton Southeast,Urban,1534.029392,89.166479,136784,131836
169c,0,169c,169c,169c,Stockton Northwest/Stockton West,77,San Joaquin,Stockton Northwest/Stockton West,Urban,4612.315247,18.751753,86489,83061
170,0,170,170,170,Atascadero/Templeton,79,San Luis Obispo,Atascadero/Templeton,Urban,259.651249,144.436046,37503,34821
171,0,171,171,171,Arroyo Grande/Nipomo/Oceano/Pismo Beach,79,San Luis Obispo,Arroyo Grande/Nipomo/Oceano/Pismo Beach,Rural,148.708645,537.077044,79868,79526
172,0,172,172,172,San Luis Obispo,79,San Luis Obispo,San Luis Obispo,Rural,50.559447,1258.716298,63640,51096
173,0,173,173,173,El Paso de Robles/Lake Nacimiento/San Miguel/Shandon,79,San Luis Obispo,El Paso de Robles/Lake Nacimiento/San Miguel/Shandon,Rural,48.166174,1000.556932,48193,48164
174,0,174,174,174,Baywood/Cambria/Cayucos/Morro Bay/Los Osos,79,San Luis Obispo,Baywood/Cambria/Cayucos/Morro Bay/Los Osos,Rural,90.480957,401.996185,36373,35099
175.1,1,"175.1,175.2",175.1plus,175.1plus,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline/La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,81,San Mateo,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline,Rural,234.933045,100.577592,23629,23444
175.2,2,"175.1,175.2",175.1plus,175.1plus,El Granada/Half Moon Bay/Miramar/Montara/Moss Beach/Princeton by the Sea/Skyline/La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,81,San Mateo,La Honda/Loma Mar/Pescadero/San Gregorio/Sky Londa,Rural,23.021349,187.391277,4314,3960
175.3,0,175.3,175.3,175.3,Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar,81,San Mateo,Pacifica/Rockaway Beach/San Pedro Terrace/Sharp Park/Vallemar,Urban,2192.832771,16.869959,36993,36729
176a,0,176a,176a,176a,Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco,81,San Mateo,Brisbane/Burlingame Northeast/Colma/Daly City East/Millbrae East/San Bruno/South San Francisco,Urban,2981.986841,30.889136,92111,91777
176b,0,176b,176b,176b,East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East,81,San Mateo,East Menlo Park/East Palo Alto/North Fair Oaks/Redwood City East,Urban,2935.26501,25.375221,74483,73894
176c,0,176c,176c,176c,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,81,San Mateo,Atherton/Lindenwood/Menlo Oaks/Menlo Park/Redwood City Central/Sharon Heights/West Menlo Park/Woodside/Woodside Hills,Urban,1565.249122,51.745756,80995,78207
176d,0,176d,176d,176d,Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough,81,San Mateo,Broadmoor Village/Daly City West/San Bruno Northwest/Serramonte/Westborough,Urban,10469.0085,11.28359,118128,117318
176e,0,176e,176e,176e,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,81,San Mateo,Burlingame Hills/Burlingame Southwest/Hillsborough/Hillsdale/Millbrae West/San Bruno Central/San Mateo West,Urban,5176.134377,18.384955,95163,93347
176f,0,176f,176f,176f,Foster City/Redwood Shores/San Mateo East,81,San Mateo,Foster City/Redwood Shores/San Mateo East,Urban,6771.818592,12.996508,88010,87523
176g,0,176g,176g,176g,Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands,81,San Mateo,Belmont/Devonshire/Emerald Lake/Farm Hills/Palomar Park/San Carlos West/The Highlands,Urban,3818.229114,23.702349,90501,89243
177,1,"177,178.1,178.2",177plus,177plus,Carpinteria/New Cuyama/Summerland/Toro Canyon/Buellton/Los Olivos/Santa Ynez/Solvang/Los Alamos,83,Santa Barbara,Carpinteria/New Cuyama/Summerland/Toro Canyon,Rural,15.009712,1220.14328,18314,18300
178.1,2,"177,178.1,178.2",177plus,177plus,Carpinteria/New Cuyama/Summerland/Toro Canyon/Buellton/Los Olivos/Santa Ynez/Solvang/Los Alamos,83,Santa Barbara,Buellton/Los Olivos/Santa Ynez/Solvang,Rural,27.375489,633.778624,17350,17040
178.2,2,"177,178.1,178.2",177plus,177plus,Carpinteria/New Cuyama/Summerland/Toro Canyon/Buellton/Los Olivos/Santa Ynez/Solvang/Los Alamos,83,Santa Barbara,Los Alamos,Rural,43.48238,162.479606,7065,7065
179,0,179,179,179,Lompoc/Mission Hills/Vandenberg,83,Santa Barbara,Lompoc/Mission Hills/Vandenberg,Rural,123.859112,463.187558,57370,54051
180.1,1,"180.1,180.2",180.1plus,180.1plus,Orcutt/Santa Maria/Guadalupe,83,Santa Barbara,Orcutt/Santa Maria,Urban,596.617589,213.900834,127617,126213
180.2,2,"180.1,180.2",180.1plus,180.1plus,Orcutt/Santa Maria/Guadalupe,83,Santa Barbara,Guadalupe,Rural,113.858818,64.49215,7343,7343
181a,0,181a,181a,181a,Goleta South/Isla Vista/Santa Barbara South,83,Santa Barbara,Goleta South/Isla Vista/Santa Barbara South,Urban,4192.986769,23.359482,97946,88896
181b,0,181b,181b,181b,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,83,Santa Barbara,Goleta North/Mission Canyon/Montecito/Riviera/Santa Barbara North,Urban,1054.31707,78.767575,83046,79119
182,0,182,182,182,Gilroy/Morgan Hill/Rucker/San Martin,85,Santa Clara,Gilroy/Morgan Hill/Rucker/San Martin,Rural,129.45933,814.070333,105389,102191
183a,0,183a,183a,183a,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,85,Santa Clara,Los Altos/Los Altos Hills/Palo Alto Central/Stanford,Urban,1632.93405,78.390183,128006,118425
183b,0,183b,183b,183b,Berryessa/East San Jose/Milpitas East,85,Santa Clara,Berryessa/East San Jose/Milpitas East,Urban,4303.183953,27.931643,120195,119752
183c,0,183c,183c,183c,Sunnyvale South,85,Santa Clara,Sunnyvale South,Urban,9152.744526,9.562049,87519,86848
183d,0,183d,183d,183d,Downtown San Jose,85,Santa Clara,Downtown San Jose,Urban,9656.932438,7.212953,69655,67155
183e,0,183e,183e,183e,Alum Rock South/San Jose East,85,Santa Clara,Alum Rock South/San Jose East,Urban,10217.99752,11.478472,117287,115834
183f,0,183f,183f,183f,Cupertino/Rancho Rinconada/San Jose West/Saratoga,85,Santa Clara,Cupertino/Rancho Rinconada/San Jose West/Saratoga,Urban,3459.917035,32.045277,110874,110305
183g,0,183g,183g,183g,Cambrian Village East/San Jose South Central,85,Santa Clara,Cambrian Village East/San Jose South Central,Urban,7178.926656,15.889979,114073,113704
183h,0,183h,183h,183h,San Jose Southeast,85,Santa Clara,San Jose Southeast,Urban,9470.137257,13.415961,127051,126752
183i,0,183i,183i,183i,New Almaden/San Jose Southwest,85,Santa Clara,New Almaden/San Jose Southwest,Urban,1783.7288,60.871921,108579,108532
183j,0,183j,183j,183j,San Jose Northwest,85,Santa Clara,San Jose Northwest,Urban,8810.7696,9.695974,85429,81948
183k,0,183k,183k,183k,Evergreen/San Jose East Central,85,Santa Clara,Evergreen/San Jose East Central,Urban,2332.997408,43.757442,102086,101998
183l,0,183l,183l,183l,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,85,Santa Clara,Alviso/Palo Alto Bayshore/Santa Clara Northwest/Sunnyvale North,Urban,2038.667898,58.853136,119982,117432
183m,0,183m,183m,183m,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,85,Santa Clara,Cambrian Village West/Campbell South/Los Gatos/Monte Sereno/San Tomas,Urban,1215.328059,82.179456,99875,98997
183n,0,183n,183n,183n,Santa Clara South and West,85,Santa Clara,Santa Clara South and West,Urban,9183.495955,13.334464,122457,121517
183o,0,183o,183o,183o,Milpitas West/Santa Clara Northeast,85,Santa Clara,Milpitas West/Santa Clara Northeast,Urban,4769.354993,25.357516,120939,116354
184,0,184,184,184,Freedom/Watsonville,87,Santa Cruz,Freedom/Watsonville,Urban,6043.647709,8.780955,53069,52700
185.1,0,185.1,185.1,185.1,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,87,Santa Cruz,Aptos/Capitola/Live Oak/Rio del Mar/Santa Cruz,Urban,3526.32245,32.64449,115115,107299
