MSSA_ID,changeCode,changeSystem,adjustedID,adjustedID2,adjustedMSSA_NAME,CNTY_FIPS,COUNTY,MSSA_NAME,DEFINITION,POPDENSITY,AREA_SQMI,POP,POP_CIV
185.2,2,"185.2,185.4",185.4plus,185.4plus,Davenport/Boulder Creek,87,Santa Cruz,Davenport,Rural,40.453605,117.591496,4757,3979
185.5,0,185.5,185.5,185.5,Amesti/Corralitos/Day Valley/Interlaken/Pajaro Dunes,87,Santa Cruz,Amesti/Corralitos/Day Valley/Interlaken/Pajaro Dunes,Rural,191.826368,144.031293,27629,27582
185.3,0,185.3,185.3,185.3,Ben Lomond/Felton/Scotts Valley,87,Santa Cruz,Ben Lomond/Felton/Scotts Valley,Urban,592.219058,67.917435,40222,38934
185.4,1,"185.2,185.4",185.4plus,185.4plus,Davenport/Boulder Creek,87,Santa Cruz,Boulder Creek,Rural,186.909666,86.186018,16109,16109
186,0,186,186,186,Anderson/Cottonwood/French Gulch/Happy Valley/Igo/Ono/Platina/Shasta,89,Shasta,Anderson/Cottonwood/French Gulch/Happy Valley/Igo/Ono/Platina/Shasta,Rural,44.617278,722.993453,32258,32258
187,2,"187,188.1,188.2,189.1,190",190plus,190plus,Castella/Lakehead/OBrien/Big Bend/Montgomery Creek/Oak Run/Round Mountain/Manton/Millville/Shingletown/Viola/Palo Cedro/Burney/Cassel/Fall River Mills/Hat Creek/McArthur,89,Shasta,Castella/Lakehead/OBrien,Frontier,2.795249,490.117297,1370,1370
188.1,2,"187,188.1,188.2,189.1,190",190plus,190plus,Castella/Lakehead/OBrien/Big Bend/Montgomery Creek/Oak Run/Round Mountain/Manton/Millville/Shingletown/Viola/Palo Cedro/Burney/Cassel/Fall River Mills/Hat Creek/McArthur,89,Shasta,Big Bend/Montgomery Creek/Oak Run/Round Mountain,Frontier,5.388573,922.878734,4973,4893
188.2,2,"187,188.1,188.2,189.1,190",190plus,190plus,Castella/Lakehead/OBrien/Big Bend/Montgomery Creek/Oak Run/Round Mountain/Manton/Millville/Shingletown/Viola/Palo Cedro/Burney/Cassel/Fall River Mills/Hat Creek/McArthur,89,Shasta,Manton/Millville/Shingletown/Viola,Frontier,10.609551,590.222852,6262,6262
189.1,2,"187,188.1,188.2,189.1,190",190plus,190plus,Castella/Lakehead/OBrien/Big Bend/Montgomery Creek/Oak Run/Round Mountain/Manton/Millville/Shingletown/Viola/Palo Cedro/Burney/Cassel/Fall River Mills/Hat Creek/McArthur,89,Shasta,Palo Cedro,Rural,181.773992,25.768262,4684,4684
189.2,0,189.2,189.2,189.2,Redding,89,Shasta,Redding,Urban,992.971799,99.86487,99163,96906
189.3,0,189.3,189.3,189.3,Bella Vista/City of Shasta Lake,89,Shasta,Bella Vista/City of Shasta Lake,Rural,208.519379,99.789286,20808,20808
190,1,"187,188.1,188.2,189.1,190",190plus,190plus,Castella/Lakehead/OBrien/Big Bend/Montgomery Creek/Oak Run/Round Mountain/Manton/Millville/Shingletown/Viola/Palo Cedro/Burney/Cassel/Fall River Mills/Hat Creek/McArthur,89,Shasta,Burney/Cassel/Fall River Mills/Hat Creek/McArthur,Frontier,8.247874,895.745962,7388,7199
191,2,"72,73,74,75,191",72plusSIERRA,72plus,Susanville/Bieber/Madeline/Nubieber/Doyle/Westwood/Alleghany/Calpine/Downieville/Goodyear Bar/Sattley/Sierra City/Sierraville,91,Sierra,Alleghany/Calpine/Downieville/Goodyear Bar/Sattley/Sierra City/Sierraville,Frontier,3.498377,962.160368,3366,3366
193,2,"193,194,195,223,224,225,226",195plusSISKIYOU,195plus,Happy Camp/Etna/Fort Jones/Greenview/Gazelle/Grenada/Hilt/Hornbrook/Yreka/Junction City/Salyer/Douglas City/Lewiston/Trinity Center/Weaverville/Forest Glen/Hayfork/Hyampom/Peanut/Kettenpom/Mad River/Ruth/Xenia,93,Siskiyou,Happy Camp,Frontier,1.642698,1235.771879,2030,2030
194,2,"193,194,195,223,224,225,226",195plusSISKIYOU,195plus,Happy Camp/Etna/Fort Jones/Greenview/Gazelle/Grenada/Hilt/Hornbrook/Yreka/Junction City/Salyer/Douglas City/Lewiston/Trinity Center/Weaverville/Forest Glen/Hayfork/Hyampom/Peanut/Kettenpom/Mad River/Ruth/Xenia,93,Siskiyou,Etna/Fort Jones/Greenview,Frontier,3.393496,1453.957576,4934,4745
195,1,"193,194,195,223,224,225,226",195plusSISKIYOU,195plus,Happy Camp/Etna/Fort Jones/Greenview/Gazelle/Grenada/Hilt/Hornbrook/Yreka/Junction City/Salyer/Douglas City/Lewiston/Trinity Center/Weaverville/Forest Glen/Hayfork/Hyampom/Peanut/Kettenpom/Mad River/Ruth/Xenia,93,Siskiyou,Gazelle/Grenada/Hilt/Hornbrook/Yreka,Rural,15.630841,1054.069913,16476,16188
196,2,"196,197,198,199,200",197plus,197plus,Tulelake/Carrick/Edgewood/Mount Shasta/Weed/Dunsmuir/McCloud/Tennant/Dorris/Macdoel/Mount Hebron,93,Siskiyou,Tulelake,Frontier,3.959498,349.2867,1383,1383
197,1,"196,197,198,199,200",197plus,197plus,Tulelake/Carrick/Edgewood/Mount Shasta/Weed/Dunsmuir/McCloud/Tennant/Dorris/Macdoel/Mount Hebron,93,Siskiyou,Carrick/Edgewood/Mount Shasta/Weed,Rural,35.34897,398.427448,14084,13611
198,2,"196,197,198,199,200",197plus,197plus,Tulelake/Carrick/Edgewood/Mount Shasta/Weed/Dunsmuir/McCloud/Tennant/Dorris/Macdoel/Mount Hebron,93,Siskiyou,Dunsmuir,Rural,26.486566,90.53646,2398,2398
199,2,"196,197,198,199,200",197plus,197plus,Tulelake/Carrick/Edgewood/Mount Shasta/Weed/Dunsmuir/McCloud/Tennant/Dorris/Macdoel/Mount Hebron,93,Siskiyou,McCloud/Tennant,Frontier,1.262157,1235.186644,1559,1559
200,2,"196,197,198,199,200",197plus,197plus,Tulelake/Carrick/Edgewood/Mount Shasta/Weed/Dunsmuir/McCloud/Tennant/Dorris/Macdoel/Mount Hebron,93,Siskiyou,Dorris/Macdoel/Mount Hebron,Frontier,3.44455,530.112722,1826,1826
201,0,201,201,201,Dixon,95,Solano,Dixon,Rural,113.785669,182.17584,20729,20729
202a,0,202a,202a,202a,Vacaville,95,Solano,Vacaville,Urban,713.144689,139.438744,99440,90202
202b,0,202b,202b,202b,Fairfield,95,Solano,Fairfield,Urban,1998.243779,54.067977,108041,106410
203.1,1,"203.1,203.2",203.1plus,203.1plus,Benicia/Collinsville/Suisun City/Rio Vista,95,Solano,Benicia/Collinsville/Suisun City,Rural,150.354277,218.211283,32809,32809
203.2,2,"203.1,203.2",203.1plus,203.1plus,Benicia/Collinsville/Suisun City/Rio Vista,95,Solano,Rio Vista,Rural,32.194398,233.89162,7530,7447
204,0,204,204,204,Vallejo,95,Solano,Vallejo,Urban,1804.684668,78.40317,141493,140367
205.1,1,"205.1,206",205.1plus,205.1plus,Geyserville/Healdsburg/Cloverdale,97,Sonoma,Geyserville/Healdsburg,Rural,139.115691,114.96187,15993,15817
205.2,0,205.2,205.2,205.2,Windsor,97,Sonoma,Windsor,Urban,676.008384,41.168128,27830,27717
206,2,"205.1,206",205.1plus,205.1plus,Geyserville/Healdsburg/Cloverdale,97,Sonoma,Cloverdale,Rural,46.954335,307.575432,14442,13969
207,0,207,207,207,Forestville/Fort Ross/Guerneville/Jenner/Monte Rio/Occidental/Sea Ranch,97,Sonoma,Forestville/Fort Ross/Guerneville/Jenner/Monte Rio/Occidental/Sea Ranch,Rural,47.227502,513.471995,24250,23320
208,0,208,208,208,Boyes Hot Springs/Glen Ellen/Kenwood/Sonoma/Vineburg,97,Sonoma,Boyes Hot Springs/Glen Ellen/Kenwood/Sonoma/Vineburg,Urban,250.792255,159.646077,40038,38472
209.1,0,209.1,209.1,209.1,Petaluma,97,Sonoma,Petaluma,Urban,928.683942,143.142347,132934,131027
209.2,2,"209.2,210.2",210.2plus,210.2plus,Two Rock/Valley Ford/Bodega/Sebastopol,97,Sonoma,Two Rock/Valley Ford,Rural,221.359275,58.172398,12877,12497
210.1,0,210.1,210.1,210.1,Santa Rosa,97,Sonoma,Santa Rosa,Urban,1066.826348,174.515749,186178,182301
210.2,1,"209.2,210.2",210.2plus,210.2plus,Two Rock/Valley Ford/Bodega/Sebastopol,97,Sonoma,Bodega/Sebastopol,Rural,180.397968,108.12206,19505,19152
211,0,211,211,211,Oakdale/Riverbank,99,Stanislaus,Oakdale/Riverbank,Rural,191.41336,283.031445,54176,53918
212.1,0,212.1,212.1,212.1,Denair/Turlock,99,Stanislaus,Denair/Turlock,Urban,1456.231835,49.612292,72247,71252
212.2,2,"212.2,212.3",212.3plus,212.3plus,Keyes/Salida,99,Stanislaus,Keyes,Rural,199.543027,77.091142,15383,15383
212.3,1,"212.2,212.3",212.3plus,212.3plus,Keyes/Salida,99,Stanislaus,Salida,Rural,191.555609,131.705879,25229,24765
213,0,213,213,213,Crows Landing/Empire/Grayson/Newman/Patterson/Westley,99,Stanislaus,Crows Landing/Empire/Grayson/Newman/Patterson/Westley,Rural,62.873121,613.903031,38598,37120
214,0,214,214,214,Hughson,99,Stanislaus,Hughson,Rural,149.115683,294.871733,43970,43561
215a,0,215a,215a,215a,Modesto West,99,Stanislaus,Modesto West,Urban,2560.074046,31.409638,80411,79773
215b,0,215b,215b,215b,Modesto East,99,Stanislaus,Modesto East,Urban,5848.409362,15.494469,90618,89472
215c,0,215c,215c,215c,Ceres/Modesto South Central,99,Stanislaus,Ceres/Modesto South Central,Urban,5093.990321,17.481383,89050,86704
216,1,"216,217,218",216plus,216plus,Meridian/Robbins/Yuba City/Nicolaus/Pleasant Grove/Live Oak,101,Sutter,Meridian/Robbins/Yuba City,Rural,189.207469,425.876421,80579,80088
217,2,"216,217,218",216plus,216plus,Meridian/Robbins/Yuba City/Nicolaus/Pleasant Grove/Live Oak,101,Sutter,Nicolaus/Pleasant Grove,Rural,19.37004,132.885629,2574,2574
218,2,"216,217,218",216plus,216plus,Meridian/Robbins/Yuba City/Nicolaus/Pleasant Grove/Live Oak,101,Sutter,Live Oak,Rural,206.47219,49.725824,10267,9874
219,2,"219,220,222",222plus,222plus,Paskenta/Rancho Tehama/Dairyville/Manton/Mineral/Paynes Creek/Corning/Los Molinos/Tehama/Vina,103,Tehama,Paskenta/Rancho Tehama,Frontier,3.129319,1287.500425,4029,3932
220,2,"219,220,222",222plus,222plus,Paskenta/Rancho Tehama/Dairyville/Manton/Mineral/Paynes Creek/Corning/Los Molinos/Tehama/Vina,103,Tehama,Dairyville/Manton/Mineral/Paynes Creek,Frontier,4.062846,1158.793524,4708,4454
221,0,221,221,221,Gerber/Los Flores/Proberta/Red Bluff,103,Tehama,Gerber/Los Flores/Proberta/Red Bluff,Rural,131.102343,272.954692,35785,34711
222,1,"219,220,222",222plus,222plus,Paskenta/Rancho Tehama/Dairyville/Manton/Mineral/Paynes Creek/Corning/Los Molinos/Tehama/Vina,103,Tehama,Corning/Los Molinos/Tehama/Vina,Rural,74.318442,242.914132,18053,17951
223,2,"193,194,195,223,224,225,226",195plusTRINITY,195plus,Happy Camp/Etna/Fort Jones/Greenview/Gazelle/Grenada/Hilt/Hornbrook/Yreka/Junction City/Salyer/Douglas City/Lewiston/Trinity Center/Weaverville/Forest Glen/Hayfork/Hyampom/Peanut/Kettenpom/Mad River/Ruth/Xenia,105,Trinity,Junction City/Salyer,Frontier,3.407931,749.721679,2555,2161
224,2,"193,194,195,223,224,225,226",195plusTRINITY,195plus,Happy Camp/Etna/Fort Jones/Greenview/Gazelle/Grenada/Hilt/Hornbrook/Yreka/Junction City/Salyer/Douglas City/Lewiston/Trinity Center/Weaverville/Forest Glen/Hayfork/Hyampom/Peanut/Kettenpom/Mad River/Ruth/Xenia,105,Trinity,Douglas City/Lewiston/Trinity Center/Weaverville,Frontier,7.525528,1024.911468,7713,7394
225,2,"193,194,195,223,224,225,226",195plusTRINITY,195plus,Happy Camp/Etna/Fort Jones/Greenview/Gazelle/Grenada/Hilt/Hornbrook/Yreka/Junction City/Salyer/Douglas City/Lewiston/Trinity Center/Weaverville/Forest Glen/Hayfork/Hyampom/Peanut/Kettenpom/Mad River/Ruth/Xenia,105,Trinity,Forest Glen/Hayfork/Hyampom/Peanut,Frontier,4.48061,600.14141,2689,2689
226,2,"193,194,195,223,224,225,226",195plusTRINITY,195plus,Happy Camp/Etna/Fort Jones/Greenview/Gazelle/Grenada/Hilt/Hornbrook/Yreka/Junction City/Salyer/Douglas City/Lewiston/Trinity Center/Weaverville/Forest Glen/Hayfork/Hyampom/Peanut/Kettenpom/Mad River/Ruth/Xenia,105,Trinity,Kettenpom/Mad River/Ruth/Xenia,Frontier,0.893346,832.823526,744,744
227.1,1,"227.1,227.2",227.1plus,227.1plus,Dinuba/Cutler-Orosi,107,Tulare,Dinuba,Urban,274.400866,117.710998,32300,31540
227.2,2,"227.1,227.2",227.1plus,227.1plus,Dinuba/Cutler-Orosi,107,Tulare,Cutler-Orosi,Urban,251.05854,73.460954,18443,18443
228.1,2,"228.1,228.2,229",228.2plus,228.2plus,Ivanhoe/Woodlake/Exeter/Lemon Cove/Lindsay/Strathmore/Three Rivers,107,Tulare,Ivanhoe/Woodlake,Rural,208.149736,75.969349,15813,15813
228.2,1,"228.1,228.2,229",228.2plus,228.2plus,Ivanhoe/Woodlake/Exeter/Lemon Cove/Lindsay/Strathmore/Three Rivers,107,Tulare,Exeter/Lemon Cove/Lindsay/Strathmore,Rural,249.232936,168.521065,42001,41809
229,2,"228.1,228.2,229",228.2plus,228.2plus,Ivanhoe/Woodlake/Exeter/Lemon Cove/Lindsay/Strathmore/Three Rivers,107,Tulare,Three Rivers,Frontier,4.431714,1057.829772,4688,4644
230,0,230,230,230,Tipton/Tulare/Woodville,107,Tulare,Tipton/Tulare/Woodville,Rural,209.663243,345.048558,72344,72102
231,1,"231,232",231plus,231plus,Alpaugh/Earlimart/Pixley/Porterville/Rich Grove/Terra Bella/Springville,107,Tulare,Alpaugh/Earlimart/Pixley/Porterville/Rich Grove/Terra Bella,Rural,151.332555,641.540742,97086,95985
232,2,"231,232",231plus,231plus,Alpaugh/Earlimart/Pixley/Porterville/Rich Grove/Terra Bella/Springville,107,Tulare,Springville,Frontier,2.56891,2202.101243,5657,5607
233,0,233,233,233,Farmersville/Goshen/Visalia,107,Tulare,Farmersville/Goshen/Visalia,Urban,901.591856,156.469913,141072,138128
234.1,2,"234.1,234.2",234.2plus,234.2plus,Chinese Camp/Columbia/Jamestown/Sonora,109,Tuolumne,Chinese Camp,Rural,29.64935,211.505478,6271,1713
234.2,1,"234.1,234.2",234.2plus,234.2plus,Chinese Camp/Columbia/Jamestown/Sonora,109,Tuolumne,Columbia/Jamestown/Sonora,Rural,48.578434,427.576564,20771,20285
235,2,"85,86,235",85plusTUOLUMNE,85plus,Bootjack/Catheys Valley/Coulterville/Don Pedro/El Portal/Fish Camp/Mariposa/Yosemite Valley/Big Oak Flat/Groveland,109,Tuolumne,Big Oak Flat/Groveland,Frontier,4.225292,848.935248,3587,3368
236,0,236,236,236,East Sonora/Mi-Wuk Village/Soulsbyville/Tuolumne City/Twain Harte,109,Tuolumne,East Sonora/Mi-Wuk Village/Soulsbyville/Tuolumne City/Twain Harte,Rural,32.355172,786.427583,25445,25236
237,0,237,237,237,Fillmore/Los Padres National Forest/Piru/Santa Paula/Saticoy,111,Ventura,Fillmore/Los Padres National Forest/Piru/Santa Paula/Saticoy,Rural,58.85758,1133.227018,66699,65111
238,0,238,238,238,Meiners Oaks/Oak View/Ojai,111,Ventura,Meiners Oaks/Oak View/Ojai,Rural,163.90526,193.105455,31651,31384
239,0,239,239,239,Camarillo/Moorpark,111,Ventura,Camarillo/Moorpark,Urban,710.731912,144.736711,102869,102177
240a,0,240a,240a,240a,Simi Valley East,111,Ventura,Simi Valley East,Urban,1032.498523,86.346854,89153,89109
240b,0,240b,240b,240b,Thousand Oaks Central and West,111,Ventura,Thousand Oaks Central and West,Urban,805.073387,136.868267,110189,108346
240c,0,240c,240c,240c,Simi Valley West/Thousand Oaks East,111,Ventura,Simi Valley West/Thousand Oaks East,Urban,2101.430487,41.160057,86495,86367
241a,0,241a,241a,241a,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,111,Ventura,Oxnard East/Oxnard West/Oxnard South Central/Port Hueneme,Urban,1380.928198,78.995417,109087,106772
241b,0,241b,241b,241b,Oxnard North Central,111,Ventura,Oxnard North Central,Urban,5990.334408,20.799506,124596,122757
241c,0,241c,241c,241c,Ventura,111,Ventura,Ventura,Urban,2686.559669,32.882575,88341,86812
242,2,"242,243,246.1,246.2",246.1plus,246.1plus,Winters/Esparto/Rumsey/Woodland/Knights Landing,113,Yolo,Winters,Rural,70.525653,112.200307,7913,7913
243,2,"242,243,246.1,246.2",246.1plus,246.1plus,Winters/Esparto/Rumsey/Woodland/Knights Landing,113,Yolo,Esparto/Rumsey,Rural,14.084647,322.549776,4543,4543
244,0,244,244,244,Davis,113,Yolo,Davis,Urban,1043.445315,69.26477,72274,64105
245,0,245,245,245,Bryte/Broderick/Clarksburg/Riverview/West Sacramento,113,Yolo,Bryte/Broderick/Clarksburg/Riverview/West Sacramento,Urban,271.120945,186.027678,50436,50311
246.1,1,"242,243,246.1,246.2",246.1plus,246.1plus,Winters/Esparto/Rumsey/Woodland/Knights Landing,113,Yolo,Woodland,Urban,511.274881,112.941202,57744,56647
246.2,2,"242,243,246.1,246.2",246.1plus,246.1plus,Winters/Esparto/Rumsey/Woodland/Knights Landing,113,Yolo,Knights Landing,Rural,15.905837,220.547956,3508,3508
247,2,"247,248,249",249plus,249plus,Browns Valley/Brownsville/Dobbins/Oregon House/Wheatland/Marysville,115,Yuba,Browns Valley/Brownsville/Dobbins/Oregon House,Rural,21.613392,222.547199,4810,4795
248,2,"247,248,249",249plus,249plus,Browns Valley/Brownsville/Dobbins/Oregon House/Wheatland/Marysville,115,Yuba,Wheatland,Rural,106.861338,42.09193,4498,4498
249,1,"247,248,249",249plus,249plus,Browns Valley/Brownsville/Dobbins/Oregon House/Wheatland/Marysville,115,Yuba,Marysville,Rural,163.126681,379.165439,61852,60190
