Indicator,Geography,Year,Strata,Strata Name,Numerator,Denominator,Rate,Age Adjusted Rate,SE Adjusted Rate
Suicide,Sonoma,2004,Sex,Male,45,231042,19.477,19.3418,2.9214
Suicide,Santa Clara,2004,Sex,Male,113,856410,13.1946,13.9712,1.35134
Suicide,Kern,2004,Sex,Total,74,740022,9.9997,10.9347,1.28891
Suicide,San Diego,2004,Sex,Total,311,2963390,10.4947,10.6613,0.607342
Suicide,El Dorado,2004,Sex,Total,14,170304,8.22059,6.96594,1.89818
Suicide,Alameda,2004,Sex,Total,131,1465540,8.93868,8.82039,0.776263
Suicide,Tulare,2004,Sex,Total,31,399913,7.75169,8.00324,1.45468
Suicide,Sonoma,2004,Sex,Total,64,469933,13.619,12.7169,1.60672
Suicide,Santa Clara,2004,Sex,Total,149,1696920,8.78062,8.96837,0.741239
Suicide,Stanislaus,2004,Sex,Total,59,490283,12.0339,12.6574,1.65656
Suicide,Ventura,2004,Sex,Total,65,795046,8.17563,8.34661,1.04016
Suicide,San Joaquin,2004,Sex,Total,62,638522,9.70992,10.312,1.31748
Suicide,Placer,2004,Sex,Total,33,302815,10.8977,10.6504,1.87054
Suicide,San Luis Obispo,2004,Sex,Total,26,258483,10.0587,9.28094,1.85216
Suicide,CALIFORNIA,2004,Sex,Total,3364,35752800,9.40906,9.65033,0.167024
Suicide,Los Angeles,2004,Sex,Total,696,9822510,7.08577,7.39169,0.28232
Suicide,Mendocino,2004,Sex,Total,21,88239,23.799,22.5901,5.0253
Suicide,Butte,2004,Sex,Total,38,212212,17.9066,17.4884,2.90433
Suicide,Calaveras,2004,Sex,Total,13,43924,29.5966,25.2311,7.27946
Suicide,Riverside,2004,Sex,Total,180,1856880,9.69368,10.3451,0.773677
Suicide,Shasta,2004,Sex,Total,30,173469,17.2942,16.4059,3.05685
Suicide,Merced,2004,Sex,Total,21,235549,8.91534,10.4635,2.29978
Suicide,Tuolumne,2004,Sex,Total,15,56369,26.6104,24.9924,6.6793
Suicide,Monterey,2004,Sex,Total,36,411121,8.75655,9.25102,1.55366
Suicide,Napa,2004,Sex,Total,17,130204,13.0564,12.3822,3.03942
Suicide,San Francisco,2004,Sex,Total,99,780699,12.6809,11.4542,1.16575
Suicide,Santa Cruz,2004,Sex,Total,33,254836,12.9495,12.8874,2.28276
Suicide,San Mateo,2004,Sex,Total,64,701401,9.12459,8.63299,1.08359
Suicide,Humboldt,2004,Sex,Total,26,131243,19.8106,19.7289,3.93632
Suicide,Kings,2004,Sex,Total,12,142617,8.41414,9.10473,2.76701
Suicide,Siskiyou,2004,Sex,Total,15,44785,33.4934,28.9562,7.89769
Suicide,Solano,2004,Sex,Total,34,411389,8.26468,8.4244,1.45284
Suicide,Sutter,2004,Sex,Total,12,86092,13.9386,14.1112,4.08538
Suicide,Imperial,2004,Sex,Total,11,153937,7.14578,8.77686,2.74016
Suicide,Marin,2004,Sex,Total,39,246684,15.8097,13.3335,2.19849
Suicide,San Bernardino,2004,Sex,Total,185,1900210,9.73577,10.5755,0.789954
Suicide,Sacramento,2004,Sex,Total,166,1342900,12.3613,12.5828,0.979659
Suicide,Santa Barbara,2004,Sex,Total,35,411190,8.51188,8.49822,1.44469
Suicide,Fresno,2004,Sex,Total,83,860226,9.64863,10.3543,1.14833
Suicide,Orange,2004,Sex,Total,255,2956480,8.62512,8.8392,0.556021
Suicide,Yolo,2004,Sex,Total,17,185707,9.15421,9.92199,2.45779
Suicide,Contra Costa,2004,Sex,Total,101,998201,10.1182,10.0006,1.00019
Suicide,Orange,2005,Sex,Female,55,1491830,3.68675,3.69843,0.499763
Suicide,Kern,2005,Sex,Female,13,369284,3.52032,3.7148,1.03466
Suicide,Ventura,2005,Sex,Female,20,400152,4.9981,5.05177,1.13321
Suicide,Santa Barbara,2005,Sex,Female,15,205279,7.30713,7.38855,1.92294
Suicide,San Mateo,2005,Sex,Female,21,355457,5.90789,5.32823,1.17713
Suicide,Sacramento,2005,Sex,Female,40,693519,5.76769,5.72854,0.90793
Suicide,Sonoma,2005,Sex,Female,12,238649,5.0283,4.8436,1.4256
Suicide,Alameda,2005,Sex,Female,29,743878,3.89849,3.77139,0.703164
Suicide,Contra Costa,2005,Sex,Female,22,514168,4.27875,4.03114,0.865295
Suicide,Riverside,2005,Sex,Female,38,972165,3.9088,4.03688,0.656215
Suicide,San Bernardino,2005,Sex,Female,29,975953,2.97145,3.25581,0.608939
Suicide,San Diego,2005,Sex,Female,78,1478770,5.27464,5.26347,0.597918
Suicide,Santa Clara,2005,Sex,Female,19,842466,2.25528,2.25972,0.519671
Suicide,San Francisco,2005,Sex,Female,17,383701,4.43053,3.9379,0.971919
Suicide,Marin,2005,Sex,Female,13,124976,10.402,10.1715,2.98267
Suicide,CALIFORNIA,2005,Sex,Female,721,18087300,3.98622,3.97705,0.148443
Suicide,Los Angeles,2005,Sex,Female,169,4971090,3.39965,3.4268,0.26426500000000003
Suicide,CALIFORNIA,2005,Sex,Male,2399,17898300,13.4035,14.355,0.298095
Suicide,Riverside,2005,Sex,Male,134,962558,13.9212,15.3998,1.34547
Suicide,Sacramento,2005,Sex,Male,129,664649,19.4087,20.4982,1.82565
Suicide,Contra Costa,2005,Sex,Male,67,490062,13.6718,14.2815,1.76448
Suicide,Santa Clara,2005,Sex,Male,86,857055,10.0344,10.3131,1.13678
Suicide,Sonoma,2005,Sex,Male,39,230875,16.8923,16.7033,2.71399
Suicide,San Diego,2005,Sex,Male,216,1491360,14.4834,15.5517,1.07375
Suicide,Kern,2005,Sex,Male,63,392688,16.0433,19.1338,2.51028
Suicide,Ventura,2005,Sex,Male,68,396715,17.1408,18.2011,2.24271
Suicide,Los Angeles,2005,Sex,Male,506,4838460,10.4579,11.5087,0.523607
Suicide,San Mateo,2005,Sex,Male,49,343820,14.2516,14.658,2.11376
Suicide,San Francisco,2005,Sex,Male,61,395954,15.4058,13.9626,1.81172
Suicide,Santa Barbara,2005,Sex,Male,22,206404,10.6587,10.8572,2.3373
Suicide,San Bernardino,2005,Sex,Male,133,966781,13.757,15.8209,1.43349
Suicide,Alameda,2005,Sex,Male,70,716004,9.77649,10.2712,1.256
Suicide,Marin,2005,Sex,Male,19,121710,15.610900000000001,14.5154,3.41752
Suicide,Orange,2005,Sex,Male,175,1465320,11.9428,12.8984,0.996505
Suicide,Madera,2005,Sex,Total,21,139868,15.0142,16.7298,3.67616
Suicide,Lake,2005,Sex,Total,15,63107,23.7692,24.0356,6.54902
Suicide,San Joaquin,2005,Sex,Total,13,651625,1.99501,2.14835,0.599218
Suicide,Sacramento,2005,Sex,Total,169,1358170,12.4432,12.7386,0.98318
Suicide,San Mateo,2005,Sex,Total,70,699277,10.0103,9.74094,1.17065
Suicide,Contra Costa,2005,Sex,Total,89,1004230,8.86251,8.93008,0.951916
Suicide,Ventura,2005,Sex,Total,88,796867,11.0432,11.2886,1.20892
Suicide,Solano,2005,Sex,Total,49,410570,11.9346,12.131,1.74534
Suicide,Santa Barbara,2005,Sex,Total,37,411683,8.9875,9.00802,1.49206
Suicide,Monterey,2005,Sex,Total,27,407974,6.61807,7.0396,1.36556
Suicide,El Dorado,2005,Sex,Total,33,173181,19.0552,18.4188,3.31909
Suicide,Santa Clara,2005,Sex,Total,105,1699520,6.17821,6.21602,0.610749
Suicide,Siskiyou,2005,Sex,Total,12,44945,26.6993,25.4482,7.97014
Suicide,San Luis Obispo,2005,Sex,Total,35,259943,13.4645,12.9356,2.23375
Suicide,Mendocino,2005,Sex,Total,13,88016,14.77,16.2762,4.59924
Suicide,Humboldt,2005,Sex,Total,29,131689,22.0216,20.288,3.83641
Suicide,Los Angeles,2005,Sex,Total,675,9809560,6.88104,7.16942,0.27777
Suicide,Placer,2005,Sex,Total,28,312630,8.95627,8.77639,1.67779
Suicide,CALIFORNIA,2005,Sex,Total,3121,35985600,8.67292,8.8809,0.159603
Suicide,Kern,2005,Sex,Total,76,761972,9.97412,11.1718,1.29968
Suicide,Imperial,2005,Sex,Total,11,157657,6.97717,6.97389,2.11627
Suicide,Fresno,2005,Sex,Total,67,871910,7.68428,8.33082,1.02637
Suicide,Tulare,2005,Sex,Total,35,408403,8.56997,9.50595,1.6233900000000001
Suicide,Stanislaus,2005,Sex,Total,41,498020,8.2326,8.59761,1.34802
Suicide,Orange,2005,Sex,Total,230,2957150,7.77776,7.96671,0.527628
Suicide,San Diego,2005,Sex,Total,294,2970140,9.89854,10.1369,0.593819
Suicide,Sonoma,2005,Sex,Total,51,469524,10.8621,10.1785,1.44497
Suicide,San Francisco,2005,Sex,Total,78,779655,10.0044,8.98109,1.02589
Suicide,Alameda,2005,Sex,Total,99,1459880,6.78137,6.76287,0.684441
Suicide,Merced,2005,Sex,Total,17,240600,7.06567,8.13329,1.99307
Suicide,Trinity,2005,Sex,Total,13,13789,94.278,92.5112,28.2098
Suicide,San Bernardino,2005,Sex,Total,162,1942730,8.33876,9.23982,0.739574
Suicide,Napa,2005,Sex,Total,14,130740,10.7083,10.5587,2.85802
Suicide,Santa Cruz,2005,Sex,Total,30,254725,11.7774,10.4,1.91512
Suicide,Marin,2005,Sex,Total,32,246686,12.972,11.8447,2.17835
Suicide,Nevada,2005,Sex,Total,13,97802,13.2922,12.2894,3.57885
Suicide,Riverside,2005,Sex,Total,172,1934720,8.89016,9.42855,0.720648
Suicide,Butte,2005,Sex,Total,31,213698,14.5065,14.216,2.637
Suicide,Shasta,2005,Sex,Total,35,174254,20.0856,19.6552,3.39424
Suicide,Contra Costa,2006,Sex,Female,20,517107,3.86767,3.60054,0.812175
Suicide,Fresno,2006,Sex,Female,14,443403,3.1574,3.17877,0.854775
Suicide,Kern,2006,Sex,Female,17,380855,4.46364,4.92196,1.19907
Suicide,Alameda,2006,Sex,Female,24,746458,3.21518,3.08299,0.631886
Suicide,Sonoma,2006,Sex,Female,12,238835,5.02439,4.38252,1.29077
Suicide,CALIFORNIA,2006,Sex,Female,733,18219400,4.02319,3.99039,0.147827
Suicide,Los Angeles,2006,Sex,Female,154,4960400,3.10459,3.08935,0.249583
Suicide,San Diego,2006,Sex,Female,60,1484900,4.04069,3.98687,0.51697
Suicide,San Joaquin,2006,Sex,Female,11,331622,3.31703,3.43619,1.03942
Suicide,Santa Clara,2006,Sex,Female,35,850345,4.11597,4.04852,0.685877
Suicide,Ventura,2006,Sex,Female,18,402512,4.47192,4.27732,1.01406
Suicide,Orange,2006,Sex,Female,77,1491350,5.16309,5.094,0.581518
Suicide,Riverside,2006,Sex,Female,44,1013840,4.33994,4.49189,0.678756
Suicide,San Bernardino,2006,Sex,Female,55,993098,5.53823,5.88428,0.799245
Suicide,Sacramento,2006,Sex,Female,37,700564,5.28146,5.23331,0.863124
Suicide,San Francisco,2006,Sex,Female,21,385444,5.44827,4.56036,1.01031
Suicide,Sacramento,2006,Sex,Male,143,671711,21.2889,21.7931,1.84037
Suicide,San Joaquin,2006,Sex,Male,40,329263,12.1483,13.5669,2.18137
Suicide,Ventura,2006,Sex,Male,72,398713,18.0581,19.0219,2.27439
Suicide,CALIFORNIA,2006,Sex,Male,2506,18027400,13.901,14.6652,0.297748
Suicide,Santa Clara,2006,Sex,Male,75,863494,8.68565,8.72218,1.02722
Suicide,Orange,2006,Sex,Male,181,1464080,12.3627,12.7592,0.962074
Suicide,Contra Costa,2006,Sex,Male,60,492997,12.1705,12.9168,1.69446
Suicide,Napa,2006,Sex,Male,17,65794.8,25.8379,26.8969,6.57515
Suicide,Kern,2006,Sex,Male,47,405365,11.5945,13.9498,2.10485
Suicide,Yuba,2006,Sex,Male,15,34799.8,43.1037,46.7556,12.5434
Suicide,Sonoma,2006,Sex,Male,38,231132,16.4408,16.0487,2.64391
Suicide,Los Angeles,2006,Sex,Male,491,4826930,10.1721,10.8654,0.500442
Suicide,San Diego,2006,Sex,Male,226,1497920,15.0876,16.0924,1.09079
Suicide,Riverside,2006,Sex,Male,156,1003510,15.5454,16.587,1.34023
Suicide,San Bernardino,2006,Sex,Male,135,983669,13.7241,15.9655,1.4393
Suicide,San Francisco,2006,Sex,Male,79,397484,19.875,17.4673,2.00768
Suicide,Alameda,2006,Sex,Male,67,718381,9.32653,10.0732,1.26421
Suicide,Fresno,2006,Sex,Male,74,442973,16.7053,17.7767,2.11192
Suicide,Yuba,2006,Sex,Total,15,69218,21.6707,22.2275,5.80194
Suicide,Sonoma,2006,Sex,Total,50,469967,10.639,9.87252,1.41834
Suicide,Mendocino,2006,Sex,Total,20,87584,22.8352,20.9062,4.84742
Suicide,Riverside,2006,Sex,Total,200,2017350,9.914,10.3831,0.736159
Suicide,Tuolumne,2006,Sex,Total,19,56558,33.5938,31.6162,7.62804
Suicide,Madera,2006,Sex,Total,15,143528,10.4509,11.1802,2.90109
Suicide,Orange,2006,Sex,Total,258,2955430,8.72969,8.76324,0.547391
Suicide,Tehama,2006,Sex,Total,14,61542,22.7487,23.3538,6.36722
Suicide,Contra Costa,2006,Sex,Total,80,1010100,7.91998,7.7822,0.877049
Suicide,Solano,2006,Sex,Total,35,411351,8.50855,8.63133,1.47273
Suicide,Yolo,2006,Sex,Total,21,190809,11.0058,11.5844,2.60908
Suicide,Los Angeles,2006,Sex,Total,645,9787330,6.59015,6.7435600000000004,0.267226
Suicide,Santa Clara,2006,Sex,Total,110,1713840,6.41834,6.35244,0.608782
Suicide,Butte,2006,Sex,Total,45,215684,20.8639,21.4168,3.29588
Suicide,Merced,2006,Sex,Total,17,245555,6.92309,7.40704,1.83048
Suicide,Sacramento,2006,Sex,Total,180,1372270,13.1169,13.1683,0.985572
Suicide,Ventura,2006,Sex,Total,90,801225,11.2328,11.3824,1.20662
Suicide,Imperial,2006,Sex,Total,11,162532,6.7679,7.43654,2.28403
Suicide,Tulare,2006,Sex,Total,33,416092,7.93094,8.91699,1.57117
Suicide,Lake,2006,Sex,Total,18,63792,28.2167,28.0271,6.96601
Suicide,Kern,2006,Sex,Total,64,786220,8.14022,9.30088,1.17665
Suicide,San Bernardino,2006,Sex,Total,190,1976770,9.61165,10.5679,0.779782
Suicide,CALIFORNIA,2006,Sex,Total,3239,36246800,8.93596,9.05891,0.159884
Suicide,San Luis Obispo,2006,Sex,Total,26,261803,9.93113,8.9915,1.79948
Suicide,Santa Cruz,2006,Sex,Total,23,255486,9.00245,9.27661,1.9597
Suicide,Marin,2006,Sex,Total,37,247247,14.9648,13.6382,2.32366
Suicide,Humboldt,2006,Sex,Total,24,132226,18.1507,16.5445,3.43534
Suicide,San Diego,2006,Sex,Total,286,2982820,9.58825,9.64431,0.573556
Suicide,Fresno,2006,Sex,Total,88,886376,9.92807,10.3255,1.11338
Suicide,Shasta,2006,Sex,Total,41,175238,23.3968,21.5038,3.44064
Suicide,San Joaquin,2006,Sex,Total,51,660885,7.71693,8.22535,1.15756
Suicide,Nevada,2006,Sex,Total,12,98334,12.2033,11.9826,3.71277
Suicide,Alameda,2006,Sex,Total,91,1464840,6.21229,6.24169,0.659447
Suicide,Placer,2006,Sex,Total,32,322270,9.92956,9.09775,1.62521
Suicide,Stanislaus,2006,Sex,Total,44,503548,8.738,8.91924,1.35088
Suicide,San Mateo,2006,Sex,Total,48,699398,6.86305,6.65043,0.965658
Suicide,Monterey,2006,Sex,Total,34,405877,8.37692,8.80424,1.51985
Suicide,El Dorado,2006,Sex,Total,29,175258,16.547,17.0028,3.26072
Suicide,San Francisco,2006,Sex,Total,100,782928,12.7726,11.0589,1.12336
Suicide,Santa Barbara,2006,Sex,Total,40,412853,9.68868,9.89563,1.57444
Suicide,Napa,2006,Sex,Total,17,131920,12.8866,13.2574,3.25408
Suicide,Ventura,2007,Sex,Female,18,404979,4.44467,4.10471,0.972859
Suicide,San Diego,2007,Sex,Female,79,1500220,5.26589,5.18808,0.586282
Suicide,San Luis Obispo,2007,Sex,Female,12,128800,9.31679,8.97531,2.66808
Suicide,San Mateo,2007,Sex,Female,17,357982,4.74884,4.24361,1.04444
Suicide,CALIFORNIA,2007,Sex,Female,810,18372900,4.40867,4.32255,0.152513
Suicide,Riverside,2007,Sex,Female,44,1046770,4.20342,4.30689,0.651386
Suicide,Sonoma,2007,Sex,Female,14,240336,5.82518,5.51364,1.51202
Suicide,Sacramento,2007,Sex,Female,43,708444,6.06964,5.94295,0.911475
Suicide,Kern,2007,Sex,Female,13,390363,3.33023,3.53577,0.983563
Suicide,Fresno,2007,Sex,Female,30,450080,6.66548,7.08341,1.30272
Suicide,San Bernardino,2007,Sex,Female,34,1006100,3.37939,3.60878,0.623914
Suicide,Contra Costa,2007,Sex,Female,29,522750,5.54759,5.02933,0.94552
Suicide,Los Angeles,2007,Sex,Female,131,4954190,2.64422,2.61221,0.228916
Suicide,Orange,2007,Sex,Female,70,1496600,4.67727,4.45889,0.534713
Suicide,Santa Clara,2007,Sex,Female,41,862263,4.75493,4.67211,0.732063
Suicide,Humboldt,2007,Sex,Female,14,66423.6,21.0769,20.3017,5.64441
Suicide,San Francisco,2007,Sex,Female,22,389778,5.64424,4.90311,1.05885
Suicide,San Joaquin,2007,Sex,Female,12,336128,3.57007,3.79855,1.10277
Suicide,Alameda,2007,Sex,Female,35,752302,4.65239,4.36433,0.741627
Suicide,Marin,2007,Sex,Female,13,126059,10.3126,7.2435,2.07897
Suicide,Ventura,2007,Sex,Male,72,400932,17.9582,18.8751,2.2616
Suicide,San Bernardino,2007,Sex,Male,126,996552,12.6436,13.9736,1.29814
Suicide,Los Angeles,2007,Sex,Male,513,4819700,10.6438,11.3019,0.508276
Suicide,San Luis Obispo,2007,Sex,Male,35,135362,25.8565,24.9836,4.32217
Suicide,Riverside,2007,Sex,Male,162,1035890,15.6387,16.9844,1.34552
Suicide,Fresno,2007,Sex,Male,65,449746,14.4526,16.1408,2.04288
Suicide,Marin,2007,Sex,Male,28,122743,22.8119,21.1117,4.12119
Suicide,Sonoma,2007,Sex,Male,44,232651,18.9124,17.5908,2.6911
Suicide,Sacramento,2007,Sex,Male,119,679642,17.5092,18.0541,1.68209
Suicide,CALIFORNIA,2007,Sex,Male,2675,18179600,14.7143,15.3053,0.300081
Suicide,San Joaquin,2007,Sex,Male,50,333609,14.9876,16.6189,2.39089
Suicide,Santa Clara,2007,Sex,Male,96,874064,10.9832,11.4972,1.20115
Suicide,Kern,2007,Sex,Male,74,415435,17.8127,19.7775,2.37868
Suicide,Contra Costa,2007,Sex,Male,67,498501,13.4403,13.8044,1.70702
Suicide,San Mateo,2007,Sex,Male,50,346290,14.4388,13.6009,1.93697
Suicide,San Diego,2007,Sex,Male,269,1513940,17.7682,18.4603,1.14219
Suicide,San Francisco,2007,Sex,Male,87,401556,21.6657,18.7896,2.04392
Suicide,Orange,2007,Sex,Male,203,1469220,13.8168,14.2519,1.01459
Suicide,Alameda,2007,Sex,Male,99,724099,13.6722,13.5539,1.38087
Suicide,Humboldt,2007,Sex,Male,16,66233.4,24.157,23.5596,6.03266
Suicide,CALIFORNIA,2007,Sex,Total,3485,36552500,9.53422,9.59318,0.163309
Suicide,Santa Cruz,2007,Sex,Total,32,257601,12.4223,11.8259,2.13268
Suicide,San Luis Obispo,2007,Sex,Total,47,264162,17.7921,16.9466,2.54097
Suicide,Butte,2007,Sex,Total,32,217115,14.7387,15.0258,2.71083
Suicide,Sacramento,2007,Sex,Total,162,1388090,11.6707,11.6354,0.921452
Suicide,Contra Costa,2007,Sex,Total,96,1021250,9.40024,9.22135,0.950646
Suicide,Fresno,2007,Sex,Total,95,899826,10.5576,11.3649,1.17727
Suicide,Siskiyou,2007,Sex,Total,18,44862,40.123,41.4373,10.4877
Suicide,San Mateo,2007,Sex,Total,67,704272,9.51337,8.79001,1.08024
Suicide,Tuolumne,2007,Sex,Total,11,56133,19.5963,17.8922,5.76693
Suicide,San Bernardino,2007,Sex,Total,160,2002650,7.98941,8.56353,0.688255
Suicide,Orange,2007,Sex,Total,273,2965820,9.20486,9.15844,0.556545
Suicide,Shasta,2007,Sex,Total,42,175849,23.8841,23.9657,3.81421
Suicide,Santa Clara,2007,Sex,Total,137,1736330,7.89022,7.89611,0.679048
Suicide,Riverside,2007,Sex,Total,206,2082660,9.89122,10.4096,0.727371
Suicide,Madera,2007,Sex,Total,20,146806,13.6234,14.7062,3.30265
Suicide,Kern,2007,Sex,Total,87,805798,10.7968,11.6907,1.27038
Suicide,Stanislaus,2007,Sex,Total,50,508372,9.83532,10.274,1.4622
Suicide,Merced,2007,Sex,Total,13,249538,5.20963,5.55909,1.5486
Suicide,Mendocino,2007,Sex,Total,22,87646,25.101,24.4147,5.35439
Suicide,Lake,2007,Sex,Total,19,63986,29.694,26.7883,6.54703
Suicide,Tulare,2007,Sex,Total,46,423608,10.8591,12.1692,1.81797
Suicide,Placer,2007,Sex,Total,35,329719,10.6151,10.3109,1.75994
Suicide,Alameda,2007,Sex,Total,134,1476400,9.07612,8.80999,0.76577
Suicide,Santa Barbara,2007,Sex,Total,28,416648,6.7203,6.79164,1.3034
Suicide,Kings,2007,Sex,Total,15,150378,9.97486,10.9561,2.94294
Suicide,Marin,2007,Sex,Total,41,248802,16.479,14.2958,2.33494
Suicide,Tehama,2007,Sex,Total,12,62011,19.3514,20.5124,6.00933
Suicide,Monterey,2007,Sex,Total,39,407896,9.56126,9.77555,1.57299
Suicide,Humboldt,2007,Sex,Total,30,132657,22.6147,21.8809,4.10132
Suicide,Yolo,2007,Sex,Total,14,194854,7.18487,7.60397,2.08918
Suicide,Yuba,2007,Sex,Total,12,70221,17.0889,17.8114,5.19154
Suicide,Amador,2007,Sex,Total,11,38085,28.8828,21.7492,6.93334
Suicide,Ventura,2007,Sex,Total,90,805911,11.1675,11.1184,1.17989
Suicide,Los Angeles,2007,Sex,Total,644,9773890,6.58898,6.71837,0.26646
Suicide,San Joaquin,2007,Sex,Total,62,669737,9.25737,9.92727,1.2686
Suicide,San Francisco,2007,Sex,Total,109,791334,13.7742,12.0056,1.16161
Suicide,Napa,2007,Sex,Total,14,133155,10.5141,9.70959,2.63723
Suicide,El Dorado,2007,Sex,Total,20,177195,11.287,10.4158,2.42857
Suicide,Solano,2007,Sex,Total,44,412636,10.6632,10.6453,1.61996
Suicide,Sonoma,2007,Sex,Total,58,472987,12.2625,11.447,1.52994
Suicide,San Diego,2007,Sex,Total,348,3014170,11.5455,11.547,0.622646
Suicide,Imperial,2007,Sex,Total,12,166894,7.19019,8.31502,2.42758
Suicide,Nevada,2007,Sex,Total,23,98480,23.355,23.1399,5.15048
Suicide,San Mateo,2008,Sex,Female,17,361593,4.70141,4.25867,1.04717
Suicide,Kern,2008,Sex,Female,17,397224,4.2797,4.58235,1.11678
Suicide,Monterey,2008,Sex,Female,15,199794,7.50774,7.7699,2.02203
Suicide,Sacramento,2008,Sex,Female,35,714913,4.8957,4.85477,0.826421
Suicide,Santa Clara,2008,Sex,Female,40,874428,4.57442,4.45391,0.707244
Suicide,Sonoma,2008,Sex,Female,17,242159,7.02019,5.69325,1.39525
Suicide,San Diego,2008,Sex,Female,86,1518650,5.66291,5.64336,0.612287
Suicide,Contra Costa,2008,Sex,Female,30,528831,5.67288,5.53613,1.02368
Suicide,CALIFORNIA,2008,Sex,Female,854,18525600,4.60985,4.5223,0.155615
Suicide,Santa Barbara,2008,Sex,Female,11,209105,5.26051,5.19662,1.59602
Suicide,Yolo,2008,Sex,Female,11,101290,10.8599,10.9525,3.35363
Suicide,San Bernardino,2008,Sex,Female,39,1012900,3.85032,3.87045,0.632854
Suicide,Alameda,2008,Sex,Female,33,760122,4.34141,4.2101,0.737283
Suicide,Riverside,2008,Sex,Female,49,1067130,4.59176,4.8005,0.688084
Suicide,Orange,2008,Sex,Female,81,1505160,5.38149,5.24113,0.584519
Suicide,Placer,2008,Sex,Female,12,172768,6.94575,6.82782,2.0312
Suicide,Los Angeles,2008,Sex,Female,178,4965660,3.58462,3.51053,0.264052
Suicide,San Joaquin,2008,Sex,Female,16,338923,4.72083,4.87549,1.22455
Suicide,San Francisco,2008,Sex,Female,19,393420,4.82944,3.91762,0.916547
Suicide,Fresno,2008,Sex,Female,13,456755,2.84617,3.00986,0.842305
Suicide,Ventura,2008,Sex,Female,21,408229,5.14418,4.84321,1.06511
Suicide,San Joaquin,2008,Sex,Male,57,336325,16.9479,19.2106,2.58327
Suicide,Yolo,2008,Sex,Male,17,96298.7,17.6534,17.666,4.44628
Suicide,Placer,2008,Sex,Male,34,165146,20.5878,20.2841,3.5313
Suicide,Los Angeles,2008,Sex,Male,608,4831150,12.585,13.2974,0.549014
Suicide,Fresno,2008,Sex,Male,52,456484,11.3914,12.8162,1.80886
Suicide,Ventura,2008,Sex,Male,62,403799,15.3542,15.9419,2.05728
Suicide,Santa Clara,2008,Sex,Male,117,885106,13.2188,13.451,1.2624
Suicide,Contra Costa,2008,Sex,Male,89,504461,17.6426,17.9639,1.93323
Suicide,San Bernardino,2008,Sex,Male,162,1003620,16.1415,18.3208,1.49745
Suicide,Sacramento,2008,Sex,Male,150,686026,21.8651,22.6021,1.86964
Suicide,Santa Barbara,2008,Sex,Male,28,210865,13.2787,13.9112,2.64629
Suicide,Monterey,2008,Sex,Male,31,211083,14.6862,15.3453,2.81658
Suicide,Sonoma,2008,Sex,Male,59,234491,25.1609,24.6271,3.25109
Suicide,San Diego,2008,Sex,Male,268,1532610,17.4865,17.8979,1.10796
Suicide,Kern,2008,Sex,Male,60,422667,14.1956,17.1199,2.32978
Suicide,Orange,2008,Sex,Male,200,1477630,13.5352,13.9208,0.997474
Suicide,Alameda,2008,Sex,Male,97,731659,13.2575,13.495,1.40275
Suicide,San Francisco,2008,Sex,Male,70,405253,17.2732,15.2593,1.84804
Suicide,CALIFORNIA,2008,Sex,Male,2836,18330700,15.4713,16.1012,0.306743
Suicide,San Mateo,2008,Sex,Male,53,349781,15.1524,15.1094,2.09857
Suicide,Riverside,2008,Sex,Male,149,1055790,14.1126,15.2259,1.25525
Suicide,Kern,2008,Sex,Total,77,819891,9.39149,10.4968,1.21933
Suicide,CALIFORNIA,2008,Sex,Total,3690,36856200,10.0119,10.0427,0.166298
Suicide,Ventura,2008,Sex,Total,83,812028,10.2213,10.0469,1.11131
Suicide,Shasta,2008,Sex,Total,34,176629,19.2494,19.1839,3.39276
